Counter Settings:
Falling Edge
Disc Threshold [V]	-0.301514
Dwell time [s]	2.000000E-8
Number of channels	3750
Number of Scans	25000

D2
v 1
J 2
29.7V 3.23A
Au 789C
Knnew  C
Kn  e-2mbar (base 1.5e-2)
x=35mm y=35.5mm z=512mm
D2/RGA 9.5e-11 torr (base 8e-12)
500: 9.5e-9 mbar
100: 1.5e-9 mbar
FFR heater 4.0A 1.33V
extra heater 3.0A 0.5V
Extractor: -30V
Lens: -1200V
MCP: -2100V
Laser Position	207.519054

Laser Power [mJ]	0.836422
Time [µs]	Counts
0	39545
0.02	15766
0.04	265
0.06	77
0.08	112
0.1	51
0.12	22
0.14	14
0.16	13
0.18	18
0.2	24
0.22	26
0.24	35
0.26	49
0.28	82
0.3	67
0.32	69
0.34	50
0.36	71
0.38	78
0.4	71
0.42	67
0.44	51
0.46	50
0.48	53
0.5	46
0.52	43
0.54	45
0.56	40
0.58	30
0.6	28
0.62	39
0.64	54
0.66	58
0.68	59
0.7	55
0.72	59
0.74	89
0.76	95
0.78	132
0.8	158
0.82	164
0.84	167
0.86	187
0.88	185
0.9	230
0.92	252
0.94	305
0.96	354
0.98	367
1	453
1.02	490
1.04	599
1.06	679
1.08	622
1.1	488
1.12	411
1.14	297
1.16	221
1.18	203
1.2	171
1.22	164
1.24	138
1.26	132
1.28	130
1.3	134
1.32	149
1.34	127
1.36	125
1.38	128
1.4	109
1.42	110
1.44	96
1.46	93
1.48	90
1.5	70
1.52	58
1.54	46
1.56	60
1.58	38
1.6	39
1.62	29
1.64	24
1.66	30
1.68	23
1.7	25
1.72	33
1.74	17
1.76	12
1.78	17
1.8	27
1.82	24
1.84	20
1.86	23
1.88	24
1.9	17
1.92	15
1.94	20
1.96	25
1.98	30
2	28
2.02	37
2.04	24
2.06	24
2.08	32
2.1	29
2.12	22
2.14	26
2.16	30
2.18	20
2.2	29
2.22	24
2.24	35
2.26	21
2.28	23
2.3	22
2.32	13
2.34	13
2.36	15
2.38	18
2.4	20
2.42	21
2.44	23
2.46	16
2.48	21
2.5	17
2.52	16
2.54	14
2.56	10
2.58	13
2.6	10
2.62	10
2.64	8
2.66	7
2.68	12
2.7	10
2.72	11
2.74	10
2.76	8
2.78	10
2.8	12
2.82	25
2.84	20
2.86	15
2.88	11
2.9	13
2.92	5
2.94	11
2.96	8
2.98	11
3	6
3.02	4
3.04	8
3.06	11
3.08	13
3.1	10
3.12	14
3.14	15
3.16	5
3.18	4
3.2	8
3.22	10
3.24	10
3.26	6
3.28	7
3.3	9
3.32	12
3.34	10
3.36	10
3.38	5
3.4	6
3.42	8
3.44	8
3.46	7
3.48	7
3.5	5
3.52	5
3.54	9
3.56	13
3.58	11
3.6	7
3.62	8
3.64	5
3.66	11
3.68	9
3.7	4
3.72	5
3.74	5
3.76	5
3.78	10
3.8	14
3.82	12
3.84	6
3.86	6
3.88	5
3.9	7
3.92	11
3.94	7
3.96	6
3.98	9
4	11
4.02	11
4.04	16
4.06	12
4.08	15
