Disc Threshold [V]	D2, v1J2, 09.12. First	D2, v1J2, 09.12. First
16.5	3	1.1042048737372E-4
16.52	-4	-1.47227316498294E-4
16.54	-6	-2.2084097474744E-4
16.56	-2	-7.36136582491468E-5
16.58	-3	-1.1042048737372E-4
16.6	-5	-1.84034145622867E-4
16.62	1	3.68068291245734E-5
16.64	7	2.57647803872014E-4
16.66	3	1.1042048737372E-4
16.68	7	2.57647803872014E-4
16.7	10	3.68068291245734E-4
16.72	2	7.36136582491468E-5
16.74	3	1.1042048737372E-4
16.76	1	3.68068291245734E-5
16.78	5	1.84034145622867E-4
16.8	8	2.94454632996587E-4
16.82	2	7.36136582491468E-5
16.84	14	5.15295607744028E-4
16.86	3	1.1042048737372E-4
16.88	2	7.36136582491468E-5
16.9	11	4.04875120370307E-4
16.92	-1	-3.68068291245734E-5
16.94	-9	-3.31261462121161E-4
16.96	0	0
16.98	2	7.36136582491468E-5
17	-4	-1.47227316498294E-4
17.02	6	2.2084097474744E-4
17.04	5	1.84034145622867E-4
17.06	6	2.2084097474744E-4
17.08	5	1.84034145622867E-4
17.1	3	1.1042048737372E-4
17.12	2	7.36136582491468E-5
17.14	2	7.36136582491468E-5
17.16	7	2.57647803872014E-4
17.18	3	1.1042048737372E-4
17.2	5	1.84034145622867E-4
17.22	4	1.47227316498294E-4
17.24	4	1.47227316498294E-4
17.26	1	3.68068291245734E-5
17.28	6	2.2084097474744E-4
17.3	-4	-1.47227316498294E-4
17.32	-7	-2.57647803872014E-4
17.34	3	1.1042048737372E-4
17.36	15	5.52102436868601E-4
17.38	9	3.31261462121161E-4
17.4	3	1.1042048737372E-4
17.42	3	1.1042048737372E-4
17.44	5	1.84034145622867E-4
17.46	1	3.68068291245734E-5
17.48	-2	-7.36136582491468E-5
17.5	-3	-1.1042048737372E-4
17.52	-8	-2.94454632996587E-4
17.54	-2	-7.36136582491468E-5
17.56	2	7.36136582491468E-5
17.58	0	0
17.6	0	0
17.62	4	1.47227316498294E-4
17.64	0	0
17.66	8	2.94454632996587E-4
17.68	10	3.68068291245734E-4
17.7	4	1.47227316498294E-4
17.72	0	0
17.74	2	7.36136582491468E-5
17.76	3	1.1042048737372E-4
17.78	1	3.68068291245734E-5
17.8	11	4.04875120370307E-4
17.82	12	4.41681949494881E-4
17.84	0	0
17.86	4	1.47227316498294E-4
17.88	14	5.15295607744028E-4
17.9	14	5.15295607744028E-4
17.92	0	0
17.94	1	3.68068291245734E-5
17.96	0	0
17.98	-3	-1.1042048737372E-4
18	-5	-1.84034145622867E-4
18.02	-1	-3.68068291245734E-5
18.04	6	2.2084097474744E-4
18.06	4	1.47227316498294E-4
18.08	-3	-1.1042048737372E-4
18.1	1	3.68068291245734E-5
18.12	-3	-1.1042048737372E-4
18.14	-1	-3.68068291245734E-5
18.16	-4	-1.47227316498294E-4
18.18	-1	-3.68068291245734E-5
18.2	0	0
18.22	1	3.68068291245734E-5
18.24	2	7.36136582491468E-5
18.26	3	1.1042048737372E-4
18.28	6	2.2084097474744E-4
18.3	3	1.1042048737372E-4
18.32	4	1.47227316498294E-4
18.34	3	1.1042048737372E-4
18.36	0	0
18.38	8	2.94454632996587E-4
18.4	11	4.04875120370307E-4
18.42	-2	-7.36136582491468E-5
18.44	3	1.1042048737372E-4
18.46	3	1.1042048737372E-4
18.48	4	1.47227316498294E-4
18.5	9	3.31261462121161E-4
18.52	5	1.84034145622867E-4
18.54	2	7.36136582491468E-5
18.56	0	0
18.58	3	1.1042048737372E-4
18.6	5	1.84034145622867E-4
18.62	3	1.1042048737372E-4
18.64	0	0
18.66	7	2.57647803872014E-4
18.68	1	3.68068291245734E-5
18.7	-6	-2.2084097474744E-4
18.72	-5	-1.84034145622867E-4
18.74	3	1.1042048737372E-4
18.76	4	1.47227316498294E-4
18.78	4	1.47227316498294E-4
18.8	-4	-1.47227316498294E-4
18.82	-1	-3.68068291245734E-5
18.84	4	1.47227316498294E-4
18.86	11	4.04875120370307E-4
18.88	6	2.2084097474744E-4
18.9	-2	-7.36136582491468E-5
18.92	2	7.36136582491468E-5
18.94	5	1.84034145622867E-4
18.96	-2	-7.36136582491468E-5
18.98	-4	-1.47227316498294E-4
19	0	0
19.02	4	1.47227316498294E-4
19.04	6	2.2084097474744E-4
19.06	11	4.04875120370307E-4
19.08	2	7.36136582491468E-5
19.1	0	0
19.12	-3	-1.1042048737372E-4
19.14	0	0
19.16	1	3.68068291245734E-5
19.18	2	7.36136582491468E-5
19.2	0	0
19.22	-1	-3.68068291245734E-5
19.24	0	0
19.26	0	0
19.28	-3	-1.1042048737372E-4
19.3	5	1.84034145622867E-4
19.32	10	3.68068291245734E-4
19.34	-4	-1.47227316498294E-4
19.36	-2	-7.36136582491468E-5
19.38	3	1.1042048737372E-4
19.4	3	1.1042048737372E-4
19.42	2	7.36136582491468E-5
19.44	-2	-7.36136582491468E-5
19.46	-1	-3.68068291245734E-5
19.48	2	7.36136582491468E-5
19.5	1	3.68068291245734E-5
19.52	7	2.57647803872014E-4
19.54	6	2.2084097474744E-4
19.56	1	3.68068291245734E-5
19.58	0	0
19.6	6	2.2084097474744E-4
19.62	7	2.57647803872014E-4
19.64	1	3.68068291245734E-5
19.66	-4	-1.47227316498294E-4
19.68	1	3.68068291245734E-5
19.7	1	3.68068291245734E-5
19.72	3	1.1042048737372E-4
19.74	7	2.57647803872014E-4
19.76	7	2.57647803872014E-4
19.78	2	7.36136582491468E-5
19.8	5	1.84034145622867E-4
19.82	-6	-2.2084097474744E-4
19.84	-5	-1.84034145622867E-4
19.86	1	3.68068291245734E-5
19.88	0	0
19.9	0	0
19.92	4	1.47227316498294E-4
19.94	1	3.68068291245734E-5
19.96	4	1.47227316498294E-4
19.98	0	0
20	-3	-1.1042048737372E-4
20.02	2	7.36136582491468E-5
20.04	7	2.57647803872014E-4
20.06	16	5.88909265993175E-4
20.08	12	4.41681949494881E-4
20.1	7	2.57647803872014E-4
20.12	5	1.84034145622867E-4
20.14	10	3.68068291245734E-4
20.16	5	1.84034145622867E-4
20.18	-3	-1.1042048737372E-4
20.2	0	0
20.22	2	7.36136582491468E-5
20.24	-7	-2.57647803872014E-4
20.26	6	2.2084097474744E-4
20.28	-1	-3.68068291245734E-5
20.3	2	7.36136582491468E-5
20.32	1	3.68068291245734E-5
20.34	2	7.36136582491468E-5
20.36	3	1.1042048737372E-4
20.38	-2	-7.36136582491468E-5
20.4	4	1.47227316498294E-4
20.42	5	1.84034145622867E-4
20.44	2	7.36136582491468E-5
20.46	4	1.47227316498294E-4
20.48	5	1.84034145622867E-4
20.5	7	2.57647803872014E-4
20.52	2	7.36136582491468E-5
20.54	5	1.84034145622867E-4
20.56	9	3.31261462121161E-4
20.58	7	2.57647803872014E-4
20.6	9	3.31261462121161E-4
20.62	5	1.84034145622867E-4
20.64	15	5.52102436868601E-4
20.66	1	3.68068291245734E-5
20.68	7	2.57647803872014E-4
20.7	4	1.47227316498294E-4
20.72	0	0
20.74	1	3.68068291245734E-5
20.76	3	1.1042048737372E-4
20.78	4	1.47227316498294E-4
20.8	1	3.68068291245734E-5
20.82	-1	-3.68068291245734E-5
20.84	-5	-1.84034145622867E-4
20.86	4	1.47227316498294E-4
20.88	20	7.36136582491468E-4
20.9	8	2.94454632996587E-4
20.92	2	7.36136582491468E-5
20.94	5	1.84034145622867E-4
20.96	2	7.36136582491468E-5
20.98	0	0
21	-2	-7.36136582491468E-5
21.02	4	1.47227316498294E-4
21.04	10	3.68068291245734E-4
21.06	9	3.31261462121161E-4
21.08	5	1.84034145622867E-4
21.1	1	3.68068291245734E-5
21.12	-4	-1.47227316498294E-4
21.14	1	3.68068291245734E-5
21.16	3	1.1042048737372E-4
21.18	0	0
21.2	1	3.68068291245734E-5
21.22	-1	-3.68068291245734E-5
21.24	8	2.94454632996587E-4
21.26	5	1.84034145622867E-4
21.28	0	0
21.3	3	1.1042048737372E-4
21.32	-4	-1.47227316498294E-4
21.34	-1	-3.68068291245734E-5
21.36	7	2.57647803872014E-4
21.38	5	1.84034145622867E-4
21.4	3	1.1042048737372E-4
21.42	-3	-1.1042048737372E-4
21.44	2	7.36136582491468E-5
21.46	9	3.31261462121161E-4
21.48	6	2.2084097474744E-4
21.5	5	1.84034145622867E-4
21.52	7	2.57647803872014E-4
21.54	7	2.57647803872014E-4
21.56	3	1.1042048737372E-4
21.58	-6	-2.2084097474744E-4
21.6	2	7.36136582491468E-5
21.62	2	7.36136582491468E-5
21.64	-1	-3.68068291245734E-5
21.66	-3	-1.1042048737372E-4
21.68	1	3.68068291245734E-5
21.7	6	2.2084097474744E-4
21.72	2	7.36136582491468E-5
21.74	6	2.2084097474744E-4
21.76	-5	-1.84034145622867E-4
21.78	0	0
21.8	3	1.1042048737372E-4
21.82	2	7.36136582491468E-5
21.84	5	1.84034145622867E-4
21.86	7	2.57647803872014E-4
21.88	5	1.84034145622867E-4
21.9	7	2.57647803872014E-4
21.92	-1	-3.68068291245734E-5
21.94	-5	-1.84034145622867E-4
21.96	4	1.47227316498294E-4
21.98	0	0
22	-3	-1.1042048737372E-4
22.02	-1	-3.68068291245734E-5
22.04	0	0
22.06	3	1.1042048737372E-4
22.08	6	2.2084097474744E-4
22.1	6	2.2084097474744E-4
22.12	4	1.47227316498294E-4
22.14	-2	-7.36136582491468E-5
22.16	2	7.36136582491468E-5
22.18	-1	-3.68068291245734E-5
22.2	-1	-3.68068291245734E-5
22.22	-2	-7.36136582491468E-5
22.24	1	3.68068291245734E-5
22.26	1	3.68068291245734E-5
22.28	2	7.36136582491468E-5
22.3	1	3.68068291245734E-5
22.32	-5	-1.84034145622867E-4
22.34	4	1.47227316498294E-4
22.36	5	1.84034145622867E-4
22.38	-1	-3.68068291245734E-5
22.4	-4	-1.47227316498294E-4
22.42	4	1.47227316498294E-4
22.44	3	1.1042048737372E-4
22.46	0	0
22.48	3	1.1042048737372E-4
22.5	7	2.57647803872014E-4
22.52	10	3.68068291245734E-4
22.54	2	7.36136582491468E-5
22.56	3	1.1042048737372E-4
22.58	0	0
22.6	6	2.2084097474744E-4
22.62	9	3.31261462121161E-4
22.64	7	2.57647803872014E-4
22.66	5	1.84034145622867E-4
22.68	12	4.41681949494881E-4
22.7	10	3.68068291245734E-4
22.72	6	2.2084097474744E-4
22.74	4	1.47227316498294E-4
22.76	9	3.31261462121161E-4
22.78	2	7.36136582491468E-5
22.8	8	2.94454632996587E-4
22.82	4	1.47227316498294E-4
22.84	-1	-3.68068291245734E-5
22.86	3	1.1042048737372E-4
22.88	9	3.31261462121161E-4
22.9	6	2.2084097474744E-4
22.92	-1	-3.68068291245734E-5
22.94	-1	-3.68068291245734E-5
22.96	-3	-1.1042048737372E-4
22.98	5	1.84034145622867E-4
23	0	0
23.02	-1	-3.68068291245734E-5
23.04	-5	-1.84034145622867E-4
23.06	-1	-3.68068291245734E-5
23.08	5	1.84034145622867E-4
23.1	0	0
23.12	0	0
23.14	-1	-3.68068291245734E-5
23.16	7	2.57647803872014E-4
23.18	1	3.68068291245734E-5
23.2	-1	-3.68068291245734E-5
23.22	-2	-7.36136582491468E-5
23.24	3	1.1042048737372E-4
23.26	-3	-1.1042048737372E-4
23.28	1	3.68068291245734E-5
23.3	-1	-3.68068291245734E-5
23.32	4	1.47227316498294E-4
23.34	5	1.84034145622867E-4
23.36	3	1.1042048737372E-4
23.38	-3	-1.1042048737372E-4
23.4	2	7.36136582491468E-5
23.42	5	1.84034145622867E-4
23.44	3	1.1042048737372E-4
23.46	-1	-3.68068291245734E-5
23.48	-1	-3.68068291245734E-5
23.5	6	2.2084097474744E-4
23.52	4	1.47227316498294E-4
23.54	6	2.2084097474744E-4
23.56	4	1.47227316498294E-4
23.58	-4	-1.47227316498294E-4
23.6	-1	-3.68068291245734E-5
23.62	-5	-1.84034145622867E-4
23.64	-4	-1.47227316498294E-4
23.66	-3	-1.1042048737372E-4
23.68	-4	-1.47227316498294E-4
23.7	-7	-2.57647803872014E-4
23.72	-1	-3.68068291245734E-5
23.74	5	1.84034145622867E-4
23.76	5	1.84034145622867E-4
23.78	-2	-7.36136582491468E-5
23.8	2	7.36136582491468E-5
23.82	2	7.36136582491468E-5
23.84	-8	-2.94454632996587E-4
23.86	0	0
23.88	-3	-1.1042048737372E-4
23.9	-4	-1.47227316498294E-4
23.92	-3	-1.1042048737372E-4
23.94	0	0
23.96	5	1.84034145622867E-4
23.98	4	1.47227316498294E-4
24	5	1.84034145622867E-4
24.02	4	1.47227316498294E-4
24.04	7	2.57647803872014E-4
24.06	2	7.36136582491468E-5
24.08	-2	-7.36136582491468E-5
24.1	-6	-2.2084097474744E-4
24.12	5	1.84034145622867E-4
24.14	9	3.31261462121161E-4
24.16	3	1.1042048737372E-4
24.18	9	3.31261462121161E-4
24.2	3	1.1042048737372E-4
24.22	3	1.1042048737372E-4
24.24	-1	-3.68068291245734E-5
24.26	8	2.94454632996587E-4
24.28	6	2.2084097474744E-4
24.3	9	3.31261462121161E-4
24.32	3	1.1042048737372E-4
24.34	-5	-1.84034145622867E-4
24.36	1	3.68068291245734E-5
24.38	0	0
24.4	9	3.31261462121161E-4
24.42	-1	-3.68068291245734E-5
24.44	5	1.84034145622867E-4
24.46	2	7.36136582491468E-5
24.48	-1	-3.68068291245734E-5
24.5	-5	-1.84034145622867E-4
24.52	0	0
24.54	3	1.1042048737372E-4
24.56	1	3.68068291245734E-5
24.58	-2	-7.36136582491468E-5
24.6	1	3.68068291245734E-5
24.62	1	3.68068291245734E-5
24.64	9	3.31261462121161E-4
24.66	0	0
24.68	0	0
24.7	4	1.47227316498294E-4
24.72	3	1.1042048737372E-4
24.74	8	2.94454632996587E-4
24.76	2	7.36136582491468E-5
24.78	0	0
24.8	1	3.68068291245734E-5
24.82	5	1.84034145622867E-4
24.84	4	1.47227316498294E-4
24.86	5	1.84034145622867E-4
24.88	9	3.31261462121161E-4
24.9	3	1.1042048737372E-4
24.92	3	1.1042048737372E-4
24.94	3	1.1042048737372E-4
24.96	-2	-7.36136582491468E-5
24.98	-2	-7.36136582491468E-5
25	-1	-3.68068291245734E-5
25.02	-1	-3.68068291245734E-5
25.04	0	0
25.06	0	0
25.08	2	7.36136582491468E-5
25.1	5	1.84034145622867E-4
25.12	-1	-3.68068291245734E-5
25.14	-1	-3.68068291245734E-5
25.16	3	1.1042048737372E-4
25.18	7	2.57647803872014E-4
25.2	14	5.15295607744028E-4
25.22	-2	-7.36136582491468E-5
25.24	-2	-7.36136582491468E-5
25.26	1	3.68068291245734E-5
25.28	9	3.31261462121161E-4
25.3	4	1.47227316498294E-4
25.32	6	2.2084097474744E-4
25.34	1	3.68068291245734E-5
25.36	12	4.41681949494881E-4
25.38	3	1.1042048737372E-4
25.4	-2	-7.36136582491468E-5
25.42	-2	-7.36136582491468E-5
25.44	-2	-7.36136582491468E-5
25.46	-5	-1.84034145622867E-4
25.48	-2	-7.36136582491468E-5
25.5	9	3.31261462121161E-4
25.52	9	3.31261462121161E-4
25.54	5	1.84034145622867E-4
25.56	-1	-3.68068291245734E-5
25.58	6	2.2084097474744E-4
25.6	4	1.47227316498294E-4
25.62	-1	-3.68068291245734E-5
25.64	5	1.84034145622867E-4
25.66	4	1.47227316498294E-4
25.68	1	3.68068291245734E-5
25.7	-1	-3.68068291245734E-5
25.72	-2	-7.36136582491468E-5
25.74	7	2.57647803872014E-4
25.76	-2	-7.36136582491468E-5
25.78	-5	-1.84034145622867E-4
25.8	1	3.68068291245734E-5
25.82	1	3.68068291245734E-5
25.84	3	1.1042048737372E-4
25.86	1	3.68068291245734E-5
25.88	4	1.47227316498294E-4
25.9	3	1.1042048737372E-4
25.92	-2	-7.36136582491468E-5
25.94	-6	-2.2084097474744E-4
25.96	0	0
25.98	9	3.31261462121161E-4
26	10	3.68068291245734E-4
26.02	4	1.47227316498294E-4
26.04	-1	-3.68068291245734E-5
26.06	3	1.1042048737372E-4
26.08	5	1.84034145622867E-4
26.1	1	3.68068291245734E-5
26.12	-2	-7.36136582491468E-5
26.14	-4	-1.47227316498294E-4
26.16	-6	-2.2084097474744E-4
26.18	-3	-1.1042048737372E-4
26.2	2	7.36136582491468E-5
26.22	4	1.47227316498294E-4
26.24	3	1.1042048737372E-4
26.26	1	3.68068291245734E-5
26.28	10	3.68068291245734E-4
26.3	3	1.1042048737372E-4
26.32	3	1.1042048737372E-4
26.34	0	0
26.36	2	7.36136582491468E-5
26.38	1	3.68068291245734E-5
26.4	4	1.47227316498294E-4
26.42	1	3.68068291245734E-5
26.44	0	0
26.46	-4	-1.47227316498294E-4
26.48	3	1.1042048737372E-4
26.5	7	2.57647803872014E-4
26.52	6	2.2084097474744E-4
26.54	-2	-7.36136582491468E-5
26.56	-4	-1.47227316498294E-4
26.58	-1	-3.68068291245734E-5
26.6	-4	-1.47227316498294E-4
26.62	5	1.84034145622867E-4
26.64	6	2.2084097474744E-4
26.66	5	1.84034145622867E-4
26.68	9	3.31261462121161E-4
26.7	-1	-3.68068291245734E-5
26.72	-4	-1.47227316498294E-4
26.74	-3	-1.1042048737372E-4
26.76	-2	-7.36136582491468E-5
26.78	0	0
26.8	0	0
26.82	-9	-3.31261462121161E-4
26.84	-5	-1.84034145622867E-4
26.86	-7	-2.57647803872014E-4
26.88	0	0
26.9	3	1.1042048737372E-4
26.92	3	1.1042048737372E-4
26.94	1	3.68068291245734E-5
26.96	5	1.84034145622867E-4
26.98	1	3.68068291245734E-5
27	-3	-1.1042048737372E-4
27.02	-3	-1.1042048737372E-4
27.04	4	1.47227316498294E-4
27.06	10	3.68068291245734E-4
27.08	3	1.1042048737372E-4
27.1	-8	-2.94454632996587E-4
27.12	0	0
27.14	-2	-7.36136582491468E-5
27.16	-2	-7.36136582491468E-5
27.18	6	2.2084097474744E-4
27.2	1	3.68068291245734E-5
27.22	-2	-7.36136582491468E-5
27.24	-7	-2.57647803872014E-4
27.26	2	7.36136582491468E-5
27.28	5	1.84034145622867E-4
27.3	7	2.57647803872014E-4
27.32	8	2.94454632996587E-4
27.34	2	7.36136582491468E-5
27.36	0	0
27.38	3	1.1042048737372E-4
27.4	-2	-7.36136582491468E-5
27.42	-1	-3.68068291245734E-5
27.44	0	0
27.46	2	7.36136582491468E-5
27.48	3	1.1042048737372E-4
27.5	1	3.68068291245734E-5
27.52	-1	-3.68068291245734E-5
27.54	5	1.84034145622867E-4
27.56	7	2.57647803872014E-4
27.58	-4	-1.47227316498294E-4
27.6	-4	-1.47227316498294E-4
27.62	0	0
27.64	-6	-2.2084097474744E-4
27.66	-9	-3.31261462121161E-4
27.68	0	0
27.7	4	1.47227316498294E-4
27.72	10	3.68068291245734E-4
27.74	3	1.1042048737372E-4
27.76	4	1.47227316498294E-4
27.78	0	0
27.8	1	3.68068291245734E-5
27.82	4	1.47227316498294E-4
27.84	9	3.31261462121161E-4
27.86	-4	-1.47227316498294E-4
27.88	0	0
27.9	5	1.84034145622867E-4
27.92	2	7.36136582491468E-5
27.94	-2	-7.36136582491468E-5
27.96	0	0
27.98	2	7.36136582491468E-5
28	1	3.68068291245734E-5
28.02	1	3.68068291245734E-5
28.04	-3	-1.1042048737372E-4
28.06	0	0
28.08	-3	-1.1042048737372E-4
28.1	0	0
28.12	4	1.47227316498294E-4
28.14	7	2.57647803872014E-4
28.16	1	3.68068291245734E-5
28.18	-7	-2.57647803872014E-4
28.2	-3	-1.1042048737372E-4
28.22	7	2.57647803872014E-4
28.24	6	2.2084097474744E-4
28.26	4	1.47227316498294E-4
28.28	7	2.57647803872014E-4
28.3	4	1.47227316498294E-4
28.32	1	3.68068291245734E-5
28.34	-1	-3.68068291245734E-5
28.36	0	0
28.38	2	7.36136582491468E-5
28.4	-3	-1.1042048737372E-4
28.42	-3	-1.1042048737372E-4
28.44	1	3.68068291245734E-5
28.46	3	1.1042048737372E-4
28.48	6	2.2084097474744E-4
28.5	10	3.68068291245734E-4
28.52	1	3.68068291245734E-5
28.54	1	3.68068291245734E-5
28.56	-1	-3.68068291245734E-5
28.58	-10	-3.68068291245734E-4
28.6	0	0
28.62	3	1.1042048737372E-4
28.64	5	1.84034145622867E-4
28.66	-4	-1.47227316498294E-4
28.68	-1	-3.68068291245734E-5
28.7	0	0
28.72	3	1.1042048737372E-4
28.74	7	2.57647803872014E-4
28.76	0	0
28.78	3	1.1042048737372E-4
28.8	-6	-2.2084097474744E-4
28.82	-1	-3.68068291245734E-5
28.84	-2	-7.36136582491468E-5
28.86	1	3.68068291245734E-5
28.88	7	2.57647803872014E-4
28.9	4	1.47227316498294E-4
28.92	6	2.2084097474744E-4
28.94	4	1.47227316498294E-4
28.96	2	7.36136582491468E-5
28.98	-1	-3.68068291245734E-5
29	-3	-1.1042048737372E-4
29.02	4	1.47227316498294E-4
29.04	-7	-2.57647803872014E-4
29.06	5	1.84034145622867E-4
29.08	7	2.57647803872014E-4
29.1	1	3.68068291245734E-5
29.12	-1	-3.68068291245734E-5
29.14	-3	-1.1042048737372E-4
29.16	-5	-1.84034145622867E-4
29.18	-3	-1.1042048737372E-4
29.2	10	3.68068291245734E-4
29.22	2	7.36136582491468E-5
29.24	-1	-3.68068291245734E-5
29.26	-3	-1.1042048737372E-4
29.28	4	1.47227316498294E-4
29.3	3	1.1042048737372E-4
29.32	0	0
29.34	7	2.57647803872014E-4
29.36	5	1.84034145622867E-4
29.38	3	1.1042048737372E-4
29.4	3	1.1042048737372E-4
29.42	2	7.36136582491468E-5
29.44	0	0
29.46	3	1.1042048737372E-4
29.48	4	1.47227316498294E-4
29.5	6	2.2084097474744E-4
29.52	1	3.68068291245734E-5
29.54	0	0
29.56	-2	-7.36136582491468E-5
29.58	5	1.84034145622867E-4
29.6	5	1.84034145622867E-4
29.62	4	1.47227316498294E-4
29.64	-3	-1.1042048737372E-4
29.66	-2	-7.36136582491468E-5
29.68	10	3.68068291245734E-4
29.7	4	1.47227316498294E-4
29.72	-5	-1.84034145622867E-4
29.74	5	1.84034145622867E-4
29.76	1	3.68068291245734E-5
29.78	1	3.68068291245734E-5
29.8	2	7.36136582491468E-5
29.82	7	2.57647803872014E-4
29.84	3	1.1042048737372E-4
29.86	2	7.36136582491468E-5
29.88	7	2.57647803872014E-4
29.9	5	1.84034145622867E-4
29.92	7	2.57647803872014E-4
29.94	0	0
29.96	-1	-3.68068291245734E-5
29.98	-2	-7.36136582491468E-5
30	1	3.68068291245734E-5
30.02	4	1.47227316498294E-4
30.04	-2	-7.36136582491468E-5
30.06	3	1.1042048737372E-4
30.08	7	2.57647803872014E-4
30.1	-1	-3.68068291245734E-5
30.12	-5	-1.84034145622867E-4
30.14	5	1.84034145622867E-4
30.16	4	1.47227316498294E-4
30.18	-1	-3.68068291245734E-5
30.2	-5	-1.84034145622867E-4
30.22	-2	-7.36136582491468E-5
30.24	6	2.2084097474744E-4
30.26	-4	-1.47227316498294E-4
30.28	-1	-3.68068291245734E-5
30.3	3	1.1042048737372E-4
30.32	3	1.1042048737372E-4
30.34	2	7.36136582491468E-5
30.36	-2	-7.36136582491468E-5
30.38	-1	-3.68068291245734E-5
30.4	5	1.84034145622867E-4
30.42	0	0
30.44	-8	-2.94454632996587E-4
30.46	-4	-1.47227316498294E-4
30.48	-6	-2.2084097474744E-4
30.5	-1	-3.68068291245734E-5
30.52	2	7.36136582491468E-5
30.54	7	2.57647803872014E-4
30.56	-4	-1.47227316498294E-4
30.58	-6	-2.2084097474744E-4
30.6	1	3.68068291245734E-5
30.62	-3	-1.1042048737372E-4
30.64	-9	-3.31261462121161E-4
30.66	3	1.1042048737372E-4
30.68	1	3.68068291245734E-5
30.7	-3	-1.1042048737372E-4
30.72	6	2.2084097474744E-4
30.74	5	1.84034145622867E-4
30.76	-4	-1.47227316498294E-4
30.78	-14	-5.15295607744028E-4
30.8	-4	-1.47227316498294E-4
30.82	4	1.47227316498294E-4
30.84	5	1.84034145622867E-4
30.86	5	1.84034145622867E-4
30.88	1	3.68068291245734E-5
30.9	2	7.36136582491468E-5
30.92	5	1.84034145622867E-4
30.94	10	3.68068291245734E-4
30.96	4	1.47227316498294E-4
30.98	0	0
31	-4	-1.47227316498294E-4
31.02	1	3.68068291245734E-5
31.04	1	3.68068291245734E-5
31.06	-5	-1.84034145622867E-4
31.08	0	0
31.1	0	0
31.12	-1	-3.68068291245734E-5
31.14	-3	-1.1042048737372E-4
31.16	2	7.36136582491468E-5
31.18	4	1.47227316498294E-4
31.2	1	3.68068291245734E-5
31.22	-1	-3.68068291245734E-5
31.24	-1	-3.68068291245734E-5
31.26	-1	-3.68068291245734E-5
31.28	3	1.1042048737372E-4
31.3	3	1.1042048737372E-4
31.32	-3	-1.1042048737372E-4
31.34	0	0
31.36	2	7.36136582491468E-5
31.38	4	1.47227316498294E-4
31.4	7	2.57647803872014E-4
31.42	5	1.84034145622867E-4
31.44	6	2.2084097474744E-4
31.46	7	2.57647803872014E-4
31.48	6	2.2084097474744E-4
31.5	6	2.2084097474744E-4
31.52	-2	-7.36136582491468E-5
31.54	-9	-3.31261462121161E-4
31.56	5	1.84034145622867E-4
31.58	7	2.57647803872014E-4
31.6	-1	-3.68068291245734E-5
31.62	3	1.1042048737372E-4
31.64	0	0
31.66	1	3.68068291245734E-5
31.68	-2	-7.36136582491468E-5
31.7	2	7.36136582491468E-5
31.72	-1	-3.68068291245734E-5
31.74	-1	-3.68068291245734E-5
31.76	2	7.36136582491468E-5
31.78	5	1.84034145622867E-4
31.8	1	3.68068291245734E-5
31.82	-1	-3.68068291245734E-5
31.84	2	7.36136582491468E-5
31.86	3	1.1042048737372E-4
31.88	0	0
31.9	4	1.47227316498294E-4
31.92	3	1.1042048737372E-4
31.94	-4	-1.47227316498294E-4
31.96	6	2.2084097474744E-4
31.98	-1	-3.68068291245734E-5
32	4	1.47227316498294E-4
32.02	-2	-7.36136582491468E-5
32.04	4	1.47227316498294E-4
32.06	0	0
32.08	0	0
32.1	4	1.47227316498294E-4
32.12	3	1.1042048737372E-4
32.14	5	1.84034145622867E-4
32.16	-2	-7.36136582491468E-5
32.18	-1	-3.68068291245734E-5
32.2	1	3.68068291245734E-5
32.22	-6	-2.2084097474744E-4
32.24	5	1.84034145622867E-4
32.26	1	3.68068291245734E-5
32.28	3	1.1042048737372E-4
32.3	3	1.1042048737372E-4
32.32	-2	-7.36136582491468E-5
32.34	-3	-1.1042048737372E-4
32.36	-2	-7.36136582491468E-5
32.38	3	1.1042048737372E-4
32.4	-5	-1.84034145622867E-4
32.42	2	7.36136582491468E-5
32.44	3	1.1042048737372E-4
32.46	-3	-1.1042048737372E-4
32.48	1	3.68068291245734E-5
32.5	2	7.36136582491468E-5
32.52	3	1.1042048737372E-4
32.54	4	1.47227316498294E-4
32.56	4	1.47227316498294E-4
32.58	-1	-3.68068291245734E-5
32.6	0	0
32.62	-1	-3.68068291245734E-5
32.64	-4	-1.47227316498294E-4
32.66	-1	-3.68068291245734E-5
32.68	0	0
32.7	1	3.68068291245734E-5
32.72	3	1.1042048737372E-4
32.74	1	3.68068291245734E-5
32.76	4	1.47227316498294E-4
32.78	-4	-1.47227316498294E-4
32.8	1	3.68068291245734E-5
32.82	4	1.47227316498294E-4
32.84	8	2.94454632996587E-4
32.86	0	0
32.88	-1	-3.68068291245734E-5
32.9	0	0
32.92	-1	-3.68068291245734E-5
32.94	-1	-3.68068291245734E-5
32.96	4	1.47227316498294E-4
32.98	-2	-7.36136582491468E-5
33	-3	-1.1042048737372E-4
33.02	0	0
33.04	2	7.36136582491468E-5
33.06	6	2.2084097474744E-4
33.08	2	7.36136582491468E-5
33.1	-1	-3.68068291245734E-5
33.12	-4	-1.47227316498294E-4
33.14	-1	-3.68068291245734E-5
33.16	4	1.47227316498294E-4
33.18	-5	-1.84034145622867E-4
33.2	-3	-1.1042048737372E-4
33.22	3	1.1042048737372E-4
