Disc Threshold [V]	D2, v1J2, 09.12. First	D2, v1J2, 09.12. First
3.1	4	1.47227316498294E-4
3.12	5	1.84034145622867E-4
3.14	9	3.31261462121161E-4
3.16	3	1.1042048737372E-4
3.18	2	7.36136582491468E-5
3.2	-1	-3.68068291245734E-5
3.22	-6	-2.2084097474744E-4
3.24	20	7.36136582491468E-4
3.26	4	1.47227316498294E-4
3.28	2	7.36136582491468E-5
3.3	0	0
3.32	2	7.36136582491468E-5
3.34	5	1.84034145622867E-4
3.36	2	7.36136582491468E-5
3.38	1	3.68068291245734E-5
3.4	-1	-3.68068291245734E-5
3.42	-3	-1.1042048737372E-4
3.44	-3	-1.1042048737372E-4
3.46	-8	-2.94454632996587E-4
3.48	-5	-1.84034145622867E-4
3.5	4	1.47227316498294E-4
3.52	11	4.04875120370307E-4
3.54	8	2.94454632996587E-4
3.56	2	7.36136582491468E-5
3.58	6	2.2084097474744E-4
3.6	1	3.68068291245734E-5
3.62	-7	-2.57647803872014E-4
3.64	8	2.94454632996587E-4
3.66	0	0
3.68	-3	-1.1042048737372E-4
3.7	-3	-1.1042048737372E-4
3.72	-2	-7.36136582491468E-5
3.74	-2	-7.36136582491468E-5
3.76	1	3.68068291245734E-5
3.78	0	0
3.8	-2	-7.36136582491468E-5
3.82	-4	-1.47227316498294E-4
3.84	0	0
3.86	-2	-7.36136582491468E-5
3.88	3	1.1042048737372E-4
3.9	3	1.1042048737372E-4
3.92	0	0
3.94	0	0
3.96	2	7.36136582491468E-5
3.98	2	7.36136582491468E-5
4	8	2.94454632996587E-4
4.02	4	1.47227316498294E-4
4.04	-2	-7.36136582491468E-5
4.06	1	3.68068291245734E-5
4.08	9	3.31261462121161E-4
4.1	6	2.2084097474744E-4
4.12	12	4.41681949494881E-4
4.14	32	0.00117781853198635
4.16	7	2.57647803872014E-4
4.18	2	7.36136582491468E-5
4.2	-5	-1.84034145622867E-4
4.22	-10	-3.68068291245734E-4
4.24	-7	-2.57647803872014E-4
4.26	12	4.41681949494881E-4
4.28	18	6.62522924242321E-4
4.3	0	0
4.32	-5	-1.84034145622867E-4
4.34	-2	-7.36136582491468E-5
4.36	0	0
4.38	0	0
4.4	-2	-7.36136582491468E-5
4.42	4	1.47227316498294E-4
4.44	9	3.31261462121161E-4
4.46	3	1.1042048737372E-4
4.48	6	2.2084097474744E-4
4.5	12	4.41681949494881E-4
4.52	8	2.94454632996587E-4
4.54	3	1.1042048737372E-4
4.56	-7	-2.57647803872014E-4
4.58	-6	-2.2084097474744E-4
4.6	-5	-1.84034145622867E-4
4.62	0	0
4.64	-1	-3.68068291245734E-5
4.66	12	4.41681949494881E-4
4.68	8	2.94454632996587E-4
4.7	0	0
4.72	-4	-1.47227316498294E-4
4.74	-5	-1.84034145622867E-4
4.76	5	1.84034145622867E-4
4.78	7	2.57647803872014E-4
4.8	-6	-2.2084097474744E-4
4.82	-8	-2.94454632996587E-4
4.84	-4	-1.47227316498294E-4
4.86	-6	-2.2084097474744E-4
4.88	-2	-7.36136582491468E-5
4.9	-4	-1.47227316498294E-4
4.92	10	3.68068291245734E-4
4.94	7	2.57647803872014E-4
4.96	7	2.57647803872014E-4
4.98	6	2.2084097474744E-4
5	0	0
5.02	6	2.2084097474744E-4
5.04	6	2.2084097474744E-4
5.06	0	0
5.08	14	5.15295607744028E-4
5.1	13	4.78488778619454E-4
5.12	5	1.84034145622867E-4
5.14	-1	-3.68068291245734E-5
5.16	0	0
5.18	-2	-7.36136582491468E-5
5.2	9	3.31261462121161E-4
5.22	6	2.2084097474744E-4
5.24	6	2.2084097474744E-4
5.26	3	1.1042048737372E-4
5.28	6	2.2084097474744E-4
5.3	16	5.88909265993175E-4
5.32	14	5.15295607744028E-4
5.34	14	5.15295607744028E-4
5.36	7	2.57647803872014E-4
5.38	4	1.47227316498294E-4
5.4	6	2.2084097474744E-4
5.42	23	8.46557069865188E-4
5.44	13	4.78488778619454E-4
5.46	-5	-1.84034145622867E-4
5.48	-12	-4.41681949494881E-4
5.5	-2	-7.36136582491468E-5
5.52	-1	-3.68068291245734E-5
5.54	4	1.47227316498294E-4
5.56	11	4.04875120370307E-4
5.58	6	2.2084097474744E-4
5.6	2	7.36136582491468E-5
5.62	-1	-3.68068291245734E-5
5.64	0	0
5.66	-7	-2.57647803872014E-4
5.68	-2	-7.36136582491468E-5
5.7	5	1.84034145622867E-4
5.72	14	5.15295607744028E-4
5.74	4	1.47227316498294E-4
5.76	-4	-1.47227316498294E-4
5.78	-3	-1.1042048737372E-4
5.8	6	2.2084097474744E-4
5.82	-3	-1.1042048737372E-4
5.84	-10	-3.68068291245734E-4
5.86	6	2.2084097474744E-4
5.88	6	2.2084097474744E-4
5.9	-10	-3.68068291245734E-4
5.92	1	3.68068291245734E-5
5.94	0	0
5.96	9	3.31261462121161E-4
5.98	5	1.84034145622867E-4
6	-2	-7.36136582491468E-5
6.02	3	1.1042048737372E-4
6.04	-10	-3.68068291245734E-4
6.06	-5	-1.84034145622867E-4
6.08	-9	-3.31261462121161E-4
6.1	-6	-2.2084097474744E-4
6.12	10	3.68068291245734E-4
6.14	15	5.52102436868601E-4
6.16	6	2.2084097474744E-4
6.18	-5	-1.84034145622867E-4
6.2	-14	-5.15295607744028E-4
6.22	-1	-3.68068291245734E-5
6.24	4	1.47227316498294E-4
6.26	-1	-3.68068291245734E-5
6.28	-5	-1.84034145622867E-4
6.3	-1	-3.68068291245734E-5
6.32	7	2.57647803872014E-4
6.34	6	2.2084097474744E-4
6.36	-6	-2.2084097474744E-4
6.38	-13	-4.78488778619454E-4
6.4	-4	-1.47227316498294E-4
6.42	10	3.68068291245734E-4
6.44	0	0
6.46	-2	-7.36136582491468E-5
6.48	4	1.47227316498294E-4
6.5	6	2.2084097474744E-4
6.52	3	1.1042048737372E-4
6.54	-2	-7.36136582491468E-5
6.56	-11	-4.04875120370307E-4
6.58	-16	-5.88909265993175E-4
6.6	-6	-2.2084097474744E-4
6.62	19	6.99329753366895E-4
6.64	14	5.15295607744028E-4
6.66	-11	-4.04875120370307E-4
6.68	3	1.1042048737372E-4
6.7	-13	-4.78488778619454E-4
6.72	-7	-2.57647803872014E-4
6.74	-4	-1.47227316498294E-4
6.76	-7	-2.57647803872014E-4
6.78	-6	-2.2084097474744E-4
6.8	2	7.36136582491468E-5
6.82	10	3.68068291245734E-4
6.84	-21	-7.72943411616042E-4
6.86	-24	-8.83363898989762E-4
6.88	-11	-4.04875120370307E-4
6.9	-7	-2.57647803872014E-4
6.92	-8	-2.94454632996587E-4
6.94	-8	-2.94454632996587E-4
6.96	0	0
6.98	-3	-1.1042048737372E-4
7	0	0
7.02	9	3.31261462121161E-4
7.04	-26	-9.56977557238908E-4
7.06	-13	-4.78488778619454E-4
7.08	3	1.1042048737372E-4
7.1	1	3.68068291245734E-5
7.12	1	3.68068291245734E-5
7.14	-1	-3.68068291245734E-5
7.16	10	3.68068291245734E-4
7.18	23	8.46557069865188E-4
7.2	9	3.31261462121161E-4
7.22	3	1.1042048737372E-4
7.24	-8	-2.94454632996587E-4
7.26	-8	-2.94454632996587E-4
7.28	-15	-5.52102436868601E-4
7.3	6	2.2084097474744E-4
7.32	9	3.31261462121161E-4
7.34	10	3.68068291245734E-4
7.36	5	1.84034145622867E-4
7.38	-6	-2.2084097474744E-4
7.4	-14	-5.15295607744028E-4
7.42	1	3.68068291245734E-5
7.44	12	4.41681949494881E-4
7.46	2	7.36136582491468E-5
7.48	0	0
7.5	1	3.68068291245734E-5
7.52	5	1.84034145622867E-4
7.54	-2	-7.36136582491468E-5
7.56	0	0
7.58	3	1.1042048737372E-4
7.6	15	5.52102436868601E-4
7.62	-1	-3.68068291245734E-5
7.64	-2	-7.36136582491468E-5
7.66	4	1.47227316498294E-4
7.68	-2	-7.36136582491468E-5
7.7	-1	-3.68068291245734E-5
7.72	8	2.94454632996587E-4
7.74	34	0.0012514321902355
7.76	29	0.00106739804461263
7.78	15	5.52102436868601E-4
7.8	5	1.84034145622867E-4
7.82	8	2.94454632996587E-4
7.84	3	1.1042048737372E-4
7.86	6	2.2084097474744E-4
7.88	9	3.31261462121161E-4
7.9	9	3.31261462121161E-4
7.92	16	5.88909265993175E-4
7.94	2	7.36136582491468E-5
7.96	25	9.20170728114335E-4
7.98	10	3.68068291245734E-4
8	6	2.2084097474744E-4
8.02	2	7.36136582491468E-5
8.04	1	3.68068291245734E-5
8.06	9	3.31261462121161E-4
8.08	10	3.68068291245734E-4
8.1	1	3.68068291245734E-5
8.12	4	1.47227316498294E-4
8.14	3	1.1042048737372E-4
8.16	-10	-3.68068291245734E-4
8.18	4	1.47227316498294E-4
8.2	-2	-7.36136582491468E-5
8.22	-7	-2.57647803872014E-4
8.24	4	1.47227316498294E-4
8.26	10	3.68068291245734E-4
8.28	11	4.04875120370307E-4
8.3	-2	-7.36136582491468E-5
8.32	3	1.1042048737372E-4
8.34	-2	-7.36136582491468E-5
8.36	2	7.36136582491468E-5
8.38	7	2.57647803872014E-4
8.4	14	5.15295607744028E-4
8.42	20	7.36136582491468E-4
8.44	17	6.25716095117748E-4
8.46	7	2.57647803872014E-4
8.48	15	5.52102436868601E-4
8.5	6	2.2084097474744E-4
8.52	24	8.83363898989762E-4
8.54	24	8.83363898989762E-4
8.56	16	5.88909265993175E-4
8.58	29	0.00106739804461263
8.6	24	8.83363898989762E-4
8.62	26	9.56977557238908E-4
8.64	22	8.09750240740615E-4
8.66	43	0.00158269365235666
8.68	41	0.00150907999410751
8.7	25	9.20170728114335E-4
8.72	18	6.62522924242321E-4
8.74	25	9.20170728114335E-4
8.76	26	9.56977557238908E-4
8.78	34	0.0012514321902355
8.8	26	9.56977557238908E-4
8.82	8	2.94454632996587E-4
8.84	14	5.15295607744028E-4
8.86	28	0.00103059121548806
8.88	22	8.09750240740615E-4
8.9	37	0.00136185267760922
8.92	43	0.00158269365235666
8.94	38	0.00139865950673379
8.96	32	0.00117781853198635
8.98	44	0.00161950048148123
9	44	0.00161950048148123
9.02	41	0.00150907999410751
9.04	73	0.00268689852609386
9.06	77	0.00283412584259215
9.08	56	0.00206118243097611
9.1	43	0.00158269365235666
9.12	55	0.00202437560185154
9.14	45	0.0016563073106058
9.16	41	0.00150907999410751
9.18	46	0.00169311413973038
9.2	65	0.00239244389309727
9.22	75	0.00276051218434301
9.24	68	0.00250286438047099
9.26	47	0.00172992096885495
9.28	58	0.00213479608922526
9.3	57	0.00209798926010068
9.32	53	0.00195076194360239
9.34	61	0.00224521657659898
9.36	60	0.0022084097474744
9.38	69	0.00253967120959557
9.4	47	0.00172992096885495
9.42	61	0.00224521657659898
9.44	72	0.00265009169696929
9.46	87	0.00320219413383789
9.48	88	0.00323900096296246
9.5	81	0.00298135315909045
9.52	91	0.00334942145033618
9.54	85	0.00312858047558874
9.56	117	0.00430639900757509
9.58	68	0.00250286438047099
9.6	62	0.00228202340572355
9.62	77	0.00283412584259215
9.64	72	0.00265009169696929
9.66	59	0.00217160291834983
9.68	75	0.00276051218434301
9.7	66	0.00242925072222184
9.72	60	0.0022084097474744
9.74	74	0.00272370535521843
9.76	54	0.00198756877272696
9.78	73	0.00268689852609386
9.8	67	0.00246605755134642
9.82	63	0.00231883023484812
9.84	67	0.00246605755134642
9.86	69	0.00253967120959557
9.88	52	0.00191395511447782
9.9	53	0.00195076194360239
9.92	50	0.00184034145622867
9.94	61	0.00224521657659898
9.96	66	0.00242925072222184
9.98	71	0.00261328486784471
10	68	0.00250286438047099
10.02	40	0.00147227316498294
10.04	49	0.0018035346271041
10.06	42	0.00154588682323208
10.08	46	0.00169311413973038
10.1	48	0.00176672779797952
10.12	38	0.00139865950673379
10.14	46	0.00169311413973038
10.16	48	0.00176672779797952
10.18	53	0.00195076194360239
10.2	54	0.00198756877272696
10.22	52	0.00191395511447782
10.24	43	0.00158269365235666
10.26	56	0.00206118243097611
10.28	51	0.00187714828535324
10.3	42	0.00154588682323208
10.32	59	0.00217160291834983
10.34	59	0.00217160291834983
10.36	41	0.00150907999410751
10.38	43	0.00158269365235666
10.4	36	0.00132504584848464
10.42	22	8.09750240740615E-4
10.44	34	0.0012514321902355
10.46	37	0.00136185267760922
10.48	35	0.00128823901936007
10.5	35	0.00128823901936007
10.52	31	0.00114101170286178
10.54	37	0.00136185267760922
10.56	32	0.00117781853198635
10.58	26	9.56977557238908E-4
10.6	32	0.00117781853198635
10.62	50	0.00184034145622867
10.64	39	0.00143546633585836
10.66	16	5.88909265993175E-4
10.68	26	9.56977557238908E-4
10.7	22	8.09750240740615E-4
10.72	22	8.09750240740615E-4
10.74	24	8.83363898989762E-4
10.76	26	9.56977557238908E-4
10.78	36	0.00132504584848464
10.8	26	9.56977557238908E-4
10.82	29	0.00106739804461263
10.84	28	0.00103059121548806
10.86	25	9.20170728114335E-4
10.88	17	6.25716095117748E-4
10.9	19	6.99329753366895E-4
10.92	20	7.36136582491468E-4
10.94	21	7.72943411616042E-4
10.96	28	0.00103059121548806
10.98	13	4.78488778619454E-4
11	15	5.52102436868601E-4
11.02	16	5.88909265993175E-4
11.04	21	7.72943411616042E-4
11.06	33	0.00121462536111092
11.08	26	9.56977557238908E-4
11.1	12	4.41681949494881E-4
11.12	6	2.2084097474744E-4
11.14	17	6.25716095117748E-4
11.16	17	6.25716095117748E-4
11.18	11	4.04875120370307E-4
11.2	15	5.52102436868601E-4
11.22	10	3.68068291245734E-4
11.24	18	6.62522924242321E-4
11.26	5	1.84034145622867E-4
11.28	12	4.41681949494881E-4
11.3	21	7.72943411616042E-4
11.32	18	6.62522924242321E-4
11.34	24	8.83363898989762E-4
11.36	16	5.88909265993175E-4
11.38	13	4.78488778619454E-4
11.4	10	3.68068291245734E-4
11.42	14	5.15295607744028E-4
11.44	17	6.25716095117748E-4
11.46	8	2.94454632996587E-4
11.48	-1	-3.68068291245734E-5
11.5	9	3.31261462121161E-4
11.52	16	5.88909265993175E-4
11.54	15	5.52102436868601E-4
11.56	9	3.31261462121161E-4
11.58	21	7.72943411616042E-4
11.6	16	5.88909265993175E-4
11.62	15	5.52102436868601E-4
11.64	21	7.72943411616042E-4
11.66	15	5.52102436868601E-4
11.68	9	3.31261462121161E-4
11.7	4	1.47227316498294E-4
11.72	12	4.41681949494881E-4
11.74	11	4.04875120370307E-4
11.76	13	4.78488778619454E-4
11.78	18	6.62522924242321E-4
11.8	21	7.72943411616042E-4
11.82	1	3.68068291245734E-5
11.84	19	6.99329753366895E-4
11.86	3	1.1042048737372E-4
11.88	6	2.2084097474744E-4
11.9	15	5.52102436868601E-4
11.92	4	1.47227316498294E-4
11.94	20	7.36136582491468E-4
11.96	6	2.2084097474744E-4
11.98	0	0
12	1	3.68068291245734E-5
12.02	8	2.94454632996587E-4
12.04	13	4.78488778619454E-4
12.06	12	4.41681949494881E-4
12.08	2	7.36136582491468E-5
12.1	-5	-1.84034145622867E-4
12.12	7	2.57647803872014E-4
12.14	9	3.31261462121161E-4
12.16	15	5.52102436868601E-4
12.18	19	6.99329753366895E-4
12.2	10	3.68068291245734E-4
12.22	13	4.78488778619454E-4
12.24	8	2.94454632996587E-4
12.26	7	2.57647803872014E-4
12.28	-5	-1.84034145622867E-4
12.3	4	1.47227316498294E-4
12.32	14	5.15295607744028E-4
12.34	11	4.04875120370307E-4
12.36	2	7.36136582491468E-5
12.38	2	7.36136582491468E-5
12.4	1	3.68068291245734E-5
12.42	6	2.2084097474744E-4
12.44	20	7.36136582491468E-4
12.46	16	5.88909265993175E-4
12.48	5	1.84034145622867E-4
12.5	12	4.41681949494881E-4
12.52	3	1.1042048737372E-4
12.54	7	2.57647803872014E-4
12.56	3	1.1042048737372E-4
12.58	-7	-2.57647803872014E-4
12.6	2	7.36136582491468E-5
12.62	9	3.31261462121161E-4
12.64	6	2.2084097474744E-4
12.66	10	3.68068291245734E-4
12.68	5	1.84034145622867E-4
12.7	6	2.2084097474744E-4
12.72	5	1.84034145622867E-4
12.74	7	2.57647803872014E-4
12.76	11	4.04875120370307E-4
12.78	15	5.52102436868601E-4
12.8	7	2.57647803872014E-4
12.82	-5	-1.84034145622867E-4
12.84	3	1.1042048737372E-4
12.86	5	1.84034145622867E-4
12.88	0	0
12.9	1	3.68068291245734E-5
12.92	6	2.2084097474744E-4
12.94	2	7.36136582491468E-5
12.96	2	7.36136582491468E-5
12.98	6	2.2084097474744E-4
13	16	5.88909265993175E-4
13.02	10	3.68068291245734E-4
13.04	6	2.2084097474744E-4
13.06	9	3.31261462121161E-4
13.08	5	1.84034145622867E-4
13.1	9	3.31261462121161E-4
13.12	12	4.41681949494881E-4
13.14	-3	-1.1042048737372E-4
13.16	3	1.1042048737372E-4
13.18	-2	-7.36136582491468E-5
13.2	-9	-3.31261462121161E-4
13.22	-2	-7.36136582491468E-5
13.24	-4	-1.47227316498294E-4
13.26	1	3.68068291245734E-5
13.28	8	2.94454632996587E-4
13.3	6	2.2084097474744E-4
13.32	-1	-3.68068291245734E-5
13.34	11	4.04875120370307E-4
13.36	12	4.41681949494881E-4
13.38	4	1.47227316498294E-4
13.4	-2	-7.36136582491468E-5
13.42	-1	-3.68068291245734E-5
13.44	0	0
13.46	5	1.84034145622867E-4
13.48	-7	-2.57647803872014E-4
13.5	-2	-7.36136582491468E-5
13.52	7	2.57647803872014E-4
13.54	4	1.47227316498294E-4
13.56	6	2.2084097474744E-4
13.58	3	1.1042048737372E-4
13.6	-2	-7.36136582491468E-5
13.62	0	0
13.64	3	1.1042048737372E-4
13.66	1	3.68068291245734E-5
13.68	-9	-3.31261462121161E-4
13.7	-4	-1.47227316498294E-4
13.72	-10	-3.68068291245734E-4
13.74	0	0
13.76	11	4.04875120370307E-4
13.78	5	1.84034145622867E-4
13.8	2	7.36136582491468E-5
13.82	8	2.94454632996587E-4
13.84	6	2.2084097474744E-4
13.86	5	1.84034145622867E-4
13.88	2	7.36136582491468E-5
13.9	7	2.57647803872014E-4
13.92	2	7.36136582491468E-5
13.94	4	1.47227316498294E-4
13.96	6	2.2084097474744E-4
13.98	4	1.47227316498294E-4
14	1	3.68068291245734E-5
14.02	-2	-7.36136582491468E-5
14.04	6	2.2084097474744E-4
14.06	9	3.31261462121161E-4
14.08	-1	-3.68068291245734E-5
14.1	5	1.84034145622867E-4
14.12	9	3.31261462121161E-4
14.14	8	2.94454632996587E-4
14.16	13	4.78488778619454E-4
14.18	5	1.84034145622867E-4
14.2	3	1.1042048737372E-4
14.22	7	2.57647803872014E-4
14.24	3	1.1042048737372E-4
14.26	3	1.1042048737372E-4
14.28	2	7.36136582491468E-5
14.3	-2	-7.36136582491468E-5
14.32	1	3.68068291245734E-5
14.34	2	7.36136582491468E-5
14.36	0	0
14.38	4	1.47227316498294E-4
14.4	-1	-3.68068291245734E-5
14.42	-8	-2.94454632996587E-4
14.44	3	1.1042048737372E-4
14.46	-4	-1.47227316498294E-4
14.48	4	1.47227316498294E-4
14.5	-8	-2.94454632996587E-4
14.52	-3	-1.1042048737372E-4
14.54	5	1.84034145622867E-4
14.56	13	4.78488778619454E-4
14.58	4	1.47227316498294E-4
14.6	-1	-3.68068291245734E-5
14.62	1	3.68068291245734E-5
14.64	2	7.36136582491468E-5
14.66	5	1.84034145622867E-4
14.68	-2	-7.36136582491468E-5
14.7	1	3.68068291245734E-5
14.72	0	0
14.74	-3	-1.1042048737372E-4
14.76	0	0
14.78	1	3.68068291245734E-5
14.8	4	1.47227316498294E-4
14.82	7	2.57647803872014E-4
14.84	4	1.47227316498294E-4
14.86	0	0
14.88	-8	-2.94454632996587E-4
14.9	-4	-1.47227316498294E-4
14.92	0	0
14.94	2	7.36136582491468E-5
14.96	9	3.31261462121161E-4
14.98	14	5.15295607744028E-4
15	13	4.78488778619454E-4
15.02	4	1.47227316498294E-4
15.04	4	1.47227316498294E-4
15.06	12	4.41681949494881E-4
15.08	9	3.31261462121161E-4
15.1	6	2.2084097474744E-4
15.12	8	2.94454632996587E-4
15.14	8	2.94454632996587E-4
15.16	6	2.2084097474744E-4
15.18	-1	-3.68068291245734E-5
15.2	3	1.1042048737372E-4
15.22	2	7.36136582491468E-5
15.24	1	3.68068291245734E-5
15.26	4	1.47227316498294E-4
15.28	-4	-1.47227316498294E-4
15.3	7	2.57647803872014E-4
15.32	2	7.36136582491468E-5
15.34	-1	-3.68068291245734E-5
15.36	6	2.2084097474744E-4
15.38	6	2.2084097474744E-4
15.4	3	1.1042048737372E-4
15.42	-2	-7.36136582491468E-5
15.44	3	1.1042048737372E-4
15.46	4	1.47227316498294E-4
15.48	4	1.47227316498294E-4
15.5	3	1.1042048737372E-4
15.52	6	2.2084097474744E-4
15.54	0	0
15.56	5	1.84034145622867E-4
15.58	4	1.47227316498294E-4
15.6	3	1.1042048737372E-4
15.62	3	1.1042048737372E-4
15.64	2	7.36136582491468E-5
15.66	6	2.2084097474744E-4
15.68	3	1.1042048737372E-4
15.7	5	1.84034145622867E-4
15.72	4	1.47227316498294E-4
15.74	7	2.57647803872014E-4
15.76	4	1.47227316498294E-4
15.78	8	2.94454632996587E-4
15.8	5	1.84034145622867E-4
15.82	5	1.84034145622867E-4
15.84	-1	-3.68068291245734E-5
15.86	-1	-3.68068291245734E-5
15.88	-7	-2.57647803872014E-4
15.9	-5	-1.84034145622867E-4
15.92	0	0
15.94	3	1.1042048737372E-4
15.96	5	1.84034145622867E-4
15.98	7	2.57647803872014E-4
16	0	0
16.02	-2	-7.36136582491468E-5
16.04	-4	-1.47227316498294E-4
16.06	-2	-7.36136582491468E-5
16.08	1	3.68068291245734E-5
16.1	-2	-7.36136582491468E-5
16.12	3	1.1042048737372E-4
16.14	9	3.31261462121161E-4
16.16	18	6.62522924242321E-4
16.18	2	7.36136582491468E-5
16.2	-1	-3.68068291245734E-5
16.22	-6	-2.2084097474744E-4
16.24	-6	-2.2084097474744E-4
16.26	1	3.68068291245734E-5
16.28	8	2.94454632996587E-4
16.3	2	7.36136582491468E-5
16.32	-2	-7.36136582491468E-5
16.34	5	1.84034145622867E-4
16.36	0	0
16.38	-5	-1.84034145622867E-4
16.4	15	5.52102436868601E-4
16.42	5	1.84034145622867E-4
16.44	2	7.36136582491468E-5
16.46	2	7.36136582491468E-5
16.48	3	1.1042048737372E-4
