Time [µs]	D2, v1J2, 07.12.	D2, v1J2, 07.12.
	25k shots	25k shots
Laser Power [mJ]		power corrected
12.9	-1	-3.60052348385752E-5
12.92	0	0
12.94	-1	-3.60052348385752E-5
12.96	-6	-2.16031409031451E-4
12.98	-1	-3.60052348385752E-5
13	5	1.80026174192876E-4
13.02	31	0.00111616227999583
13.04	20	7.20104696771503E-4
13.06	11	3.96057583224327E-4
13.08	10	3.60052348385752E-4
13.1	8	2.88041878708601E-4
13.12	-7	-2.52036643870026E-4
13.14	8	2.88041878708601E-4
13.16	3	1.08015704515725E-4
13.18	4	1.44020939354301E-4
13.2	6	2.16031409031451E-4
13.22	11	3.96057583224327E-4
13.24	-11	-3.96057583224327E-4
13.26	-10	-3.60052348385752E-4
13.28	-8	-2.88041878708601E-4
13.3	16	5.76083757417203E-4
13.32	10	3.60052348385752E-4
13.34	-17	-6.12088992255778E-4
13.36	-5	-1.80026174192876E-4
13.38	11	3.96057583224327E-4
13.4	-3	-1.08015704515725E-4
13.42	12	4.32062818062902E-4
13.44	7	2.52036643870026E-4
13.46	4	1.44020939354301E-4
13.48	-20	-7.20104696771503E-4
13.5	-7	-2.52036643870026E-4
13.52	6	2.16031409031451E-4
13.54	0	0
13.56	-3	-1.08015704515725E-4
13.58	3	1.08015704515725E-4
13.6	12	4.32062818062902E-4
13.62	-12	-4.32062818062902E-4
13.64	-2	-7.20104696771503E-5
13.66	7	2.52036643870026E-4
13.68	10	3.60052348385752E-4
13.7	2	7.20104696771503E-5
13.72	-3	-1.08015704515725E-4
13.74	-1	-3.60052348385752E-5
13.76	-4	-1.44020939354301E-4
13.78	6	2.16031409031451E-4
13.8	12	4.32062818062902E-4
13.82	21	7.56109931610078E-4
13.84	2	7.20104696771503E-5
13.86	-15	-5.40078522578627E-4
13.88	6	2.16031409031451E-4
13.9	-5	-1.80026174192876E-4
13.92	-7	-2.52036643870026E-4
13.94	1	3.60052348385752E-5
13.96	0	0
13.98	-6	-2.16031409031451E-4
14	-13	-4.68068052901477E-4
14.02	5	1.80026174192876E-4
14.04	1	3.60052348385752E-5
14.06	5	1.80026174192876E-4
14.08	18	6.48094227094353E-4
14.1	11	3.96057583224327E-4
14.12	3	1.08015704515725E-4
14.14	-10	-3.60052348385752E-4
14.16	-18	-6.48094227094353E-4
14.18	-14	-5.04073287740052E-4
14.2	26	9.36136105802954E-4
14.22	3	1.08015704515725E-4
14.24	13	4.68068052901477E-4
14.26	10	3.60052348385752E-4
14.28	5	1.80026174192876E-4
14.3	-4	-1.44020939354301E-4
14.32	6	2.16031409031451E-4
14.34	6	2.16031409031451E-4
14.36	-7	-2.52036643870026E-4
14.38	0	0
14.4	28	0.0010081465754801
14.42	19	6.84099461932928E-4
14.44	9	3.24047113547176E-4
14.46	6	2.16031409031451E-4
14.48	-1	-3.60052348385752E-5
14.5	1	3.60052348385752E-5
14.52	-6	-2.16031409031451E-4
14.54	4	1.44020939354301E-4
14.56	8	2.88041878708601E-4
14.58	4	1.44020939354301E-4
14.6	-3	-1.08015704515725E-4
14.62	3	1.08015704515725E-4
14.64	-6	-2.16031409031451E-4
14.66	9	3.24047113547176E-4
14.68	9	3.24047113547176E-4
14.7	-5	-1.80026174192876E-4
14.72	-14	-5.04073287740052E-4
14.74	2	7.20104696771503E-5
14.76	5	1.80026174192876E-4
14.78	7	2.52036643870026E-4
14.8	-6	-2.16031409031451E-4
14.82	-1	-3.60052348385752E-5
14.84	-3	-1.08015704515725E-4
14.86	6	2.16031409031451E-4
14.88	9	3.24047113547176E-4
14.9	6	2.16031409031451E-4
14.92	14	5.04073287740052E-4
14.94	3	1.08015704515725E-4
14.96	-6	-2.16031409031451E-4
14.98	-1	-3.60052348385752E-5
15	-2	-7.20104696771503E-5
15.02	12	4.32062818062902E-4
15.04	13	4.68068052901477E-4
15.06	3	1.08015704515725E-4
15.08	-5	-1.80026174192876E-4
15.1	4	1.44020939354301E-4
15.12	14	5.04073287740052E-4
15.14	16	5.76083757417203E-4
15.16	2	7.20104696771503E-5
15.18	8	2.88041878708601E-4
15.2	4	1.44020939354301E-4
15.22	-1	-3.60052348385752E-5
15.24	4	1.44020939354301E-4
15.26	2	7.20104696771503E-5
15.28	11	3.96057583224327E-4
15.3	1	3.60052348385752E-5
15.32	3	1.08015704515725E-4
15.34	16	5.76083757417203E-4
15.36	10	3.60052348385752E-4
15.38	4	1.44020939354301E-4
15.4	-4	-1.44020939354301E-4
15.42	-1	-3.60052348385752E-5
15.44	8	2.88041878708601E-4
15.46	5	1.80026174192876E-4
15.48	5	1.80026174192876E-4
15.5	-4	-1.44020939354301E-4
15.52	-4	-1.44020939354301E-4
15.54	13	4.68068052901477E-4
15.56	19	6.84099461932928E-4
15.58	10	3.60052348385752E-4
15.6	2	7.20104696771503E-5
15.62	8	2.88041878708601E-4
15.64	3	1.08015704515725E-4
15.66	20	7.20104696771503E-4
15.68	21	7.56109931610078E-4
15.7	13	4.68068052901477E-4
15.72	-1	-3.60052348385752E-5
15.74	8	2.88041878708601E-4
15.76	1	3.60052348385752E-5
15.78	2	7.20104696771503E-5
15.8	10	3.60052348385752E-4
15.82	1	3.60052348385752E-5
15.84	8	2.88041878708601E-4
15.86	14	5.04073287740052E-4
15.88	7	2.52036643870026E-4
15.9	2	7.20104696771503E-5
15.92	14	5.04073287740052E-4
15.94	25	9.00130870964379E-4
15.96	17	6.12088992255778E-4
15.98	15	5.40078522578627E-4
16	13	4.68068052901477E-4
16.02	7	2.52036643870026E-4
16.04	16	5.76083757417203E-4
16.06	-4	-1.44020939354301E-4
16.08	-12	-4.32062818062902E-4
16.1	2	7.20104696771503E-5
16.12	-1	-3.60052348385752E-5
16.14	4	1.44020939354301E-4
16.16	-15	-5.40078522578627E-4
16.18	-9	-3.24047113547176E-4
16.2	11	3.96057583224327E-4
16.22	15	5.40078522578627E-4
16.24	15	5.40078522578627E-4
16.26	4	1.44020939354301E-4
16.28	13	4.68068052901477E-4
16.3	-1	-3.60052348385752E-5
16.32	19	6.84099461932928E-4
16.34	8	2.88041878708601E-4
16.36	8	2.88041878708601E-4
16.38	-12	-4.32062818062902E-4
16.4	3	1.08015704515725E-4
16.42	-4	-1.44020939354301E-4
16.44	1	3.60052348385752E-5
16.46	14	5.04073287740052E-4
16.48	5	1.80026174192876E-4
16.5	1	3.60052348385752E-5
16.52	14	5.04073287740052E-4
16.54	16	5.76083757417203E-4
16.56	19	6.84099461932928E-4
16.58	8	2.88041878708601E-4
16.6	9	3.24047113547176E-4
16.62	-5	-1.80026174192876E-4
16.64	5	1.80026174192876E-4
16.66	7	2.52036643870026E-4
16.68	-13	-4.68068052901477E-4
16.7	-2	-7.20104696771503E-5
16.72	9	3.24047113547176E-4
16.74	14	5.04073287740052E-4
16.76	13	4.68068052901477E-4
16.78	14	5.04073287740052E-4
16.8	3	1.08015704515725E-4
16.82	-4	-1.44020939354301E-4
16.84	-5	-1.80026174192876E-4
16.86	-3	-1.08015704515725E-4
16.88	0	0
16.9	0	0
16.92	27	9.72141340641529E-4
16.94	20	7.20104696771503E-4
16.96	3	1.08015704515725E-4
16.98	2	7.20104696771503E-5
17	1	3.60052348385752E-5
17.02	9	3.24047113547176E-4
