Counter Settings:
Falling Edge
Disc Threshold [V]	-0.301514
Dwell time [s]	2.000000E-8
Number of channels	3750
Number of Scans	25000

D2
v1
J 2
29.5V 3.28A
Au 790C
Knnew  ?C
Kn  e-2mbar (base 1.6e-2)
x=35mm y=35.5mm z=512mm
D2/RGA 8.0e-11 torr (base 9e-12)
500: 1.0e-8 mbar
100: 1.8e-9 mbar
FFR heater 4.0A 1.49V
extra heater 3.0A 0.5V
Extractor: -30V
Lens: -1200V
MCP: -2100V
Laser Position	207.553583

Laser Power [mJ]	1.194593
Time [µs]	Counts
0	40466
0.02	7773
0.04	146
0.06	125
0.08	139
0.1	58
0.12	26
0.14	16
0.16	15
0.18	24
0.2	39
0.22	37
0.24	64
0.26	91
0.28	89
0.3	86
0.32	94
0.34	85
0.36	100
0.38	94
0.4	115
0.42	112
0.44	104
0.46	82
0.48	79
0.5	65
0.52	79
0.54	61
0.56	52
0.58	55
0.6	59
0.62	95
0.64	120
0.66	116
0.68	96
0.7	80
0.72	117
0.74	129
0.76	140
0.78	145
0.8	195
0.82	207
0.84	243
0.86	286
0.88	343
0.9	309
0.92	306
0.94	376
0.96	445
0.98	548
1	649
1.02	753
1.04	841
1.06	828
1.08	820
1.1	668
1.12	587
1.14	445
1.16	316
1.18	265
1.2	249
1.22	206
1.24	205
1.26	217
1.28	197
1.3	183
1.32	144
1.34	163
1.36	171
1.38	160
1.4	175
1.42	163
1.44	120
1.46	109
1.48	125
1.5	115
1.52	103
1.54	73
1.56	70
1.58	74
1.6	71
1.62	56
1.64	54
1.66	38
1.68	36
1.7	45
1.72	54
1.74	45
1.76	41
1.78	41
1.8	38
1.82	39
1.84	48
1.86	47
1.88	40
1.9	36
1.92	39
1.94	41
1.96	50
1.98	56
2	49
2.02	43
2.04	67
2.06	50
2.08	42
2.1	40
2.12	44
2.14	49
2.16	35
2.18	41
2.2	51
2.22	56
2.24	42
2.26	37
2.28	50
2.3	52
2.32	41
2.34	35
2.36	44
2.38	49
2.4	36
2.42	27
2.44	32
2.46	31
2.48	33
2.5	32
2.52	29
2.54	33
2.56	29
2.58	33
2.6	34
2.62	23
2.64	21
2.66	22
2.68	23
2.7	24
2.72	27
2.74	25
2.76	21
2.78	19
2.8	16
2.82	23
2.84	23
2.86	30
2.88	25
2.9	24
2.92	23
2.94	31
2.96	23
2.98	18
3	21
3.02	28
3.04	30
3.06	31
3.08	28
3.1	33
3.12	31
3.14	33
3.16	22
3.18	23
3.2	42
3.22	16
3.24	16
3.26	28
3.28	25
3.3	27
3.32	24
3.34	12
3.36	33
3.38	27
3.4	20
3.42	23
3.44	29
3.46	36
3.48	35
3.5	26
3.52	26
3.54	28
3.56	30
3.58	34
3.6	24
3.62	30
3.64	36
3.66	32
3.68	27
3.7	35
3.72	27
3.74	33
3.76	28
3.78	40
3.8	35
3.82	36
3.84	33
3.86	26
3.88	28
3.9	31
3.92	24
3.94	27
3.96	22
3.98	28
4	27
4.02	27
4.04	23
4.06	29
4.08	31
