Disc Threshold [V]	D2, v1J2, 08.12. First	D2, v1J2, 08.12. First
Dwell time [s]	25k shots	25k shots
Number of channels Number of Scans  D2 v 1 J 2 29.2V 3.28A Au 788C Knnew  ?C Kn  e-2mbar (base 1.5e-2) x=35mm y=35.5mm z=512mm D2/RGA 9.0e-10 torr (base 1.6e-11) 500: 9.3e-9 mbar		power corrected
15.76	3	1.09174536744365E-4
15.78	2	7.27830244962433E-5
15.8	4	1.45566048992487E-4
15.82	4	1.45566048992487E-4
15.84	5	1.81957561240608E-4
15.86	1	3.63915122481216E-5
15.88	8	2.91132097984973E-4
15.9	15	5.45872683721824E-4
15.92	12	4.3669814697746E-4
15.94	15	5.45872683721824E-4
15.96	10	3.63915122481216E-4
15.98	6	2.1834907348873E-4
16	3	1.09174536744365E-4
16.02	1	3.63915122481216E-5
16.04	-2	-7.27830244962433E-5
16.06	-5	-1.81957561240608E-4
16.08	4	1.45566048992487E-4
16.1	7	2.54740585736851E-4
16.12	1	3.63915122481216E-5
16.14	4	1.45566048992487E-4
16.16	10	3.63915122481216E-4
16.18	10	3.63915122481216E-4
16.2	6	2.1834907348873E-4
16.22	9	3.27523610233095E-4
16.24	8	2.91132097984973E-4
16.26	5	1.81957561240608E-4
16.28	10	3.63915122481216E-4
16.3	3	1.09174536744365E-4
16.32	8	2.91132097984973E-4
16.34	9	3.27523610233095E-4
16.36	5	1.81957561240608E-4
16.38	-2	-7.27830244962433E-5
16.4	6	2.1834907348873E-4
16.42	8	2.91132097984973E-4
16.44	-3	-1.09174536744365E-4
16.46	1	3.63915122481216E-5
16.48	7	2.54740585736851E-4
16.5	17	6.18655708218068E-4
16.52	8	2.91132097984973E-4
16.54	2	7.27830244962433E-5
16.56	8	2.91132097984973E-4
16.58	-2	-7.27830244962433E-5
16.6	6	2.1834907348873E-4
16.62	3	1.09174536744365E-4
16.64	-4	-1.45566048992487E-4
16.66	1	3.63915122481216E-5
16.68	3	1.09174536744365E-4
16.7	2	7.27830244962433E-5
16.72	-5	-1.81957561240608E-4
16.74	7	2.54740585736851E-4
16.76	3	1.09174536744365E-4
16.78	8	2.91132097984973E-4
16.8	10	3.63915122481216E-4
16.82	18	6.55047220466189E-4
16.84	15	5.45872683721824E-4
16.86	-3	-1.09174536744365E-4
16.88	-6	-2.1834907348873E-4
16.9	-9	-3.27523610233095E-4
16.92	-2	-7.27830244962433E-5
16.94	4	1.45566048992487E-4
16.96	1	3.63915122481216E-5
16.98	-7	-2.54740585736851E-4
17	4	1.45566048992487E-4
17.02	6	2.1834907348873E-4
17.04	5	1.81957561240608E-4
17.06	8	2.91132097984973E-4
17.08	12	4.3669814697746E-4
17.1	10	3.63915122481216E-4
17.12	10	3.63915122481216E-4
17.14	3	1.09174536744365E-4
17.16	-1	-3.63915122481216E-5
17.18	-2	-7.27830244962433E-5
17.2	6	2.1834907348873E-4
17.22	-5	-1.81957561240608E-4
17.24	-7	-2.54740585736851E-4
17.26	2	7.27830244962433E-5
17.28	2	7.27830244962433E-5
17.3	-3	-1.09174536744365E-4
17.32	11	4.00306634729338E-4
17.34	11	4.00306634729338E-4
17.36	4	1.45566048992487E-4
17.38	4	1.45566048992487E-4
17.4	9	3.27523610233095E-4
17.42	2	7.27830244962433E-5
17.44	-6	-2.1834907348873E-4
17.46	-7	-2.54740585736851E-4
17.48	-2	-7.27830244962433E-5
17.5	-5	-1.81957561240608E-4
17.52	1	3.63915122481216E-5
17.54	1	3.63915122481216E-5
17.56	-3	-1.09174536744365E-4
17.58	0	0
17.6	-2	-7.27830244962433E-5
17.62	1	3.63915122481216E-5
17.64	-7	-2.54740585736851E-4
17.66	-8	-2.91132097984973E-4
17.68	-1	-3.63915122481216E-5
17.7	8	2.91132097984973E-4
17.72	-2	-7.27830244962433E-5
17.74	-5	-1.81957561240608E-4
17.76	-9	-3.27523610233095E-4
17.78	3	1.09174536744365E-4
17.8	7	2.54740585736851E-4
17.82	3	1.09174536744365E-4
17.84	3	1.09174536744365E-4
17.86	-1	-3.63915122481216E-5
17.88	1	3.63915122481216E-5
17.9	4	1.45566048992487E-4
17.92	0	0
17.94	5	1.81957561240608E-4
17.96	4	1.45566048992487E-4
17.98	1	3.63915122481216E-5
18	3	1.09174536744365E-4
18.02	2	7.27830244962433E-5
18.04	4	1.45566048992487E-4
18.06	3	1.09174536744365E-4
18.08	6	2.1834907348873E-4
18.1	2	7.27830244962433E-5
18.12	-5	-1.81957561240608E-4
18.14	0	0
18.16	6	2.1834907348873E-4
18.18	0	0
18.2	10	3.63915122481216E-4
18.22	9	3.27523610233095E-4
18.24	6	2.1834907348873E-4
18.26	8	2.91132097984973E-4
18.28	1	3.63915122481216E-5
18.3	-2	-7.27830244962433E-5
18.32	5	1.81957561240608E-4
18.34	3	1.09174536744365E-4
18.36	5	1.81957561240608E-4
18.38	7	2.54740585736851E-4
18.4	7	2.54740585736851E-4
18.42	6	2.1834907348873E-4
18.44	9	3.27523610233095E-4
18.46	-2	-7.27830244962433E-5
18.48	1	3.63915122481216E-5
18.5	1	3.63915122481216E-5
18.52	5	1.81957561240608E-4
18.54	7	2.54740585736851E-4
18.56	-2	-7.27830244962433E-5
18.58	0	0
18.6	7	2.54740585736851E-4
18.62	-3	-1.09174536744365E-4
18.64	-2	-7.27830244962433E-5
18.66	7	2.54740585736851E-4
18.68	12	4.3669814697746E-4
18.7	7	2.54740585736851E-4
18.72	2	7.27830244962433E-5
18.74	-2	-7.27830244962433E-5
18.76	4	1.45566048992487E-4
18.78	-3	-1.09174536744365E-4
18.8	-8	-2.91132097984973E-4
18.82	-5	-1.81957561240608E-4
18.84	-2	-7.27830244962433E-5
18.86	-4	-1.45566048992487E-4
18.88	6	2.1834907348873E-4
18.9	9	3.27523610233095E-4
18.92	4	1.45566048992487E-4
18.94	6	2.1834907348873E-4
18.96	2	7.27830244962433E-5
18.98	-2	-7.27830244962433E-5
19	6	2.1834907348873E-4
19.02	2	7.27830244962433E-5
19.04	3	1.09174536744365E-4
19.06	1	3.63915122481216E-5
19.08	-1	-3.63915122481216E-5
19.1	9	3.27523610233095E-4
19.12	15	5.45872683721824E-4
19.14	14	5.09481171473703E-4
19.16	3	1.09174536744365E-4
19.18	7	2.54740585736851E-4
19.2	12	4.3669814697746E-4
19.22	11	4.00306634729338E-4
19.24	-4	-1.45566048992487E-4
19.26	-3	-1.09174536744365E-4
19.28	4	1.45566048992487E-4
19.3	0	0
19.32	-1	-3.63915122481216E-5
19.34	-4	-1.45566048992487E-4
19.36	-1	-3.63915122481216E-5
19.38	3	1.09174536744365E-4
19.4	0	0
19.42	2	7.27830244962433E-5
19.44	7	2.54740585736851E-4
19.46	4	1.45566048992487E-4
19.48	2	7.27830244962433E-5
19.5	4	1.45566048992487E-4
19.52	6	2.1834907348873E-4
19.54	9	3.27523610233095E-4
19.56	5	1.81957561240608E-4
19.58	3	1.09174536744365E-4
19.6	6	2.1834907348873E-4
19.62	6	2.1834907348873E-4
19.64	14	5.09481171473703E-4
19.66	18	6.55047220466189E-4
19.68	3	1.09174536744365E-4
19.7	6	2.1834907348873E-4
19.72	9	3.27523610233095E-4
19.74	15	5.45872683721824E-4
19.76	7	2.54740585736851E-4
19.78	5	1.81957561240608E-4
19.8	7	2.54740585736851E-4
19.82	-6	-2.1834907348873E-4
19.84	3	1.09174536744365E-4
19.86	2	7.27830244962433E-5
19.88	5	1.81957561240608E-4
19.9	4	1.45566048992487E-4
19.92	-1	-3.63915122481216E-5
19.94	7	2.54740585736851E-4
19.96	7	2.54740585736851E-4
19.98	-1	-3.63915122481216E-5
20	-5	-1.81957561240608E-4
20.02	8	2.91132097984973E-4
20.04	8	2.91132097984973E-4
20.06	9	3.27523610233095E-4
20.08	3	1.09174536744365E-4
20.1	0	0
20.12	-6	-2.1834907348873E-4
20.14	2	7.27830244962433E-5
20.16	15	5.45872683721824E-4
20.18	14	5.09481171473703E-4
20.2	4	1.45566048992487E-4
20.22	0	0
20.24	-6	-2.1834907348873E-4
20.26	3	1.09174536744365E-4
20.28	4	1.45566048992487E-4
20.3	3	1.09174536744365E-4
20.32	1	3.63915122481216E-5
20.34	2	7.27830244962433E-5
20.36	-3	-1.09174536744365E-4
20.38	6	2.1834907348873E-4
20.4	4	1.45566048992487E-4
20.42	6	2.1834907348873E-4
20.44	5	1.81957561240608E-4
20.46	7	2.54740585736851E-4
20.48	11	4.00306634729338E-4
20.5	-6	-2.1834907348873E-4
20.52	3	1.09174536744365E-4
20.54	2	7.27830244962433E-5
20.56	-3	-1.09174536744365E-4
20.58	-1	-3.63915122481216E-5
20.6	4	1.45566048992487E-4
20.62	16	5.82264195969946E-4
20.64	11	4.00306634729338E-4
20.66	5	1.81957561240608E-4
20.68	6	2.1834907348873E-4
20.7	5	1.81957561240608E-4
20.72	9	3.27523610233095E-4
20.74	8	2.91132097984973E-4
20.76	4	1.45566048992487E-4
20.78	-1	-3.63915122481216E-5
20.8	1	3.63915122481216E-5
20.82	4	1.45566048992487E-4
20.84	2	7.27830244962433E-5
20.86	5	1.81957561240608E-4
20.88	7	2.54740585736851E-4
20.9	1	3.63915122481216E-5
20.92	-1	-3.63915122481216E-5
20.94	0	0
20.96	2	7.27830244962433E-5
20.98	3	1.09174536744365E-4
21	11	4.00306634729338E-4
21.02	14	5.09481171473703E-4
21.04	-3	-1.09174536744365E-4
21.06	3	1.09174536744365E-4
21.08	6	2.1834907348873E-4
21.1	-3	-1.09174536744365E-4
21.12	-5	-1.81957561240608E-4
21.14	9	3.27523610233095E-4
21.16	9	3.27523610233095E-4
21.18	4	1.45566048992487E-4
21.2	4	1.45566048992487E-4
21.22	9	3.27523610233095E-4
21.24	7	2.54740585736851E-4
21.26	1	3.63915122481216E-5
21.28	-2	-7.27830244962433E-5
21.3	3	1.09174536744365E-4
21.32	8	2.91132097984973E-4
21.34	-3	-1.09174536744365E-4
21.36	0	0
21.38	7	2.54740585736851E-4
21.4	-2	-7.27830244962433E-5
21.42	-11	-4.00306634729338E-4
21.44	0	0
21.46	8	2.91132097984973E-4
21.48	5	1.81957561240608E-4
21.5	2	7.27830244962433E-5
21.52	5	1.81957561240608E-4
21.54	3	1.09174536744365E-4
21.56	3	1.09174536744365E-4
21.58	4	1.45566048992487E-4
21.6	2	7.27830244962433E-5
21.62	-1	-3.63915122481216E-5
21.64	-4	-1.45566048992487E-4
21.66	-9	-3.27523610233095E-4
21.68	9	3.27523610233095E-4
21.7	6	2.1834907348873E-4
21.72	1	3.63915122481216E-5
21.74	3	1.09174536744365E-4
21.76	5	1.81957561240608E-4
21.78	7	2.54740585736851E-4
21.8	9	3.27523610233095E-4
21.82	3	1.09174536744365E-4
21.84	4	1.45566048992487E-4
21.86	9	3.27523610233095E-4
21.88	4	1.45566048992487E-4
21.9	7	2.54740585736851E-4
21.92	4	1.45566048992487E-4
21.94	-1	-3.63915122481216E-5
21.96	-2	-7.27830244962433E-5
21.98	-2	-7.27830244962433E-5
22	-2	-7.27830244962433E-5
22.02	3	1.09174536744365E-4
22.04	-1	-3.63915122481216E-5
22.06	7	2.54740585736851E-4
22.08	14	5.09481171473703E-4
22.1	5	1.81957561240608E-4
22.12	4	1.45566048992487E-4
22.14	18	6.55047220466189E-4
22.16	6	2.1834907348873E-4
22.18	4	1.45566048992487E-4
22.2	4	1.45566048992487E-4
22.22	9	3.27523610233095E-4
22.24	8	2.91132097984973E-4
22.26	-1	-3.63915122481216E-5
22.28	-2	-7.27830244962433E-5
22.3	-1	-3.63915122481216E-5
22.32	9	3.27523610233095E-4
22.34	11	4.00306634729338E-4
22.36	-4	-1.45566048992487E-4
22.38	5	1.81957561240608E-4
22.4	-5	-1.81957561240608E-4
22.42	-4	-1.45566048992487E-4
22.44	2	7.27830244962433E-5
22.46	-3	-1.09174536744365E-4
22.48	5	1.81957561240608E-4
22.5	4	1.45566048992487E-4
22.52	2	7.27830244962433E-5
22.54	6	2.1834907348873E-4
22.56	8	2.91132097984973E-4
22.58	3	1.09174536744365E-4
22.6	-4	-1.45566048992487E-4
22.62	-3	-1.09174536744365E-4
22.64	6	2.1834907348873E-4
22.66	7	2.54740585736851E-4
22.68	8	2.91132097984973E-4
22.7	1	3.63915122481216E-5
22.72	2	7.27830244962433E-5
22.74	-1	-3.63915122481216E-5
22.76	2	7.27830244962433E-5
22.78	5	1.81957561240608E-4
22.8	1	3.63915122481216E-5
22.82	12	4.3669814697746E-4
22.84	0	0
22.86	3	1.09174536744365E-4
22.88	8	2.91132097984973E-4
22.9	0	0
22.92	3	1.09174536744365E-4
22.94	0	0
22.96	9	3.27523610233095E-4
22.98	11	4.00306634729338E-4
23	6	2.1834907348873E-4
23.02	-7	-2.54740585736851E-4
23.04	-1	-3.63915122481216E-5
23.06	6	2.1834907348873E-4
23.08	11	4.00306634729338E-4
23.1	4	1.45566048992487E-4
23.12	-1	-3.63915122481216E-5
23.14	-3	-1.09174536744365E-4
23.16	-3	-1.09174536744365E-4
23.18	-3	-1.09174536744365E-4
23.2	-3	-1.09174536744365E-4
23.22	1	3.63915122481216E-5
23.24	8	2.91132097984973E-4
23.26	0	0
23.28	3	1.09174536744365E-4
23.3	6	2.1834907348873E-4
23.32	1	3.63915122481216E-5
23.34	2	7.27830244962433E-5
23.36	0	0
23.38	0	0
23.4	3	1.09174536744365E-4
23.42	9	3.27523610233095E-4
23.44	4	1.45566048992487E-4
23.46	1	3.63915122481216E-5
23.48	8	2.91132097984973E-4
23.5	8	2.91132097984973E-4
23.52	2	7.27830244962433E-5
23.54	-6	-2.1834907348873E-4
23.56	-1	-3.63915122481216E-5
23.58	1	3.63915122481216E-5
23.6	9	3.27523610233095E-4
23.62	6	2.1834907348873E-4
23.64	0	0
23.66	5	1.81957561240608E-4
23.68	6	2.1834907348873E-4
23.7	-2	-7.27830244962433E-5
23.72	0	0
23.74	1	3.63915122481216E-5
23.76	-4	-1.45566048992487E-4
23.78	3	1.09174536744365E-4
23.8	2	7.27830244962433E-5
23.82	9	3.27523610233095E-4
23.84	7	2.54740585736851E-4
23.86	4	1.45566048992487E-4
23.88	-3	-1.09174536744365E-4
23.9	4	1.45566048992487E-4
23.92	9	3.27523610233095E-4
23.94	9	3.27523610233095E-4
23.96	3	1.09174536744365E-4
23.98	-2	-7.27830244962433E-5
24	2	7.27830244962433E-5
24.02	1	3.63915122481216E-5
24.04	0	0
24.06	4	1.45566048992487E-4
24.08	9	3.27523610233095E-4
24.1	4	1.45566048992487E-4
24.12	1	3.63915122481216E-5
24.14	-6	-2.1834907348873E-4
24.16	0	0
24.18	1	3.63915122481216E-5
24.2	-1	-3.63915122481216E-5
24.22	1	3.63915122481216E-5
24.24	9	3.27523610233095E-4
24.26	8	2.91132097984973E-4
24.28	-5	-1.81957561240608E-4
24.3	4	1.45566048992487E-4
24.32	7	2.54740585736851E-4
24.34	4	1.45566048992487E-4
24.36	7	2.54740585736851E-4
24.38	-2	-7.27830244962433E-5
24.4	11	4.00306634729338E-4
24.42	9	3.27523610233095E-4
24.44	4	1.45566048992487E-4
24.46	-7	-2.54740585736851E-4
24.48	-2	-7.27830244962433E-5
24.5	-8	-2.91132097984973E-4
24.52	-1	-3.63915122481216E-5
24.54	9	3.27523610233095E-4
24.56	6	2.1834907348873E-4
24.58	-2	-7.27830244962433E-5
24.6	-10	-3.63915122481216E-4
24.62	3	1.09174536744365E-4
24.64	3	1.09174536744365E-4
24.66	4	1.45566048992487E-4
24.68	4	1.45566048992487E-4
24.7	-5	-1.81957561240608E-4
24.72	-3	-1.09174536744365E-4
24.74	5	1.81957561240608E-4
24.76	-5	-1.81957561240608E-4
24.78	-8	-2.91132097984973E-4
24.8	3	1.09174536744365E-4
24.82	12	4.3669814697746E-4
24.84	6	2.1834907348873E-4
24.86	-1	-3.63915122481216E-5
24.88	-5	-1.81957561240608E-4
24.9	-1	-3.63915122481216E-5
24.92	4	1.45566048992487E-4
24.94	1	3.63915122481216E-5
24.96	-9	-3.27523610233095E-4
24.98	2	7.27830244962433E-5
25	6	2.1834907348873E-4
25.02	-2	-7.27830244962433E-5
25.04	4	1.45566048992487E-4
25.06	8	2.91132097984973E-4
25.08	18	6.55047220466189E-4
25.1	1	3.63915122481216E-5
25.12	3	1.09174536744365E-4
25.14	4	1.45566048992487E-4
25.16	1	3.63915122481216E-5
25.18	0	0
25.2	7	2.54740585736851E-4
25.22	5	1.81957561240608E-4
25.24	2	7.27830244962433E-5
25.26	0	0
25.28	3	1.09174536744365E-4
25.3	6	2.1834907348873E-4
25.32	5	1.81957561240608E-4
25.34	6	2.1834907348873E-4
25.36	12	4.3669814697746E-4
25.38	8	2.91132097984973E-4
25.4	4	1.45566048992487E-4
25.42	7	2.54740585736851E-4
25.44	1	3.63915122481216E-5
25.46	4	1.45566048992487E-4
25.48	5	1.81957561240608E-4
25.5	8	2.91132097984973E-4
25.52	2	7.27830244962433E-5
25.54	-10	-3.63915122481216E-4
25.56	-5	-1.81957561240608E-4
25.58	2	7.27830244962433E-5
25.6	-2	-7.27830244962433E-5
25.62	6	2.1834907348873E-4
25.64	8	2.91132097984973E-4
25.66	1	3.63915122481216E-5
25.68	2	7.27830244962433E-5
25.7	0	0
25.72	-3	-1.09174536744365E-4
25.74	-8	-2.91132097984973E-4
25.76	1	3.63915122481216E-5
25.78	2	7.27830244962433E-5
25.8	2	7.27830244962433E-5
25.82	5	1.81957561240608E-4
25.84	0	0
25.86	0	0
25.88	1	3.63915122481216E-5
25.9	11	4.00306634729338E-4
25.92	3	1.09174536744365E-4
25.94	0	0
25.96	2	7.27830244962433E-5
25.98	-5	-1.81957561240608E-4
26	-3	-1.09174536744365E-4
26.02	4	1.45566048992487E-4
26.04	-1	-3.63915122481216E-5
26.06	6	2.1834907348873E-4
26.08	8	2.91132097984973E-4
26.1	3	1.09174536744365E-4
26.12	4	1.45566048992487E-4
26.14	-5	-1.81957561240608E-4
26.16	4	1.45566048992487E-4
26.18	5	1.81957561240608E-4
26.2	4	1.45566048992487E-4
26.22	3	1.09174536744365E-4
26.24	2	7.27830244962433E-5
26.26	5	1.81957561240608E-4
26.28	4	1.45566048992487E-4
26.3	-1	-3.63915122481216E-5
26.32	2	7.27830244962433E-5
26.34	5	1.81957561240608E-4
26.36	3	1.09174536744365E-4
26.38	-4	-1.45566048992487E-4
26.4	-6	-2.1834907348873E-4
26.42	2	7.27830244962433E-5
26.44	9	3.27523610233095E-4
26.46	3	1.09174536744365E-4
26.48	4	1.45566048992487E-4
26.5	7	2.54740585736851E-4
26.52	-6	-2.1834907348873E-4
26.54	-13	-4.73089659225581E-4
26.56	-3	-1.09174536744365E-4
26.58	-6	-2.1834907348873E-4
26.6	-4	-1.45566048992487E-4
26.62	-5	-1.81957561240608E-4
26.64	7	2.54740585736851E-4
26.66	-2	-7.27830244962433E-5
26.68	-2	-7.27830244962433E-5
26.7	-1	-3.63915122481216E-5
26.72	-9	-3.27523610233095E-4
26.74	1	3.63915122481216E-5
26.76	3	1.09174536744365E-4
26.78	3	1.09174536744365E-4
26.8	-3	-1.09174536744365E-4
26.82	3	1.09174536744365E-4
26.84	0	0
26.86	-3	-1.09174536744365E-4
26.88	-1	-3.63915122481216E-5
26.9	2	7.27830244962433E-5
26.92	8	2.91132097984973E-4
26.94	0	0
26.96	-9	-3.27523610233095E-4
26.98	-6	-2.1834907348873E-4
27	5	1.81957561240608E-4
27.02	2	7.27830244962433E-5
27.04	-5	-1.81957561240608E-4
27.06	-3	-1.09174536744365E-4
27.08	-2	-7.27830244962433E-5
27.1	5	1.81957561240608E-4
27.12	13	4.73089659225581E-4
27.14	8	2.91132097984973E-4
27.16	5	1.81957561240608E-4
27.18	3	1.09174536744365E-4
27.2	-7	-2.54740585736851E-4
27.22	2	7.27830244962433E-5
27.24	4	1.45566048992487E-4
27.26	6	2.1834907348873E-4
27.28	2	7.27830244962433E-5
27.3	0	0
27.32	5	1.81957561240608E-4
27.34	6	2.1834907348873E-4
27.36	3	1.09174536744365E-4
27.38	-1	-3.63915122481216E-5
27.4	0	0
27.42	6	2.1834907348873E-4
27.44	-5	-1.81957561240608E-4
27.46	-3	-1.09174536744365E-4
27.48	6	2.1834907348873E-4
27.5	4	1.45566048992487E-4
27.52	-10	-3.63915122481216E-4
27.54	-1	-3.63915122481216E-5
27.56	0	0
27.58	-1	-3.63915122481216E-5
27.6	-3	-1.09174536744365E-4
27.62	6	2.1834907348873E-4
27.64	10	3.63915122481216E-4
27.66	11	4.00306634729338E-4
27.68	7	2.54740585736851E-4
27.7	-1	-3.63915122481216E-5
27.72	3	1.09174536744365E-4
27.74	0	0
27.76	-9	-3.27523610233095E-4
27.78	2	7.27830244962433E-5
27.8	-2	-7.27830244962433E-5
27.82	-3	-1.09174536744365E-4
27.84	-3	-1.09174536744365E-4
27.86	-6	-2.1834907348873E-4
27.88	-1	-3.63915122481216E-5
27.9	-5	-1.81957561240608E-4
27.92	-5	-1.81957561240608E-4
27.94	0	0
27.96	-4	-1.45566048992487E-4
27.98	4	1.45566048992487E-4
28	-1	-3.63915122481216E-5
28.02	-2	-7.27830244962433E-5
28.04	1	3.63915122481216E-5
28.06	0	0
28.08	1	3.63915122481216E-5
28.1	-1	-3.63915122481216E-5
28.12	-2	-7.27830244962433E-5
28.14	-5	-1.81957561240608E-4
28.16	-12	-4.3669814697746E-4
28.18	-5	-1.81957561240608E-4
28.2	2	7.27830244962433E-5
28.22	4	1.45566048992487E-4
28.24	8	2.91132097984973E-4
28.26	3	1.09174536744365E-4
28.28	-3	-1.09174536744365E-4
28.3	4	1.45566048992487E-4
28.32	8	2.91132097984973E-4
28.34	-4	-1.45566048992487E-4
28.36	-7	-2.54740585736851E-4
28.38	4	1.45566048992487E-4
28.4	5	1.81957561240608E-4
28.42	5	1.81957561240608E-4
28.44	0	0
28.46	8	2.91132097984973E-4
28.48	-3	-1.09174536744365E-4
28.5	-5	-1.81957561240608E-4
28.52	-5	-1.81957561240608E-4
28.54	-5	-1.81957561240608E-4
28.56	8	2.91132097984973E-4
28.58	9	3.27523610233095E-4
28.6	-7	-2.54740585736851E-4
28.62	-8	-2.91132097984973E-4
28.64	0	0
28.66	-4	-1.45566048992487E-4
28.68	5	1.81957561240608E-4
28.7	5	1.81957561240608E-4
28.72	1	3.63915122481216E-5
28.74	-5	-1.81957561240608E-4
28.76	3	1.09174536744365E-4
28.78	3	1.09174536744365E-4
28.8	1	3.63915122481216E-5
28.82	3	1.09174536744365E-4
28.84	-1	-3.63915122481216E-5
28.86	9	3.27523610233095E-4
28.88	3	1.09174536744365E-4
28.9	-14	-5.09481171473703E-4
28.92	4	1.45566048992487E-4
28.94	4	1.45566048992487E-4
28.96	2	7.27830244962433E-5
28.98	-3	-1.09174536744365E-4
29	9	3.27523610233095E-4
29.02	8	2.91132097984973E-4
29.04	5	1.81957561240608E-4
29.06	-4	-1.45566048992487E-4
29.08	-6	-2.1834907348873E-4
29.1	-3	-1.09174536744365E-4
29.12	0	0
29.14	-6	-2.1834907348873E-4
29.16	-1	-3.63915122481216E-5
29.18	3	1.09174536744365E-4
29.2	5	1.81957561240608E-4
29.22	2	7.27830244962433E-5
29.24	-3	-1.09174536744365E-4
29.26	-1	-3.63915122481216E-5
29.28	-5	-1.81957561240608E-4
29.3	-1	-3.63915122481216E-5
29.32	5	1.81957561240608E-4
29.34	-3	-1.09174536744365E-4
29.36	6	2.1834907348873E-4
29.38	0	0
29.4	-1	-3.63915122481216E-5
29.42	-5	-1.81957561240608E-4
29.44	1	3.63915122481216E-5
29.46	-3	-1.09174536744365E-4
29.48	-5	-1.81957561240608E-4
29.5	5	1.81957561240608E-4
29.52	9	3.27523610233095E-4
29.54	10	3.63915122481216E-4
29.56	4	1.45566048992487E-4
29.58	3	1.09174536744365E-4
29.6	4	1.45566048992487E-4
29.62	0	0
29.64	-4	-1.45566048992487E-4
29.66	-5	-1.81957561240608E-4
29.68	-8	-2.91132097984973E-4
29.7	4	1.45566048992487E-4
29.72	8	2.91132097984973E-4
29.74	3	1.09174536744365E-4
29.76	-5	-1.81957561240608E-4
29.78	-6	-2.1834907348873E-4
29.8	-2	-7.27830244962433E-5
29.82	5	1.81957561240608E-4
29.84	9	3.27523610233095E-4
29.86	3	1.09174536744365E-4
29.88	5	1.81957561240608E-4
29.9	-3	-1.09174536744365E-4
29.92	6	2.1834907348873E-4
29.94	7	2.54740585736851E-4
29.96	-1	-3.63915122481216E-5
29.98	-3	-1.09174536744365E-4
30	-2	-7.27830244962433E-5
30.02	-2	-7.27830244962433E-5
30.04	-7	-2.54740585736851E-4
30.06	-2	-7.27830244962433E-5
30.08	2	7.27830244962433E-5
30.1	4	1.45566048992487E-4
30.12	2	7.27830244962433E-5
30.14	-1	-3.63915122481216E-5
30.16	-4	-1.45566048992487E-4
30.18	10	3.63915122481216E-4
30.2	4	1.45566048992487E-4
30.22	1	3.63915122481216E-5
30.24	10	3.63915122481216E-4
30.26	8	2.91132097984973E-4
30.28	-1	-3.63915122481216E-5
30.3	3	1.09174536744365E-4
30.32	5	1.81957561240608E-4
30.34	4	1.45566048992487E-4
30.36	2	7.27830244962433E-5
30.38	4	1.45566048992487E-4
30.4	-10	-3.63915122481216E-4
30.42	-5	-1.81957561240608E-4
30.44	-2	-7.27830244962433E-5
30.46	5	1.81957561240608E-4
30.48	3	1.09174536744365E-4
30.5	-3	-1.09174536744365E-4
30.52	0	0
30.54	-4	-1.45566048992487E-4
30.56	-1	-3.63915122481216E-5
30.58	4	1.45566048992487E-4
30.6	4	1.45566048992487E-4
30.62	6	2.1834907348873E-4
30.64	5	1.81957561240608E-4
30.66	15	5.45872683721824E-4
30.68	14	5.09481171473703E-4
30.7	9	3.27523610233095E-4
30.72	-2	-7.27830244962433E-5
30.74	8	2.91132097984973E-4
30.76	-1	-3.63915122481216E-5
30.78	7	2.54740585736851E-4
30.8	5	1.81957561240608E-4
30.82	0	0
30.84	1	3.63915122481216E-5
30.86	-2	-7.27830244962433E-5
30.88	-4	-1.45566048992487E-4
30.9	-7	-2.54740585736851E-4
30.92	0	0
30.94	-1	-3.63915122481216E-5
30.96	1	3.63915122481216E-5
30.98	-2	-7.27830244962433E-5
31	4	1.45566048992487E-4
31.02	-9	-3.27523610233095E-4
31.04	-1	-3.63915122481216E-5
31.06	4	1.45566048992487E-4
31.08	1	3.63915122481216E-5
31.1	-15	-5.45872683721824E-4
31.12	6	2.1834907348873E-4
31.14	5	1.81957561240608E-4
31.16	3	1.09174536744365E-4
31.18	4	1.45566048992487E-4
31.2	3	1.09174536744365E-4
31.22	-2	-7.27830244962433E-5
31.24	-2	-7.27830244962433E-5
31.26	-2	-7.27830244962433E-5
31.28	-3	-1.09174536744365E-4
31.3	2	7.27830244962433E-5
31.32	-4	-1.45566048992487E-4
31.34	-5	-1.81957561240608E-4
31.36	0	0
31.38	1	3.63915122481216E-5
31.4	-3	-1.09174536744365E-4
31.42	2	7.27830244962433E-5
31.44	2	7.27830244962433E-5
31.46	5	1.81957561240608E-4
31.48	7	2.54740585736851E-4
31.5	-1	-3.63915122481216E-5
31.52	-5	-1.81957561240608E-4
31.54	-2	-7.27830244962433E-5
31.56	-2	-7.27830244962433E-5
31.58	6	2.1834907348873E-4
31.6	2	7.27830244962433E-5
31.62	-3	-1.09174536744365E-4
31.64	-2	-7.27830244962433E-5
31.66	0	0
31.68	-1	-3.63915122481216E-5
31.7	5	1.81957561240608E-4
31.72	-3	-1.09174536744365E-4
31.74	0	0
31.76	0	0
31.78	-1	-3.63915122481216E-5
31.8	-4	-1.45566048992487E-4
31.82	4	1.45566048992487E-4
31.84	4	1.45566048992487E-4
31.86	3	1.09174536744365E-4
31.88	0	0
31.9	1	3.63915122481216E-5
31.92	10	3.63915122481216E-4
31.94	3	1.09174536744365E-4
