Disc Threshold [V]	D2, v1J2, 08.12. First	D2, v1J2, 08.12. First
Dwell time [s]	25k shots	25k shots
Number of channels Number of Scans  D2 v 1 J 2 29.2V 3.28A Au 788C Knnew  ?C Kn  e-2mbar (base 1.5e-2) x=35mm y=35.5mm z=512mm D2/RGA 9.0e-10 torr (base 1.6e-11) 500: 9.3e-9 mbar		power corrected
31.96	2	7.27830244962433E-5
31.98	2	7.27830244962433E-5
32	-5	-1.81957561240608E-4
32.02	-5	-1.81957561240608E-4
32.04	-2	-7.27830244962433E-5
32.06	-2	-7.27830244962433E-5
32.08	2	7.27830244962433E-5
32.1	-2	-7.27830244962433E-5
32.12	-1	-3.63915122481216E-5
32.14	2	7.27830244962433E-5
32.16	-7	-2.54740585736851E-4
32.18	2	7.27830244962433E-5
32.2	1	3.63915122481216E-5
32.22	1	3.63915122481216E-5
32.24	-5	-1.81957561240608E-4
32.26	1	3.63915122481216E-5
32.28	7	2.54740585736851E-4
32.3	2	7.27830244962433E-5
32.32	6	2.1834907348873E-4
32.34	9	3.27523610233095E-4
32.36	-6	-2.1834907348873E-4
32.38	0	0
32.4	-2	-7.27830244962433E-5
32.42	-6	-2.1834907348873E-4
32.44	6	2.1834907348873E-4
32.46	-1	-3.63915122481216E-5
32.48	9	3.27523610233095E-4
32.5	8	2.91132097984973E-4
32.52	7	2.54740585736851E-4
32.54	1	3.63915122481216E-5
32.56	3	1.09174536744365E-4
32.58	1	3.63915122481216E-5
32.6	12	4.3669814697746E-4
32.62	-2	-7.27830244962433E-5
32.64	-5	-1.81957561240608E-4
32.66	5	1.81957561240608E-4
32.68	-2	-7.27830244962433E-5
32.7	-2	-7.27830244962433E-5
32.72	5	1.81957561240608E-4
32.74	6	2.1834907348873E-4
32.76	1	3.63915122481216E-5
32.78	-3	-1.09174536744365E-4
32.8	2	7.27830244962433E-5
32.82	2	7.27830244962433E-5
32.84	1	3.63915122481216E-5
32.86	-6	-2.1834907348873E-4
32.88	2	7.27830244962433E-5
32.9	3	1.09174536744365E-4
32.92	-11	-4.00306634729338E-4
32.94	-11	-4.00306634729338E-4
32.96	-1	-3.63915122481216E-5
32.98	8	2.91132097984973E-4
33	9	3.27523610233095E-4
33.02	3	1.09174536744365E-4
33.04	0	0
33.06	-6	-2.1834907348873E-4
33.08	-2	-7.27830244962433E-5
33.1	-3	-1.09174536744365E-4
33.12	5	1.81957561240608E-4
33.14	-9	-3.27523610233095E-4
33.16	-4	-1.45566048992487E-4
33.18	3	1.09174536744365E-4
33.2	0	0
33.22	0	0
33.24	-1	-3.63915122481216E-5
33.26	10	3.63915122481216E-4
33.28	3	1.09174536744365E-4
33.3	3	1.09174536744365E-4
33.32	3	1.09174536744365E-4
33.34	-1	-3.63915122481216E-5
33.36	6	2.1834907348873E-4
33.38	7	2.54740585736851E-4
33.4	5	1.81957561240608E-4
33.42	6	2.1834907348873E-4
33.44	3	1.09174536744365E-4
33.46	3	1.09174536744365E-4
33.48	2	7.27830244962433E-5
33.5	0	0
33.52	1	3.63915122481216E-5
33.54	4	1.45566048992487E-4
33.56	-2	-7.27830244962433E-5
33.58	5	1.81957561240608E-4
33.6	-2	-7.27830244962433E-5
33.62	2	7.27830244962433E-5
33.64	0	0
33.66	2	7.27830244962433E-5
33.68	-5	-1.81957561240608E-4
33.7	-2	-7.27830244962433E-5
33.72	-1	-3.63915122481216E-5
33.74	-4	-1.45566048992487E-4
33.76	-2	-7.27830244962433E-5
33.78	-3	-1.09174536744365E-4
33.8	-2	-7.27830244962433E-5
33.82	0	0
33.84	-4	-1.45566048992487E-4
33.86	-2	-7.27830244962433E-5
33.88	1	3.63915122481216E-5
33.9	-1	-3.63915122481216E-5
33.92	-4	-1.45566048992487E-4
33.94	-1	-3.63915122481216E-5
33.96	0	0
33.98	-1	-3.63915122481216E-5
34	0	0
34.02	-2	-7.27830244962433E-5
34.04	-3	-1.09174536744365E-4
34.06	-2	-7.27830244962433E-5
34.08	0	0
34.1	2	7.27830244962433E-5
34.12	5	1.81957561240608E-4
34.14	6	2.1834907348873E-4
34.16	6	2.1834907348873E-4
34.18	-6	-2.1834907348873E-4
34.2	4	1.45566048992487E-4
34.22	4	1.45566048992487E-4
34.24	5	1.81957561240608E-4
34.26	5	1.81957561240608E-4
34.28	7	2.54740585736851E-4
34.3	14	5.09481171473703E-4
34.32	9	3.27523610233095E-4
34.34	5	1.81957561240608E-4
34.36	0	0
34.38	0	0
34.4	4	1.45566048992487E-4
34.42	-2	-7.27830244962433E-5
34.44	-3	-1.09174536744365E-4
34.46	5	1.81957561240608E-4
34.48	-1	-3.63915122481216E-5
34.5	-4	-1.45566048992487E-4
34.52	-7	-2.54740585736851E-4
34.54	-2	-7.27830244962433E-5
34.56	5	1.81957561240608E-4
34.58	4	1.45566048992487E-4
34.6	-3	-1.09174536744365E-4
34.62	3	1.09174536744365E-4
34.64	-6	-2.1834907348873E-4
34.66	-4	-1.45566048992487E-4
34.68	6	2.1834907348873E-4
34.7	1	3.63915122481216E-5
34.72	4	1.45566048992487E-4
34.74	2	7.27830244962433E-5
34.76	4	1.45566048992487E-4
34.78	-8	-2.91132097984973E-4
34.8	3	1.09174536744365E-4
34.82	7	2.54740585736851E-4
34.84	5	1.81957561240608E-4
34.86	3	1.09174536744365E-4
34.88	4	1.45566048992487E-4
34.9	-2	-7.27830244962433E-5
34.92	0	0
34.94	-3	-1.09174536744365E-4
34.96	1	3.63915122481216E-5
34.98	0	0
35	-1	-3.63915122481216E-5
35.02	-2	-7.27830244962433E-5
35.04	-3	-1.09174536744365E-4
35.06	4	1.45566048992487E-4
35.08	7	2.54740585736851E-4
35.1	-1	-3.63915122481216E-5
35.12	-1	-3.63915122481216E-5
35.14	4	1.45566048992487E-4
35.16	5	1.81957561240608E-4
35.18	6	2.1834907348873E-4
35.2	2	7.27830244962433E-5
35.22	0	0
35.24	-3	-1.09174536744365E-4
35.26	2	7.27830244962433E-5
35.28	3	1.09174536744365E-4
35.3	6	2.1834907348873E-4
35.32	1	3.63915122481216E-5
35.34	5	1.81957561240608E-4
35.36	0	0
35.38	0	0
35.4	-1	-3.63915122481216E-5
35.42	3	1.09174536744365E-4
35.44	7	2.54740585736851E-4
35.46	3	1.09174536744365E-4
35.48	-12	-4.3669814697746E-4
35.5	0	0
35.52	0	0
35.54	2	7.27830244962433E-5
35.56	-4	-1.45566048992487E-4
35.58	-2	-7.27830244962433E-5
35.6	-2	-7.27830244962433E-5
35.62	3	1.09174536744365E-4
35.64	7	2.54740585736851E-4
35.66	5	1.81957561240608E-4
35.68	1	3.63915122481216E-5
35.7	-1	-3.63915122481216E-5
35.72	4	1.45566048992487E-4
35.74	-2	-7.27830244962433E-5
35.76	7	2.54740585736851E-4
35.78	-1	-3.63915122481216E-5
35.8	-8	-2.91132097984973E-4
35.82	-1	-3.63915122481216E-5
35.84	-4	-1.45566048992487E-4
35.86	-5	-1.81957561240608E-4
35.88	6	2.1834907348873E-4
35.9	6	2.1834907348873E-4
35.92	11	4.00306634729338E-4
35.94	1	3.63915122481216E-5
35.96	7	2.54740585736851E-4
35.98	-2	-7.27830244962433E-5
36	-5	-1.81957561240608E-4
36.02	-5	-1.81957561240608E-4
36.04	0	0
36.06	5	1.81957561240608E-4
36.08	3	1.09174536744365E-4
36.1	-6	-2.1834907348873E-4
36.12	-8	-2.91132097984973E-4
36.14	-8	-2.91132097984973E-4
36.16	1	3.63915122481216E-5
36.18	-1	-3.63915122481216E-5
36.2	-11	-4.00306634729338E-4
36.22	0	0
36.24	-2	-7.27830244962433E-5
36.26	-4	-1.45566048992487E-4
36.28	1	3.63915122481216E-5
36.3	1	3.63915122481216E-5
36.32	4	1.45566048992487E-4
36.34	2	7.27830244962433E-5
36.36	-3	-1.09174536744365E-4
36.38	0	0
36.4	2	7.27830244962433E-5
36.42	1	3.63915122481216E-5
36.44	-1	-3.63915122481216E-5
36.46	1	3.63915122481216E-5
36.48	1	3.63915122481216E-5
36.5	-4	-1.45566048992487E-4
36.52	2	7.27830244962433E-5
36.54	1	3.63915122481216E-5
36.56	-3	-1.09174536744365E-4
36.58	1	3.63915122481216E-5
36.6	2	7.27830244962433E-5
36.62	0	0
36.64	5	1.81957561240608E-4
36.66	3	1.09174536744365E-4
36.68	5	1.81957561240608E-4
36.7	5	1.81957561240608E-4
36.72	5	1.81957561240608E-4
36.74	2	7.27830244962433E-5
36.76	0	0
36.78	-4	-1.45566048992487E-4
36.8	2	7.27830244962433E-5
36.82	3	1.09174536744365E-4
36.84	5	1.81957561240608E-4
36.86	-1	-3.63915122481216E-5
36.88	4	1.45566048992487E-4
36.9	-1	-3.63915122481216E-5
36.92	-2	-7.27830244962433E-5
36.94	-11	-4.00306634729338E-4
36.96	3	1.09174536744365E-4
36.98	9	3.27523610233095E-4
37	12	4.3669814697746E-4
37.02	-3	-1.09174536744365E-4
37.04	-6	-2.1834907348873E-4
37.06	3	1.09174536744365E-4
37.08	3	1.09174536744365E-4
37.1	4	1.45566048992487E-4
37.12	-3	-1.09174536744365E-4
37.14	-4	-1.45566048992487E-4
37.16	-7	-2.54740585736851E-4
37.18	-7	-2.54740585736851E-4
37.2	0	0
37.22	2	7.27830244962433E-5
37.24	-5	-1.81957561240608E-4
37.26	-1	-3.63915122481216E-5
37.28	2	7.27830244962433E-5
37.3	-1	-3.63915122481216E-5
37.32	-1	-3.63915122481216E-5
37.34	4	1.45566048992487E-4
37.36	-4	-1.45566048992487E-4
37.38	4	1.45566048992487E-4
37.4	4	1.45566048992487E-4
37.42	10	3.63915122481216E-4
37.44	0	0
37.46	0	0
37.48	1	3.63915122481216E-5
37.5	5	1.81957561240608E-4
37.52	-2	-7.27830244962433E-5
37.54	-7	-2.54740585736851E-4
37.56	3	1.09174536744365E-4
37.58	2	7.27830244962433E-5
37.6	-2	-7.27830244962433E-5
37.62	1	3.63915122481216E-5
37.64	-2	-7.27830244962433E-5
37.66	-7	-2.54740585736851E-4
37.68	-4	-1.45566048992487E-4
37.7	-1	-3.63915122481216E-5
37.72	-1	-3.63915122481216E-5
37.74	3	1.09174536744365E-4
37.76	3	1.09174536744365E-4
37.78	5	1.81957561240608E-4
37.8	6	2.1834907348873E-4
37.82	-2	-7.27830244962433E-5
37.84	1	3.63915122481216E-5
37.86	-8	-2.91132097984973E-4
37.88	-3	-1.09174536744365E-4
37.9	-3	-1.09174536744365E-4
37.92	-3	-1.09174536744365E-4
37.94	6	2.1834907348873E-4
37.96	5	1.81957561240608E-4
37.98	-4	-1.45566048992487E-4
38	2	7.27830244962433E-5
38.02	2	7.27830244962433E-5
38.04	-2	-7.27830244962433E-5
38.06	5	1.81957561240608E-4
38.08	3	1.09174536744365E-4
38.1	3	1.09174536744365E-4
38.12	7	2.54740585736851E-4
38.14	8	2.91132097984973E-4
38.16	1	3.63915122481216E-5
38.18	-1	-3.63915122481216E-5
38.2	-3	-1.09174536744365E-4
38.22	3	1.09174536744365E-4
38.24	3	1.09174536744365E-4
38.26	2	7.27830244962433E-5
38.28	4	1.45566048992487E-4
38.3	6	2.1834907348873E-4
38.32	2	7.27830244962433E-5
38.34	6	2.1834907348873E-4
38.36	3	1.09174536744365E-4
38.38	5	1.81957561240608E-4
38.4	-7	-2.54740585736851E-4
38.42	-4	-1.45566048992487E-4
38.44	11	4.00306634729338E-4
38.46	9	3.27523610233095E-4
38.48	10	3.63915122481216E-4
38.5	4	1.45566048992487E-4
38.52	-2	-7.27830244962433E-5
38.54	-5	-1.81957561240608E-4
38.56	-9	-3.27523610233095E-4
38.58	5	1.81957561240608E-4
38.6	6	2.1834907348873E-4
38.62	8	2.91132097984973E-4
38.64	7	2.54740585736851E-4
38.66	-2	-7.27830244962433E-5
38.68	-3	-1.09174536744365E-4
38.7	1	3.63915122481216E-5
38.72	2	7.27830244962433E-5
38.74	4	1.45566048992487E-4
38.76	2	7.27830244962433E-5
38.78	1	3.63915122481216E-5
38.8	-5	-1.81957561240608E-4
38.82	5	1.81957561240608E-4
38.84	0	0
38.86	1	3.63915122481216E-5
38.88	2	7.27830244962433E-5
38.9	-1	-3.63915122481216E-5
38.92	-1	-3.63915122481216E-5
38.94	-11	-4.00306634729338E-4
38.96	-8	-2.91132097984973E-4
38.98	-1	-3.63915122481216E-5
39	0	0
39.02	-4	-1.45566048992487E-4
39.04	-4	-1.45566048992487E-4
39.06	0	0
39.08	0	0
39.1	1	3.63915122481216E-5
39.12	-4	-1.45566048992487E-4
39.14	6	2.1834907348873E-4
39.16	6	2.1834907348873E-4
39.18	2	7.27830244962433E-5
39.2	-3	-1.09174536744365E-4
39.22	-5	-1.81957561240608E-4
39.24	-8	-2.91132097984973E-4
39.26	7	2.54740585736851E-4
39.28	-1	-3.63915122481216E-5
39.3	-9	-3.27523610233095E-4
39.32	-5	-1.81957561240608E-4
39.34	-3	-1.09174536744365E-4
39.36	-7	-2.54740585736851E-4
39.38	-4	-1.45566048992487E-4
39.4	3	1.09174536744365E-4
39.42	6	2.1834907348873E-4
39.44	-3	-1.09174536744365E-4
39.46	-3	-1.09174536744365E-4
39.48	5	1.81957561240608E-4
39.5	-3	-1.09174536744365E-4
39.52	4	1.45566048992487E-4
39.54	-5	-1.81957561240608E-4
39.56	3	1.09174536744365E-4
39.58	5	1.81957561240608E-4
39.6	2	7.27830244962433E-5
39.62	1	3.63915122481216E-5
39.64	-4	-1.45566048992487E-4
39.66	2	7.27830244962433E-5
39.68	-3	-1.09174536744365E-4
39.7	3	1.09174536744365E-4
39.72	2	7.27830244962433E-5
39.74	4	1.45566048992487E-4
39.76	4	1.45566048992487E-4
39.78	-1	-3.63915122481216E-5
39.8	-5	-1.81957561240608E-4
39.82	0	0
39.84	2	7.27830244962433E-5
39.86	-1	-3.63915122481216E-5
39.88	-4	-1.45566048992487E-4
39.9	1	3.63915122481216E-5
39.92	5	1.81957561240608E-4
39.94	1	3.63915122481216E-5
39.96	6	2.1834907348873E-4
39.98	8	2.91132097984973E-4
40	5	1.81957561240608E-4
40.02	0	0
40.04	2	7.27830244962433E-5
40.06	0	0
40.08	1	3.63915122481216E-5
40.1	1	3.63915122481216E-5
40.12	1	3.63915122481216E-5
40.14	3	1.09174536744365E-4
40.16	3	1.09174536744365E-4
40.18	1	3.63915122481216E-5
40.2	2	7.27830244962433E-5
40.22	2	7.27830244962433E-5
40.24	-3	-1.09174536744365E-4
40.26	1	3.63915122481216E-5
40.28	0	0
40.3	1	3.63915122481216E-5
40.32	1	3.63915122481216E-5
40.34	-4	-1.45566048992487E-4
40.36	-3	-1.09174536744365E-4
40.38	6	2.1834907348873E-4
40.4	3	1.09174536744365E-4
40.42	4	1.45566048992487E-4
40.44	-6	-2.1834907348873E-4
40.46	1	3.63915122481216E-5
40.48	1	3.63915122481216E-5
40.5	-4	-1.45566048992487E-4
40.52	1	3.63915122481216E-5
40.54	2	7.27830244962433E-5
40.56	-9	-3.27523610233095E-4
40.58	-3	-1.09174536744365E-4
40.6	-1	-3.63915122481216E-5
40.62	-5	-1.81957561240608E-4
40.64	-3	-1.09174536744365E-4
40.66	0	0
40.68	7	2.54740585736851E-4
40.7	4	1.45566048992487E-4
40.72	-2	-7.27830244962433E-5
40.74	1	3.63915122481216E-5
40.76	-6	-2.1834907348873E-4
40.78	-3	-1.09174536744365E-4
40.8	-1	-3.63915122481216E-5
40.82	-6	-2.1834907348873E-4
40.84	-4	-1.45566048992487E-4
40.86	-3	-1.09174536744365E-4
40.88	-3	-1.09174536744365E-4
40.9	2	7.27830244962433E-5
40.92	3	1.09174536744365E-4
40.94	0	0
40.96	1	3.63915122481216E-5
40.98	1	3.63915122481216E-5
41	-5	-1.81957561240608E-4
41.02	-1	-3.63915122481216E-5
41.04	0	0
41.06	-3	-1.09174536744365E-4
41.08	-1	-3.63915122481216E-5
41.1	-5	-1.81957561240608E-4
41.12	5	1.81957561240608E-4
41.14	0	0
41.16	2	7.27830244962433E-5
41.18	0	0
41.2	5	1.81957561240608E-4
41.22	-4	-1.45566048992487E-4
41.24	0	0
41.26	5	1.81957561240608E-4
41.28	1	3.63915122481216E-5
41.3	3	1.09174536744365E-4
41.32	-2	-7.27830244962433E-5
41.34	3	1.09174536744365E-4
41.36	9	3.27523610233095E-4
41.38	1	3.63915122481216E-5
41.4	-3	-1.09174536744365E-4
41.42	-1	-3.63915122481216E-5
41.44	-1	-3.63915122481216E-5
41.46	-2	-7.27830244962433E-5
41.48	-6	-2.1834907348873E-4
41.5	-4	-1.45566048992487E-4
41.52	18	6.55047220466189E-4
41.54	-1	-3.63915122481216E-5
41.56	-2	-7.27830244962433E-5
41.58	-2	-7.27830244962433E-5
41.6	-8	-2.91132097984973E-4
41.62	-1	-3.63915122481216E-5
41.64	0	0
41.66	-2	-7.27830244962433E-5
41.68	-3	-1.09174536744365E-4
41.7	-6	-2.1834907348873E-4
41.72	0	0
41.74	4	1.45566048992487E-4
41.76	4	1.45566048992487E-4
41.78	1	3.63915122481216E-5
41.8	7	2.54740585736851E-4
41.82	-1	-3.63915122481216E-5
41.84	-5	-1.81957561240608E-4
41.86	-2	-7.27830244962433E-5
41.88	6	2.1834907348873E-4
41.9	11	4.00306634729338E-4
41.92	0	0
41.94	6	2.1834907348873E-4
41.96	0	0
41.98	-2	-7.27830244962433E-5
42	4	1.45566048992487E-4
42.02	8	2.91132097984973E-4
42.04	1	3.63915122481216E-5
42.06	-2	-7.27830244962433E-5
42.08	-3	-1.09174536744365E-4
42.1	-1	-3.63915122481216E-5
42.12	0	0
42.14	-4	-1.45566048992487E-4
42.16	-4	-1.45566048992487E-4
42.18	1	3.63915122481216E-5
42.2	-3	-1.09174536744365E-4
42.22	-1	-3.63915122481216E-5
42.24	5	1.81957561240608E-4
42.26	0	0
42.28	-10	-3.63915122481216E-4
42.3	-2	-7.27830244962433E-5
42.32	7	2.54740585736851E-4
42.34	4	1.45566048992487E-4
42.36	3	1.09174536744365E-4
42.38	-4	-1.45566048992487E-4
42.4	-3	-1.09174536744365E-4
42.42	-5	-1.81957561240608E-4
42.44	-3	-1.09174536744365E-4
42.46	-2	-7.27830244962433E-5
42.48	-2	-7.27830244962433E-5
42.5	3	1.09174536744365E-4
42.52	-3	-1.09174536744365E-4
42.54	5	1.81957561240608E-4
42.56	0	0
42.58	3	1.09174536744365E-4
42.6	-3	-1.09174536744365E-4
42.62	5	1.81957561240608E-4
42.64	8	2.91132097984973E-4
42.66	4	1.45566048992487E-4
42.68	3	1.09174536744365E-4
42.7	0	0
42.72	0	0
42.74	5	1.81957561240608E-4
42.76	0	0
42.78	-2	-7.27830244962433E-5
42.8	6	2.1834907348873E-4
42.82	-8	-2.91132097984973E-4
42.84	-3	-1.09174536744365E-4
42.86	-5	-1.81957561240608E-4
42.88	-3	-1.09174536744365E-4
42.9	-5	-1.81957561240608E-4
42.92	1	3.63915122481216E-5
42.94	-5	-1.81957561240608E-4
42.96	-5	-1.81957561240608E-4
42.98	3	1.09174536744365E-4
43	10	3.63915122481216E-4
43.02	1	3.63915122481216E-5
43.04	0	0
43.06	-2	-7.27830244962433E-5
43.08	3	1.09174536744365E-4
43.1	-3	-1.09174536744365E-4
43.12	-2	-7.27830244962433E-5
43.14	1	3.63915122481216E-5
43.16	0	0
43.18	5	1.81957561240608E-4
43.2	1	3.63915122481216E-5
43.22	-1	-3.63915122481216E-5
43.24	6	2.1834907348873E-4
43.26	0	0
43.28	2	7.27830244962433E-5
43.3	3	1.09174536744365E-4
43.32	1	3.63915122481216E-5
43.34	4	1.45566048992487E-4
43.36	11	4.00306634729338E-4
43.38	4	1.45566048992487E-4
43.4	-2	-7.27830244962433E-5
43.42	7	2.54740585736851E-4
43.44	-5	-1.81957561240608E-4
43.46	-4	-1.45566048992487E-4
43.48	-1	-3.63915122481216E-5
43.5	4	1.45566048992487E-4
43.52	4	1.45566048992487E-4
43.54	3	1.09174536744365E-4
43.56	-8	-2.91132097984973E-4
43.58	-1	-3.63915122481216E-5
43.6	0	0
43.62	1	3.63915122481216E-5
43.64	-3	-1.09174536744365E-4
43.66	-6	-2.1834907348873E-4
43.68	3	1.09174536744365E-4
43.7	-3	-1.09174536744365E-4
43.72	-5	-1.81957561240608E-4
43.74	-8	-2.91132097984973E-4
43.76	3	1.09174536744365E-4
43.78	-2	-7.27830244962433E-5
43.8	-1	-3.63915122481216E-5
43.82	4	1.45566048992487E-4
43.84	1	3.63915122481216E-5
43.86	-3	-1.09174536744365E-4
43.88	-6	-2.1834907348873E-4
43.9	-5	-1.81957561240608E-4
43.92	2	7.27830244962433E-5
43.94	0	0
43.96	5	1.81957561240608E-4
43.98	5	1.81957561240608E-4
44	4	1.45566048992487E-4
44.02	2	7.27830244962433E-5
44.04	3	1.09174536744365E-4
44.06	2	7.27830244962433E-5
44.08	-1	-3.63915122481216E-5
44.1	18	6.55047220466189E-4
44.12	2	7.27830244962433E-5
44.14	-3	-1.09174536744365E-4
44.16	-3	-1.09174536744365E-4
44.18	2	7.27830244962433E-5
44.2	3	1.09174536744365E-4
44.22	3	1.09174536744365E-4
44.24	5	1.81957561240608E-4
44.26	-1	-3.63915122481216E-5
44.28	0	0
44.3	0	0
44.32	0	0
44.34	7	2.54740585736851E-4
44.36	5	1.81957561240608E-4
44.38	1	3.63915122481216E-5
44.4	-5	-1.81957561240608E-4
44.42	-5	-1.81957561240608E-4
44.44	1	3.63915122481216E-5
44.46	2	7.27830244962433E-5
44.48	1	3.63915122481216E-5
44.5	-2	-7.27830244962433E-5
44.52	-2	-7.27830244962433E-5
44.54	3	1.09174536744365E-4
44.56	0	0
44.58	5	1.81957561240608E-4
44.6	0	0
44.62	1	3.63915122481216E-5
44.64	-4	-1.45566048992487E-4
44.66	-7	-2.54740585736851E-4
44.68	-5	-1.81957561240608E-4
44.7	-6	-2.1834907348873E-4
44.72	8	2.91132097984973E-4
44.74	4	1.45566048992487E-4
44.76	-4	-1.45566048992487E-4
44.78	1	3.63915122481216E-5
44.8	0	0
44.82	5	1.81957561240608E-4
44.84	3	1.09174536744365E-4
44.86	7	2.54740585736851E-4
44.88	-2	-7.27830244962433E-5
44.9	3	1.09174536744365E-4
44.92	5	1.81957561240608E-4
44.94	-2	-7.27830244962433E-5
44.96	-2	-7.27830244962433E-5
44.98	8	2.91132097984973E-4
45	-1	-3.63915122481216E-5
45.02	1	3.63915122481216E-5
45.04	6	2.1834907348873E-4
45.06	-3	-1.09174536744365E-4
45.08	-2	-7.27830244962433E-5
45.1	-1	-3.63915122481216E-5
45.12	-4	-1.45566048992487E-4
45.14	6	2.1834907348873E-4
45.16	2	7.27830244962433E-5
45.18	-8	-2.91132097984973E-4
45.2	-6	-2.1834907348873E-4
45.22	4	1.45566048992487E-4
45.24	-2	-7.27830244962433E-5
45.26	-8	-2.91132097984973E-4
45.28	-4	-1.45566048992487E-4
45.3	2	7.27830244962433E-5
45.32	0	0
45.34	1	3.63915122481216E-5
45.36	-5	-1.81957561240608E-4
45.38	1	3.63915122481216E-5
45.4	2	7.27830244962433E-5
45.42	3	1.09174536744365E-4
45.44	-1	-3.63915122481216E-5
45.46	-7	-2.54740585736851E-4
45.48	-2	-7.27830244962433E-5
45.5	-1	-3.63915122481216E-5
45.52	0	0
45.54	0	0
45.56	3	1.09174536744365E-4
45.58	5	1.81957561240608E-4
45.6	1	3.63915122481216E-5
45.62	-2	-7.27830244962433E-5
45.64	-6	-2.1834907348873E-4
45.66	0	0
45.68	1	3.63915122481216E-5
45.7	-2	-7.27830244962433E-5
45.72	1	3.63915122481216E-5
45.74	9	3.27523610233095E-4
45.76	-3	-1.09174536744365E-4
45.78	-6	-2.1834907348873E-4
45.8	-5	-1.81957561240608E-4
45.82	-2	-7.27830244962433E-5
45.84	5	1.81957561240608E-4
45.86	9	3.27523610233095E-4
45.88	6	2.1834907348873E-4
45.9	2	7.27830244962433E-5
45.92	-3	-1.09174536744365E-4
45.94	-2	-7.27830244962433E-5
45.96	2	7.27830244962433E-5
45.98	-3	-1.09174536744365E-4
46	5	1.81957561240608E-4
46.02	4	1.45566048992487E-4
46.04	-2	-7.27830244962433E-5
46.06	-4	-1.45566048992487E-4
46.08	-1	-3.63915122481216E-5
46.1	4	1.45566048992487E-4
46.12	1	3.63915122481216E-5
46.14	0	0
46.16	-3	-1.09174536744365E-4
46.18	-5	-1.81957561240608E-4
46.2	1	3.63915122481216E-5
46.22	-9	-3.27523610233095E-4
46.24	-1	-3.63915122481216E-5
46.26	11	4.00306634729338E-4
46.28	2	7.27830244962433E-5
46.3	0	0
46.32	1	3.63915122481216E-5
46.34	-5	-1.81957561240608E-4
46.36	-2	-7.27830244962433E-5
46.38	-4	-1.45566048992487E-4
46.4	-7	-2.54740585736851E-4
46.42	-5	-1.81957561240608E-4
46.44	-2	-7.27830244962433E-5
46.46	-8	-2.91132097984973E-4
46.48	-5	-1.81957561240608E-4
46.5	-1	-3.63915122481216E-5
46.52	10	3.63915122481216E-4
46.54	-7	-2.54740585736851E-4
46.56	-1	-3.63915122481216E-5
46.58	-2	-7.27830244962433E-5
46.6	-1	-3.63915122481216E-5
46.62	-4	-1.45566048992487E-4
46.64	-1	-3.63915122481216E-5
46.66	3	1.09174536744365E-4
46.68	2	7.27830244962433E-5
46.7	-1	-3.63915122481216E-5
46.72	-5	-1.81957561240608E-4
46.74	-2	-7.27830244962433E-5
46.76	3	1.09174536744365E-4
46.78	3	1.09174536744365E-4
46.8	-2	-7.27830244962433E-5
46.82	6	2.1834907348873E-4
46.84	4	1.45566048992487E-4
46.86	8	2.91132097984973E-4
46.88	-2	-7.27830244962433E-5
46.9	2	7.27830244962433E-5
46.92	5	1.81957561240608E-4
46.94	1	3.63915122481216E-5
46.96	0	0
46.98	-5	-1.81957561240608E-4
47	0	0
47.02	8	2.91132097984973E-4
47.04	4	1.45566048992487E-4
47.06	0	0
47.08	-2	-7.27830244962433E-5
47.1	-1	-3.63915122481216E-5
47.12	3	1.09174536744365E-4
47.14	-1	-3.63915122481216E-5
47.16	5	1.81957561240608E-4
47.18	-6	-2.1834907348873E-4
47.2	-5	-1.81957561240608E-4
47.22	2	7.27830244962433E-5
47.24	-3	-1.09174536744365E-4
47.26	1	3.63915122481216E-5
47.28	1	3.63915122481216E-5
47.3	-3	-1.09174536744365E-4
47.32	3	1.09174536744365E-4
47.34	3	1.09174536744365E-4
47.36	4	1.45566048992487E-4
47.38	2	7.27830244962433E-5
47.4	-4	-1.45566048992487E-4
47.42	-8	-2.91132097984973E-4
47.44	5	1.81957561240608E-4
47.46	3	1.09174536744365E-4
47.48	-4	-1.45566048992487E-4
47.5	4	1.45566048992487E-4
47.52	-1	-3.63915122481216E-5
47.54	1	3.63915122481216E-5
47.56	3	1.09174536744365E-4
47.58	1	3.63915122481216E-5
47.6	3	1.09174536744365E-4
47.62	-2	-7.27830244962433E-5
47.64	-9	-3.27523610233095E-4
47.66	-1	-3.63915122481216E-5
47.68	5	1.81957561240608E-4
47.7	-3	-1.09174536744365E-4
47.72	1	3.63915122481216E-5
47.74	0	0
47.76	-1	-3.63915122481216E-5
47.78	1	3.63915122481216E-5
47.8	1	3.63915122481216E-5
47.82	-7	-2.54740585736851E-4
47.84	-2	-7.27830244962433E-5
47.86	0	0
47.88	5	1.81957561240608E-4
47.9	1	3.63915122481216E-5
47.92	-4	-1.45566048992487E-4
47.94	2	7.27830244962433E-5
47.96	-3	-1.09174536744365E-4
47.98	-5	-1.81957561240608E-4
48	-3	-1.09174536744365E-4
48.02	-4	-1.45566048992487E-4
48.04	6	2.1834907348873E-4
48.06	10	3.63915122481216E-4
48.08	4	1.45566048992487E-4
48.1	4	1.45566048992487E-4
48.12	-4	-1.45566048992487E-4
48.14	4	1.45566048992487E-4
48.16	7	2.54740585736851E-4
48.18	3	1.09174536744365E-4
48.2	5	1.81957561240608E-4
