Time [µs]	D2, v1J2, 04.12.	D2, v1J2, 04.12.
8.78	63	0.00208078932148544
8.8	38	0.00125507927327693
8.82	23	7.59653244351828E-4
8.84	14	4.62397626996765E-4
8.86	46	0.00151930648870366
8.88	49	0.00161839169448868
8.9	52	0.0017174769002737
8.92	75	0.00247713014462553
8.94	63	0.00208078932148544
8.96	74	0.00244410174269718
8.98	72	0.0023780449388405
9	67	0.0022129029291988
9.02	87	0.00287347096776561
9.04	82	0.00270832895812391
9.06	70	0.00231198813498382
9.08	89	0.00293952777162229
9.1	78	0.00257621535041055
9.12	48	0.00158536329256034
9.14	51	0.00168444849834536
9.16	76	0.00251015854655387
9.18	94	0.00310466978126399
9.2	69	0.00227895973305548
9.22	91	0.00300558457547897
9.24	99	0.00326981179090569
9.26	96	0.00317072658512067
9.28	87	0.00287347096776561
9.3	88	0.00290649936969395
9.32	83	0.00274135736005225
9.34	84	0.00277438576198059
9.36	117	0.00386432302561582
9.38	106	0.00350101060440408
9.4	120	0.00396340823140084
9.42	90	0.00297255617355063
9.44	80	0.00264227215426723
9.46	89	0.00293952777162229
9.48	83	0.00274135736005225
9.5	68	0.00224593133112714
9.52	89	0.00293952777162229
9.54	96	0.00317072658512067
9.56	82	0.00270832895812391
9.58	95	0.00313769818319233
9.6	132	0.00435974905454092
9.62	136	0.00449186266225429
9.64	98	0.00323678338897735
9.66	81	0.00267530055619557
9.68	83	0.00274135736005225
9.7	95	0.00313769818319233
9.72	79	0.00260924375233889
9.74	79	0.00260924375233889
9.76	78	0.00257621535041055
9.78	77	0.00254318694848221
9.8	73	0.00241107334076884
9.82	87	0.00287347096776561
9.84	77	0.00254318694848221
9.86	70	0.00231198813498382
9.88	69	0.00227895973305548
9.9	80	0.00264227215426723
9.92	76	0.00251015854655387
9.94	87	0.00287347096776561
9.96	81	0.00267530055619557
9.98	73	0.00241107334076884
10	75	0.00247713014462553
10.02	64	0.00211381772341378
10.04	72	0.0023780449388405
10.06	54	0.00178353370413038
10.08	70	0.00231198813498382
10.1	63	0.00208078932148544
10.12	72	0.0023780449388405
10.14	72	0.0023780449388405
10.16	60	0.00198170411570042
10.18	91	0.00300558457547897
10.2	73	0.00241107334076884
10.22	60	0.00198170411570042
10.24	68	0.00224593133112714
10.26	78	0.00257621535041055
10.28	38	0.00125507927327693
10.3	44	0.00145324968484697
10.32	37	0.00122205087134859
10.34	51	0.00168444849834536
10.36	64	0.00211381772341378
10.38	63	0.00208078932148544
10.4	39	0.00128810767520527
10.42	34	0.00112296566556357
10.44	61	0.00201473251762876
10.46	53	0.00175050530220204
10.48	59	0.00194867571377208
10.5	41	0.00135416447906195
10.52	60	0.00198170411570042
10.54	33	0.00108993726363523
10.56	47	0.001552334890632
10.58	34	0.00112296566556357
10.6	58	0.00191564731184374
10.62	42	0.00138719288099029
10.64	58	0.00191564731184374
10.66	42	0.00138719288099029
10.68	48	0.00158536329256034
10.7	43	0.00142022128291863
10.72	28	9.24795253993529E-4
10.74	17	5.61482832781786E-4
10.76	28	9.24795253993529E-4
10.78	23	7.59653244351828E-4
10.8	34	0.00112296566556357
10.82	41	0.00135416447906195
10.84	39	0.00128810767520527
10.86	40	0.00132113607713361
10.88	20	6.60568038566807E-4
10.9	36	0.00118902246942025
10.92	30	9.9085205785021E-4
10.94	45	0.00148627808677532
10.96	36	0.00118902246942025
10.98	32	0.00105690886170689
11	14	4.62397626996765E-4
11.02	43	0.00142022128291863
11.04	30	9.9085205785021E-4
11.06	39	0.00128810767520527
11.08	46	0.00151930648870366
11.1	44	0.00145324968484697
11.12	18	5.94511234710126E-4
11.14	5	1.65142009641702E-4
11.16	1	3.30284019283403E-5
11.18	27	8.91766852065189E-4
11.2	43	0.00142022128291863
11.22	23	7.59653244351828E-4
11.24	26	8.58738450136849E-4
11.26	25	8.25710048208508E-4
11.28	34	0.00112296566556357
11.3	22	7.26624842423487E-4
11.32	31	0.00102388045977855
11.34	28	9.24795253993529E-4
11.36	42	0.00138719288099029
11.38	52	0.0017174769002737
11.4	45	0.00148627808677532
11.42	37	0.00122205087134859
11.44	15	4.95426028925105E-4
11.46	3	9.9085205785021E-5
11.48	8	2.64227215426723E-4
11.5	35	0.00115599406749191
11.52	5	1.65142009641702E-4
11.54	18	5.94511234710126E-4
11.56	47	0.001552334890632
11.58	39	0.00128810767520527
11.6	32	0.00105690886170689
11.62	36	0.00118902246942025
11.64	16	5.28454430853445E-4
11.66	41	0.00135416447906195
11.68	39	0.00128810767520527
11.7	38	0.00125507927327693
11.72	30	9.9085205785021E-4
11.74	24	7.92681646280168E-4
11.76	19	6.27539636638466E-4
11.78	17	5.61482832781786E-4
11.8	38	0.00125507927327693
11.82	41	0.00135416447906195
11.84	12	3.96340823140084E-4
11.86	9	2.97255617355063E-4
11.88	18	5.94511234710126E-4
11.9	30	9.9085205785021E-4
11.92	15	4.95426028925105E-4
11.94	23	7.59653244351828E-4
11.96	32	0.00105690886170689
11.98	0	0
12	29	9.5782365592187E-4
12.02	48	0.00158536329256034
12.04	27	8.91766852065189E-4
12.06	33	0.00108993726363523
12.08	16	5.28454430853445E-4
12.1	5	1.65142009641702E-4
12.12	21	6.93596440495147E-4
12.14	6	1.98170411570042E-4
12.16	12	3.96340823140084E-4
12.18	18	5.94511234710126E-4
12.2	42	0.00138719288099029
12.22	35	0.00115599406749191
12.24	8	2.64227215426723E-4
12.26	9	2.97255617355063E-4
12.28	27	8.91766852065189E-4
12.3	13	4.29369225068424E-4
12.32	13	4.29369225068424E-4
12.34	14	4.62397626996765E-4
12.36	1	3.30284019283403E-5
12.38	7	2.31198813498382E-4
12.4	10	3.30284019283403E-4
12.42	11	3.63312421211744E-4
12.44	1	3.30284019283403E-5
12.46	12	3.96340823140084E-4
12.48	12	3.96340823140084E-4
12.5	30	9.9085205785021E-4
12.52	32	0.00105690886170689
12.54	19	6.27539636638466E-4
12.56	7	2.31198813498382E-4
12.58	4	1.32113607713361E-4
12.6	9	2.97255617355063E-4
12.62	7	2.31198813498382E-4
12.64	18	5.94511234710126E-4
12.66	23	7.59653244351828E-4
12.68	10	3.30284019283403E-4
12.7	12	3.96340823140084E-4
12.72	20	6.60568038566807E-4
12.74	23	7.59653244351828E-4
12.76	19	6.27539636638466E-4
12.78	9	2.97255617355063E-4
12.8	13	4.29369225068424E-4
12.82	9	2.97255617355063E-4
12.84	34	0.00112296566556357
12.86	7	2.31198813498382E-4
12.88	0	0
12.9	13	4.29369225068424E-4
12.92	6	1.98170411570042E-4
12.94	34	0.00112296566556357
12.96	20	6.60568038566807E-4
12.98	17	5.61482832781786E-4
13	24	7.92681646280168E-4
13.02	4	1.32113607713361E-4
13.04	-10	-3.30284019283403E-4
13.06	13	4.29369225068424E-4
13.08	10	3.30284019283403E-4
13.1	29	9.5782365592187E-4
13.12	16	5.28454430853445E-4
13.14	23	7.59653244351828E-4
13.16	12	3.96340823140084E-4
13.18	21	6.93596440495147E-4
13.2	18	5.94511234710126E-4
13.22	1	3.30284019283403E-5
13.24	-7	-2.31198813498382E-4
13.26	-1	-3.30284019283403E-5
13.28	19	6.27539636638466E-4
13.3	21	6.93596440495147E-4
13.32	7	2.31198813498382E-4
13.34	35	0.00115599406749191
13.36	22	7.26624842423487E-4
13.38	30	9.9085205785021E-4
13.4	35	0.00115599406749191
13.42	0	0
13.44	14	4.62397626996765E-4
13.46	22	7.26624842423487E-4
13.48	9	2.97255617355063E-4
13.5	26	8.58738450136849E-4
13.52	18	5.94511234710126E-4
13.54	-2	-6.60568038566807E-5
13.56	-10	-3.30284019283403E-4
13.58	-2	-6.60568038566807E-5
13.6	-5	-1.65142009641702E-4
13.62	10	3.30284019283403E-4
13.64	-4	-1.32113607713361E-4
13.66	-6	-1.98170411570042E-4
13.68	9	2.97255617355063E-4
13.7	33	0.00108993726363523
13.72	34	0.00112296566556357
13.74	1	3.30284019283403E-5
13.76	-13	-4.29369225068424E-4
13.78	11	3.63312421211744E-4
13.8	4	1.32113607713361E-4
13.82	34	0.00112296566556357
13.84	20	6.60568038566807E-4
13.86	12	3.96340823140084E-4
13.88	23	7.59653244351828E-4
13.9	7	2.31198813498382E-4
13.92	17	5.61482832781786E-4
13.94	11	3.63312421211744E-4
13.96	4	1.32113607713361E-4
13.98	-4	-1.32113607713361E-4
14	9	2.97255617355063E-4
14.02	25	8.25710048208508E-4
14.04	10	3.30284019283403E-4
14.06	11	3.63312421211744E-4
14.08	26	8.58738450136849E-4
14.1	25	8.25710048208508E-4
14.12	6	1.98170411570042E-4
14.14	-2	-6.60568038566807E-5
14.16	7	2.31198813498382E-4
14.18	27	8.91766852065189E-4
14.2	19	6.27539636638466E-4
14.22	-7	-2.31198813498382E-4
14.24	14	4.62397626996765E-4
14.26	1	3.30284019283403E-5
14.28	20	6.60568038566807E-4
14.3	15	4.95426028925105E-4
14.32	7	2.31198813498382E-4
14.34	-14	-4.62397626996765E-4
14.36	14	4.62397626996765E-4
14.38	0	0
14.4	3	9.9085205785021E-5
14.42	7	2.31198813498382E-4
14.44	5	1.65142009641702E-4
14.46	12	3.96340823140084E-4
14.48	9	2.97255617355063E-4
14.5	-3	-9.9085205785021E-5
14.52	-2	-6.60568038566807E-5
14.54	8	2.64227215426723E-4
14.56	-7	-2.31198813498382E-4
14.58	8	2.64227215426723E-4
14.6	-2	-6.60568038566807E-5
14.62	1	3.30284019283403E-5
14.64	7	2.31198813498382E-4
14.66	13	4.29369225068424E-4
14.68	7	2.31198813498382E-4
14.7	5	1.65142009641702E-4
14.72	15	4.95426028925105E-4
14.74	15	4.95426028925105E-4
14.76	2	6.60568038566807E-5
14.78	4	1.32113607713361E-4
14.8	4	1.32113607713361E-4
14.82	0	0
14.84	-2	-6.60568038566807E-5
14.86	1	3.30284019283403E-5
14.88	13	4.29369225068424E-4
14.9	10	3.30284019283403E-4
14.92	14	4.62397626996765E-4
14.94	13	4.29369225068424E-4
14.96	30	9.9085205785021E-4
14.98	13	4.29369225068424E-4
15	31	0.00102388045977855
15.02	24	7.92681646280168E-4
15.04	19	6.27539636638466E-4
15.06	5	1.65142009641702E-4
15.08	2	6.60568038566807E-5
15.1	19	6.27539636638466E-4
15.12	14	4.62397626996765E-4
15.14	18	5.94511234710126E-4
15.16	17	5.61482832781786E-4
15.18	30	9.9085205785021E-4
15.2	22	7.26624842423487E-4
15.22	4	1.32113607713361E-4
15.24	-10	-3.30284019283403E-4
15.26	17	5.61482832781786E-4
15.28	10	3.30284019283403E-4
15.3	-2	-6.60568038566807E-5
15.32	8	2.64227215426723E-4
15.34	-5	-1.65142009641702E-4
15.36	-3	-9.9085205785021E-5
15.38	-5	-1.65142009641702E-4
15.4	5	1.65142009641702E-4
15.42	19	6.27539636638466E-4
15.44	9	2.97255617355063E-4
15.46	-3	-9.9085205785021E-5
15.48	-12	-3.96340823140084E-4
15.5	2	6.60568038566807E-5
15.52	16	5.28454430853445E-4
15.54	3	9.9085205785021E-5
15.56	-3	-9.9085205785021E-5
15.58	22	7.26624842423487E-4
15.6	4	1.32113607713361E-4
15.62	-3	-9.9085205785021E-5
15.64	-7	-2.31198813498382E-4
15.66	-2	-6.60568038566807E-5
15.68	3	9.9085205785021E-5
15.7	18	5.94511234710126E-4
15.72	9	2.97255617355063E-4
15.74	14	4.62397626996765E-4
15.76	13	4.29369225068424E-4
15.78	20	6.60568038566807E-4
15.8	0	0
15.82	4	1.32113607713361E-4
15.84	8	2.64227215426723E-4
15.86	0	0
15.88	5	1.65142009641702E-4
15.9	7	2.31198813498382E-4
15.92	4	1.32113607713361E-4
15.94	35	0.00115599406749191
15.96	10	3.30284019283403E-4
15.98	2	6.60568038566807E-5
16	-3	-9.9085205785021E-5
16.02	13	4.29369225068424E-4
16.04	10	3.30284019283403E-4
16.06	22	7.26624842423487E-4
16.08	15	4.95426028925105E-4
16.1	9	2.97255617355063E-4
16.12	23	7.59653244351828E-4
16.14	3	9.9085205785021E-5
16.16	14	4.62397626996765E-4
16.18	36	0.00118902246942025
16.2	7	2.31198813498382E-4
16.22	8	2.64227215426723E-4
16.24	8	2.64227215426723E-4
16.26	18	5.94511234710126E-4
16.28	0	0
16.3	5	1.65142009641702E-4
16.32	4	1.32113607713361E-4
16.34	-29	-9.5782365592187E-4
16.36	-9	-2.97255617355063E-4
16.38	9	2.97255617355063E-4
16.4	21	6.93596440495147E-4
16.42	24	7.92681646280168E-4
16.44	22	7.26624842423487E-4
16.46	7	2.31198813498382E-4
16.48	-19	-6.27539636638466E-4
16.5	-6	-1.98170411570042E-4
16.52	9	2.97255617355063E-4
16.54	2	6.60568038566807E-5
16.56	-14	-4.62397626996765E-4
16.58	8	2.64227215426723E-4
16.6	16	5.28454430853445E-4
16.62	0	0
16.64	6	1.98170411570042E-4
16.66	-1	-3.30284019283403E-5
16.68	-6	-1.98170411570042E-4
16.7	31	0.00102388045977855
16.72	22	7.26624842423487E-4
16.74	-4	-1.32113607713361E-4
16.76	10	3.30284019283403E-4
16.78	9	2.97255617355063E-4
16.8	-13	-4.29369225068424E-4
16.82	10	3.30284019283403E-4
16.84	13	4.29369225068424E-4
16.86	5	1.65142009641702E-4
16.88	-1	-3.30284019283403E-5
16.9	3	9.9085205785021E-5
16.92	-6	-1.98170411570042E-4
16.94	-9	-2.97255617355063E-4
16.96	6	1.98170411570042E-4
16.98	-4	-1.32113607713361E-4
17	-16	-5.28454430853445E-4
17.02	17	5.61482832781786E-4
17.04	-3	-9.9085205785021E-5
17.06	-1	-3.30284019283403E-5
17.08	-2	-6.60568038566807E-5
17.1	9	2.97255617355063E-4
17.12	25	8.25710048208508E-4
17.14	28	9.24795253993529E-4
17.16	9	2.97255617355063E-4
17.18	25	8.25710048208508E-4
17.2	21	6.93596440495147E-4
17.22	14	4.62397626996765E-4
17.24	27	8.91766852065189E-4
17.26	4	1.32113607713361E-4
17.28	-1	-3.30284019283403E-5
17.3	5	1.65142009641702E-4
17.32	4	1.32113607713361E-4
17.34	15	4.95426028925105E-4
17.36	27	8.91766852065189E-4
17.38	17	5.61482832781786E-4
17.4	4	1.32113607713361E-4
17.42	-4	-1.32113607713361E-4
17.44	-1	-3.30284019283403E-5
17.46	-12	-3.96340823140084E-4
17.48	3	9.9085205785021E-5
17.5	4	1.32113607713361E-4
