Time [µs]	D2, v1J2	D2, v1J2, FIrst
	25k shots	counts per shot
Laser Power [mJ]		power corrected
64.9	18	5.37939624880006E-4
64.92	-2	-5.97710694311118E-5
64.94	2	5.97710694311118E-5
64.96	-14	-4.18397486017782E-4
64.98	-10	-2.98855347155559E-4
65	-14	-4.18397486017782E-4
65.02	11	3.28740881871115E-4
65.04	-7	-2.09198743008891E-4
65.06	3	8.96566041466677E-5
65.08	-6	-1.79313208293335E-4
65.1	10	2.98855347155559E-4
65.12	6	1.79313208293335E-4
65.14	8	2.39084277724447E-4
65.16	-4	-1.19542138862224E-4
65.18	-1	-2.98855347155559E-5
65.2	8	2.39084277724447E-4
65.22	21	6.27596229026674E-4
65.24	11	3.28740881871115E-4
65.26	-11	-3.28740881871115E-4
65.28	-11	-3.28740881871115E-4
65.3	-2	-5.97710694311118E-5
65.32	-5	-1.49427673577779E-4
65.34	-11	-3.28740881871115E-4
65.36	-7	-2.09198743008891E-4
65.38	-1	-2.98855347155559E-5
65.4	-10	-2.98855347155559E-4
65.42	-11	-3.28740881871115E-4
65.44	-4	-1.19542138862224E-4
65.46	4	1.19542138862224E-4
65.48	2	5.97710694311118E-5
65.5	-13	-3.88511951302227E-4
65.52	3	8.96566041466677E-5
65.54	0	0
65.56	-9	-2.68969812440003E-4
65.58	-9	-2.68969812440003E-4
65.6	-5	-1.49427673577779E-4
65.62	0	0
65.64	1	2.98855347155559E-5
65.66	14	4.18397486017782E-4
65.68	4	1.19542138862224E-4
65.7	-2	-5.97710694311118E-5
65.72	3	8.96566041466677E-5
65.74	7	2.09198743008891E-4
65.76	-1	-2.98855347155559E-5
65.78	-3	-8.96566041466677E-5
65.8	-11	-3.28740881871115E-4
65.82	-8	-2.39084277724447E-4
65.84	-4	-1.19542138862224E-4
65.86	-7	-2.09198743008891E-4
65.88	2	5.97710694311118E-5
65.9	26	7.77023902604453E-4
65.92	16	4.78168555448894E-4
65.94	6	1.79313208293335E-4
65.96	0	0
65.98	0	0
66	-12	-3.58626416586671E-4
66.02	3	8.96566041466677E-5
66.04	-5	-1.49427673577779E-4
66.06	-5	-1.49427673577779E-4
66.08	2	5.97710694311118E-5
66.1	-9	-2.68969812440003E-4
66.12	-6	-1.79313208293335E-4
66.14	-3	-8.96566041466677E-5
66.16	3	8.96566041466677E-5
66.18	12	3.58626416586671E-4
66.2	6	1.79313208293335E-4
66.22	1	2.98855347155559E-5
66.24	7	2.09198743008891E-4
66.26	-2	-5.97710694311118E-5
66.28	-6	-1.79313208293335E-4
66.3	-1	-2.98855347155559E-5
66.32	4	1.19542138862224E-4
66.34	-10	-2.98855347155559E-4
66.36	-18	-5.37939624880006E-4
66.38	-12	-3.58626416586671E-4
66.4	15	4.48283020733338E-4
66.42	3	8.96566041466677E-5
66.44	-6	-1.79313208293335E-4
66.46	-12	-3.58626416586671E-4
66.48	9	2.68969812440003E-4
66.5	3	8.96566041466677E-5
66.52	-10	-2.98855347155559E-4
66.54	-5	-1.49427673577779E-4
66.56	5	1.49427673577779E-4
66.58	5	1.49427673577779E-4
66.6	8	2.39084277724447E-4
66.62	4	1.19542138862224E-4
66.64	3	8.96566041466677E-5
66.66	12	3.58626416586671E-4
66.68	15	4.48283020733338E-4
66.7	1	2.98855347155559E-5
66.72	6	1.79313208293335E-4
66.74	-4	-1.19542138862224E-4
66.76	-7	-2.09198743008891E-4
66.78	-9	-2.68969812440003E-4
66.8	-2	-5.97710694311118E-5
66.82	-3	-8.96566041466677E-5
66.84	-9	-2.68969812440003E-4
66.86	14	4.18397486017782E-4
66.88	-7	-2.09198743008891E-4
66.9	-12	-3.58626416586671E-4
66.92	3	8.96566041466677E-5
66.94	-1	-2.98855347155559E-5
66.96	11	3.28740881871115E-4
66.98	-8	-2.39084277724447E-4
67	-1	-2.98855347155559E-5
67.02	-7	-2.09198743008891E-4
67.04	0	0
67.06	-8	-2.39084277724447E-4
67.08	-2	-5.97710694311118E-5
67.1	9	2.68969812440003E-4
67.12	12	3.58626416586671E-4
67.14	4	1.19542138862224E-4
67.16	0	0
67.18	2	5.97710694311118E-5
67.2	6	1.79313208293335E-4
67.22	3	8.96566041466677E-5
67.24	9	2.68969812440003E-4
67.26	5	1.49427673577779E-4
67.28	-4	-1.19542138862224E-4
67.3	10	2.98855347155559E-4
67.32	-12	-3.58626416586671E-4
67.34	-5	-1.49427673577779E-4
67.36	3	8.96566041466677E-5
67.38	0	0
67.4	2	5.97710694311118E-5
67.42	18	5.37939624880006E-4
67.44	7	2.09198743008891E-4
67.46	-1	-2.98855347155559E-5
67.48	4	1.19542138862224E-4
67.5	-1	-2.98855347155559E-5
67.52	4	1.19542138862224E-4
67.54	0	0
67.56	-1	-2.98855347155559E-5
67.58	-14	-4.18397486017782E-4
67.6	-6	-1.79313208293335E-4
67.62	-20	-5.97710694311118E-4
67.64	-16	-4.78168555448894E-4
67.66	13	3.88511951302227E-4
67.68	0	0
67.7	4	1.19542138862224E-4
67.72	9	2.68969812440003E-4
67.74	6	1.79313208293335E-4
67.76	-12	-3.58626416586671E-4
67.78	3	8.96566041466677E-5
67.8	2	5.97710694311118E-5
67.82	15	4.48283020733338E-4
67.84	10	2.98855347155559E-4
67.86	1	2.98855347155559E-5
67.88	-3	-8.96566041466677E-5
67.9	5	1.49427673577779E-4
67.92	1	2.98855347155559E-5
67.94	0	0
67.96	8	2.39084277724447E-4
67.98	7	2.09198743008891E-4
68	11	3.28740881871115E-4
68.02	3	8.96566041466677E-5
68.04	5	1.49427673577779E-4
68.06	0	0
68.08	3	8.96566041466677E-5
68.1	-1	-2.98855347155559E-5
68.12	6	1.79313208293335E-4
68.14	-5	-1.49427673577779E-4
68.16	-4	-1.19542138862224E-4
68.18	20	5.97710694311118E-4
68.2	-5	-1.49427673577779E-4
68.22	-9	-2.68969812440003E-4
68.24	8	2.39084277724447E-4
68.26	5	1.49427673577779E-4
68.28	-1	-2.98855347155559E-5
68.3	11	3.28740881871115E-4
68.32	0	0
68.34	2	5.97710694311118E-5
68.36	-7	-2.09198743008891E-4
68.38	-13	-3.88511951302227E-4
68.4	-1	-2.98855347155559E-5
68.42	-2	-5.97710694311118E-5
68.44	6	1.79313208293335E-4
68.46	-12	-3.58626416586671E-4
68.48	2	5.97710694311118E-5
68.5	-8	-2.39084277724447E-4
68.52	2	5.97710694311118E-5
68.54	7	2.09198743008891E-4
68.56	13	3.88511951302227E-4
68.58	1	2.98855347155559E-5
68.6	14	4.18397486017782E-4
68.62	8	2.39084277724447E-4
68.64	0	0
68.66	2	5.97710694311118E-5
68.68	-4	-1.19542138862224E-4
68.7	-5	-1.49427673577779E-4
68.72	12	3.58626416586671E-4
68.74	13	3.88511951302227E-4
68.76	3	8.96566041466677E-5
68.78	1	2.98855347155559E-5
68.8	1	2.98855347155559E-5
68.82	-10	-2.98855347155559E-4
68.84	-7	-2.09198743008891E-4
68.86	8	2.39084277724447E-4
68.88	-3	-8.96566041466677E-5
68.9	3	8.96566041466677E-5
68.92	6	1.79313208293335E-4
68.94	-2	-5.97710694311118E-5
68.96	9	2.68969812440003E-4
68.98	-2	-5.97710694311118E-5
69	24	7.17252833173341E-4
69.02	12	3.58626416586671E-4
69.04	4	1.19542138862224E-4
69.06	2	5.97710694311118E-5
69.08	4	1.19542138862224E-4
69.1	14	4.18397486017782E-4
69.12	5	1.49427673577779E-4
69.14	6	1.79313208293335E-4
69.16	-3	-8.96566041466677E-5
69.18	-13	-3.88511951302227E-4
69.2	1	2.98855347155559E-5
69.22	3	8.96566041466677E-5
69.24	4	1.19542138862224E-4
69.26	5	1.49427673577779E-4
69.28	-4	-1.19542138862224E-4
69.3	-19	-5.67825159595562E-4
69.32	-9	-2.68969812440003E-4
69.34	2	5.97710694311118E-5
69.36	-1	-2.98855347155559E-5
69.38	-11	-3.28740881871115E-4
69.4	-14	-4.18397486017782E-4
69.42	-11	-3.28740881871115E-4
69.44	-5	-1.49427673577779E-4
69.46	-16	-4.78168555448894E-4
69.48	-12	-3.58626416586671E-4
69.5	-8	-2.39084277724447E-4
69.52	-10	-2.98855347155559E-4
69.54	8	2.39084277724447E-4
69.56	8	2.39084277724447E-4
69.58	-5	-1.49427673577779E-4
69.6	-2	-5.97710694311118E-5
69.62	7	2.09198743008891E-4
69.64	-7	-2.09198743008891E-4
69.66	-2	-5.97710694311118E-5
69.68	-4	-1.19542138862224E-4
69.7	-1	-2.98855347155559E-5
69.72	6	1.79313208293335E-4
69.74	-10	-2.98855347155559E-4
69.76	3	8.96566041466677E-5
69.78	3	8.96566041466677E-5
69.8	-3	-8.96566041466677E-5
69.82	-1	-2.98855347155559E-5
69.84	-4	-1.19542138862224E-4
69.86	-13	-3.88511951302227E-4
69.88	-3	-8.96566041466677E-5
69.9	5	1.49427673577779E-4
69.92	5	1.49427673577779E-4
69.94	-2	-5.97710694311118E-5
69.96	8	2.39084277724447E-4
69.98	-2	-5.97710694311118E-5
70	4	1.19542138862224E-4
70.02	9	2.68969812440003E-4
70.04	-8	-2.39084277724447E-4
70.06	-5	-1.49427673577779E-4
70.08	-12	-3.58626416586671E-4
70.1	-3	-8.96566041466677E-5
70.12	3	8.96566041466677E-5
70.14	-19	-5.67825159595562E-4
70.16	-13	-3.88511951302227E-4
70.18	-4	-1.19542138862224E-4
70.2	2	5.97710694311118E-5
70.22	-6	-1.79313208293335E-4
70.24	-4	-1.19542138862224E-4
70.26	-3	-8.96566041466677E-5
70.28	1	2.98855347155559E-5
70.3	-7	-2.09198743008891E-4
70.32	-14	-4.18397486017782E-4
70.34	-14	-4.18397486017782E-4
70.36	-4	-1.19542138862224E-4
70.38	4	1.19542138862224E-4
70.4	8	2.39084277724447E-4
70.42	6	1.79313208293335E-4
70.44	3	8.96566041466677E-5
70.46	-1	-2.98855347155559E-5
70.48	-4	-1.19542138862224E-4
70.5	-11	-3.28740881871115E-4
70.52	1	2.98855347155559E-5
70.54	-15	-4.48283020733338E-4
70.56	1	2.98855347155559E-5
70.58	0	0
70.6	-8	-2.39084277724447E-4
70.62	1	2.98855347155559E-5
70.64	-2	-5.97710694311118E-5
70.66	2	5.97710694311118E-5
70.68	11	3.28740881871115E-4
70.7	-8	-2.39084277724447E-4
70.72	-16	-4.78168555448894E-4
70.74	0	0
70.76	-11	-3.28740881871115E-4
70.78	13	3.88511951302227E-4
70.8	4	1.19542138862224E-4
70.82	1	2.98855347155559E-5
70.84	0	0
70.86	3	8.96566041466677E-5
70.88	-2	-5.97710694311118E-5
70.9	4	1.19542138862224E-4
70.92	5	1.49427673577779E-4
70.94	4	1.19542138862224E-4
70.96	5	1.49427673577779E-4
70.98	-11	-3.28740881871115E-4
71	3	8.96566041466677E-5
71.02	12	3.58626416586671E-4
71.04	17	5.0805409016445E-4
71.06	-2	-5.97710694311118E-5
71.08	10	2.98855347155559E-4
71.1	-16	-4.78168555448894E-4
71.12	-7	-2.09198743008891E-4
71.14	5	1.49427673577779E-4
71.16	-4	-1.19542138862224E-4
71.18	-8	-2.39084277724447E-4
71.2	-8	-2.39084277724447E-4
71.22	-6	-1.79313208293335E-4
71.24	-8	-2.39084277724447E-4
71.26	-5	-1.49427673577779E-4
71.28	2	5.97710694311118E-5
71.3	5	1.49427673577779E-4
71.32	-2	-5.97710694311118E-5
71.34	12	3.58626416586671E-4
71.36	-2	-5.97710694311118E-5
71.38	-9	-2.68969812440003E-4
71.4	-6	-1.79313208293335E-4
71.42	6	1.79313208293335E-4
71.44	5	1.49427673577779E-4
71.46	7	2.09198743008891E-4
71.48	12	3.58626416586671E-4
71.5	-1	-2.98855347155559E-5
71.52	-9	-2.68969812440003E-4
71.54	-5	-1.49427673577779E-4
71.56	13	3.88511951302227E-4
71.58	12	3.58626416586671E-4
71.6	1	2.98855347155559E-5
71.62	-4	-1.19542138862224E-4
71.64	-7	-2.09198743008891E-4
71.66	-15	-4.48283020733338E-4
71.68	-11	-3.28740881871115E-4
71.7	-4	-1.19542138862224E-4
71.72	1	2.98855347155559E-5
71.74	4	1.19542138862224E-4
71.76	-5	-1.49427673577779E-4
71.78	0	0
71.8	-3	-8.96566041466677E-5
71.82	-7	-2.09198743008891E-4
71.84	-1	-2.98855347155559E-5
71.86	2	5.97710694311118E-5
71.88	-2	-5.97710694311118E-5
71.9	6	1.79313208293335E-4
71.92	5	1.49427673577779E-4
71.94	-1	-2.98855347155559E-5
71.96	1	2.98855347155559E-5
71.98	7	2.09198743008891E-4
72	-5	-1.49427673577779E-4
72.02	1	2.98855347155559E-5
72.04	1	2.98855347155559E-5
72.06	-11	-3.28740881871115E-4
72.08	-5	-1.49427673577779E-4
72.1	-7	-2.09198743008891E-4
72.12	-12	-3.58626416586671E-4
72.14	-12	-3.58626416586671E-4
72.16	-8	-2.39084277724447E-4
72.18	-2	-5.97710694311118E-5
72.2	2	5.97710694311118E-5
72.22	1	2.98855347155559E-5
72.24	8	2.39084277724447E-4
72.26	-5	-1.49427673577779E-4
72.28	10	2.98855347155559E-4
72.3	2	5.97710694311118E-5
72.32	-5	-1.49427673577779E-4
72.34	5	1.49427673577779E-4
72.36	4	1.19542138862224E-4
72.38	4	1.19542138862224E-4
72.4	7	2.09198743008891E-4
72.42	14	4.18397486017782E-4
72.44	3	8.96566041466677E-5
72.46	2	5.97710694311118E-5
72.48	-12	-3.58626416586671E-4
72.5	-9	-2.68969812440003E-4
72.52	-7	-2.09198743008891E-4
72.54	-5	-1.49427673577779E-4
72.56	3	8.96566041466677E-5
72.58	8	2.39084277724447E-4
72.6	0	0
72.62	1	2.98855347155559E-5
72.64	-12	-3.58626416586671E-4
72.66	-16	-4.78168555448894E-4
72.68	-6	-1.79313208293335E-4
72.7	-6	-1.79313208293335E-4
72.72	3	8.96566041466677E-5
72.74	-4	-1.19542138862224E-4
72.76	10	2.98855347155559E-4
72.78	-7	-2.09198743008891E-4
72.8	-11	-3.28740881871115E-4
72.82	7	2.09198743008891E-4
72.84	-6	-1.79313208293335E-4
72.86	0	0
72.88	-2	-5.97710694311118E-5
72.9	-6	-1.79313208293335E-4
72.92	5	1.49427673577779E-4
72.94	5	1.49427673577779E-4
72.96	17	5.0805409016445E-4
72.98	2	5.97710694311118E-5
73	7	2.09198743008891E-4
73.02	1	2.98855347155559E-5
73.04	18	5.37939624880006E-4
73.06	-1	-2.98855347155559E-5
73.08	-7	-2.09198743008891E-4
73.1	-3	-8.96566041466677E-5
73.12	4	1.19542138862224E-4
73.14	-2	-5.97710694311118E-5
73.16	-6	-1.79313208293335E-4
73.18	6	1.79313208293335E-4
73.2	-6	-1.79313208293335E-4
73.22	-12	-3.58626416586671E-4
73.24	0	0
73.26	-2	-5.97710694311118E-5
73.28	-3	-8.96566041466677E-5
73.3	4	1.19542138862224E-4
73.32	2	5.97710694311118E-5
73.34	-2	-5.97710694311118E-5
73.36	-14	-4.18397486017782E-4
73.38	0	0
73.4	-1	-2.98855347155559E-5
73.42	-9	-2.68969812440003E-4
73.44	-3	-8.96566041466677E-5
73.46	-6	-1.79313208293335E-4
73.48	5	1.49427673577779E-4
73.5	9	2.68969812440003E-4
73.52	-7	-2.09198743008891E-4
73.54	-10	-2.98855347155559E-4
73.56	5	1.49427673577779E-4
73.58	-4	-1.19542138862224E-4
73.6	-1	-2.98855347155559E-5
73.62	-13	-3.88511951302227E-4
73.64	-1	-2.98855347155559E-5
73.66	12	3.58626416586671E-4
73.68	-5	-1.49427673577779E-4
73.7	5	1.49427673577779E-4
73.72	3	8.96566041466677E-5
73.74	-4	-1.19542138862224E-4
73.76	-11	-3.28740881871115E-4
73.78	-4	-1.19542138862224E-4
73.8	12	3.58626416586671E-4
73.82	6	1.79313208293335E-4
73.84	8	2.39084277724447E-4
73.86	-5	-1.49427673577779E-4
73.88	-1	-2.98855347155559E-5
73.9	8	2.39084277724447E-4
73.92	3	8.96566041466677E-5
73.94	-10	-2.98855347155559E-4
73.96	-3	-8.96566041466677E-5
73.98	2	5.97710694311118E-5
74	12	3.58626416586671E-4
74.02	5	1.49427673577779E-4
74.04	3	8.96566041466677E-5
74.06	-13	-3.88511951302227E-4
74.08	9	2.68969812440003E-4
74.1	6	1.79313208293335E-4
74.12	2	5.97710694311118E-5
74.14	-10	-2.98855347155559E-4
74.16	-13	-3.88511951302227E-4
74.18	5	1.49427673577779E-4
74.2	6	1.79313208293335E-4
74.22	8	2.39084277724447E-4
74.24	-4	-1.19542138862224E-4
74.26	-15	-4.48283020733338E-4
74.28	4	1.19542138862224E-4
74.3	1	2.98855347155559E-5
74.32	1	2.98855347155559E-5
74.34	3	8.96566041466677E-5
74.36	-2	-5.97710694311118E-5
74.38	-11	-3.28740881871115E-4
74.4	-5	-1.49427673577779E-4
74.42	2	5.97710694311118E-5
74.44	14	4.18397486017782E-4
74.46	2	5.97710694311118E-5
74.48	3	8.96566041466677E-5
74.5	-10	-2.98855347155559E-4
74.52	-5	-1.49427673577779E-4
74.54	0	0
74.56	-4	-1.19542138862224E-4
74.58	-1	-2.98855347155559E-5
74.6	-14	-4.18397486017782E-4
74.62	-8	-2.39084277724447E-4
74.64	-11	-3.28740881871115E-4
74.66	-10	-2.98855347155559E-4
74.68	8	2.39084277724447E-4
74.7	1	2.98855347155559E-5
74.72	-6	-1.79313208293335E-4
74.74	-5	-1.49427673577779E-4
74.76	2	5.97710694311118E-5
74.78	1	2.98855347155559E-5
74.8	-10	-2.98855347155559E-4
74.82	-3	-8.96566041466677E-5
74.84	-5	-1.49427673577779E-4
74.86	-6	-1.79313208293335E-4
74.88	-1	-2.98855347155559E-5
74.9	-10	-2.98855347155559E-4
74.92	5	1.49427673577779E-4
74.94	0	0
74.96	12	3.58626416586671E-4
74.98	5	1.49427673577779E-4
