Counter Settings:
Falling Edge
Disc Threshold [V]	-0.301514
Dwell time [s]	2.000000E-8
Number of channels	3750
Number of Scans	25000

D2
v 1
J 2
29.8V 3.26A
Au 788C
Knnew  C
Kn  e-2mbar (base 1.5e-2)
x=35mm y=35.5mm z=512mm
D2/RGA 7.0e-10 torr (base 8e-11)
500: 8.7e-9 mbar
100: 1.1e-9 mbar
FFR heater 4.0A 1.48V
extra heater 3.0A 0.5V
Extractor: -30V
Lens: -1200V
MCP: -2100V
Laser Position	207.502016

Laser Power [mJ]	1.136183
Time [µs]	Counts
0	40573
0.02	8538
0.04	162
0.06	145
0.08	130
0.1	73
0.12	50
0.14	54
0.16	53
0.18	53
0.2	56
0.22	52
0.24	70
0.26	111
0.28	121
0.3	118
0.32	89
0.34	90
0.36	97
0.38	118
0.4	119
0.42	122
0.44	109
0.46	99
0.48	108
0.5	96
0.52	69
0.54	58
0.56	73
0.58	62
0.6	71
0.62	120
0.64	137
0.66	118
0.68	108
0.7	118
0.72	107
0.74	123
0.76	131
0.78	180
0.8	198
0.82	176
0.84	214
0.86	239
0.88	287
0.9	269
0.92	304
0.94	334
0.96	403
0.98	466
1	530
1.02	665
1.04	741
1.06	757
1.08	811
1.1	658
1.12	526
1.14	370
1.16	331
1.18	251
1.2	249
1.22	223
1.24	206
1.26	207
1.28	180
1.3	195
1.32	205
1.34	218
1.36	179
1.38	159
1.4	171
1.42	130
1.44	138
1.46	143
1.48	128
1.5	95
1.52	112
1.54	89
1.56	91
1.58	87
1.6	78
1.62	75
1.64	67
1.66	59
1.68	63
1.7	60
1.72	81
1.74	85
1.76	71
1.78	52
1.8	55
1.82	62
1.84	59
1.86	63
1.88	69
1.9	63
1.92	61
1.94	62
1.96	64
1.98	73
2	78
2.02	86
2.04	70
2.06	62
2.08	62
2.1	73
2.12	82
2.14	74
2.16	66
2.18	61
2.2	65
2.22	56
2.24	66
2.26	61
2.28	55
2.3	61
2.32	63
2.34	50
2.36	56
2.38	50
2.4	76
2.42	76
2.44	82
2.46	75
2.48	77
2.5	53
2.52	49
2.54	36
2.56	38
2.58	39
2.6	40
2.62	41
2.64	39
2.66	43
2.68	62
2.7	51
2.72	38
2.74	36
2.76	44
2.78	44
2.8	49
2.82	49
2.84	47
2.86	38
2.88	35
2.9	39
2.92	55
2.94	47
2.96	46
2.98	44
3	53
3.02	42
3.04	49
3.06	52
3.08	49
3.1	48
3.12	43
3.14	51
3.16	56
3.18	50
3.2	42
3.22	39
3.24	53
3.26	40
3.28	50
3.3	51
3.32	50
3.34	35
3.36	33
3.38	43
3.4	52
3.42	63
3.44	41
3.46	40
3.48	30
3.5	46
3.52	61
3.54	57
3.56	49
3.58	40
3.6	51
3.62	43
3.64	39
3.66	40
3.68	56
3.7	44
3.72	62
3.74	45
3.76	42
3.78	36
3.8	42
3.82	53
3.84	43
3.86	46
3.88	42
3.9	48
3.92	47
3.94	37
3.96	39
3.98	41
4	54
4.02	54
4.04	50
4.06	48
4.08	47
