Time [µs]	v1J2, First, 10.12.	v1J2, First, 10.12.
	25k shots	25k shots
Laser Power [mJ]		power corrected
17.34	14	6.23031859188783E-4
17.36	10	4.45022756563417E-4
17.38	2	8.90045513126833E-5
17.4	0	0
17.42	7	3.11515929594392E-4
17.44	6	2.6701365393805E-4
17.46	13	5.78529583532442E-4
17.48	9	4.00520480907075E-4
17.5	7	3.11515929594392E-4
17.52	9	4.00520480907075E-4
17.54	10	4.45022756563417E-4
17.56	6	2.6701365393805E-4
17.58	1	4.45022756563417E-5
17.6	0	0
17.62	7	3.11515929594392E-4
17.64	2	8.90045513126833E-5
17.66	1	4.45022756563417E-5
17.68	5	2.22511378281708E-4
17.7	4	1.78009102625367E-4
17.72	1	4.45022756563417E-5
17.74	8	3.56018205250733E-4
17.76	5	2.22511378281708E-4
17.78	0	0
17.8	4	1.78009102625367E-4
17.82	24	0.0010680546157522
17.84	11	4.89525032219758E-4
17.86	6	2.6701365393805E-4
17.88	12	5.340273078761E-4
17.9	4	1.78009102625367E-4
17.92	7	3.11515929594392E-4
17.94	4	1.78009102625367E-4
17.96	12	5.340273078761E-4
17.98	10	4.45022756563417E-4
18	3	1.33506826969025E-4
18.02	5	2.22511378281708E-4
18.04	11	4.89525032219758E-4
18.06	8	3.56018205250733E-4
18.08	8	3.56018205250733E-4
18.1	-2	-8.90045513126833E-5
18.12	6	2.6701365393805E-4
18.14	12	5.340273078761E-4
18.16	9	4.00520480907075E-4
18.18	6	2.6701365393805E-4
18.2	4	1.78009102625367E-4
18.22	-4	-1.78009102625367E-4
18.24	5	2.22511378281708E-4
18.26	10	4.45022756563417E-4
18.28	0	0
18.3	0	0
18.32	2	8.90045513126833E-5
18.34	0	0
18.36	5	2.22511378281708E-4
18.38	11	4.89525032219758E-4
18.4	11	4.89525032219758E-4
18.42	9	4.00520480907075E-4
18.44	1	4.45022756563417E-5
18.46	2	8.90045513126833E-5
18.48	4	1.78009102625367E-4
18.5	1	4.45022756563417E-5
18.52	7	3.11515929594392E-4
18.54	8	3.56018205250733E-4
18.56	18	8.0104096181415E-4
18.58	-7	-3.11515929594392E-4
18.6	-1	-4.45022756563417E-5
18.62	7	3.11515929594392E-4
18.64	10	4.45022756563417E-4
18.66	2	8.90045513126833E-5
18.68	4	1.78009102625367E-4
18.7	2	8.90045513126833E-5
18.72	12	5.340273078761E-4
18.74	18	8.0104096181415E-4
18.76	-1	-4.45022756563417E-5
18.78	-3	-1.33506826969025E-4
18.8	2	8.90045513126833E-5
18.82	-4	-1.78009102625367E-4
18.84	2	8.90045513126833E-5
18.86	3	1.33506826969025E-4
18.88	17	7.56538686157808E-4
18.9	8	3.56018205250733E-4
18.92	6	2.6701365393805E-4
18.94	7	3.11515929594392E-4
18.96	11	4.89525032219758E-4
18.98	-2	-8.90045513126833E-5
19	8	3.56018205250733E-4
19.02	14	6.23031859188783E-4
19.04	13	5.78529583532442E-4
19.06	-1	-4.45022756563417E-5
19.08	-5	-2.22511378281708E-4
19.1	12	5.340273078761E-4
19.12	5	2.22511378281708E-4
19.14	8	3.56018205250733E-4
19.16	8	3.56018205250733E-4
19.18	0	0
19.2	14	6.23031859188783E-4
19.22	8	3.56018205250733E-4
19.24	2	8.90045513126833E-5
19.26	7	3.11515929594392E-4
19.28	14	6.23031859188783E-4
19.3	11	4.89525032219758E-4
19.32	4	1.78009102625367E-4
19.34	4	1.78009102625367E-4
19.36	1	4.45022756563417E-5
19.38	9	4.00520480907075E-4
19.4	5	2.22511378281708E-4
19.42	10	4.45022756563417E-4
19.44	6	2.6701365393805E-4
19.46	18	8.0104096181415E-4
19.48	2	8.90045513126833E-5
19.5	-1	-4.45022756563417E-5
19.52	-7	-3.11515929594392E-4
19.54	5	2.22511378281708E-4
19.56	4	1.78009102625367E-4
19.58	5	2.22511378281708E-4
19.6	-14	-6.23031859188783E-4
19.62	5	2.22511378281708E-4
19.64	-1	-4.45022756563417E-5
19.66	3	1.33506826969025E-4
19.68	17	7.56538686157808E-4
19.7	6	2.6701365393805E-4
19.72	5	2.22511378281708E-4
19.74	9	4.00520480907075E-4
19.76	5	2.22511378281708E-4
19.78	-2	-8.90045513126833E-5
19.8	6	2.6701365393805E-4
19.82	4	1.78009102625367E-4
19.84	8	3.56018205250733E-4
19.86	9	4.00520480907075E-4
19.88	5	2.22511378281708E-4
19.9	0	0
19.92	12	5.340273078761E-4
19.94	0	0
19.96	5	2.22511378281708E-4
19.98	7	3.11515929594392E-4
20	24	0.0010680546157522
20.02	5	2.22511378281708E-4
20.04	10	4.45022756563417E-4
20.06	5	2.22511378281708E-4
20.08	5	2.22511378281708E-4
20.1	2	8.90045513126833E-5
20.12	-3	-1.33506826969025E-4
20.14	8	3.56018205250733E-4
20.16	9	4.00520480907075E-4
20.18	11	4.89525032219758E-4
20.2	1	4.45022756563417E-5
20.22	-2	-8.90045513126833E-5
20.24	7	3.11515929594392E-4
20.26	10	4.45022756563417E-4
20.28	5	2.22511378281708E-4
20.3	20	8.90045513126833E-4
20.32	3	1.33506826969025E-4
20.34	2	8.90045513126833E-5
20.36	-1	-4.45022756563417E-5
20.38	0	0
20.4	8	3.56018205250733E-4
20.42	15	6.67534134845125E-4
20.44	5	2.22511378281708E-4
20.46	-3	-1.33506826969025E-4
20.48	6	2.6701365393805E-4
20.5	5	2.22511378281708E-4
20.52	5	2.22511378281708E-4
20.54	6	2.6701365393805E-4
20.56	11	4.89525032219758E-4
20.58	2	8.90045513126833E-5
20.6	6	2.6701365393805E-4
20.62	13	5.78529583532442E-4
20.64	13	5.78529583532442E-4
20.66	7	3.11515929594392E-4
20.68	1	4.45022756563417E-5
20.7	-1	-4.45022756563417E-5
20.72	6	2.6701365393805E-4
20.74	4	1.78009102625367E-4
20.76	-1	-4.45022756563417E-5
20.78	3	1.33506826969025E-4
20.8	9	4.00520480907075E-4
20.82	1	4.45022756563417E-5
20.84	10	4.45022756563417E-4
20.86	10	4.45022756563417E-4
20.88	14	6.23031859188783E-4
20.9	15	6.67534134845125E-4
20.92	4	1.78009102625367E-4
20.94	6	2.6701365393805E-4
20.96	15	6.67534134845125E-4
20.98	17	7.56538686157808E-4
21	18	8.0104096181415E-4
21.02	6	2.6701365393805E-4
21.04	8	3.56018205250733E-4
21.06	18	8.0104096181415E-4
21.08	2	8.90045513126833E-5
21.1	-1	-4.45022756563417E-5
21.12	4	1.78009102625367E-4
21.14	-2	-8.90045513126833E-5
21.16	1	4.45022756563417E-5
21.18	4	1.78009102625367E-4
21.2	20	8.90045513126833E-4
21.22	2	8.90045513126833E-5
21.24	-2	-8.90045513126833E-5
21.26	-4	-1.78009102625367E-4
21.28	4	1.78009102625367E-4
21.3	3	1.33506826969025E-4
21.32	1	4.45022756563417E-5
21.34	9	4.00520480907075E-4
21.36	7	3.11515929594392E-4
21.38	1	4.45022756563417E-5
21.4	4	1.78009102625367E-4
21.42	10	4.45022756563417E-4
21.44	2	8.90045513126833E-5
21.46	-6	-2.6701365393805E-4
21.48	10	4.45022756563417E-4
21.5	7	3.11515929594392E-4
21.52	7	3.11515929594392E-4
21.54	3	1.33506826969025E-4
21.56	3	1.33506826969025E-4
21.58	-3	-1.33506826969025E-4
21.6	2	8.90045513126833E-5
21.62	6	2.6701365393805E-4
21.64	-3	-1.33506826969025E-4
21.66	1	4.45022756563417E-5
21.68	-2	-8.90045513126833E-5
21.7	1	4.45022756563417E-5
21.72	8	3.56018205250733E-4
21.74	4	1.78009102625367E-4
21.76	5	2.22511378281708E-4
21.78	1	4.45022756563417E-5
21.8	6	2.6701365393805E-4
21.82	19	8.45543237470492E-4
21.84	8	3.56018205250733E-4
21.86	4	1.78009102625367E-4
21.88	14	6.23031859188783E-4
21.9	11	4.89525032219758E-4
21.92	7	3.11515929594392E-4
21.94	3	1.33506826969025E-4
21.96	11	4.89525032219758E-4
21.98	11	4.89525032219758E-4
22	9	4.00520480907075E-4
22.02	9	4.00520480907075E-4
22.04	0	0
22.06	2	8.90045513126833E-5
22.08	3	1.33506826969025E-4
22.1	-2	-8.90045513126833E-5
22.12	5	2.22511378281708E-4
22.14	1	4.45022756563417E-5
22.16	-2	-8.90045513126833E-5
22.18	-2	-8.90045513126833E-5
22.2	-3	-1.33506826969025E-4
22.22	9	4.00520480907075E-4
22.24	4	1.78009102625367E-4
22.26	10	4.45022756563417E-4
22.28	7	3.11515929594392E-4
22.3	9	4.00520480907075E-4
22.32	9	4.00520480907075E-4
22.34	-4	-1.78009102625367E-4
22.36	3	1.33506826969025E-4
22.38	2	8.90045513126833E-5
22.4	9	4.00520480907075E-4
22.42	15	6.67534134845125E-4
22.44	6	2.6701365393805E-4
22.46	7	3.11515929594392E-4
22.48	14	6.23031859188783E-4
22.5	15	6.67534134845125E-4
22.52	12	5.340273078761E-4
22.54	11	4.89525032219758E-4
22.56	12	5.340273078761E-4
22.58	8	3.56018205250733E-4
22.6	7	3.11515929594392E-4
22.62	13	5.78529583532442E-4
22.64	11	4.89525032219758E-4
22.66	2	8.90045513126833E-5
22.68	5	2.22511378281708E-4
22.7	1	4.45022756563417E-5
22.72	1	4.45022756563417E-5
22.74	1	4.45022756563417E-5
22.76	6	2.6701365393805E-4
22.78	7	3.11515929594392E-4
22.8	12	5.340273078761E-4
22.82	1	4.45022756563417E-5
22.84	10	4.45022756563417E-4
22.86	18	8.0104096181415E-4
22.88	21	9.34547788783175E-4
22.9	14	6.23031859188783E-4
22.92	11	4.89525032219758E-4
22.94	2	8.90045513126833E-5
22.96	9	4.00520480907075E-4
22.98	0	0
23	4	1.78009102625367E-4
23.02	8	3.56018205250733E-4
23.04	8	3.56018205250733E-4
23.06	4	1.78009102625367E-4
23.08	6	2.6701365393805E-4
23.1	14	6.23031859188783E-4
23.12	11	4.89525032219758E-4
23.14	2	8.90045513126833E-5
23.16	3	1.33506826969025E-4
23.18	1	4.45022756563417E-5
23.2	4	1.78009102625367E-4
23.22	8	3.56018205250733E-4
23.24	4	1.78009102625367E-4
23.26	6	2.6701365393805E-4
23.28	4	1.78009102625367E-4
23.3	11	4.89525032219758E-4
23.32	7	3.11515929594392E-4
23.34	11	4.89525032219758E-4
23.36	10	4.45022756563417E-4
23.38	13	5.78529583532442E-4
23.4	12	5.340273078761E-4
23.42	5	2.22511378281708E-4
23.44	-6	-2.6701365393805E-4
23.46	-2	-8.90045513126833E-5
23.48	-2	-8.90045513126833E-5
23.5	-2	-8.90045513126833E-5
23.52	5	2.22511378281708E-4
23.54	8	3.56018205250733E-4
23.56	17	7.56538686157808E-4
23.58	11	4.89525032219758E-4
23.6	-1	-4.45022756563417E-5
23.62	7	3.11515929594392E-4
23.64	7	3.11515929594392E-4
23.66	10	4.45022756563417E-4
23.68	9	4.00520480907075E-4
23.7	3	1.33506826969025E-4
23.72	11	4.89525032219758E-4
23.74	3	1.33506826969025E-4
23.76	9	4.00520480907075E-4
23.78	8	3.56018205250733E-4
23.8	16	7.12036410501467E-4
23.82	7	3.11515929594392E-4
23.84	5	2.22511378281708E-4
23.86	3	1.33506826969025E-4
23.88	10	4.45022756563417E-4
23.9	6	2.6701365393805E-4
23.92	3	1.33506826969025E-4
23.94	1	4.45022756563417E-5
23.96	10	4.45022756563417E-4
23.98	6	2.6701365393805E-4
24	5	2.22511378281708E-4
24.02	7	3.11515929594392E-4
24.04	5	2.22511378281708E-4
24.06	10	4.45022756563417E-4
24.08	8	3.56018205250733E-4
24.1	6	2.6701365393805E-4
24.12	3	1.33506826969025E-4
24.14	2	8.90045513126833E-5
24.16	-1	-4.45022756563417E-5
24.18	-2	-8.90045513126833E-5
24.2	15	6.67534134845125E-4
24.22	2	8.90045513126833E-5
24.24	2	8.90045513126833E-5
24.26	-5	-2.22511378281708E-4
24.28	-4	-1.78009102625367E-4
24.3	10	4.45022756563417E-4
24.32	14	6.23031859188783E-4
24.34	7	3.11515929594392E-4
24.36	3	1.33506826969025E-4
24.38	-1	-4.45022756563417E-5
24.4	6	2.6701365393805E-4
24.42	5	2.22511378281708E-4
24.44	1	4.45022756563417E-5
24.46	-2	-8.90045513126833E-5
24.48	3	1.33506826969025E-4
24.5	2	8.90045513126833E-5
24.52	4	1.78009102625367E-4
24.54	2	8.90045513126833E-5
24.56	-1	-4.45022756563417E-5
24.58	14	6.23031859188783E-4
24.6	12	5.340273078761E-4
24.62	2	8.90045513126833E-5
24.64	1	4.45022756563417E-5
24.66	2	8.90045513126833E-5
24.68	4	1.78009102625367E-4
24.7	5	2.22511378281708E-4
24.72	7	3.11515929594392E-4
24.74	7	3.11515929594392E-4
24.76	11	4.89525032219758E-4
24.78	14	6.23031859188783E-4
24.8	2	8.90045513126833E-5
24.82	11	4.89525032219758E-4
24.84	12	5.340273078761E-4
24.86	-4	-1.78009102625367E-4
24.88	2	8.90045513126833E-5
24.9	4	1.78009102625367E-4
24.92	6	2.6701365393805E-4
24.94	9	4.00520480907075E-4
24.96	0	0
24.98	2	8.90045513126833E-5
25	10	4.45022756563417E-4
25.02	12	5.340273078761E-4
25.04	13	5.78529583532442E-4
25.06	-4	-1.78009102625367E-4
25.08	4	1.78009102625367E-4
25.1	9	4.00520480907075E-4
25.12	17	7.56538686157808E-4
25.14	17	7.56538686157808E-4
25.16	13	5.78529583532442E-4
25.18	9	4.00520480907075E-4
25.2	4	1.78009102625367E-4
25.22	5	2.22511378281708E-4
25.24	-7	-3.11515929594392E-4
25.26	6	2.6701365393805E-4
25.28	11	4.89525032219758E-4
25.3	9	4.00520480907075E-4
25.32	3	1.33506826969025E-4
25.34	14	6.23031859188783E-4
25.36	7	3.11515929594392E-4
25.38	8	3.56018205250733E-4
25.4	16	7.12036410501467E-4
25.42	8	3.56018205250733E-4
25.44	7	3.11515929594392E-4
25.46	4	1.78009102625367E-4
25.48	3	1.33506826969025E-4
25.5	9	4.00520480907075E-4
25.52	6	2.6701365393805E-4
25.54	-1	-4.45022756563417E-5
25.56	2	8.90045513126833E-5
25.58	14	6.23031859188783E-4
25.6	6	2.6701365393805E-4
25.62	12	5.340273078761E-4
25.64	5	2.22511378281708E-4
25.66	6	2.6701365393805E-4
25.68	11	4.89525032219758E-4
25.7	14	6.23031859188783E-4
25.72	3	1.33506826969025E-4
25.74	5	2.22511378281708E-4
25.76	-1	-4.45022756563417E-5
25.78	5	2.22511378281708E-4
25.8	5	2.22511378281708E-4
25.82	4	1.78009102625367E-4
25.84	6	2.6701365393805E-4
25.86	0	0
25.88	4	1.78009102625367E-4
25.9	6	2.6701365393805E-4
25.92	10	4.45022756563417E-4
25.94	5	2.22511378281708E-4
25.96	10	4.45022756563417E-4
25.98	7	3.11515929594392E-4
26	1	4.45022756563417E-5
26.02	5	2.22511378281708E-4
26.04	7	3.11515929594392E-4
26.06	4	1.78009102625367E-4
26.08	7	3.11515929594392E-4
26.1	4	1.78009102625367E-4
26.12	20	8.90045513126833E-4
26.14	22	9.79050064439517E-4
26.16	16	7.12036410501467E-4
26.18	7	3.11515929594392E-4
26.2	2	8.90045513126833E-5
26.22	3	1.33506826969025E-4
26.24	3	1.33506826969025E-4
26.26	1	4.45022756563417E-5
26.28	-1	-4.45022756563417E-5
26.3	-3	-1.33506826969025E-4
26.32	2	8.90045513126833E-5
26.34	11	4.89525032219758E-4
26.36	2	8.90045513126833E-5
26.38	5	2.22511378281708E-4
26.4	8	3.56018205250733E-4
26.42	0	0
26.44	5	2.22511378281708E-4
26.46	6	2.6701365393805E-4
26.48	4	1.78009102625367E-4
26.5	16	7.12036410501467E-4
26.52	12	5.340273078761E-4
26.54	11	4.89525032219758E-4
26.56	10	4.45022756563417E-4
26.58	5	2.22511378281708E-4
26.6	3	1.33506826969025E-4
26.62	3	1.33506826969025E-4
26.64	1	4.45022756563417E-5
26.66	-3	-1.33506826969025E-4
26.68	-7	-3.11515929594392E-4
26.7	-9	-4.00520480907075E-4
26.72	-1	-4.45022756563417E-5
26.74	7	3.11515929594392E-4
26.76	15	6.67534134845125E-4
26.78	7	3.11515929594392E-4
26.8	6	2.6701365393805E-4
26.82	9	4.00520480907075E-4
26.84	-1	-4.45022756563417E-5
26.86	3	1.33506826969025E-4
26.88	4	1.78009102625367E-4
26.9	0	0
26.92	0	0
26.94	-3	-1.33506826969025E-4
26.96	2	8.90045513126833E-5
26.98	7	3.11515929594392E-4
27	7	3.11515929594392E-4
27.02	6	2.6701365393805E-4
27.04	10	4.45022756563417E-4
27.06	8	3.56018205250733E-4
27.08	1	4.45022756563417E-5
27.1	5	2.22511378281708E-4
27.12	8	3.56018205250733E-4
27.14	7	3.11515929594392E-4
27.16	8	3.56018205250733E-4
27.18	2	8.90045513126833E-5
27.2	1	4.45022756563417E-5
27.22	3	1.33506826969025E-4
27.24	13	5.78529583532442E-4
27.26	12	5.340273078761E-4
27.28	10	4.45022756563417E-4
27.3	4	1.78009102625367E-4
27.32	14	6.23031859188783E-4
27.34	5	2.22511378281708E-4
27.36	-1	-4.45022756563417E-5
27.38	5	2.22511378281708E-4
27.4	10	4.45022756563417E-4
27.42	2	8.90045513126833E-5
27.44	0	0
27.46	12	5.340273078761E-4
27.48	1	4.45022756563417E-5
27.5	-2	-8.90045513126833E-5
27.52	-1	-4.45022756563417E-5
27.54	7	3.11515929594392E-4
27.56	7	3.11515929594392E-4
27.58	5	2.22511378281708E-4
27.6	6	2.6701365393805E-4
27.62	8	3.56018205250733E-4
27.64	-2	-8.90045513126833E-5
27.66	4	1.78009102625367E-4
27.68	6	2.6701365393805E-4
27.7	0	0
27.72	-4	-1.78009102625367E-4
27.74	-1	-4.45022756563417E-5
27.76	5	2.22511378281708E-4
27.78	-3	-1.33506826969025E-4
27.8	2	8.90045513126833E-5
27.82	8	3.56018205250733E-4
27.84	6	2.6701365393805E-4
27.86	16	7.12036410501467E-4
27.88	10	4.45022756563417E-4
27.9	2	8.90045513126833E-5
27.92	6	2.6701365393805E-4
27.94	11	4.89525032219758E-4
27.96	10	4.45022756563417E-4
27.98	9	4.00520480907075E-4
28	0	0
28.02	-1	-4.45022756563417E-5
28.04	6	2.6701365393805E-4
28.06	7	3.11515929594392E-4
28.08	13	5.78529583532442E-4
28.1	6	2.6701365393805E-4
28.12	-6	-2.6701365393805E-4
28.14	-3	-1.33506826969025E-4
28.16	8	3.56018205250733E-4
28.18	5	2.22511378281708E-4
28.2	3	1.33506826969025E-4
28.22	11	4.89525032219758E-4
28.24	11	4.89525032219758E-4
28.26	8	3.56018205250733E-4
28.28	7	3.11515929594392E-4
28.3	7	3.11515929594392E-4
28.32	15	6.67534134845125E-4
28.34	8	3.56018205250733E-4
28.36	13	5.78529583532442E-4
28.38	2	8.90045513126833E-5
28.4	5	2.22511378281708E-4
28.42	1	4.45022756563417E-5
28.44	0	0
28.46	-9	-4.00520480907075E-4
28.48	8	3.56018205250733E-4
28.5	18	8.0104096181415E-4
28.52	15	6.67534134845125E-4
28.54	11	4.89525032219758E-4
28.56	16	7.12036410501467E-4
28.58	12	5.340273078761E-4
28.6	12	5.340273078761E-4
28.62	4	1.78009102625367E-4
28.64	-3	-1.33506826969025E-4
28.66	5	2.22511378281708E-4
28.68	5	2.22511378281708E-4
28.7	7	3.11515929594392E-4
28.72	5	2.22511378281708E-4
28.74	4	1.78009102625367E-4
28.76	5	2.22511378281708E-4
28.78	8	3.56018205250733E-4
28.8	2	8.90045513126833E-5
28.82	-5	-2.22511378281708E-4
28.84	23	0.00102355234009586
28.86	5	2.22511378281708E-4
28.88	3	1.33506826969025E-4
28.9	1	4.45022756563417E-5
28.92	7	3.11515929594392E-4
28.94	9	4.00520480907075E-4
28.96	6	2.6701365393805E-4
28.98	3	1.33506826969025E-4
29	2	8.90045513126833E-5
29.02	-1	-4.45022756563417E-5
29.04	4	1.78009102625367E-4
29.06	0	0
29.08	9	4.00520480907075E-4
29.1	2	8.90045513126833E-5
29.12	-1	-4.45022756563417E-5
29.14	5	2.22511378281708E-4
29.16	6	2.6701365393805E-4
29.18	0	0
29.2	-1	-4.45022756563417E-5
29.22	-3	-1.33506826969025E-4
29.24	3	1.33506826969025E-4
29.26	2	8.90045513126833E-5
29.28	11	4.89525032219758E-4
29.3	4	1.78009102625367E-4
29.32	2	8.90045513126833E-5
29.34	-3	-1.33506826969025E-4
29.36	4	1.78009102625367E-4
29.38	0	0
29.4	5	2.22511378281708E-4
29.42	5	2.22511378281708E-4
29.44	3	1.33506826969025E-4
29.46	7	3.11515929594392E-4
29.48	6	2.6701365393805E-4
29.5	11	4.89525032219758E-4
29.52	5	2.22511378281708E-4
29.54	2	8.90045513126833E-5
29.56	-2	-8.90045513126833E-5
29.58	-2	-8.90045513126833E-5
29.6	0	0
29.62	8	3.56018205250733E-4
29.64	4	1.78009102625367E-4
29.66	8	3.56018205250733E-4
29.68	6	2.6701365393805E-4
29.7	-3	-1.33506826969025E-4
29.72	1	4.45022756563417E-5
29.74	5	2.22511378281708E-4
29.76	8	3.56018205250733E-4
29.78	14	6.23031859188783E-4
29.8	3	1.33506826969025E-4
29.82	-5	-2.22511378281708E-4
29.84	4	1.78009102625367E-4
29.86	7	3.11515929594392E-4
29.88	4	1.78009102625367E-4
29.9	1	4.45022756563417E-5
29.92	2	8.90045513126833E-5
29.94	-12	-5.340273078761E-4
29.96	-1	-4.45022756563417E-5
29.98	8	3.56018205250733E-4
30	12	5.340273078761E-4
30.02	11	4.89525032219758E-4
30.04	11	4.89525032219758E-4
30.06	3	1.33506826969025E-4
30.08	1	4.45022756563417E-5
30.1	3	1.33506826969025E-4
30.12	2	8.90045513126833E-5
30.14	3	1.33506826969025E-4
30.16	2	8.90045513126833E-5
30.18	8	3.56018205250733E-4
30.2	0	0
30.22	6	2.6701365393805E-4
30.24	11	4.89525032219758E-4
30.26	7	3.11515929594392E-4
30.28	4	1.78009102625367E-4
30.3	6	2.6701365393805E-4
30.32	10	4.45022756563417E-4
30.34	1	4.45022756563417E-5
30.36	2	8.90045513126833E-5
30.38	2	8.90045513126833E-5
30.4	1	4.45022756563417E-5
30.42	4	1.78009102625367E-4
30.44	10	4.45022756563417E-4
30.46	1	4.45022756563417E-5
30.48	6	2.6701365393805E-4
30.5	-2	-8.90045513126833E-5
30.52	4	1.78009102625367E-4
30.54	6	2.6701365393805E-4
30.56	4	1.78009102625367E-4
30.58	9	4.00520480907075E-4
30.6	2	8.90045513126833E-5
30.62	4	1.78009102625367E-4
30.64	11	4.89525032219758E-4
30.66	7	3.11515929594392E-4
30.68	5	2.22511378281708E-4
30.7	6	2.6701365393805E-4
30.72	5	2.22511378281708E-4
30.74	-2	-8.90045513126833E-5
30.76	5	2.22511378281708E-4
30.78	2	8.90045513126833E-5
30.8	11	4.89525032219758E-4
30.82	9	4.00520480907075E-4
30.84	3	1.33506826969025E-4
30.86	7	3.11515929594392E-4
30.88	2	8.90045513126833E-5
30.9	3	1.33506826969025E-4
30.92	10	4.45022756563417E-4
30.94	12	5.340273078761E-4
30.96	-5	-2.22511378281708E-4
30.98	2	8.90045513126833E-5
31	10	4.45022756563417E-4
31.02	2	8.90045513126833E-5
31.04	6	2.6701365393805E-4
31.06	0	0
31.08	2	8.90045513126833E-5
31.1	10	4.45022756563417E-4
31.12	9	4.00520480907075E-4
31.14	-7	-3.11515929594392E-4
31.16	1	4.45022756563417E-5
31.18	3	1.33506826969025E-4
31.2	10	4.45022756563417E-4
31.22	6	2.6701365393805E-4
31.24	2	8.90045513126833E-5
31.26	7	3.11515929594392E-4
31.28	3	1.33506826969025E-4
31.3	0	0
31.32	3	1.33506826969025E-4
31.34	9	4.00520480907075E-4
31.36	5	2.22511378281708E-4
31.38	2	8.90045513126833E-5
31.4	5	2.22511378281708E-4
31.42	4	1.78009102625367E-4
31.44	10	4.45022756563417E-4
31.46	3	1.33506826969025E-4
31.48	1	4.45022756563417E-5
31.5	9	4.00520480907075E-4
31.52	8	3.56018205250733E-4
31.54	3	1.33506826969025E-4
31.56	3	1.33506826969025E-4
31.58	4	1.78009102625367E-4
31.6	13	5.78529583532442E-4
31.62	7	3.11515929594392E-4
31.64	5	2.22511378281708E-4
31.66	6	2.6701365393805E-4
31.68	4	1.78009102625367E-4
31.7	0	0
31.72	5	2.22511378281708E-4
31.74	7	3.11515929594392E-4
31.76	4	1.78009102625367E-4
31.78	-8	-3.56018205250733E-4
31.8	-3	-1.33506826969025E-4
31.82	2	8.90045513126833E-5
31.84	1	4.45022756563417E-5
31.86	5	2.22511378281708E-4
31.88	6	2.6701365393805E-4
31.9	12	5.340273078761E-4
31.92	7	3.11515929594392E-4
31.94	5	2.22511378281708E-4
31.96	8	3.56018205250733E-4
31.98	10	4.45022756563417E-4
32	8	3.56018205250733E-4
32.02	14	6.23031859188783E-4
32.04	-3	-1.33506826969025E-4
32.06	1	4.45022756563417E-5
32.08	2	8.90045513126833E-5
32.1	-5	-2.22511378281708E-4
32.12	-2	-8.90045513126833E-5
32.14	4	1.78009102625367E-4
32.16	9	4.00520480907075E-4
32.18	1	4.45022756563417E-5
32.2	-4	-1.78009102625367E-4
32.22	7	3.11515929594392E-4
32.24	3	1.33506826969025E-4
32.26	4	1.78009102625367E-4
32.28	1	4.45022756563417E-5
32.3	5	2.22511378281708E-4
32.32	3	1.33506826969025E-4
32.34	4	1.78009102625367E-4
32.36	10	4.45022756563417E-4
32.38	10	4.45022756563417E-4
32.4	8	3.56018205250733E-4
32.42	-1	-4.45022756563417E-5
32.44	7	3.11515929594392E-4
32.46	4	1.78009102625367E-4
32.48	6	2.6701365393805E-4
32.5	10	4.45022756563417E-4
32.52	4	1.78009102625367E-4
32.54	6	2.6701365393805E-4
32.56	17	7.56538686157808E-4
32.58	7	3.11515929594392E-4
32.6	4	1.78009102625367E-4
32.62	9	4.00520480907075E-4
32.64	1	4.45022756563417E-5
32.66	0	0
32.68	2	8.90045513126833E-5
32.7	5	2.22511378281708E-4
32.72	9	4.00520480907075E-4
32.74	14	6.23031859188783E-4
32.76	6	2.6701365393805E-4
32.78	2	8.90045513126833E-5
32.8	9	4.00520480907075E-4
32.82	9	4.00520480907075E-4
32.84	0	0
32.86	-1	-4.45022756563417E-5
32.88	8	3.56018205250733E-4
32.9	7	3.11515929594392E-4
32.92	7	3.11515929594392E-4
32.94	5	2.22511378281708E-4
32.96	-3	-1.33506826969025E-4
32.98	2	8.90045513126833E-5
33	1	4.45022756563417E-5
33.02	10	4.45022756563417E-4
33.04	7	3.11515929594392E-4
33.06	-2	-8.90045513126833E-5
33.08	1	4.45022756563417E-5
33.1	3	1.33506826969025E-4
33.12	1	4.45022756563417E-5
33.14	-2	-8.90045513126833E-5
33.16	2	8.90045513126833E-5
33.18	-1	-4.45022756563417E-5
33.2	4	1.78009102625367E-4
33.22	5	2.22511378281708E-4
33.24	13	5.78529583532442E-4
33.26	-2	-8.90045513126833E-5
33.28	11	4.89525032219758E-4
33.3	14	6.23031859188783E-4
33.32	16	7.12036410501467E-4
33.34	3	1.33506826969025E-4
33.36	8	3.56018205250733E-4
33.38	11	4.89525032219758E-4
33.4	6	2.6701365393805E-4
33.42	13	5.78529583532442E-4
33.44	6	2.6701365393805E-4
33.46	10	4.45022756563417E-4
33.48	18	8.0104096181415E-4
33.5	10	4.45022756563417E-4
33.52	5	2.22511378281708E-4
33.54	4	1.78009102625367E-4
33.56	4	1.78009102625367E-4
33.58	9	4.00520480907075E-4
33.6	3	1.33506826969025E-4
33.62	3	1.33506826969025E-4
33.64	0	0
33.66	1	4.45022756563417E-5
33.68	8	3.56018205250733E-4
33.7	8	3.56018205250733E-4
33.72	-14	-6.23031859188783E-4
33.74	11	4.89525032219758E-4
33.76	13	5.78529583532442E-4
33.78	1	4.45022756563417E-5
33.8	0	0
33.82	2	8.90045513126833E-5
33.84	5	2.22511378281708E-4
33.86	8	3.56018205250733E-4
33.88	-3	-1.33506826969025E-4
33.9	6	2.6701365393805E-4
