Time [µs]	v1J2, First, 10.12.	v1J2, First, 10.12.
	25k shots	25k shots
Laser Power [mJ]		power corrected
50.52	-16	-7.12036410501467E-4
50.54	0	0
50.56	2	8.90045513126833E-5
50.58	-6	-2.6701365393805E-4
50.6	-3	-1.33506826969025E-4
50.62	-6	-2.6701365393805E-4
50.64	7	3.11515929594392E-4
50.66	5	2.22511378281708E-4
50.68	8	3.56018205250733E-4
50.7	4	1.78009102625367E-4
50.72	4	1.78009102625367E-4
50.74	0	0
50.76	5	2.22511378281708E-4
50.78	10	4.45022756563417E-4
50.8	-3	-1.33506826969025E-4
50.82	3	1.33506826969025E-4
50.84	7	3.11515929594392E-4
50.86	-1	-4.45022756563417E-5
50.88	8	3.56018205250733E-4
50.9	6	2.6701365393805E-4
50.92	7	3.11515929594392E-4
50.94	4	1.78009102625367E-4
50.96	2	8.90045513126833E-5
50.98	7	3.11515929594392E-4
51	-2	-8.90045513126833E-5
51.02	-4	-1.78009102625367E-4
51.04	1	4.45022756563417E-5
51.06	1	4.45022756563417E-5
51.08	0	0
51.1	4	1.78009102625367E-4
51.12	7	3.11515929594392E-4
51.14	9	4.00520480907075E-4
51.16	15	6.67534134845125E-4
51.18	8	3.56018205250733E-4
51.2	4	1.78009102625367E-4
51.22	6	2.6701365393805E-4
51.24	3	1.33506826969025E-4
51.26	2	8.90045513126833E-5
51.28	5	2.22511378281708E-4
51.3	-4	-1.78009102625367E-4
51.32	6	2.6701365393805E-4
51.34	3	1.33506826969025E-4
51.36	9	4.00520480907075E-4
51.38	-3	-1.33506826969025E-4
51.4	-2	-8.90045513126833E-5
51.42	2	8.90045513126833E-5
51.44	-1	-4.45022756563417E-5
51.46	-2	-8.90045513126833E-5
51.48	4	1.78009102625367E-4
51.5	7	3.11515929594392E-4
51.52	13	5.78529583532442E-4
51.54	10	4.45022756563417E-4
51.56	3	1.33506826969025E-4
51.58	5	2.22511378281708E-4
51.6	3	1.33506826969025E-4
51.62	0	0
51.64	-1	-4.45022756563417E-5
51.66	3	1.33506826969025E-4
51.68	3	1.33506826969025E-4
51.7	4	1.78009102625367E-4
51.72	3	1.33506826969025E-4
51.74	7	3.11515929594392E-4
51.76	9	4.00520480907075E-4
51.78	15	6.67534134845125E-4
51.8	17	7.56538686157808E-4
51.82	10	4.45022756563417E-4
51.84	7	3.11515929594392E-4
51.86	11	4.89525032219758E-4
51.88	7	3.11515929594392E-4
51.9	1	4.45022756563417E-5
51.92	1	4.45022756563417E-5
51.94	10	4.45022756563417E-4
51.96	7	3.11515929594392E-4
51.98	7	3.11515929594392E-4
52	5	2.22511378281708E-4
52.02	2	8.90045513126833E-5
52.04	7	3.11515929594392E-4
52.06	4	1.78009102625367E-4
52.08	7	3.11515929594392E-4
52.1	6	2.6701365393805E-4
52.12	8	3.56018205250733E-4
52.14	11	4.89525032219758E-4
52.16	7	3.11515929594392E-4
52.18	5	2.22511378281708E-4
52.2	-4	-1.78009102625367E-4
52.22	1	4.45022756563417E-5
52.24	5	2.22511378281708E-4
52.26	8	3.56018205250733E-4
52.28	5	2.22511378281708E-4
52.3	6	2.6701365393805E-4
52.32	9	4.00520480907075E-4
52.34	4	1.78009102625367E-4
52.36	7	3.11515929594392E-4
52.38	2	8.90045513126833E-5
52.4	14	6.23031859188783E-4
52.42	10	4.45022756563417E-4
52.44	1	4.45022756563417E-5
52.46	-3	-1.33506826969025E-4
52.48	1	4.45022756563417E-5
52.5	-7	-3.11515929594392E-4
52.52	-1	-4.45022756563417E-5
52.54	4	1.78009102625367E-4
52.56	-1	-4.45022756563417E-5
52.58	3	1.33506826969025E-4
52.6	6	2.6701365393805E-4
52.62	2	8.90045513126833E-5
52.64	3	1.33506826969025E-4
52.66	6	2.6701365393805E-4
52.68	1	4.45022756563417E-5
52.7	0	0
52.72	13	5.78529583532442E-4
52.74	3	1.33506826969025E-4
52.76	2	8.90045513126833E-5
52.78	3	1.33506826969025E-4
52.8	4	1.78009102625367E-4
52.82	4	1.78009102625367E-4
52.84	5	2.22511378281708E-4
52.86	7	3.11515929594392E-4
52.88	9	4.00520480907075E-4
52.9	5	2.22511378281708E-4
52.92	7	3.11515929594392E-4
52.94	5	2.22511378281708E-4
52.96	10	4.45022756563417E-4
52.98	9	4.00520480907075E-4
53	1	4.45022756563417E-5
53.02	8	3.56018205250733E-4
53.04	2	8.90045513126833E-5
53.06	11	4.89525032219758E-4
53.08	9	4.00520480907075E-4
53.1	3	1.33506826969025E-4
53.12	7	3.11515929594392E-4
53.14	7	3.11515929594392E-4
53.16	19	8.45543237470492E-4
53.18	16	7.12036410501467E-4
53.2	3	1.33506826969025E-4
53.22	5	2.22511378281708E-4
53.24	4	1.78009102625367E-4
53.26	5	2.22511378281708E-4
53.28	-4	-1.78009102625367E-4
53.3	12	5.340273078761E-4
53.32	12	5.340273078761E-4
53.34	14	6.23031859188783E-4
53.36	5	2.22511378281708E-4
53.38	5	2.22511378281708E-4
53.4	-1	-4.45022756563417E-5
53.42	-2	-8.90045513126833E-5
53.44	3	1.33506826969025E-4
53.46	0	0
53.48	-6	-2.6701365393805E-4
53.5	1	4.45022756563417E-5
53.52	4	1.78009102625367E-4
53.54	1	4.45022756563417E-5
53.56	1	4.45022756563417E-5
53.58	0	0
53.6	-1	-4.45022756563417E-5
53.62	-2	-8.90045513126833E-5
53.64	4	1.78009102625367E-4
53.66	2	8.90045513126833E-5
53.68	0	0
53.7	4	1.78009102625367E-4
53.72	9	4.00520480907075E-4
53.74	9	4.00520480907075E-4
53.76	12	5.340273078761E-4
53.78	4	1.78009102625367E-4
53.8	-1	-4.45022756563417E-5
53.82	8	3.56018205250733E-4
53.84	12	5.340273078761E-4
53.86	-2	-8.90045513126833E-5
53.88	4	1.78009102625367E-4
53.9	8	3.56018205250733E-4
53.92	1	4.45022756563417E-5
53.94	3	1.33506826969025E-4
53.96	3	1.33506826969025E-4
53.98	2	8.90045513126833E-5
54	2	8.90045513126833E-5
54.02	2	8.90045513126833E-5
54.04	9	4.00520480907075E-4
54.06	9	4.00520480907075E-4
54.08	10	4.45022756563417E-4
54.1	6	2.6701365393805E-4
54.12	4	1.78009102625367E-4
54.14	3	1.33506826969025E-4
54.16	7	3.11515929594392E-4
54.18	9	4.00520480907075E-4
54.2	4	1.78009102625367E-4
54.22	11	4.89525032219758E-4
54.24	3	1.33506826969025E-4
54.26	3	1.33506826969025E-4
54.28	0	0
54.3	12	5.340273078761E-4
54.32	-1	-4.45022756563417E-5
54.34	6	2.6701365393805E-4
54.36	8	3.56018205250733E-4
54.38	4	1.78009102625367E-4
54.4	-2	-8.90045513126833E-5
54.42	-2	-8.90045513126833E-5
54.44	9	4.00520480907075E-4
54.46	12	5.340273078761E-4
54.48	3	1.33506826969025E-4
54.5	8	3.56018205250733E-4
54.52	2	8.90045513126833E-5
54.54	6	2.6701365393805E-4
54.56	23	0.00102355234009586
54.58	9	4.00520480907075E-4
54.6	8	3.56018205250733E-4
54.62	5	2.22511378281708E-4
54.64	10	4.45022756563417E-4
54.66	10	4.45022756563417E-4
54.68	10	4.45022756563417E-4
54.7	12	5.340273078761E-4
54.72	1	4.45022756563417E-5
54.74	6	2.6701365393805E-4
54.76	3	1.33506826969025E-4
54.78	9	4.00520480907075E-4
54.8	11	4.89525032219758E-4
54.82	0	0
54.84	15	6.67534134845125E-4
54.86	6	2.6701365393805E-4
54.88	-2	-8.90045513126833E-5
54.9	2	8.90045513126833E-5
54.92	5	2.22511378281708E-4
54.94	8	3.56018205250733E-4
54.96	9	4.00520480907075E-4
54.98	4	1.78009102625367E-4
55	8	3.56018205250733E-4
55.02	3	1.33506826969025E-4
55.04	5	2.22511378281708E-4
55.06	-3	-1.33506826969025E-4
55.08	1	4.45022756563417E-5
55.1	4	1.78009102625367E-4
55.12	4	1.78009102625367E-4
55.14	5	2.22511378281708E-4
55.16	3	1.33506826969025E-4
55.18	9	4.00520480907075E-4
55.2	11	4.89525032219758E-4
55.22	11	4.89525032219758E-4
55.24	-1	-4.45022756563417E-5
55.26	5	2.22511378281708E-4
55.28	3	1.33506826969025E-4
55.3	4	1.78009102625367E-4
55.32	-1	-4.45022756563417E-5
55.34	-1	-4.45022756563417E-5
55.36	-9	-4.00520480907075E-4
55.38	-5	-2.22511378281708E-4
55.4	2	8.90045513126833E-5
55.42	13	5.78529583532442E-4
55.44	21	9.34547788783175E-4
55.46	5	2.22511378281708E-4
55.48	12	5.340273078761E-4
55.5	-1	-4.45022756563417E-5
55.52	3	1.33506826969025E-4
55.54	4	1.78009102625367E-4
55.56	3	1.33506826969025E-4
55.58	4	1.78009102625367E-4
55.6	11	4.89525032219758E-4
55.62	11	4.89525032219758E-4
55.64	4	1.78009102625367E-4
55.66	-1	-4.45022756563417E-5
55.68	1	4.45022756563417E-5
55.7	2	8.90045513126833E-5
55.72	8	3.56018205250733E-4
55.74	7	3.11515929594392E-4
55.76	4	1.78009102625367E-4
55.78	13	5.78529583532442E-4
55.8	-1	-4.45022756563417E-5
55.82	3	1.33506826969025E-4
55.84	5	2.22511378281708E-4
55.86	-5	-2.22511378281708E-4
55.88	8	3.56018205250733E-4
55.9	6	2.6701365393805E-4
55.92	8	3.56018205250733E-4
55.94	4	1.78009102625367E-4
55.96	4	1.78009102625367E-4
55.98	5	2.22511378281708E-4
56	5	2.22511378281708E-4
56.02	6	2.6701365393805E-4
56.04	8	3.56018205250733E-4
56.06	-8	-3.56018205250733E-4
56.08	6	2.6701365393805E-4
56.1	4	1.78009102625367E-4
56.12	7	3.11515929594392E-4
56.14	3	1.33506826969025E-4
56.16	3	1.33506826969025E-4
56.18	7	3.11515929594392E-4
56.2	2	8.90045513126833E-5
56.22	11	4.89525032219758E-4
56.24	16	7.12036410501467E-4
56.26	5	2.22511378281708E-4
56.28	0	0
56.3	2	8.90045513126833E-5
56.32	1	4.45022756563417E-5
56.34	2	8.90045513126833E-5
56.36	1	4.45022756563417E-5
56.38	-1	-4.45022756563417E-5
56.4	7	3.11515929594392E-4
56.42	6	2.6701365393805E-4
56.44	-5	-2.22511378281708E-4
56.46	-5	-2.22511378281708E-4
56.48	-3	-1.33506826969025E-4
56.5	2	8.90045513126833E-5
56.52	8	3.56018205250733E-4
56.54	4	1.78009102625367E-4
56.56	3	1.33506826969025E-4
56.58	4	1.78009102625367E-4
56.6	5	2.22511378281708E-4
56.62	-6	-2.6701365393805E-4
56.64	6	2.6701365393805E-4
56.66	3	1.33506826969025E-4
56.68	5	2.22511378281708E-4
56.7	2	8.90045513126833E-5
56.72	4	1.78009102625367E-4
56.74	1	4.45022756563417E-5
56.76	6	2.6701365393805E-4
56.78	0	0
56.8	4	1.78009102625367E-4
56.82	-3	-1.33506826969025E-4
56.84	-3	-1.33506826969025E-4
56.86	5	2.22511378281708E-4
56.88	3	1.33506826969025E-4
56.9	1	4.45022756563417E-5
56.92	5	2.22511378281708E-4
56.94	2	8.90045513126833E-5
56.96	7	3.11515929594392E-4
56.98	1	4.45022756563417E-5
57	7	3.11515929594392E-4
57.02	3	1.33506826969025E-4
57.04	-7	-3.11515929594392E-4
57.06	6	2.6701365393805E-4
57.08	8	3.56018205250733E-4
57.1	5	2.22511378281708E-4
57.12	6	2.6701365393805E-4
57.14	4	1.78009102625367E-4
57.16	-1	-4.45022756563417E-5
57.18	7	3.11515929594392E-4
57.2	3	1.33506826969025E-4
57.22	9	4.00520480907075E-4
57.24	-2	-8.90045513126833E-5
57.26	-2	-8.90045513126833E-5
57.28	-2	-8.90045513126833E-5
57.3	2	8.90045513126833E-5
57.32	8	3.56018205250733E-4
57.34	1	4.45022756563417E-5
57.36	6	2.6701365393805E-4
57.38	12	5.340273078761E-4
57.4	7	3.11515929594392E-4
57.42	5	2.22511378281708E-4
57.44	-1	-4.45022756563417E-5
57.46	-4	-1.78009102625367E-4
57.48	9	4.00520480907075E-4
57.5	12	5.340273078761E-4
57.52	-1	-4.45022756563417E-5
57.54	-8	-3.56018205250733E-4
57.56	3	1.33506826969025E-4
57.58	1	4.45022756563417E-5
57.6	-8	-3.56018205250733E-4
57.62	4	1.78009102625367E-4
57.64	-1	-4.45022756563417E-5
57.66	2	8.90045513126833E-5
57.68	4	1.78009102625367E-4
57.7	1	4.45022756563417E-5
57.72	-2	-8.90045513126833E-5
57.74	-4	-1.78009102625367E-4
57.76	5	2.22511378281708E-4
57.78	7	3.11515929594392E-4
57.8	11	4.89525032219758E-4
57.82	4	1.78009102625367E-4
57.84	8	3.56018205250733E-4
57.86	7	3.11515929594392E-4
57.88	9	4.00520480907075E-4
57.9	3	1.33506826969025E-4
57.92	8	3.56018205250733E-4
57.94	-2	-8.90045513126833E-5
57.96	7	3.11515929594392E-4
57.98	11	4.89525032219758E-4
58	10	4.45022756563417E-4
58.02	1	4.45022756563417E-5
58.04	7	3.11515929594392E-4
58.06	5	2.22511378281708E-4
58.08	7	3.11515929594392E-4
58.1	-1	-4.45022756563417E-5
58.12	5	2.22511378281708E-4
58.14	4	1.78009102625367E-4
58.16	6	2.6701365393805E-4
58.18	13	5.78529583532442E-4
58.2	5	2.22511378281708E-4
58.22	-2	-8.90045513126833E-5
58.24	2	8.90045513126833E-5
58.26	3	1.33506826969025E-4
58.28	4	1.78009102625367E-4
58.3	0	0
58.32	1	4.45022756563417E-5
58.34	2	8.90045513126833E-5
58.36	2	8.90045513126833E-5
58.38	4	1.78009102625367E-4
58.4	9	4.00520480907075E-4
58.42	6	2.6701365393805E-4
58.44	-1	-4.45022756563417E-5
58.46	6	2.6701365393805E-4
58.48	-2	-8.90045513126833E-5
58.5	3	1.33506826969025E-4
58.52	-1	-4.45022756563417E-5
58.54	4	1.78009102625367E-4
58.56	8	3.56018205250733E-4
58.58	7	3.11515929594392E-4
58.6	3	1.33506826969025E-4
58.62	-3	-1.33506826969025E-4
58.64	0	0
58.66	12	5.340273078761E-4
58.68	0	0
58.7	2	8.90045513126833E-5
58.72	7	3.11515929594392E-4
58.74	2	8.90045513126833E-5
58.76	0	0
58.78	7	3.11515929594392E-4
58.8	11	4.89525032219758E-4
58.82	6	2.6701365393805E-4
58.84	3	1.33506826969025E-4
58.86	7	3.11515929594392E-4
58.88	12	5.340273078761E-4
58.9	9	4.00520480907075E-4
58.92	4	1.78009102625367E-4
58.94	2	8.90045513126833E-5
58.96	-2	-8.90045513126833E-5
58.98	4	1.78009102625367E-4
59	-1	-4.45022756563417E-5
59.02	-2	-8.90045513126833E-5
59.04	1	4.45022756563417E-5
59.06	7	3.11515929594392E-4
59.08	0	0
59.1	-1	-4.45022756563417E-5
59.12	7	3.11515929594392E-4
59.14	6	2.6701365393805E-4
59.16	8	3.56018205250733E-4
59.18	6	2.6701365393805E-4
59.2	9	4.00520480907075E-4
59.22	7	3.11515929594392E-4
59.24	11	4.89525032219758E-4
59.26	14	6.23031859188783E-4
59.28	5	2.22511378281708E-4
59.3	9	4.00520480907075E-4
59.32	2	8.90045513126833E-5
59.34	4	1.78009102625367E-4
59.36	10	4.45022756563417E-4
59.38	-1	-4.45022756563417E-5
59.4	-2	-8.90045513126833E-5
59.42	1	4.45022756563417E-5
59.44	4	1.78009102625367E-4
59.46	6	2.6701365393805E-4
59.48	4	1.78009102625367E-4
59.5	2	8.90045513126833E-5
59.52	-3	-1.33506826969025E-4
59.54	5	2.22511378281708E-4
59.56	1	4.45022756563417E-5
59.58	0	0
59.6	3	1.33506826969025E-4
59.62	5	2.22511378281708E-4
59.64	3	1.33506826969025E-4
59.66	9	4.00520480907075E-4
59.68	7	3.11515929594392E-4
59.7	5	2.22511378281708E-4
59.72	11	4.89525032219758E-4
59.74	6	2.6701365393805E-4
59.76	2	8.90045513126833E-5
59.78	12	5.340273078761E-4
59.8	7	3.11515929594392E-4
59.82	1	4.45022756563417E-5
59.84	5	2.22511378281708E-4
59.86	8	3.56018205250733E-4
59.88	-7	-3.11515929594392E-4
59.9	-2	-8.90045513126833E-5
59.92	0	0
59.94	8	3.56018205250733E-4
59.96	4	1.78009102625367E-4
59.98	-5	-2.22511378281708E-4
60	0	0
60.02	5	2.22511378281708E-4
60.04	7	3.11515929594392E-4
60.06	6	2.6701365393805E-4
60.08	7	3.11515929594392E-4
60.1	6	2.6701365393805E-4
60.12	6	2.6701365393805E-4
60.14	3	1.33506826969025E-4
60.16	4	1.78009102625367E-4
60.18	2	8.90045513126833E-5
60.2	4	1.78009102625367E-4
60.22	0	0
60.24	8	3.56018205250733E-4
60.26	3	1.33506826969025E-4
60.28	0	0
60.3	6	2.6701365393805E-4
60.32	6	2.6701365393805E-4
60.34	6	2.6701365393805E-4
60.36	9	4.00520480907075E-4
60.38	5	2.22511378281708E-4
60.4	2	8.90045513126833E-5
60.42	6	2.6701365393805E-4
60.44	0	0
60.46	5	2.22511378281708E-4
60.48	7	3.11515929594392E-4
60.5	4	1.78009102625367E-4
60.52	4	1.78009102625367E-4
60.54	4	1.78009102625367E-4
60.56	5	2.22511378281708E-4
60.58	8	3.56018205250733E-4
60.6	0	0
60.62	4	1.78009102625367E-4
60.64	2	8.90045513126833E-5
60.66	8	3.56018205250733E-4
60.68	-4	-1.78009102625367E-4
60.7	-2	-8.90045513126833E-5
60.72	-2	-8.90045513126833E-5
60.74	11	4.89525032219758E-4
60.76	6	2.6701365393805E-4
60.78	0	0
60.8	8	3.56018205250733E-4
60.82	3	1.33506826969025E-4
60.84	2	8.90045513126833E-5
60.86	8	3.56018205250733E-4
60.88	9	4.00520480907075E-4
60.9	6	2.6701365393805E-4
60.92	2	8.90045513126833E-5
60.94	-3	-1.33506826969025E-4
60.96	2	8.90045513126833E-5
60.98	11	4.89525032219758E-4
61	5	2.22511378281708E-4
61.02	7	3.11515929594392E-4
61.04	-1	-4.45022756563417E-5
61.06	-4	-1.78009102625367E-4
61.08	-1	-4.45022756563417E-5
61.1	-6	-2.6701365393805E-4
61.12	5	2.22511378281708E-4
61.14	2	8.90045513126833E-5
61.16	7	3.11515929594392E-4
61.18	14	6.23031859188783E-4
61.2	10	4.45022756563417E-4
61.22	1	4.45022756563417E-5
61.24	5	2.22511378281708E-4
61.26	11	4.89525032219758E-4
61.28	4	1.78009102625367E-4
61.3	-1	-4.45022756563417E-5
61.32	5	2.22511378281708E-4
61.34	-3	-1.33506826969025E-4
61.36	-1	-4.45022756563417E-5
61.38	1	4.45022756563417E-5
61.4	2	8.90045513126833E-5
61.42	-2	-8.90045513126833E-5
61.44	-4	-1.78009102625367E-4
61.46	-1	-4.45022756563417E-5
61.48	3	1.33506826969025E-4
61.5	-1	-4.45022756563417E-5
61.52	0	0
61.54	7	3.11515929594392E-4
61.56	16	7.12036410501467E-4
61.58	8	3.56018205250733E-4
61.6	6	2.6701365393805E-4
61.62	6	2.6701365393805E-4
61.64	0	0
61.66	3	1.33506826969025E-4
61.68	-1	-4.45022756563417E-5
61.7	2	8.90045513126833E-5
61.72	8	3.56018205250733E-4
61.74	3	1.33506826969025E-4
61.76	10	4.45022756563417E-4
61.78	2	8.90045513126833E-5
61.8	1	4.45022756563417E-5
61.82	4	1.78009102625367E-4
61.84	9	4.00520480907075E-4
61.86	12	5.340273078761E-4
61.88	3	1.33506826969025E-4
61.9	10	4.45022756563417E-4
61.92	-4	-1.78009102625367E-4
61.94	-6	-2.6701365393805E-4
61.96	0	0
61.98	9	4.00520480907075E-4
62	7	3.11515929594392E-4
62.02	7	3.11515929594392E-4
62.04	1	4.45022756563417E-5
62.06	2	8.90045513126833E-5
62.08	5	2.22511378281708E-4
62.1	9	4.00520480907075E-4
62.12	6	2.6701365393805E-4
62.14	4	1.78009102625367E-4
62.16	5	2.22511378281708E-4
62.18	7	3.11515929594392E-4
62.2	7	3.11515929594392E-4
62.22	4	1.78009102625367E-4
62.24	6	2.6701365393805E-4
62.26	4	1.78009102625367E-4
62.28	2	8.90045513126833E-5
62.3	4	1.78009102625367E-4
62.32	4	1.78009102625367E-4
62.34	-4	-1.78009102625367E-4
62.36	6	2.6701365393805E-4
62.38	11	4.89525032219758E-4
62.4	8	3.56018205250733E-4
62.42	12	5.340273078761E-4
62.44	12	5.340273078761E-4
62.46	13	5.78529583532442E-4
62.48	8	3.56018205250733E-4
62.5	8	3.56018205250733E-4
62.52	13	5.78529583532442E-4
62.54	5	2.22511378281708E-4
62.56	3	1.33506826969025E-4
62.58	3	1.33506826969025E-4
62.6	4	1.78009102625367E-4
62.62	-1	-4.45022756563417E-5
62.64	4	1.78009102625367E-4
62.66	3	1.33506826969025E-4
62.68	14	6.23031859188783E-4
62.7	5	2.22511378281708E-4
62.72	6	2.6701365393805E-4
62.74	4	1.78009102625367E-4
62.76	5	2.22511378281708E-4
62.78	11	4.89525032219758E-4
62.8	9	4.00520480907075E-4
62.82	2	8.90045513126833E-5
62.84	2	8.90045513126833E-5
62.86	2	8.90045513126833E-5
62.88	2	8.90045513126833E-5
62.9	9	4.00520480907075E-4
62.92	4	1.78009102625367E-4
62.94	-3	-1.33506826969025E-4
62.96	-2	-8.90045513126833E-5
62.98	3	1.33506826969025E-4
63	2	8.90045513126833E-5
63.02	2	8.90045513126833E-5
63.04	4	1.78009102625367E-4
63.06	1	4.45022756563417E-5
63.08	2	8.90045513126833E-5
63.1	7	3.11515929594392E-4
63.12	-2	-8.90045513126833E-5
63.14	-3	-1.33506826969025E-4
63.16	1	4.45022756563417E-5
63.18	4	1.78009102625367E-4
63.2	8	3.56018205250733E-4
63.22	4	1.78009102625367E-4
63.24	6	2.6701365393805E-4
63.26	3	1.33506826969025E-4
63.28	14	6.23031859188783E-4
63.3	4	1.78009102625367E-4
63.32	-3	-1.33506826969025E-4
63.34	3	1.33506826969025E-4
63.36	2	8.90045513126833E-5
63.38	13	5.78529583532442E-4
63.4	6	2.6701365393805E-4
63.42	5	2.22511378281708E-4
63.44	0	0
63.46	5	2.22511378281708E-4
63.48	3	1.33506826969025E-4
63.5	2	8.90045513126833E-5
63.52	2	8.90045513126833E-5
63.54	3	1.33506826969025E-4
63.56	6	2.6701365393805E-4
63.58	2	8.90045513126833E-5
63.6	-1	-4.45022756563417E-5
63.62	7	3.11515929594392E-4
63.64	3	1.33506826969025E-4
63.66	3	1.33506826969025E-4
63.68	6	2.6701365393805E-4
63.7	11	4.89525032219758E-4
63.72	3	1.33506826969025E-4
63.74	7	3.11515929594392E-4
63.76	5	2.22511378281708E-4
63.78	6	2.6701365393805E-4
63.8	6	2.6701365393805E-4
63.82	2	8.90045513126833E-5
63.84	5	2.22511378281708E-4
63.86	7	3.11515929594392E-4
63.88	8	3.56018205250733E-4
63.9	6	2.6701365393805E-4
63.92	3	1.33506826969025E-4
63.94	-5	-2.22511378281708E-4
63.96	7	3.11515929594392E-4
63.98	6	2.6701365393805E-4
64	9	4.00520480907075E-4
64.02	13	5.78529583532442E-4
64.04	7	3.11515929594392E-4
64.06	3	1.33506826969025E-4
64.08	3	1.33506826969025E-4
64.1	-7	-3.11515929594392E-4
64.12	2	8.90045513126833E-5
64.14	7	3.11515929594392E-4
64.16	9	4.00520480907075E-4
64.18	0	0
64.2	14	6.23031859188783E-4
64.22	5	2.22511378281708E-4
64.24	-1	-4.45022756563417E-5
64.26	1	4.45022756563417E-5
64.28	1	4.45022756563417E-5
64.3	9	4.00520480907075E-4
64.32	12	5.340273078761E-4
64.34	-4	-1.78009102625367E-4
64.36	1	4.45022756563417E-5
64.38	0	0
64.4	-2	-8.90045513126833E-5
64.42	10	4.45022756563417E-4
64.44	6	2.6701365393805E-4
64.46	6	2.6701365393805E-4
64.48	9	4.00520480907075E-4
64.5	3	1.33506826969025E-4
64.52	-6	-2.6701365393805E-4
64.54	-13	-5.78529583532442E-4
64.56	-6	-2.6701365393805E-4
64.58	5	2.22511378281708E-4
64.6	2	8.90045513126833E-5
64.62	2	8.90045513126833E-5
64.64	2	8.90045513126833E-5
64.66	6	2.6701365393805E-4
64.68	3	1.33506826969025E-4
64.7	-2	-8.90045513126833E-5
64.72	3	1.33506826969025E-4
64.74	8	3.56018205250733E-4
64.76	6	2.6701365393805E-4
64.78	7	3.11515929594392E-4
64.8	4	1.78009102625367E-4
64.82	-2	-8.90045513126833E-5
64.84	1	4.45022756563417E-5
64.86	0	0
64.88	5	2.22511378281708E-4
64.9	11	4.89525032219758E-4
64.92	3	1.33506826969025E-4
64.94	5	2.22511378281708E-4
64.96	1	4.45022756563417E-5
64.98	7	3.11515929594392E-4
65	12	5.340273078761E-4
65.02	8	3.56018205250733E-4
65.04	7	3.11515929594392E-4
65.06	3	1.33506826969025E-4
65.08	7	3.11515929594392E-4
65.1	10	4.45022756563417E-4
65.12	5	2.22511378281708E-4
65.14	6	2.6701365393805E-4
65.16	7	3.11515929594392E-4
65.18	10	4.45022756563417E-4
65.2	15	6.67534134845125E-4
65.22	5	2.22511378281708E-4
65.24	10	4.45022756563417E-4
65.26	1	4.45022756563417E-5
65.28	1	4.45022756563417E-5
65.3	0	0
65.32	0	0
65.34	4	1.78009102625367E-4
65.36	2	8.90045513126833E-5
65.38	4	1.78009102625367E-4
65.4	10	4.45022756563417E-4
65.42	12	5.340273078761E-4
65.44	11	4.89525032219758E-4
65.46	12	5.340273078761E-4
65.48	6	2.6701365393805E-4
65.5	7	3.11515929594392E-4
65.52	16	7.12036410501467E-4
65.54	3	1.33506826969025E-4
65.56	6	2.6701365393805E-4
65.58	13	5.78529583532442E-4
65.6	18	8.0104096181415E-4
65.62	2	8.90045513126833E-5
65.64	7	3.11515929594392E-4
65.66	6	2.6701365393805E-4
65.68	10	4.45022756563417E-4
65.7	4	1.78009102625367E-4
65.72	5	2.22511378281708E-4
65.74	21	9.34547788783175E-4
65.76	8	3.56018205250733E-4
65.78	10	4.45022756563417E-4
65.8	2	8.90045513126833E-5
65.82	5	2.22511378281708E-4
65.84	12	5.340273078761E-4
65.86	9	4.00520480907075E-4
65.88	3	1.33506826969025E-4
65.9	0	0
65.92	9	4.00520480907075E-4
65.94	2	8.90045513126833E-5
65.96	1	4.45022756563417E-5
65.98	3	1.33506826969025E-4
66	2	8.90045513126833E-5
66.02	10	4.45022756563417E-4
66.04	8	3.56018205250733E-4
66.06	5	2.22511378281708E-4
66.08	11	4.89525032219758E-4
66.1	9	4.00520480907075E-4
66.12	0	0
66.14	-2	-8.90045513126833E-5
66.16	1	4.45022756563417E-5
66.18	-1	-4.45022756563417E-5
66.2	-5	-2.22511378281708E-4
66.22	0	0
66.24	8	3.56018205250733E-4
66.26	5	2.22511378281708E-4
66.28	7	3.11515929594392E-4
66.3	5	2.22511378281708E-4
66.32	5	2.22511378281708E-4
66.34	2	8.90045513126833E-5
66.36	3	1.33506826969025E-4
66.38	0	0
66.4	7	3.11515929594392E-4
66.42	8	3.56018205250733E-4
66.44	3	1.33506826969025E-4
66.46	1	4.45022756563417E-5
66.48	1	4.45022756563417E-5
66.5	-1	-4.45022756563417E-5
66.52	2	8.90045513126833E-5
66.54	2	8.90045513126833E-5
66.56	7	3.11515929594392E-4
66.58	2	8.90045513126833E-5
66.6	5	2.22511378281708E-4
66.62	10	4.45022756563417E-4
66.64	-1	-4.45022756563417E-5
66.66	1	4.45022756563417E-5
66.68	0	0
66.7	10	4.45022756563417E-4
66.72	2	8.90045513126833E-5
66.74	-5	-2.22511378281708E-4
66.76	3	1.33506826969025E-4
66.78	3	1.33506826969025E-4
66.8	1	4.45022756563417E-5
66.82	5	2.22511378281708E-4
66.84	6	2.6701365393805E-4
66.86	5	2.22511378281708E-4
66.88	3	1.33506826969025E-4
66.9	4	1.78009102625367E-4
66.92	3	1.33506826969025E-4
66.94	13	5.78529583532442E-4
66.96	6	2.6701365393805E-4
66.98	-6	-2.6701365393805E-4
67	-1	-4.45022756563417E-5
67.02	7	3.11515929594392E-4
67.04	6	2.6701365393805E-4
67.06	2	8.90045513126833E-5
67.08	-6	-2.6701365393805E-4
