Time [µs]	D2 v2J2	D2 v2J2	
	150k shots	150k shots	
Laser Power [mJ]		power corrected	
32.5	-5	-1.34721057484635E-4
32.52	4	1.07776845987708E-4
32.54	-5	-1.34721057484635E-4
32.56	-15	-4.04163172453904E-4
32.58	3	8.08326344907809E-5
32.6	-8	-2.15553691975416E-4
32.62	10	2.6944211496927E-4
32.64	17	4.58051595447758E-4
32.66	23	6.1971686442932E-4
32.68	16	4.31107383950831E-4
32.7	2	5.38884229938539E-5
32.72	-6	-1.61665268981562E-4
32.74	8	2.15553691975416E-4
32.76	4	1.07776845987708E-4
32.78	8	2.15553691975416E-4
32.8	8	2.15553691975416E-4
32.82	5	1.34721057484635E-4
32.84	8	2.15553691975416E-4
32.86	-3	-8.08326344907809E-5
32.88	0	0
32.9	14	3.77218960956977E-4
32.92	18	4.84995806944685E-4
32.94	10	2.6944211496927E-4
32.96	16	4.31107383950831E-4
32.98	4	1.07776845987708E-4
33	-2	-5.38884229938539E-5
33.02	6	1.61665268981562E-4
33.04	7	1.88609480478489E-4
33.06	19	5.11940018441612E-4
33.08	10	2.6944211496927E-4
33.1	-7	-1.88609480478489E-4
33.12	10	2.6944211496927E-4
33.14	9	2.42497903472343E-4
33.16	11	2.96386326466197E-4
33.18	11	2.96386326466197E-4
33.2	6	1.61665268981562E-4
33.22	2	5.38884229938539E-5
33.24	-8	-2.15553691975416E-4
33.26	0	0
33.28	-8	-2.15553691975416E-4
33.3	-1	-2.6944211496927E-5
33.32	10	2.6944211496927E-4
33.34	6	1.61665268981562E-4
33.36	13	3.5027474946005E-4
33.38	1	2.6944211496927E-5
33.4	-3	-8.08326344907809E-5
33.42	-2	-5.38884229938539E-5
33.44	12	3.23330537963124E-4
33.46	11	2.96386326466197E-4
33.48	9	2.42497903472343E-4
33.5	-16	-4.31107383950831E-4
33.52	-2	-5.38884229938539E-5
33.54	-7	-1.88609480478489E-4
33.56	-5	-1.34721057484635E-4
33.58	-5	-1.34721057484635E-4
33.6	-3	-8.08326344907809E-5
33.62	8	2.15553691975416E-4
33.64	14	3.77218960956977E-4
33.66	15	4.04163172453904E-4
33.68	17	4.58051595447758E-4
33.7	1	2.6944211496927E-5
33.72	4	1.07776845987708E-4
33.74	6	1.61665268981562E-4
33.76	27	7.27493710417028E-4
33.78	10	2.6944211496927E-4
33.8	0	0
33.82	12	3.23330537963124E-4
33.84	19	5.11940018441612E-4
33.86	16	4.31107383950831E-4
33.88	2	5.38884229938539E-5
33.9	-9	-2.42497903472343E-4
33.92	-8	-2.15553691975416E-4
33.94	5	1.34721057484635E-4
33.96	9	2.42497903472343E-4
33.98	11	2.96386326466197E-4
34	8	2.15553691975416E-4
34.02	10	2.6944211496927E-4
34.04	7	1.88609480478489E-4
34.06	9	2.42497903472343E-4
34.08	12	3.23330537963124E-4
34.1	6	1.61665268981562E-4
34.12	9	2.42497903472343E-4
34.14	24	6.46661075926247E-4
34.16	6	1.61665268981562E-4
34.18	6	1.61665268981562E-4
34.2	11	2.96386326466197E-4
34.22	12	3.23330537963124E-4
34.24	18	4.84995806944685E-4
34.26	0	0
34.28	-8	-2.15553691975416E-4
34.3	7	1.88609480478489E-4
34.32	9	2.42497903472343E-4
34.34	3	8.08326344907809E-5
34.36	4	1.07776845987708E-4
34.38	16	4.31107383950831E-4
34.4	11	2.96386326466197E-4
34.42	1	2.6944211496927E-5
34.44	6	1.61665268981562E-4
34.46	-4	-1.07776845987708E-4
34.48	1	2.6944211496927E-5
34.5	3	8.08326344907809E-5
34.52	7	1.88609480478489E-4
34.54	1	2.6944211496927E-5
34.56	-1	-2.6944211496927E-5
34.58	2	5.38884229938539E-5
34.6	-9	-2.42497903472343E-4
34.62	-1	-2.6944211496927E-5
34.64	7	1.88609480478489E-4
34.66	8	2.15553691975416E-4
34.68	21	5.65828441435466E-4
34.7	14	3.77218960956977E-4
34.72	10	2.6944211496927E-4
34.74	8	2.15553691975416E-4
34.76	5	1.34721057484635E-4
34.78	3	8.08326344907809E-5
34.8	-7	-1.88609480478489E-4
34.82	-2	-5.38884229938539E-5
34.84	5	1.34721057484635E-4
34.86	4	1.07776845987708E-4
34.88	1	2.6944211496927E-5
34.9	9	2.42497903472343E-4
34.92	5	1.34721057484635E-4
34.94	0	0
34.96	3	8.08326344907809E-5
34.98	11	2.96386326466197E-4
35	4	1.07776845987708E-4
35.02	15	4.04163172453904E-4
35.04	9	2.42497903472343E-4
35.06	10	2.6944211496927E-4
35.08	15	4.04163172453904E-4
35.1	3	8.08326344907809E-5
35.12	2	5.38884229938539E-5
35.14	9	2.42497903472343E-4
35.16	18	4.84995806944685E-4
35.18	2	5.38884229938539E-5
35.2	-14	-3.77218960956977E-4
35.22	-11	-2.96386326466197E-4
35.24	-3	-8.08326344907809E-5
35.26	-5	-1.34721057484635E-4
35.28	-8	-2.15553691975416E-4
35.3	-8	-2.15553691975416E-4
35.32	0	0
35.34	-1	-2.6944211496927E-5
35.36	7	1.88609480478489E-4
35.38	5	1.34721057484635E-4
35.4	12	3.23330537963124E-4
35.42	11	2.96386326466197E-4
35.44	0	0
35.46	-4	-1.07776845987708E-4
35.48	-5	-1.34721057484635E-4
35.5	2	5.38884229938539E-5
35.52	-5	-1.34721057484635E-4
35.54	-1	-2.6944211496927E-5
35.56	5	1.34721057484635E-4
35.58	-3	-8.08326344907809E-5
35.6	11	2.96386326466197E-4
35.62	18	4.84995806944685E-4
35.64	3	8.08326344907809E-5
35.66	0	0
35.68	9	2.42497903472343E-4
35.7	12	3.23330537963124E-4
35.72	4	1.07776845987708E-4
35.74	3	8.08326344907809E-5
35.76	6	1.61665268981562E-4
35.78	12	3.23330537963124E-4
35.8	-6	-1.61665268981562E-4
35.82	-3	-8.08326344907809E-5
35.84	0	0
35.86	-9	-2.42497903472343E-4
35.88	-2	-5.38884229938539E-5
35.9	7	1.88609480478489E-4
35.92	6	1.61665268981562E-4
35.94	6	1.61665268981562E-4
35.96	13	3.5027474946005E-4
35.98	4	1.07776845987708E-4
36	4	1.07776845987708E-4
36.02	-4	-1.07776845987708E-4
36.04	-2	-5.38884229938539E-5
36.06	4	1.07776845987708E-4
36.08	1	2.6944211496927E-5
36.1	6	1.61665268981562E-4
36.12	6	1.61665268981562E-4
36.14	2	5.38884229938539E-5
36.16	-4	-1.07776845987708E-4
36.18	1	2.6944211496927E-5
36.2	2	5.38884229938539E-5
36.22	8	2.15553691975416E-4
36.24	-14	-3.77218960956977E-4
36.26	9	2.42497903472343E-4
36.28	-2	-5.38884229938539E-5
36.3	1	2.6944211496927E-5
36.32	1	2.6944211496927E-5
36.34	0	0
36.36	-4	-1.07776845987708E-4
36.38	-5	-1.34721057484635E-4
36.4	-1	-2.6944211496927E-5
36.42	5	1.34721057484635E-4
36.44	7	1.88609480478489E-4
36.46	-4	-1.07776845987708E-4
36.48	0	0
36.5	15	4.04163172453904E-4
36.52	-8	-2.15553691975416E-4
36.54	4	1.07776845987708E-4
36.56	3	8.08326344907809E-5
36.58	-2	-5.38884229938539E-5
36.6	5	1.34721057484635E-4
36.62	0	0
36.64	5	1.34721057484635E-4
36.66	11	2.96386326466197E-4
36.68	20	5.38884229938539E-4
36.7	18	4.84995806944685E-4
36.72	17	4.58051595447758E-4
36.74	0	0
36.76	4	1.07776845987708E-4
36.78	-5	-1.34721057484635E-4
36.8	18	4.84995806944685E-4
36.82	5	1.34721057484635E-4
36.84	7	1.88609480478489E-4
36.86	-5	-1.34721057484635E-4
36.88	-5	-1.34721057484635E-4
36.9	3	8.08326344907809E-5
36.92	11	2.96386326466197E-4
36.94	4	1.07776845987708E-4
36.96	-12	-3.23330537963124E-4
36.98	-2	-5.38884229938539E-5
37	8	2.15553691975416E-4
37.02	-4	-1.07776845987708E-4
37.04	-1	-2.6944211496927E-5
37.06	7	1.88609480478489E-4
37.08	-16	-4.31107383950831E-4
37.1	-2	-5.38884229938539E-5
37.12	11	2.96386326466197E-4
37.14	3	8.08326344907809E-5
37.16	11	2.96386326466197E-4
37.18	5	1.34721057484635E-4
37.2	3	8.08326344907809E-5
37.22	5	1.34721057484635E-4
37.24	5	1.34721057484635E-4
37.26	5	1.34721057484635E-4
37.28	-2	-5.38884229938539E-5
37.3	-8	-2.15553691975416E-4
37.32	0	0
37.34	-6	-1.61665268981562E-4
37.36	-3	-8.08326344907809E-5
37.38	8	2.15553691975416E-4
37.4	12	3.23330537963124E-4
37.42	-7	-1.88609480478489E-4
37.44	5	1.34721057484635E-4
37.46	7	1.88609480478489E-4
37.48	9	2.42497903472343E-4
37.5	13	3.5027474946005E-4
37.52	1	2.6944211496927E-5
37.54	0	0
37.56	6	1.61665268981562E-4
37.58	12	3.23330537963124E-4
37.6	4	1.07776845987708E-4
37.62	18	4.84995806944685E-4
37.64	13	3.5027474946005E-4
37.66	12	3.23330537963124E-4
37.68	-6	-1.61665268981562E-4
37.7	11	2.96386326466197E-4
37.72	10	2.6944211496927E-4
37.74	-9	-2.42497903472343E-4
37.76	5	1.34721057484635E-4
37.78	0	0
37.8	3	8.08326344907809E-5
37.82	8	2.15553691975416E-4
37.84	13	3.5027474946005E-4
37.86	10	2.6944211496927E-4
37.88	8	2.15553691975416E-4
37.9	-4	-1.07776845987708E-4
37.92	-8	-2.15553691975416E-4
37.94	-12	-3.23330537963124E-4
37.96	-2	-5.38884229938539E-5
37.98	13	3.5027474946005E-4
38	2	5.38884229938539E-5
38.02	6	1.61665268981562E-4
38.04	25	6.73605287423174E-4
38.06	9	2.42497903472343E-4
38.08	3	8.08326344907809E-5
38.1	11	2.96386326466197E-4
38.12	5	1.34721057484635E-4
38.14	4	1.07776845987708E-4
38.16	10	2.6944211496927E-4
38.18	16	4.31107383950831E-4
38.2	13	3.5027474946005E-4
38.22	7	1.88609480478489E-4
38.24	25	6.73605287423174E-4
38.26	16	4.31107383950831E-4
38.28	10	2.6944211496927E-4
38.3	14	3.77218960956977E-4
38.32	13	3.5027474946005E-4
38.34	5	1.34721057484635E-4
38.36	2	5.38884229938539E-5
38.38	0	0
38.4	3	8.08326344907809E-5
38.42	3	8.08326344907809E-5
38.44	12	3.23330537963124E-4
38.46	20	5.38884229938539E-4
38.48	12	3.23330537963124E-4
38.5	-2	-5.38884229938539E-5
38.52	5	1.34721057484635E-4
38.54	10	2.6944211496927E-4
38.56	27	7.27493710417028E-4
38.58	10	2.6944211496927E-4
38.6	7	1.88609480478489E-4
38.62	11	2.96386326466197E-4
38.64	-4	-1.07776845987708E-4
38.66	-3	-8.08326344907809E-5
38.68	8	2.15553691975416E-4
38.7	7	1.88609480478489E-4
38.72	21	5.65828441435466E-4
38.74	16	4.31107383950831E-4
38.76	15	4.04163172453904E-4
38.78	18	4.84995806944685E-4
38.8	8	2.15553691975416E-4
38.82	13	3.5027474946005E-4
38.84	22	5.92772652932393E-4
38.86	4	1.07776845987708E-4
38.88	-7	-1.88609480478489E-4
38.9	-3	-8.08326344907809E-5
38.92	8	2.15553691975416E-4
38.94	10	2.6944211496927E-4
38.96	17	4.58051595447758E-4
38.98	10	2.6944211496927E-4
39	10	2.6944211496927E-4
39.02	0	0
39.04	4	1.07776845987708E-4
39.06	10	2.6944211496927E-4
39.08	10	2.6944211496927E-4
39.1	-2	-5.38884229938539E-5
39.12	11	2.96386326466197E-4
39.14	5	1.34721057484635E-4
39.16	-3	-8.08326344907809E-5
39.18	-1	-2.6944211496927E-5
39.2	4	1.07776845987708E-4
39.22	12	3.23330537963124E-4
39.24	8	2.15553691975416E-4
39.26	13	3.5027474946005E-4
39.28	5	1.34721057484635E-4
39.3	2	5.38884229938539E-5
39.32	-3	-8.08326344907809E-5
39.34	-8	-2.15553691975416E-4
39.36	7	1.88609480478489E-4
39.38	12	3.23330537963124E-4
39.4	6	1.61665268981562E-4
39.42	5	1.34721057484635E-4
39.44	1	2.6944211496927E-5
39.46	5	1.34721057484635E-4
39.48	12	3.23330537963124E-4
39.5	-5	-1.34721057484635E-4
39.52	3	8.08326344907809E-5
39.54	15	4.04163172453904E-4
39.56	15	4.04163172453904E-4
39.58	0	0
39.6	-1	-2.6944211496927E-5
39.62	5	1.34721057484635E-4
39.64	-7	-1.88609480478489E-4
39.66	4	1.07776845987708E-4
39.68	5	1.34721057484635E-4
39.7	6	1.61665268981562E-4
39.72	7	1.88609480478489E-4
39.74	3	8.08326344907809E-5
39.76	10	2.6944211496927E-4
39.78	14	3.77218960956977E-4
39.8	7	1.88609480478489E-4
39.82	-4	-1.07776845987708E-4
39.84	-3	-8.08326344907809E-5
39.86	12	3.23330537963124E-4
39.88	23	6.1971686442932E-4
39.9	18	4.84995806944685E-4
39.92	3	8.08326344907809E-5
39.94	3	8.08326344907809E-5
39.96	-1	-2.6944211496927E-5
39.98	27	7.27493710417028E-4
40	6	1.61665268981562E-4
40.02	5	1.34721057484635E-4
40.04	17	4.58051595447758E-4
40.06	4	1.07776845987708E-4
40.08	-13	-3.5027474946005E-4
40.1	8	2.15553691975416E-4
40.12	2	5.38884229938539E-5
40.14	16	4.31107383950831E-4
40.16	5	1.34721057484635E-4
40.18	9	2.42497903472343E-4
40.2	7	1.88609480478489E-4
40.22	8	2.15553691975416E-4
40.24	0	0
40.26	11	2.96386326466197E-4
40.28	5	1.34721057484635E-4
40.3	4	1.07776845987708E-4
40.32	2	5.38884229938539E-5
40.34	-4	-1.07776845987708E-4
40.36	-7	-1.88609480478489E-4
40.38	-7	-1.88609480478489E-4
40.4	-3	-8.08326344907809E-5
40.42	2	5.38884229938539E-5
40.44	1	2.6944211496927E-5
40.46	10	2.6944211496927E-4
40.48	6	1.61665268981562E-4
40.5	0	0
40.52	10	2.6944211496927E-4
40.54	6	1.61665268981562E-4
40.56	4	1.07776845987708E-4
40.58	9	2.42497903472343E-4
40.6	6	1.61665268981562E-4
40.62	-10	-2.6944211496927E-4
40.64	5	1.34721057484635E-4
40.66	-10	-2.6944211496927E-4
40.68	9	2.42497903472343E-4
40.7	1	2.6944211496927E-5
40.72	6	1.61665268981562E-4
40.74	8	2.15553691975416E-4
40.76	18	4.84995806944685E-4
40.78	0	0
40.8	15	4.04163172453904E-4
40.82	10	2.6944211496927E-4
40.84	17	4.58051595447758E-4
40.86	9	2.42497903472343E-4
40.88	7	1.88609480478489E-4
40.9	4	1.07776845987708E-4
40.92	5	1.34721057484635E-4
40.94	5	1.34721057484635E-4
40.96	23	6.1971686442932E-4
40.98	16	4.31107383950831E-4
41	11	2.96386326466197E-4
41.02	19	5.11940018441612E-4
41.04	10	2.6944211496927E-4
41.06	-6	-1.61665268981562E-4
41.08	0	0
41.1	14	3.77218960956977E-4
41.12	-4	-1.07776845987708E-4
41.14	5	1.34721057484635E-4
41.16	3	8.08326344907809E-5
41.18	-3	-8.08326344907809E-5
41.2	4	1.07776845987708E-4
41.22	13	3.5027474946005E-4
41.24	0	0
41.26	1	2.6944211496927E-5
41.28	20	5.38884229938539E-4
41.3	-5	-1.34721057484635E-4
41.32	0	0
41.34	4	1.07776845987708E-4
41.36	1	2.6944211496927E-5
41.38	0	0
41.4	6	1.61665268981562E-4
41.42	9	2.42497903472343E-4
41.44	14	3.77218960956977E-4
41.46	-3	-8.08326344907809E-5
41.48	-14	-3.77218960956977E-4
41.5	-8	-2.15553691975416E-4
41.52	4	1.07776845987708E-4
41.54	33	8.8915897939859E-4
41.56	8	2.15553691975416E-4
41.58	-2	-5.38884229938539E-5
41.6	-6	-1.61665268981562E-4
41.62	-1	-2.6944211496927E-5
41.64	0	0
41.66	1	2.6944211496927E-5
41.68	7	1.88609480478489E-4
41.7	7	1.88609480478489E-4
41.72	15	4.04163172453904E-4
41.74	10	2.6944211496927E-4
41.76	-2	-5.38884229938539E-5
41.78	0	0
41.8	6	1.61665268981562E-4
41.82	2	5.38884229938539E-5
41.84	9	2.42497903472343E-4
41.86	26	7.00549498920101E-4
41.88	24	6.46661075926247E-4
41.9	9	2.42497903472343E-4
41.92	5	1.34721057484635E-4
41.94	4	1.07776845987708E-4
41.96	-4	-1.07776845987708E-4
41.98	3	8.08326344907809E-5
42	5	1.34721057484635E-4
42.02	5	1.34721057484635E-4
42.04	-3	-8.08326344907809E-5
42.06	-1	-2.6944211496927E-5
42.08	2	5.38884229938539E-5
42.1	-7	-1.88609480478489E-4
42.12	12	3.23330537963124E-4
42.14	9	2.42497903472343E-4
42.16	11	2.96386326466197E-4
42.18	22	5.92772652932393E-4
42.2	8	2.15553691975416E-4
42.22	10	2.6944211496927E-4
42.24	0	0
42.26	-1	-2.6944211496927E-5
42.28	8	2.15553691975416E-4
42.3	28	7.54437921913955E-4
42.32	12	3.23330537963124E-4
42.34	1	2.6944211496927E-5
42.36	-2	-5.38884229938539E-5
42.38	1	2.6944211496927E-5
42.4	9	2.42497903472343E-4
42.42	9	2.42497903472343E-4
42.44	3	8.08326344907809E-5
42.46	20	5.38884229938539E-4
42.48	14	3.77218960956977E-4
42.5	16	4.31107383950831E-4
42.52	7	1.88609480478489E-4
42.54	9	2.42497903472343E-4
42.56	13	3.5027474946005E-4
42.58	7	1.88609480478489E-4
42.6	7	1.88609480478489E-4
42.62	11	2.96386326466197E-4
42.64	-4	-1.07776845987708E-4
42.66	9	2.42497903472343E-4
42.68	19	5.11940018441612E-4
42.7	3	8.08326344907809E-5
42.72	9	2.42497903472343E-4
42.74	-6	-1.61665268981562E-4
42.76	12	3.23330537963124E-4
42.78	-9	-2.42497903472343E-4
42.8	-4	-1.07776845987708E-4
42.82	-3	-8.08326344907809E-5
42.84	0	0
42.86	-4	-1.07776845987708E-4
42.88	3	8.08326344907809E-5
42.9	-10	-2.6944211496927E-4
42.92	-13	-3.5027474946005E-4
42.94	-4	-1.07776845987708E-4
42.96	5	1.34721057484635E-4
42.98	14	3.77218960956977E-4
43	4	1.07776845987708E-4
43.02	10	2.6944211496927E-4
43.04	11	2.96386326466197E-4
43.06	12	3.23330537963124E-4
43.08	16	4.31107383950831E-4
43.1	6	1.61665268981562E-4
43.12	2	5.38884229938539E-5
43.14	-4	-1.07776845987708E-4
43.16	4	1.07776845987708E-4
43.18	-4	-1.07776845987708E-4
43.2	4	1.07776845987708E-4
43.22	10	2.6944211496927E-4
43.24	2	5.38884229938539E-5
43.26	12	3.23330537963124E-4
43.28	18	4.84995806944685E-4
43.3	-2	-5.38884229938539E-5
43.32	1	2.6944211496927E-5
43.34	10	2.6944211496927E-4
43.36	9	2.42497903472343E-4
43.38	14	3.77218960956977E-4
43.4	22	5.92772652932393E-4
43.42	10	2.6944211496927E-4
43.44	12	3.23330537963124E-4
43.46	9	2.42497903472343E-4
43.48	17	4.58051595447758E-4
43.5	16	4.31107383950831E-4
43.52	8	2.15553691975416E-4
43.54	8	2.15553691975416E-4
43.56	3	8.08326344907809E-5
43.58	5	1.34721057484635E-4
43.6	4	1.07776845987708E-4
43.62	7	1.88609480478489E-4
43.64	14	3.77218960956977E-4
43.66	-5	-1.34721057484635E-4
43.68	2	5.38884229938539E-5
43.7	18	4.84995806944685E-4
43.72	6	1.61665268981562E-4
43.74	-1	-2.6944211496927E-5
43.76	-2	-5.38884229938539E-5
43.78	1	2.6944211496927E-5
43.8	-6	-1.61665268981562E-4
43.82	-8	-2.15553691975416E-4
43.84	9	2.42497903472343E-4
43.86	9	2.42497903472343E-4
43.88	-10	-2.6944211496927E-4
43.9	-12	-3.23330537963124E-4
43.92	-5	-1.34721057484635E-4
43.94	5	1.34721057484635E-4
43.96	8	2.15553691975416E-4
43.98	4	1.07776845987708E-4
44	10	2.6944211496927E-4
44.02	13	3.5027474946005E-4
44.04	9	2.42497903472343E-4
44.06	4	1.07776845987708E-4
44.08	-20	-5.38884229938539E-4
44.1	-3	-8.08326344907809E-5
44.12	3	8.08326344907809E-5
44.14	9	2.42497903472343E-4
44.16	12	3.23330537963124E-4
44.18	7	1.88609480478489E-4
44.2	-4	-1.07776845987708E-4
44.22	-1	-2.6944211496927E-5
44.24	2	5.38884229938539E-5
44.26	8	2.15553691975416E-4
44.28	5	1.34721057484635E-4
44.3	4	1.07776845987708E-4
44.32	20	5.38884229938539E-4
44.34	2	5.38884229938539E-5
44.36	-9	-2.42497903472343E-4
44.38	5	1.34721057484635E-4
44.4	0	0
44.42	4	1.07776845987708E-4
44.44	1	2.6944211496927E-5
44.46	6	1.61665268981562E-4
44.48	0	0
44.5	10	2.6944211496927E-4
44.52	17	4.58051595447758E-4
44.54	2	5.38884229938539E-5
44.56	-2	-5.38884229938539E-5
44.58	6	1.61665268981562E-4
44.6	8	2.15553691975416E-4
44.62	0	0
44.64	-13	-3.5027474946005E-4
44.66	12	3.23330537963124E-4
44.68	6	1.61665268981562E-4
44.7	17	4.58051595447758E-4
44.72	-4	-1.07776845987708E-4
44.74	13	3.5027474946005E-4
44.76	0	0
44.78	-2	-5.38884229938539E-5
44.8	3	8.08326344907809E-5
44.82	15	4.04163172453904E-4
44.84	23	6.1971686442932E-4
44.86	2	5.38884229938539E-5
44.88	8	2.15553691975416E-4
44.9	2	5.38884229938539E-5
44.92	5	1.34721057484635E-4
44.94	6	1.61665268981562E-4
44.96	-1	-2.6944211496927E-5
44.98	10	2.6944211496927E-4
45	9	2.42497903472343E-4
45.02	1	2.6944211496927E-5
45.04	-2	-5.38884229938539E-5
45.06	9	2.42497903472343E-4
45.08	19	5.11940018441612E-4
45.1	9	2.42497903472343E-4
45.12	3	8.08326344907809E-5
45.14	7	1.88609480478489E-4
45.16	13	3.5027474946005E-4
45.18	7	1.88609480478489E-4
45.2	8	2.15553691975416E-4
45.22	5	1.34721057484635E-4
45.24	0	0
45.26	-7	-1.88609480478489E-4
45.28	1	2.6944211496927E-5
45.3	-5	-1.34721057484635E-4
45.32	-2	-5.38884229938539E-5
45.34	8	2.15553691975416E-4
45.36	10	2.6944211496927E-4
45.38	10	2.6944211496927E-4
45.4	-5	-1.34721057484635E-4
45.42	0	0
45.44	4	1.07776845987708E-4
45.46	17	4.58051595447758E-4
45.48	7	1.88609480478489E-4
45.5	9	2.42497903472343E-4
45.52	4	1.07776845987708E-4
45.54	5	1.34721057484635E-4
45.56	-3	-8.08326344907809E-5
45.58	-4	-1.07776845987708E-4
45.6	6	1.61665268981562E-4
45.62	-2	-5.38884229938539E-5
45.64	4	1.07776845987708E-4
45.66	-6	-1.61665268981562E-4
45.68	2	5.38884229938539E-5
45.7	5	1.34721057484635E-4
45.72	14	3.77218960956977E-4
45.74	0	0
45.76	-12	-3.23330537963124E-4
45.78	2	5.38884229938539E-5
45.8	6	1.61665268981562E-4
45.82	6	1.61665268981562E-4
45.84	4	1.07776845987708E-4
45.86	0	0
45.88	-6	-1.61665268981562E-4
45.9	14	3.77218960956977E-4
45.92	13	3.5027474946005E-4
45.94	9	2.42497903472343E-4
45.96	-5	-1.34721057484635E-4
45.98	11	2.96386326466197E-4
46	6	1.61665268981562E-4
46.02	6	1.61665268981562E-4
46.04	14	3.77218960956977E-4
46.06	6	1.61665268981562E-4
46.08	4	1.07776845987708E-4
46.1	6	1.61665268981562E-4
46.12	-6	-1.61665268981562E-4
46.14	-12	-3.23330537963124E-4
46.16	10	2.6944211496927E-4
46.18	4	1.07776845987708E-4
46.2	15	4.04163172453904E-4
46.22	4	1.07776845987708E-4
46.24	-1	-2.6944211496927E-5
46.26	3	8.08326344907809E-5
46.28	10	2.6944211496927E-4
46.3	0	0
46.32	-12	-3.23330537963124E-4
46.34	5	1.34721057484635E-4
46.36	9	2.42497903472343E-4
46.38	17	4.58051595447758E-4
46.4	2	5.38884229938539E-5
46.42	-5	-1.34721057484635E-4
46.44	0	0
46.46	13	3.5027474946005E-4
46.48	-6	-1.61665268981562E-4
46.5	4	1.07776845987708E-4
46.52	12	3.23330537963124E-4
46.54	7	1.88609480478489E-4
46.56	19	5.11940018441612E-4
46.58	21	5.65828441435466E-4
46.6	3	8.08326344907809E-5
46.62	9	2.42497903472343E-4
46.64	7	1.88609480478489E-4
46.66	-9	-2.42497903472343E-4
46.68	-9	-2.42497903472343E-4
46.7	-1	-2.6944211496927E-5
46.72	-6	-1.61665268981562E-4
46.74	-6	-1.61665268981562E-4
46.76	-7	-1.88609480478489E-4
46.78	26	7.00549498920101E-4
46.8	31	8.35270556404736E-4
46.82	11	2.96386326466197E-4
46.84	6	1.61665268981562E-4
46.86	9	2.42497903472343E-4
46.88	12	3.23330537963124E-4
46.9	-6	-1.61665268981562E-4
46.92	8	2.15553691975416E-4
46.94	14	3.77218960956977E-4
46.96	8	2.15553691975416E-4
46.98	-3	-8.08326344907809E-5
47	13	3.5027474946005E-4
47.02	2	5.38884229938539E-5
47.04	-7	-1.88609480478489E-4
47.06	8	2.15553691975416E-4
47.08	15	4.04163172453904E-4
47.1	7	1.88609480478489E-4
47.12	11	2.96386326466197E-4
47.14	0	0
47.16	-10	-2.6944211496927E-4
47.18	6	1.61665268981562E-4
47.2	-3	-8.08326344907809E-5
47.22	-12	-3.23330537963124E-4
47.24	-2	-5.38884229938539E-5
47.26	-5	-1.34721057484635E-4
47.28	-7	-1.88609480478489E-4
47.3	0	0
47.32	-1	-2.6944211496927E-5
47.34	-1	-2.6944211496927E-5
47.36	16	4.31107383950831E-4
47.38	14	3.77218960956977E-4
47.4	-3	-8.08326344907809E-5
47.42	-1	-2.6944211496927E-5
47.44	8	2.15553691975416E-4
47.46	13	3.5027474946005E-4
47.48	-9	-2.42497903472343E-4
47.5	14	3.77218960956977E-4
47.52	10	2.6944211496927E-4
47.54	-8	-2.15553691975416E-4
47.56	4	1.07776845987708E-4
47.58	5	1.34721057484635E-4
47.6	2	5.38884229938539E-5
47.62	4	1.07776845987708E-4
47.64	0	0
47.66	5	1.34721057484635E-4
47.68	5	1.34721057484635E-4
47.7	0	0
47.72	-2	-5.38884229938539E-5
47.74	-2	-5.38884229938539E-5
47.76	-12	-3.23330537963124E-4
47.78	-1	-2.6944211496927E-5
47.8	-6	-1.61665268981562E-4
47.82	7	1.88609480478489E-4
47.84	5	1.34721057484635E-4
47.86	7	1.88609480478489E-4
47.88	11	2.96386326466197E-4
47.9	10	2.6944211496927E-4
47.92	14	3.77218960956977E-4
47.94	10	2.6944211496927E-4
47.96	8	2.15553691975416E-4
47.98	8	2.15553691975416E-4
48	7	1.88609480478489E-4
48.02	0	0
48.04	0	0
48.06	10	2.6944211496927E-4
48.08	-2	-5.38884229938539E-5
48.1	-1	-2.6944211496927E-5
48.12	8	2.15553691975416E-4
48.14	16	4.31107383950831E-4
48.16	-4	-1.07776845987708E-4
48.18	-18	-4.84995806944685E-4
48.2	-10	-2.6944211496927E-4
48.22	0	0
48.24	-7	-1.88609480478489E-4
48.26	7	1.88609480478489E-4
48.28	16	4.31107383950831E-4
48.3	1	2.6944211496927E-5
48.32	0	0
48.34	5	1.34721057484635E-4
48.36	9	2.42497903472343E-4
48.38	12	3.23330537963124E-4
48.4	0	0
48.42	7	1.88609480478489E-4
48.44	8	2.15553691975416E-4
48.46	8	2.15553691975416E-4
48.48	-12	-3.23330537963124E-4
48.5	-11	-2.96386326466197E-4
48.52	-6	-1.61665268981562E-4
48.54	-7	-1.88609480478489E-4
48.56	-6	-1.61665268981562E-4
48.58	1	2.6944211496927E-5
48.6	10	2.6944211496927E-4
48.62	11	2.96386326466197E-4
48.64	4	1.07776845987708E-4
48.66	-1	-2.6944211496927E-5
48.68	-3	-8.08326344907809E-5
48.7	1	2.6944211496927E-5
48.72	12	3.23330537963124E-4
48.74	-2	-5.38884229938539E-5
48.76	-3	-8.08326344907809E-5
48.78	0	0
48.8	2	5.38884229938539E-5
48.82	1	2.6944211496927E-5
48.84	3	8.08326344907809E-5
48.86	4	1.07776845987708E-4
48.88	19	5.11940018441612E-4
48.9	13	3.5027474946005E-4
48.92	16	4.31107383950831E-4
48.94	-9	-2.42497903472343E-4
48.96	-18	-4.84995806944685E-4
