Time [µs]	D2 v2J2	D2 v2J2	
	150k shots	150k shots	
Laser Power [mJ]		power corrected	
16.14	3	8.08326344907809E-5
16.16	2	5.38884229938539E-5
16.18	4	1.07776845987708E-4
16.2	8	2.15553691975416E-4
16.22	2	5.38884229938539E-5
16.24	15	4.04163172453904E-4
16.26	15	4.04163172453904E-4
16.28	2	5.38884229938539E-5
16.3	5	1.34721057484635E-4
16.32	15	4.04163172453904E-4
16.34	24	6.46661075926247E-4
16.36	8	2.15553691975416E-4
16.38	14	3.77218960956977E-4
16.4	5	1.34721057484635E-4
16.42	-6	-1.61665268981562E-4
16.44	4	1.07776845987708E-4
16.46	9	2.42497903472343E-4
16.48	17	4.58051595447758E-4
16.5	4	1.07776845987708E-4
16.52	3	8.08326344907809E-5
16.54	4	1.07776845987708E-4
16.56	5	1.34721057484635E-4
16.58	6	1.61665268981562E-4
16.6	11	2.96386326466197E-4
16.62	8	2.15553691975416E-4
16.64	15	4.04163172453904E-4
16.66	-2	-5.38884229938539E-5
16.68	8	2.15553691975416E-4
16.7	10	2.6944211496927E-4
16.72	6	1.61665268981562E-4
16.74	1	2.6944211496927E-5
16.76	-3	-8.08326344907809E-5
16.78	3	8.08326344907809E-5
16.8	5	1.34721057484635E-4
16.82	11	2.96386326466197E-4
16.84	21	5.65828441435466E-4
16.86	8	2.15553691975416E-4
16.88	5	1.34721057484635E-4
16.9	15	4.04163172453904E-4
16.92	15	4.04163172453904E-4
16.94	5	1.34721057484635E-4
16.96	9	2.42497903472343E-4
16.98	20	5.38884229938539E-4
17	4	1.07776845987708E-4
17.02	6	1.61665268981562E-4
17.04	11	2.96386326466197E-4
17.06	12	3.23330537963124E-4
17.08	1	2.6944211496927E-5
17.1	5	1.34721057484635E-4
17.12	1	2.6944211496927E-5
17.14	6	1.61665268981562E-4
17.16	7	1.88609480478489E-4
17.18	-1	-2.6944211496927E-5
17.2	4	1.07776845987708E-4
17.22	11	2.96386326466197E-4
17.24	7	1.88609480478489E-4
17.26	10	2.6944211496927E-4
17.28	14	3.77218960956977E-4
17.3	2	5.38884229938539E-5
17.32	10	2.6944211496927E-4
17.34	13	3.5027474946005E-4
17.36	8	2.15553691975416E-4
17.38	15	4.04163172453904E-4
17.4	12	3.23330537963124E-4
17.42	3	8.08326344907809E-5
17.44	5	1.34721057484635E-4
17.46	2	5.38884229938539E-5
17.48	7	1.88609480478489E-4
17.5	0	0
17.52	-7	-1.88609480478489E-4
17.54	8	2.15553691975416E-4
17.56	-1	-2.6944211496927E-5
17.58	6	1.61665268981562E-4
17.6	7	1.88609480478489E-4
17.62	5	1.34721057484635E-4
17.64	1	2.6944211496927E-5
17.66	-4	-1.07776845987708E-4
17.68	11	2.96386326466197E-4
17.7	20	5.38884229938539E-4
17.72	9	2.42497903472343E-4
17.74	8	2.15553691975416E-4
17.76	8	2.15553691975416E-4
17.78	2	5.38884229938539E-5
17.8	1	2.6944211496927E-5
17.82	8	2.15553691975416E-4
17.84	10	2.6944211496927E-4
17.86	8	2.15553691975416E-4
17.88	6	1.61665268981562E-4
17.9	3	8.08326344907809E-5
17.92	3	8.08326344907809E-5
17.94	-10	-2.6944211496927E-4
17.96	-18	-4.84995806944685E-4
17.98	-2	-5.38884229938539E-5
18	6	1.61665268981562E-4
18.02	4	1.07776845987708E-4
18.04	1	2.6944211496927E-5
18.06	10	2.6944211496927E-4
18.08	-5	-1.34721057484635E-4
18.1	10	2.6944211496927E-4
18.12	2	5.38884229938539E-5
18.14	0	0
18.16	0	0
18.18	11	2.96386326466197E-4
18.2	4	1.07776845987708E-4
18.22	3	8.08326344907809E-5
18.24	8	2.15553691975416E-4
18.26	17	4.58051595447758E-4
18.28	11	2.96386326466197E-4
18.3	-1	-2.6944211496927E-5
18.32	-4	-1.07776845987708E-4
18.34	-7	-1.88609480478489E-4
18.36	8	2.15553691975416E-4
18.38	0	0
18.4	1	2.6944211496927E-5
18.42	7	1.88609480478489E-4
18.44	10	2.6944211496927E-4
18.46	6	1.61665268981562E-4
18.48	4	1.07776845987708E-4
18.5	-10	-2.6944211496927E-4
18.52	11	2.96386326466197E-4
18.54	1	2.6944211496927E-5
18.56	6	1.61665268981562E-4
18.58	15	4.04163172453904E-4
18.6	2	5.38884229938539E-5
18.62	1	2.6944211496927E-5
18.64	3	8.08326344907809E-5
18.66	8	2.15553691975416E-4
18.68	9	2.42497903472343E-4
18.7	10	2.6944211496927E-4
18.72	-6	-1.61665268981562E-4
18.74	1	2.6944211496927E-5
18.76	10	2.6944211496927E-4
18.78	10	2.6944211496927E-4
18.8	15	4.04163172453904E-4
18.82	4	1.07776845987708E-4
18.84	12	3.23330537963124E-4
18.86	16	4.31107383950831E-4
18.88	15	4.04163172453904E-4
18.9	-5	-1.34721057484635E-4
18.92	-11	-2.96386326466197E-4
18.94	4	1.07776845987708E-4
18.96	-12	-3.23330537963124E-4
18.98	-1	-2.6944211496927E-5
19	5	1.34721057484635E-4
19.02	15	4.04163172453904E-4
19.04	3	8.08326344907809E-5
19.06	2	5.38884229938539E-5
19.08	20	5.38884229938539E-4
19.1	12	3.23330537963124E-4
19.12	3	8.08326344907809E-5
19.14	12	3.23330537963124E-4
19.16	11	2.96386326466197E-4
19.18	5	1.34721057484635E-4
19.2	7	1.88609480478489E-4
19.22	2	5.38884229938539E-5
19.24	7	1.88609480478489E-4
19.26	0	0
19.28	0	0
19.3	-5	-1.34721057484635E-4
19.32	-7	-1.88609480478489E-4
19.34	8	2.15553691975416E-4
19.36	6	1.61665268981562E-4
19.38	12	3.23330537963124E-4
19.4	13	3.5027474946005E-4
19.42	12	3.23330537963124E-4
19.44	11	2.96386326466197E-4
19.46	2	5.38884229938539E-5
19.48	-2	-5.38884229938539E-5
19.5	-7	-1.88609480478489E-4
19.52	-7	-1.88609480478489E-4
19.54	-4	-1.07776845987708E-4
19.56	12	3.23330537963124E-4
19.58	7	1.88609480478489E-4
19.6	5	1.34721057484635E-4
19.62	15	4.04163172453904E-4
19.64	8	2.15553691975416E-4
19.66	11	2.96386326466197E-4
19.68	4	1.07776845987708E-4
19.7	13	3.5027474946005E-4
19.72	2	5.38884229938539E-5
19.74	13	3.5027474946005E-4
19.76	5	1.34721057484635E-4
19.78	3	8.08326344907809E-5
19.8	3	8.08326344907809E-5
19.82	8	2.15553691975416E-4
19.84	13	3.5027474946005E-4
19.86	10	2.6944211496927E-4
19.88	25	6.73605287423174E-4
19.9	6	1.61665268981562E-4
19.92	18	4.84995806944685E-4
19.94	-3	-8.08326344907809E-5
19.96	10	2.6944211496927E-4
19.98	8	2.15553691975416E-4
20	5	1.34721057484635E-4
20.02	4	1.07776845987708E-4
20.04	14	3.77218960956977E-4
20.06	21	5.65828441435466E-4
20.08	23	6.1971686442932E-4
20.1	17	4.58051595447758E-4
20.12	6	1.61665268981562E-4
20.14	3	8.08326344907809E-5
20.16	4	1.07776845987708E-4
20.18	17	4.58051595447758E-4
20.2	11	2.96386326466197E-4
20.22	8	2.15553691975416E-4
20.24	4	1.07776845987708E-4
20.26	3	8.08326344907809E-5
20.28	10	2.6944211496927E-4
20.3	8	2.15553691975416E-4
20.32	16	4.31107383950831E-4
20.34	18	4.84995806944685E-4
20.36	-5	-1.34721057484635E-4
20.38	6	1.61665268981562E-4
20.4	7	1.88609480478489E-4
20.42	6	1.61665268981562E-4
20.44	14	3.77218960956977E-4
20.46	10	2.6944211496927E-4
20.48	11	2.96386326466197E-4
20.5	-1	-2.6944211496927E-5
20.52	9	2.42497903472343E-4
20.54	13	3.5027474946005E-4
20.56	10	2.6944211496927E-4
20.58	15	4.04163172453904E-4
20.6	15	4.04163172453904E-4
20.62	12	3.23330537963124E-4
20.64	18	4.84995806944685E-4
20.66	8	2.15553691975416E-4
20.68	19	5.11940018441612E-4
20.7	20	5.38884229938539E-4
20.72	6	1.61665268981562E-4
20.74	-1	-2.6944211496927E-5
20.76	4	1.07776845987708E-4
20.78	7	1.88609480478489E-4
20.8	26	7.00549498920101E-4
20.82	15	4.04163172453904E-4
20.84	17	4.58051595447758E-4
20.86	8	2.15553691975416E-4
20.88	15	4.04163172453904E-4
20.9	23	6.1971686442932E-4
20.92	-3	-8.08326344907809E-5
20.94	4	1.07776845987708E-4
20.96	12	3.23330537963124E-4
20.98	6	1.61665268981562E-4
21	-3	-8.08326344907809E-5
21.02	5	1.34721057484635E-4
21.04	-5	-1.34721057484635E-4
21.06	4	1.07776845987708E-4
21.08	22	5.92772652932393E-4
21.1	7	1.88609480478489E-4
21.12	3	8.08326344907809E-5
21.14	2	5.38884229938539E-5
21.16	12	3.23330537963124E-4
21.18	5	1.34721057484635E-4
21.2	0	0
21.22	5	1.34721057484635E-4
21.24	14	3.77218960956977E-4
21.26	11	2.96386326466197E-4
21.28	1	2.6944211496927E-5
21.3	14	3.77218960956977E-4
21.32	1	2.6944211496927E-5
21.34	6	1.61665268981562E-4
21.36	6	1.61665268981562E-4
21.38	-7	-1.88609480478489E-4
21.4	-10	-2.6944211496927E-4
21.42	-9	-2.42497903472343E-4
21.44	4	1.07776845987708E-4
21.46	9	2.42497903472343E-4
21.48	14	3.77218960956977E-4
21.5	11	2.96386326466197E-4
21.52	8	2.15553691975416E-4
21.54	2	5.38884229938539E-5
21.56	-3	-8.08326344907809E-5
21.58	3	8.08326344907809E-5
21.6	-1	-2.6944211496927E-5
21.62	4	1.07776845987708E-4
21.64	5	1.34721057484635E-4
21.66	11	2.96386326466197E-4
21.68	6	1.61665268981562E-4
21.7	1	2.6944211496927E-5
21.72	12	3.23330537963124E-4
21.74	6	1.61665268981562E-4
21.76	8	2.15553691975416E-4
21.78	3	8.08326344907809E-5
21.8	1	2.6944211496927E-5
21.82	12	3.23330537963124E-4
21.84	8	2.15553691975416E-4
21.86	2	5.38884229938539E-5
21.88	6	1.61665268981562E-4
21.9	3	8.08326344907809E-5
21.92	3	8.08326344907809E-5
21.94	13	3.5027474946005E-4
21.96	13	3.5027474946005E-4
21.98	-3	-8.08326344907809E-5
22	-6	-1.61665268981562E-4
22.02	3	8.08326344907809E-5
22.04	9	2.42497903472343E-4
22.06	4	1.07776845987708E-4
22.08	-1	-2.6944211496927E-5
22.1	-17	-4.58051595447758E-4
22.12	-2	-5.38884229938539E-5
22.14	-10	-2.6944211496927E-4
22.16	-11	-2.96386326466197E-4
22.18	20	5.38884229938539E-4
22.2	11	2.96386326466197E-4
22.22	6	1.61665268981562E-4
22.24	9	2.42497903472343E-4
22.26	14	3.77218960956977E-4
22.28	6	1.61665268981562E-4
22.3	6	1.61665268981562E-4
22.32	2	5.38884229938539E-5
22.34	13	3.5027474946005E-4
22.36	11	2.96386326466197E-4
22.38	10	2.6944211496927E-4
22.4	14	3.77218960956977E-4
22.42	14	3.77218960956977E-4
22.44	9	2.42497903472343E-4
22.46	7	1.88609480478489E-4
22.48	-6	-1.61665268981562E-4
22.5	0	0
22.52	3	8.08326344907809E-5
22.54	-12	-3.23330537963124E-4
22.56	-4	-1.07776845987708E-4
22.58	16	4.31107383950831E-4
22.6	3	8.08326344907809E-5
22.62	7	1.88609480478489E-4
22.64	11	2.96386326466197E-4
22.66	15	4.04163172453904E-4
22.68	11	2.96386326466197E-4
22.7	4	1.07776845987708E-4
22.72	9	2.42497903472343E-4
22.74	16	4.31107383950831E-4
22.76	-1	-2.6944211496927E-5
22.78	0	0
22.8	7	1.88609480478489E-4
22.82	7	1.88609480478489E-4
22.84	2	5.38884229938539E-5
22.86	14	3.77218960956977E-4
22.88	9	2.42497903472343E-4
22.9	-6	-1.61665268981562E-4
22.92	7	1.88609480478489E-4
22.94	14	3.77218960956977E-4
22.96	20	5.38884229938539E-4
22.98	6	1.61665268981562E-4
23	-3	-8.08326344907809E-5
23.02	11	2.96386326466197E-4
23.04	21	5.65828441435466E-4
23.06	1	2.6944211496927E-5
23.08	8	2.15553691975416E-4
23.1	6	1.61665268981562E-4
23.12	7	1.88609480478489E-4
23.14	4	1.07776845987708E-4
23.16	-1	-2.6944211496927E-5
23.18	6	1.61665268981562E-4
23.2	-1	-2.6944211496927E-5
23.22	3	8.08326344907809E-5
23.24	-1	-2.6944211496927E-5
23.26	5	1.34721057484635E-4
23.28	7	1.88609480478489E-4
23.3	6	1.61665268981562E-4
23.32	4	1.07776845987708E-4
23.34	-7	-1.88609480478489E-4
23.36	-8	-2.15553691975416E-4
23.38	-12	-3.23330537963124E-4
23.4	-10	-2.6944211496927E-4
23.42	-6	-1.61665268981562E-4
23.44	-5	-1.34721057484635E-4
23.46	3	8.08326344907809E-5
23.48	3	8.08326344907809E-5
23.5	8	2.15553691975416E-4
23.52	15	4.04163172453904E-4
23.54	13	3.5027474946005E-4
23.56	18	4.84995806944685E-4
23.58	6	1.61665268981562E-4
23.6	7	1.88609480478489E-4
23.62	1	2.6944211496927E-5
23.64	5	1.34721057484635E-4
23.66	16	4.31107383950831E-4
23.68	-2	-5.38884229938539E-5
23.7	-2	-5.38884229938539E-5
23.72	-3	-8.08326344907809E-5
23.74	8	2.15553691975416E-4
23.76	4	1.07776845987708E-4
23.78	9	2.42497903472343E-4
23.8	2	5.38884229938539E-5
23.82	13	3.5027474946005E-4
23.84	6	1.61665268981562E-4
23.86	1	2.6944211496927E-5
23.88	3	8.08326344907809E-5
23.9	5	1.34721057484635E-4
23.92	11	2.96386326466197E-4
23.94	16	4.31107383950831E-4
23.96	11	2.96386326466197E-4
23.98	-3	-8.08326344907809E-5
24	8	2.15553691975416E-4
24.02	5	1.34721057484635E-4
24.04	0	0
24.06	-14	-3.77218960956977E-4
24.08	3	8.08326344907809E-5
24.1	8	2.15553691975416E-4
24.12	-1	-2.6944211496927E-5
24.14	6	1.61665268981562E-4
24.16	9	2.42497903472343E-4
24.18	7	1.88609480478489E-4
24.2	15	4.04163172453904E-4
24.22	5	1.34721057484635E-4
24.24	2	5.38884229938539E-5
24.26	33	8.8915897939859E-4
24.28	22	5.92772652932393E-4
24.3	3	8.08326344907809E-5
24.32	5	1.34721057484635E-4
24.34	8	2.15553691975416E-4
24.36	13	3.5027474946005E-4
24.38	10	2.6944211496927E-4
24.4	14	3.77218960956977E-4
24.42	13	3.5027474946005E-4
24.44	11	2.96386326466197E-4
24.46	10	2.6944211496927E-4
24.48	17	4.58051595447758E-4
24.5	24	6.46661075926247E-4
24.52	9	2.42497903472343E-4
24.54	3	8.08326344907809E-5
24.56	3	8.08326344907809E-5
24.58	6	1.61665268981562E-4
24.6	9	2.42497903472343E-4
24.62	4	1.07776845987708E-4
24.64	1	2.6944211496927E-5
24.66	4	1.07776845987708E-4
24.68	12	3.23330537963124E-4
24.7	15	4.04163172453904E-4
24.72	-9	-2.42497903472343E-4
24.74	1	2.6944211496927E-5
24.76	-1	-2.6944211496927E-5
24.78	4	1.07776845987708E-4
24.8	13	3.5027474946005E-4
24.82	8	2.15553691975416E-4
24.84	-2	-5.38884229938539E-5
24.86	0	0
24.88	-5	-1.34721057484635E-4
24.9	15	4.04163172453904E-4
24.92	6	1.61665268981562E-4
24.94	-5	-1.34721057484635E-4
24.96	14	3.77218960956977E-4
24.98	7	1.88609480478489E-4
25	6	1.61665268981562E-4
25.02	2	5.38884229938539E-5
25.04	4	1.07776845987708E-4
25.06	-1	-2.6944211496927E-5
25.08	1	2.6944211496927E-5
25.1	-1	-2.6944211496927E-5
25.12	-1	-2.6944211496927E-5
25.14	4	1.07776845987708E-4
25.16	4	1.07776845987708E-4
25.18	7	1.88609480478489E-4
25.2	7	1.88609480478489E-4
25.22	2	5.38884229938539E-5
25.24	-7	-1.88609480478489E-4
25.26	-10	-2.6944211496927E-4
25.28	10	2.6944211496927E-4
25.3	15	4.04163172453904E-4
25.32	5	1.34721057484635E-4
25.34	11	2.96386326466197E-4
25.36	15	4.04163172453904E-4
25.38	19	5.11940018441612E-4
25.4	-2	-5.38884229938539E-5
25.42	8	2.15553691975416E-4
25.44	16	4.31107383950831E-4
25.46	14	3.77218960956977E-4
25.48	14	3.77218960956977E-4
25.5	12	3.23330537963124E-4
25.52	3	8.08326344907809E-5
25.54	7	1.88609480478489E-4
25.56	9	2.42497903472343E-4
25.58	0	0
25.6	2	5.38884229938539E-5
25.62	23	6.1971686442932E-4
25.64	19	5.11940018441612E-4
25.66	7	1.88609480478489E-4
25.68	7	1.88609480478489E-4
25.7	-5	-1.34721057484635E-4
25.72	-15	-4.04163172453904E-4
25.74	10	2.6944211496927E-4
25.76	18	4.84995806944685E-4
25.78	5	1.34721057484635E-4
25.8	10	2.6944211496927E-4
25.82	18	4.84995806944685E-4
25.84	13	3.5027474946005E-4
25.86	4	1.07776845987708E-4
25.88	2	5.38884229938539E-5
25.9	-1	-2.6944211496927E-5
25.92	11	2.96386326466197E-4
25.94	15	4.04163172453904E-4
25.96	16	4.31107383950831E-4
25.98	0	0
26	-5	-1.34721057484635E-4
26.02	-3	-8.08326344907809E-5
26.04	0	0
26.06	13	3.5027474946005E-4
26.08	4	1.07776845987708E-4
26.1	10	2.6944211496927E-4
26.12	2	5.38884229938539E-5
26.14	5	1.34721057484635E-4
26.16	8	2.15553691975416E-4
26.18	5	1.34721057484635E-4
26.2	14	3.77218960956977E-4
26.22	21	5.65828441435466E-4
26.24	16	4.31107383950831E-4
26.26	11	2.96386326466197E-4
26.28	4	1.07776845987708E-4
26.3	2	5.38884229938539E-5
26.32	-2	-5.38884229938539E-5
26.34	5	1.34721057484635E-4
26.36	11	2.96386326466197E-4
26.38	12	3.23330537963124E-4
26.4	10	2.6944211496927E-4
26.42	-1	-2.6944211496927E-5
26.44	-1	-2.6944211496927E-5
26.46	14	3.77218960956977E-4
26.48	7	1.88609480478489E-4
26.5	9	2.42497903472343E-4
26.52	12	3.23330537963124E-4
26.54	25	6.73605287423174E-4
26.56	4	1.07776845987708E-4
26.58	2	5.38884229938539E-5
26.6	-1	-2.6944211496927E-5
26.62	6	1.61665268981562E-4
26.64	8	2.15553691975416E-4
26.66	3	8.08326344907809E-5
26.68	5	1.34721057484635E-4
26.7	22	5.92772652932393E-4
26.72	15	4.04163172453904E-4
26.74	16	4.31107383950831E-4
26.76	1	2.6944211496927E-5
26.78	-5	-1.34721057484635E-4
26.8	14	3.77218960956977E-4
26.82	5	1.34721057484635E-4
26.84	6	1.61665268981562E-4
26.86	12	3.23330537963124E-4
26.88	0	0
26.9	3	8.08326344907809E-5
26.92	12	3.23330537963124E-4
26.94	-2	-5.38884229938539E-5
26.96	11	2.96386326466197E-4
26.98	4	1.07776845987708E-4
27	-6	-1.61665268981562E-4
27.02	11	2.96386326466197E-4
27.04	6	1.61665268981562E-4
27.06	24	6.46661075926247E-4
27.08	24	6.46661075926247E-4
27.1	15	4.04163172453904E-4
27.12	13	3.5027474946005E-4
27.14	-3	-8.08326344907809E-5
27.16	-4	-1.07776845987708E-4
27.18	-7	-1.88609480478489E-4
27.2	8	2.15553691975416E-4
27.22	2	5.38884229938539E-5
27.24	-3	-8.08326344907809E-5
27.26	5	1.34721057484635E-4
27.28	0	0
27.3	5	1.34721057484635E-4
27.32	24	6.46661075926247E-4
27.34	15	4.04163172453904E-4
27.36	29	7.81382133410882E-4
27.38	20	5.38884229938539E-4
27.4	5	1.34721057484635E-4
27.42	-9	-2.42497903472343E-4
27.44	2	5.38884229938539E-5
27.46	2	5.38884229938539E-5
27.48	-11	-2.96386326466197E-4
27.5	3	8.08326344907809E-5
27.52	5	1.34721057484635E-4
27.54	-2	-5.38884229938539E-5
27.56	8	2.15553691975416E-4
27.58	12	3.23330537963124E-4
27.6	-2	-5.38884229938539E-5
27.62	-7	-1.88609480478489E-4
27.64	6	1.61665268981562E-4
27.66	11	2.96386326466197E-4
27.68	21	5.65828441435466E-4
27.7	-4	-1.07776845987708E-4
27.72	0	0
27.74	0	0
27.76	6	1.61665268981562E-4
27.78	3	8.08326344907809E-5
27.8	2	5.38884229938539E-5
27.82	3	8.08326344907809E-5
27.84	4	1.07776845987708E-4
27.86	7	1.88609480478489E-4
27.88	11	2.96386326466197E-4
27.9	14	3.77218960956977E-4
27.92	8	2.15553691975416E-4
27.94	6	1.61665268981562E-4
27.96	-4	-1.07776845987708E-4
27.98	8	2.15553691975416E-4
28	7	1.88609480478489E-4
28.02	-4	-1.07776845987708E-4
28.04	0	0
28.06	10	2.6944211496927E-4
28.08	14	3.77218960956977E-4
28.1	18	4.84995806944685E-4
28.12	4	1.07776845987708E-4
28.14	-1	-2.6944211496927E-5
28.16	4	1.07776845987708E-4
28.18	11	2.96386326466197E-4
28.2	4	1.07776845987708E-4
28.22	-5	-1.34721057484635E-4
28.24	8	2.15553691975416E-4
28.26	13	3.5027474946005E-4
28.28	3	8.08326344907809E-5
28.3	9	2.42497903472343E-4
28.32	3	8.08326344907809E-5
28.34	10	2.6944211496927E-4
28.36	12	3.23330537963124E-4
28.38	3	8.08326344907809E-5
28.4	9	2.42497903472343E-4
28.42	13	3.5027474946005E-4
28.44	17	4.58051595447758E-4
28.46	4	1.07776845987708E-4
28.48	8	2.15553691975416E-4
28.5	6	1.61665268981562E-4
28.52	6	1.61665268981562E-4
28.54	12	3.23330537963124E-4
28.56	10	2.6944211496927E-4
28.58	2	5.38884229938539E-5
28.6	8	2.15553691975416E-4
28.62	10	2.6944211496927E-4
28.64	4	1.07776845987708E-4
28.66	21	5.65828441435466E-4
28.68	22	5.92772652932393E-4
28.7	5	1.34721057484635E-4
28.72	-2	-5.38884229938539E-5
28.74	10	2.6944211496927E-4
28.76	-3	-8.08326344907809E-5
28.78	10	2.6944211496927E-4
28.8	5	1.34721057484635E-4
28.82	5	1.34721057484635E-4
28.84	9	2.42497903472343E-4
28.86	6	1.61665268981562E-4
28.88	0	0
28.9	5	1.34721057484635E-4
28.92	-5	-1.34721057484635E-4
28.94	8	2.15553691975416E-4
28.96	14	3.77218960956977E-4
28.98	6	1.61665268981562E-4
29	10	2.6944211496927E-4
29.02	11	2.96386326466197E-4
29.04	7	1.88609480478489E-4
29.06	8	2.15553691975416E-4
29.08	0	0
29.1	4	1.07776845987708E-4
29.12	-1	-2.6944211496927E-5
29.14	3	8.08326344907809E-5
29.16	12	3.23330537963124E-4
29.18	19	5.11940018441612E-4
29.2	1	2.6944211496927E-5
29.22	1	2.6944211496927E-5
29.24	1	2.6944211496927E-5
29.26	4	1.07776845987708E-4
29.28	-2	-5.38884229938539E-5
29.3	2	5.38884229938539E-5
29.32	14	3.77218960956977E-4
29.34	16	4.31107383950831E-4
29.36	11	2.96386326466197E-4
29.38	8	2.15553691975416E-4
29.4	-2	-5.38884229938539E-5
29.42	15	4.04163172453904E-4
29.44	13	3.5027474946005E-4
29.46	4	1.07776845987708E-4
29.48	7	1.88609480478489E-4
29.5	3	8.08326344907809E-5
29.52	12	3.23330537963124E-4
29.54	13	3.5027474946005E-4
29.56	7	1.88609480478489E-4
29.58	-11	-2.96386326466197E-4
29.6	-11	-2.96386326466197E-4
29.62	-2	-5.38884229938539E-5
29.64	3	8.08326344907809E-5
29.66	3	8.08326344907809E-5
29.68	22	5.92772652932393E-4
29.7	15	4.04163172453904E-4
29.72	-4	-1.07776845987708E-4
29.74	-9	-2.42497903472343E-4
29.76	6	1.61665268981562E-4
29.78	13	3.5027474946005E-4
29.8	1	2.6944211496927E-5
29.82	8	2.15553691975416E-4
29.84	-1	-2.6944211496927E-5
29.86	1	2.6944211496927E-5
29.88	7	1.88609480478489E-4
29.9	9	2.42497903472343E-4
29.92	-10	-2.6944211496927E-4
29.94	-5	-1.34721057484635E-4
29.96	5	1.34721057484635E-4
29.98	5	1.34721057484635E-4
30	24	6.46661075926247E-4
30.02	5	1.34721057484635E-4
30.04	1	2.6944211496927E-5
30.06	3	8.08326344907809E-5
30.08	9	2.42497903472343E-4
30.1	31	8.35270556404736E-4
30.12	17	4.58051595447758E-4
30.14	8	2.15553691975416E-4
30.16	0	0
30.18	0	0
30.2	-6	-1.61665268981562E-4
30.22	12	3.23330537963124E-4
30.24	-3	-8.08326344907809E-5
30.26	-8	-2.15553691975416E-4
30.28	-4	-1.07776845987708E-4
30.3	-1	-2.6944211496927E-5
30.32	-12	-3.23330537963124E-4
30.34	-5	-1.34721057484635E-4
30.36	-5	-1.34721057484635E-4
30.38	-10	-2.6944211496927E-4
30.4	5	1.34721057484635E-4
30.42	2	5.38884229938539E-5
30.44	13	3.5027474946005E-4
30.46	7	1.88609480478489E-4
30.48	17	4.58051595447758E-4
30.5	9	2.42497903472343E-4
30.52	7	1.88609480478489E-4
30.54	-7	-1.88609480478489E-4
30.56	-4	-1.07776845987708E-4
30.58	8	2.15553691975416E-4
30.6	11	2.96386326466197E-4
30.62	9	2.42497903472343E-4
30.64	2	5.38884229938539E-5
30.66	4	1.07776845987708E-4
30.68	15	4.04163172453904E-4
30.7	4	1.07776845987708E-4
30.72	2	5.38884229938539E-5
30.74	-2	-5.38884229938539E-5
30.76	6	1.61665268981562E-4
30.78	17	4.58051595447758E-4
30.8	0	0
30.82	-4	-1.07776845987708E-4
30.84	-5	-1.34721057484635E-4
30.86	1	2.6944211496927E-5
30.88	-2	-5.38884229938539E-5
30.9	10	2.6944211496927E-4
30.92	9	2.42497903472343E-4
30.94	-4	-1.07776845987708E-4
30.96	8	2.15553691975416E-4
30.98	4	1.07776845987708E-4
31	19	5.11940018441612E-4
31.02	12	3.23330537963124E-4
31.04	-5	-1.34721057484635E-4
31.06	1	2.6944211496927E-5
31.08	22	5.92772652932393E-4
31.1	3	8.08326344907809E-5
31.12	8	2.15553691975416E-4
31.14	8	2.15553691975416E-4
31.16	1	2.6944211496927E-5
31.18	-1	-2.6944211496927E-5
31.2	1	2.6944211496927E-5
31.22	9	2.42497903472343E-4
31.24	1	2.6944211496927E-5
31.26	14	3.77218960956977E-4
31.28	11	2.96386326466197E-4
31.3	5	1.34721057484635E-4
31.32	-8	-2.15553691975416E-4
31.34	-2	-5.38884229938539E-5
31.36	-4	-1.07776845987708E-4
31.38	-8	-2.15553691975416E-4
31.4	3	8.08326344907809E-5
31.42	19	5.11940018441612E-4
31.44	0	0
31.46	10	2.6944211496927E-4
31.48	12	3.23330537963124E-4
31.5	19	5.11940018441612E-4
31.52	6	1.61665268981562E-4
31.54	-6	-1.61665268981562E-4
31.56	-14	-3.77218960956977E-4
31.58	-6	-1.61665268981562E-4
31.6	0	0
31.62	10	2.6944211496927E-4
31.64	-2	-5.38884229938539E-5
31.66	-4	-1.07776845987708E-4
31.68	14	3.77218960956977E-4
31.7	-3	-8.08326344907809E-5
31.72	1	2.6944211496927E-5
31.74	8	2.15553691975416E-4
31.76	-5	-1.34721057484635E-4
31.78	-5	-1.34721057484635E-4
31.8	-8	-2.15553691975416E-4
31.82	2	5.38884229938539E-5
31.84	9	2.42497903472343E-4
31.86	27	7.27493710417028E-4
31.88	13	3.5027474946005E-4
31.9	6	1.61665268981562E-4
31.92	-7	-1.88609480478489E-4
31.94	0	0
31.96	13	3.5027474946005E-4
31.98	8	2.15553691975416E-4
32	2	5.38884229938539E-5
32.02	5	1.34721057484635E-4
32.04	6	1.61665268981562E-4
32.06	3	8.08326344907809E-5
32.08	3	8.08326344907809E-5
32.1	16	4.31107383950831E-4
32.12	16	4.31107383950831E-4
32.14	3	8.08326344907809E-5
32.16	9	2.42497903472343E-4
32.18	1	2.6944211496927E-5
32.2	-7	-1.88609480478489E-4
32.22	-2	-5.38884229938539E-5
32.24	-9	-2.42497903472343E-4
32.26	-1	-2.6944211496927E-5
32.28	2	5.38884229938539E-5
32.3	-7	-1.88609480478489E-4
32.32	-3	-8.08326344907809E-5
32.34	10	2.6944211496927E-4
32.36	14	3.77218960956977E-4
32.38	-3	-8.08326344907809E-5
32.4	-6	-1.61665268981562E-4
32.42	10	2.6944211496927E-4
32.44	7	1.88609480478489E-4
32.46	6	1.61665268981562E-4
32.48	3	8.08326344907809E-5
