Time [µs]	D2 v2J6	D2 v2J6	
	150k shots	150k shots	
Laser Power [mJ]		power corrected	
3.04	9	2.26361013926856E-4
3.06	12	3.01814685235808E-4
3.08	9	2.26361013926856E-4
3.1	1	2.51512237696506E-5
3.12	1	2.51512237696506E-5
3.14	0	0
3.16	6	1.50907342617904E-4
3.18	3	7.54536713089519E-5
3.2	-4	-1.00604895078602E-4
3.22	-3	-7.54536713089519E-5
3.24	3	7.54536713089519E-5
3.26	-4	-1.00604895078602E-4
3.28	4	1.00604895078602E-4
3.3	4	1.00604895078602E-4
3.32	-2	-5.03024475393012E-5
3.34	-8	-2.01209790157205E-4
3.36	2	5.03024475393012E-5
3.38	2	5.03024475393012E-5
3.4	15	3.77268356544759E-4
3.42	-1	-2.51512237696506E-5
3.44	6	1.50907342617904E-4
3.46	-2	-5.03024475393012E-5
3.48	-4	-1.00604895078602E-4
3.5	-2	-5.03024475393012E-5
3.52	-12	-3.01814685235808E-4
3.54	-12	-3.01814685235808E-4
3.56	-6	-1.50907342617904E-4
3.58	7	1.76058566387554E-4
3.6	7	1.76058566387554E-4
3.62	-2	-5.03024475393012E-5
3.64	-1	-2.51512237696506E-5
3.66	1	2.51512237696506E-5
3.68	-9	-2.26361013926856E-4
3.7	-2	-5.03024475393012E-5
3.72	-2	-5.03024475393012E-5
3.74	8	2.01209790157205E-4
3.76	10	2.51512237696506E-4
3.78	3	7.54536713089519E-5
3.8	10	2.51512237696506E-4
3.82	7	1.76058566387554E-4
3.84	3	7.54536713089519E-5
3.86	-3	-7.54536713089519E-5
3.88	-10	-2.51512237696506E-4
3.9	-2	-5.03024475393012E-5
3.92	-4	-1.00604895078602E-4
3.94	-3	-7.54536713089519E-5
3.96	-3	-7.54536713089519E-5
3.98	1	2.51512237696506E-5
4	-2	-5.03024475393012E-5
4.02	3	7.54536713089519E-5
4.04	-3	-7.54536713089519E-5
4.06	3	7.54536713089519E-5
4.08	-1	-2.51512237696506E-5
4.1	0	0
4.12	2	5.03024475393012E-5
4.14	-9	-2.26361013926856E-4
4.16	-13	-3.26965909005458E-4
4.18	-3	-7.54536713089519E-5
4.2	-5	-1.25756118848253E-4
4.22	-5	-1.25756118848253E-4
4.24	-1	-2.51512237696506E-5
4.26	-11	-2.76663461466157E-4
4.28	-6	-1.50907342617904E-4
4.3	4	1.00604895078602E-4
4.32	3	7.54536713089519E-5
4.34	-10	-2.51512237696506E-4
4.36	-13	-3.26965909005458E-4
4.38	-10	-2.51512237696506E-4
4.4	-10	-2.51512237696506E-4
4.42	-9	-2.26361013926856E-4
4.44	2	5.03024475393012E-5
4.46	-5	-1.25756118848253E-4
4.48	1	2.51512237696506E-5
4.5	-12	-3.01814685235808E-4
4.52	-5	-1.25756118848253E-4
4.54	4	1.00604895078602E-4
4.56	5	1.25756118848253E-4
4.58	2	5.03024475393012E-5
4.6	-2	-5.03024475393012E-5
4.62	-15	-3.77268356544759E-4
4.64	-6	-1.50907342617904E-4
4.66	3	7.54536713089519E-5
4.68	-5	-1.25756118848253E-4
4.7	-5	-1.25756118848253E-4
4.72	16	4.0241958031441E-4
4.74	7	1.76058566387554E-4
4.76	16	4.0241958031441E-4
4.78	4	1.00604895078602E-4
4.8	8	2.01209790157205E-4
4.82	9	2.26361013926856E-4
4.84	4	1.00604895078602E-4
4.86	-6	-1.50907342617904E-4
4.88	-8	-2.01209790157205E-4
4.9	-2	-5.03024475393012E-5
4.92	1	2.51512237696506E-5
4.94	8	2.01209790157205E-4
4.96	10	2.51512237696506E-4
4.98	3	7.54536713089519E-5
5	-11	-2.76663461466157E-4
5.02	-15	-3.77268356544759E-4
5.04	-10	-2.51512237696506E-4
5.06	2	5.03024475393012E-5
5.08	-11	-2.76663461466157E-4
5.1	-9	-2.26361013926856E-4
5.12	-3	-7.54536713089519E-5
5.14	-6	-1.50907342617904E-4
5.16	-3	-7.54536713089519E-5
5.18	3	7.54536713089519E-5
5.2	14	3.52117132775109E-4
5.22	21	5.28175699162663E-4
5.24	6	1.50907342617904E-4
5.26	3	7.54536713089519E-5
5.28	5	1.25756118848253E-4
5.3	4	1.00604895078602E-4
5.32	-7	-1.76058566387554E-4
5.34	-17	-4.27570804084061E-4
5.36	7	1.76058566387554E-4
5.38	14	3.52117132775109E-4
5.4	3	7.54536713089519E-5
5.42	9	2.26361013926856E-4
5.44	1	2.51512237696506E-5
5.46	3	7.54536713089519E-5
5.48	-1	-2.51512237696506E-5
5.5	-2	-5.03024475393012E-5
5.52	-10	-2.51512237696506E-4
5.54	10	2.51512237696506E-4
5.56	27	6.79083041780567E-4
5.58	10	2.51512237696506E-4
5.6	2	5.03024475393012E-5
5.62	-14	-3.52117132775109E-4
5.64	-10	-2.51512237696506E-4
5.66	14	3.52117132775109E-4
5.68	-2	-5.03024475393012E-5
5.7	-7	-1.76058566387554E-4
5.72	-18	-4.52722027853711E-4
5.74	-20	-5.03024475393012E-4
5.76	-13	-3.26965909005458E-4
5.78	13	3.26965909005458E-4
5.8	16	4.0241958031441E-4
5.82	0	0
5.84	3	7.54536713089519E-5
5.86	18	4.52722027853711E-4
5.88	21	5.28175699162663E-4
5.9	-2	-5.03024475393012E-5
5.92	-1	-2.51512237696506E-5
5.94	3	7.54536713089519E-5
5.96	0	0
5.98	-21	-5.28175699162663E-4
6	-23	-5.78478146701964E-4
6.02	-3	-7.54536713089519E-5
6.04	5	1.25756118848253E-4
6.06	4	1.00604895078602E-4
6.08	-12	-3.01814685235808E-4
6.1	-1	-2.51512237696506E-5
6.12	2	5.03024475393012E-5
6.14	12	3.01814685235808E-4
6.16	12	3.01814685235808E-4
6.18	-2	-5.03024475393012E-5
6.2	-19	-4.77873251623362E-4
6.22	-10	-2.51512237696506E-4
6.24	5	1.25756118848253E-4
6.26	-3	-7.54536713089519E-5
6.28	-1	-2.51512237696506E-5
6.3	9	2.26361013926856E-4
6.32	-3	-7.54536713089519E-5
6.34	-4	-1.00604895078602E-4
6.36	-11	-2.76663461466157E-4
6.38	4	1.00604895078602E-4
6.4	7	1.76058566387554E-4
6.42	24	6.03629370471615E-4
6.44	4	1.00604895078602E-4
6.46	6	1.50907342617904E-4
6.48	12	3.01814685235808E-4
6.5	-9	-2.26361013926856E-4
6.52	10	2.51512237696506E-4
6.54	4	1.00604895078602E-4
6.56	13	3.26965909005458E-4
6.58	18	4.52722027853711E-4
6.6	9	2.26361013926856E-4
6.62	-2	-5.03024475393012E-5
6.64	-21	-5.28175699162663E-4
6.66	-17	-4.27570804084061E-4
6.68	-21	-5.28175699162663E-4
6.7	2	5.03024475393012E-5
6.72	3	7.54536713089519E-5
6.74	16	4.0241958031441E-4
6.76	6	1.50907342617904E-4
6.78	-4	-1.00604895078602E-4
6.8	1	2.51512237696506E-5
6.82	-3	-7.54536713089519E-5
6.84	-5	-1.25756118848253E-4
6.86	1	2.51512237696506E-5
6.88	-23	-5.78478146701964E-4
6.9	-28	-7.04234265550217E-4
6.92	-11	-2.76663461466157E-4
6.94	-6	-1.50907342617904E-4
6.96	-4	-1.00604895078602E-4
6.98	-6	-1.50907342617904E-4
7	6	1.50907342617904E-4
7.02	-10	-2.51512237696506E-4
7.04	-13	-3.26965909005458E-4
7.06	-4	-1.00604895078602E-4
7.08	4	1.00604895078602E-4
7.1	1	2.51512237696506E-5
7.12	7	1.76058566387554E-4
7.14	7	1.76058566387554E-4
7.16	-7	-1.76058566387554E-4
7.18	-8	-2.01209790157205E-4
7.2	-13	-3.26965909005458E-4
7.22	-24	-6.03629370471615E-4
7.24	12	3.01814685235808E-4
7.26	5	1.25756118848253E-4
7.28	-9	-2.26361013926856E-4
7.3	-36	-9.05444055707423E-4
7.32	-40	-0.00100604895078602
7.34	-16	-4.0241958031441E-4
7.36	-4	-1.00604895078602E-4
7.38	-9	-2.26361013926856E-4
7.4	-8	-2.01209790157205E-4
7.42	14	3.52117132775109E-4
7.44	-11	-2.76663461466157E-4
7.46	-24	-6.03629370471615E-4
7.48	-36	-9.05444055707423E-4
7.5	-31	-7.79687936859169E-4
7.52	-9	-2.26361013926856E-4
7.54	-8	-2.01209790157205E-4
7.56	5	1.25756118848253E-4
7.58	12	3.01814685235808E-4
7.6	-7	-1.76058566387554E-4
7.62	-9	-2.26361013926856E-4
7.64	5	1.25756118848253E-4
7.66	10	2.51512237696506E-4
7.68	14	3.52117132775109E-4
7.7	23	5.78478146701964E-4
7.72	-2	-5.03024475393012E-5
7.74	-16	-4.0241958031441E-4
7.76	-22	-5.53326922932314E-4
7.78	-7	-1.76058566387554E-4
7.8	8	2.01209790157205E-4
7.82	-5	-1.25756118848253E-4
7.84	-11	-2.76663461466157E-4
7.86	-15	-3.77268356544759E-4
7.88	10	2.51512237696506E-4
7.9	5	1.25756118848253E-4
7.92	1	2.51512237696506E-5
7.94	2	5.03024475393012E-5
7.96	-1	-2.51512237696506E-5
7.98	-10	-2.51512237696506E-4
8	-5	-1.25756118848253E-4
8.02	-5	-1.25756118848253E-4
8.04	4	1.00604895078602E-4
8.06	10	2.51512237696506E-4
8.08	-1	-2.51512237696506E-5
8.1	-17	-4.27570804084061E-4
8.12	0	0
8.14	7	1.76058566387554E-4
8.16	3	7.54536713089519E-5
8.18	-6	-1.50907342617904E-4
8.2	-1	-2.51512237696506E-5
8.22	-15	-3.77268356544759E-4
8.24	-9	-2.26361013926856E-4
8.26	-9	-2.26361013926856E-4
8.28	-1	-2.51512237696506E-5
8.3	-2	-5.03024475393012E-5
8.32	-2	-5.03024475393012E-5
8.34	-12	-3.01814685235808E-4
8.36	6	1.50907342617904E-4
8.38	14	3.52117132775109E-4
8.4	1	2.51512237696506E-5
8.42	-1	-2.51512237696506E-5
8.44	3	7.54536713089519E-5
8.46	-6	-1.50907342617904E-4
8.48	-10	-2.51512237696506E-4
8.5	-10	-2.51512237696506E-4
8.52	-3	-7.54536713089519E-5
8.54	10	2.51512237696506E-4
8.56	9	2.26361013926856E-4
8.58	0	0
8.6	-3	-7.54536713089519E-5
8.62	1	2.51512237696506E-5
8.64	4	1.00604895078602E-4
8.66	15	3.77268356544759E-4
8.68	12	3.01814685235808E-4
8.7	-6	-1.50907342617904E-4
8.72	-3	-7.54536713089519E-5
8.74	-6	-1.50907342617904E-4
8.76	-8	-2.01209790157205E-4
8.78	0	0
8.8	4	1.00604895078602E-4
8.82	-2	-5.03024475393012E-5
8.84	-1	-2.51512237696506E-5
8.86	16	4.0241958031441E-4
8.88	7	1.76058566387554E-4
8.9	0	0
8.92	5	1.25756118848253E-4
8.94	12	3.01814685235808E-4
8.96	3	7.54536713089519E-5
8.98	-3	-7.54536713089519E-5
9	-4	-1.00604895078602E-4
9.02	3	7.54536713089519E-5
9.04	7	1.76058566387554E-4
9.06	-8	-2.01209790157205E-4
9.08	-1	-2.51512237696506E-5
9.1	1	2.51512237696506E-5
9.12	-5	-1.25756118848253E-4
9.14	13	3.26965909005458E-4
9.16	26	6.53931818010916E-4
9.18	21	5.28175699162663E-4
9.2	18	4.52722027853711E-4
9.22	-1	-2.51512237696506E-5
9.24	-5	-1.25756118848253E-4
9.26	2	5.03024475393012E-5
9.28	21	5.28175699162663E-4
9.3	1	2.51512237696506E-5
9.32	4	1.00604895078602E-4
9.34	14	3.52117132775109E-4
9.36	24	6.03629370471615E-4
9.38	22	5.53326922932314E-4
9.4	27	6.79083041780567E-4
9.42	20	5.03024475393012E-4
9.44	5	1.25756118848253E-4
9.46	25	6.28780594241265E-4
9.48	19	4.77873251623362E-4
9.5	17	4.27570804084061E-4
9.52	15	3.77268356544759E-4
9.54	16	4.0241958031441E-4
9.56	17	4.27570804084061E-4
9.58	23	5.78478146701964E-4
9.6	10	2.51512237696506E-4
9.62	13	3.26965909005458E-4
9.64	35	8.80292831937772E-4
9.66	18	4.52722027853711E-4
9.68	17	4.27570804084061E-4
9.7	30	7.54536713089519E-4
9.72	36	9.05444055707423E-4
9.74	37	9.30595279477073E-4
9.76	19	4.77873251623362E-4
9.78	14	3.52117132775109E-4
9.8	25	6.28780594241265E-4
9.82	40	0.00100604895078602
9.84	31	7.79687936859169E-4
9.86	23	5.78478146701964E-4
9.88	32	8.0483916062882E-4
9.9	27	6.79083041780567E-4
9.92	32	8.0483916062882E-4
9.94	32	8.0483916062882E-4
9.96	59	0.00148392220240939
9.98	29	7.29385489319868E-4
10	51	0.00128271241225218
10.02	62	0.00155937587371834
10.04	55	0.00138331730733078
10.06	39	9.80897727016374E-4
10.08	43	0.00108150262209498
10.1	46	0.00115695629340393
10.12	61	0.00153422464994869
10.14	63	0.00158452709748799
10.16	57	0.00143361975487009
10.18	70	0.00176058566387554
10.2	56	0.00140846853110043
10.22	55	0.00138331730733078
10.24	39	9.80897727016374E-4
10.26	37	9.30595279477073E-4
10.28	36	9.05444055707423E-4
10.3	42	0.00105635139832533
10.32	70	0.00176058566387554
10.34	61	0.00153422464994869
10.36	49	0.00123240996471288
10.38	41	0.00103120017455568
10.4	36	9.05444055707423E-4
10.42	42	0.00105635139832533
10.44	46	0.00115695629340393
10.46	39	9.80897727016374E-4
10.48	43	0.00108150262209498
10.5	46	0.00115695629340393
10.52	63	0.00158452709748799
10.54	63	0.00158452709748799
10.56	59	0.00148392220240939
10.58	42	0.00105635139832533
10.6	57	0.00143361975487009
10.62	44	0.00110665384586463
10.64	47	0.00118210751717358
10.66	45	0.00113180506963428
10.68	56	0.00140846853110043
10.7	50	0.00125756118848253
10.72	38	9.55746503246724E-4
10.74	38	9.55746503246724E-4
10.76	48	0.00120725874094323
10.78	45	0.00113180506963428
10.8	49	0.00123240996471288
10.82	49	0.00123240996471288
10.84	50	0.00125756118848253
10.86	43	0.00108150262209498
10.88	54	0.00135816608356113
10.9	53	0.00133301485979148
10.92	32	8.0483916062882E-4
10.94	53	0.00133301485979148
10.96	48	0.00120725874094323
10.98	50	0.00125756118848253
11	58	0.00145877097863974
11.02	32	8.0483916062882E-4
11.04	37	9.30595279477073E-4
11.06	28	7.04234265550217E-4
11.08	52	0.00130786363602183
11.1	42	0.00105635139832533
11.12	47	0.00118210751717358
11.14	50	0.00125756118848253
11.16	48	0.00120725874094323
11.18	41	0.00103120017455568
11.2	58	0.00145877097863974
11.22	42	0.00105635139832533
11.24	38	9.55746503246724E-4
11.26	29	7.29385489319868E-4
11.28	53	0.00133301485979148
11.3	34	8.55141608168121E-4
11.32	26	6.53931818010916E-4
11.34	37	9.30595279477073E-4
11.36	31	7.79687936859169E-4
11.38	23	5.78478146701964E-4
11.4	29	7.29385489319868E-4
11.42	40	0.00100604895078602
11.44	42	0.00105635139832533
11.46	32	8.0483916062882E-4
11.48	41	0.00103120017455568
11.5	37	9.30595279477073E-4
11.52	46	0.00115695629340393
11.54	47	0.00118210751717358
11.56	26	6.53931818010916E-4
11.58	33	8.29990384398471E-4
11.6	40	0.00100604895078602
11.62	30	7.54536713089519E-4
11.64	23	5.78478146701964E-4
11.66	32	8.0483916062882E-4
11.68	44	0.00110665384586463
11.7	24	6.03629370471615E-4
11.72	31	7.79687936859169E-4
11.74	39	9.80897727016374E-4
11.76	40	0.00100604895078602
11.78	45	0.00113180506963428
11.8	25	6.28780594241265E-4
11.82	29	7.29385489319868E-4
11.84	39	9.80897727016374E-4
11.86	32	8.0483916062882E-4
11.88	39	9.80897727016374E-4
11.9	29	7.29385489319868E-4
11.92	36	9.05444055707423E-4
11.94	24	6.03629370471615E-4
11.96	17	4.27570804084061E-4
11.98	19	4.77873251623362E-4
12	24	6.03629370471615E-4
12.02	28	7.04234265550217E-4
12.04	31	7.79687936859169E-4
12.06	37	9.30595279477073E-4
12.08	40	0.00100604895078602
12.1	41	0.00103120017455568
12.12	29	7.29385489319868E-4
12.14	24	6.03629370471615E-4
12.16	39	9.80897727016374E-4
12.18	42	0.00105635139832533
12.2	36	9.05444055707423E-4
12.22	26	6.53931818010916E-4
12.24	18	4.52722027853711E-4
12.26	9	2.26361013926856E-4
12.28	14	3.52117132775109E-4
12.3	20	5.03024475393012E-4
12.32	23	5.78478146701964E-4
12.34	7	1.76058566387554E-4
12.36	3	7.54536713089519E-5
12.38	4	1.00604895078602E-4
12.4	22	5.53326922932314E-4
12.42	27	6.79083041780567E-4
12.44	29	7.29385489319868E-4
12.46	20	5.03024475393012E-4
12.48	31	7.79687936859169E-4
12.5	5	1.25756118848253E-4
12.52	9	2.26361013926856E-4
12.54	11	2.76663461466157E-4
12.56	15	3.77268356544759E-4
12.58	9	2.26361013926856E-4
12.6	22	5.53326922932314E-4
12.62	21	5.28175699162663E-4
12.64	16	4.0241958031441E-4
12.66	15	3.77268356544759E-4
12.68	15	3.77268356544759E-4
12.7	15	3.77268356544759E-4
12.72	11	2.76663461466157E-4
12.74	19	4.77873251623362E-4
12.76	15	3.77268356544759E-4
12.78	8	2.01209790157205E-4
12.8	25	6.28780594241265E-4
12.82	12	3.01814685235808E-4
12.84	14	3.52117132775109E-4
12.86	22	5.53326922932314E-4
12.88	15	3.77268356544759E-4
12.9	13	3.26965909005458E-4
12.92	21	5.28175699162663E-4
12.94	9	2.26361013926856E-4
12.96	9	2.26361013926856E-4
12.98	7	1.76058566387554E-4
13	4	1.00604895078602E-4
13.02	7	1.76058566387554E-4
13.04	14	3.52117132775109E-4
13.06	4	1.00604895078602E-4
13.08	9	2.26361013926856E-4
13.1	12	3.01814685235808E-4
13.12	19	4.77873251623362E-4
13.14	7	1.76058566387554E-4
13.16	15	3.77268356544759E-4
13.18	18	4.52722027853711E-4
13.2	9	2.26361013926856E-4
13.22	10	2.51512237696506E-4
13.24	12	3.01814685235808E-4
13.26	17	4.27570804084061E-4
13.28	10	2.51512237696506E-4
13.3	13	3.26965909005458E-4
13.32	11	2.76663461466157E-4
13.34	9	2.26361013926856E-4
13.36	6	1.50907342617904E-4
13.38	2	5.03024475393012E-5
13.4	9	2.26361013926856E-4
13.42	8	2.01209790157205E-4
13.44	19	4.77873251623362E-4
13.46	10	2.51512237696506E-4
13.48	10	2.51512237696506E-4
13.5	10	2.51512237696506E-4
13.52	18	4.52722027853711E-4
13.54	21	5.28175699162663E-4
13.56	15	3.77268356544759E-4
13.58	11	2.76663461466157E-4
13.6	15	3.77268356544759E-4
13.62	10	2.51512237696506E-4
13.64	10	2.51512237696506E-4
13.66	8	2.01209790157205E-4
13.68	-2	-5.03024475393012E-5
13.7	13	3.26965909005458E-4
13.72	9	2.26361013926856E-4
13.74	-1	-2.51512237696506E-5
13.76	5	1.25756118848253E-4
13.78	3	7.54536713089519E-5
13.8	1	2.51512237696506E-5
13.82	21	5.28175699162663E-4
13.84	21	5.28175699162663E-4
13.86	14	3.52117132775109E-4
13.88	11	2.76663461466157E-4
13.9	3	7.54536713089519E-5
13.92	5	1.25756118848253E-4
13.94	11	2.76663461466157E-4
13.96	17	4.27570804084061E-4
13.98	9	2.26361013926856E-4
14	5	1.25756118848253E-4
14.02	12	3.01814685235808E-4
14.04	11	2.76663461466157E-4
14.06	0	0
14.08	4	1.00604895078602E-4
14.1	-9	-2.26361013926856E-4
14.12	8	2.01209790157205E-4
14.14	15	3.77268356544759E-4
14.16	-2	-5.03024475393012E-5
14.18	-2	-5.03024475393012E-5
14.2	2	5.03024475393012E-5
14.22	-1	-2.51512237696506E-5
14.24	-9	-2.26361013926856E-4
14.26	-9	-2.26361013926856E-4
14.28	-6	-1.50907342617904E-4
14.3	5	1.25756118848253E-4
14.32	9	2.26361013926856E-4
14.34	6	1.50907342617904E-4
14.36	6	1.50907342617904E-4
14.38	-2	-5.03024475393012E-5
14.4	-7	-1.76058566387554E-4
14.42	-6	-1.50907342617904E-4
14.44	-7	-1.76058566387554E-4
14.46	5	1.25756118848253E-4
14.48	11	2.76663461466157E-4
14.5	2	5.03024475393012E-5
14.52	-1	-2.51512237696506E-5
14.54	-16	-4.0241958031441E-4
14.56	4	1.00604895078602E-4
14.58	2	5.03024475393012E-5
14.6	1	2.51512237696506E-5
14.62	-1	-2.51512237696506E-5
14.64	-1	-2.51512237696506E-5
14.66	15	3.77268356544759E-4
14.68	8	2.01209790157205E-4
14.7	-3	-7.54536713089519E-5
14.72	2	5.03024475393012E-5
14.74	8	2.01209790157205E-4
14.76	8	2.01209790157205E-4
14.78	5	1.25756118848253E-4
14.8	12	3.01814685235808E-4
14.82	12	3.01814685235808E-4
14.84	5	1.25756118848253E-4
14.86	11	2.76663461466157E-4
14.88	2	5.03024475393012E-5
14.9	14	3.52117132775109E-4
14.92	4	1.00604895078602E-4
14.94	1	2.51512237696506E-5
14.96	6	1.50907342617904E-4
14.98	7	1.76058566387554E-4
15	2	5.03024475393012E-5
15.02	-3	-7.54536713089519E-5
15.04	0	0
15.06	1	2.51512237696506E-5
15.08	11	2.76663461466157E-4
15.1	8	2.01209790157205E-4
15.12	-4	-1.00604895078602E-4
15.14	-4	-1.00604895078602E-4
15.16	2	5.03024475393012E-5
15.18	-3	-7.54536713089519E-5
15.2	3	7.54536713089519E-5
15.22	3	7.54536713089519E-5
15.24	-12	-3.01814685235808E-4
15.26	4	1.00604895078602E-4
15.28	4	1.00604895078602E-4
15.3	3	7.54536713089519E-5
15.32	-2	-5.03024475393012E-5
15.34	-3	-7.54536713089519E-5
15.36	1	2.51512237696506E-5
15.38	4	1.00604895078602E-4
15.4	2	5.03024475393012E-5
15.42	-2	-5.03024475393012E-5
15.44	3	7.54536713089519E-5
15.46	-2	-5.03024475393012E-5
15.48	-3	-7.54536713089519E-5
15.5	-5	-1.25756118848253E-4
15.52	4	1.00604895078602E-4
15.54	7	1.76058566387554E-4
15.56	-1	-2.51512237696506E-5
15.58	2	5.03024475393012E-5
15.6	8	2.01209790157205E-4
15.62	-1	-2.51512237696506E-5
15.64	1	2.51512237696506E-5
15.66	7	1.76058566387554E-4
15.68	10	2.51512237696506E-4
15.7	6	1.50907342617904E-4
15.72	5	1.25756118848253E-4
15.74	8	2.01209790157205E-4
15.76	-3	-7.54536713089519E-5
15.78	7	1.76058566387554E-4
15.8	14	3.52117132775109E-4
15.82	7	1.76058566387554E-4
15.84	2	5.03024475393012E-5
15.86	-6	-1.50907342617904E-4
15.88	-6	-1.50907342617904E-4
15.9	-5	-1.25756118848253E-4
15.92	-8	-2.01209790157205E-4
15.94	-2	-5.03024475393012E-5
15.96	-6	-1.50907342617904E-4
15.98	5	1.25756118848253E-4
16	1	2.51512237696506E-5
16.02	-1	-2.51512237696506E-5
16.04	7	1.76058566387554E-4
16.06	8	2.01209790157205E-4
16.08	5	1.25756118848253E-4
16.1	-1	-2.51512237696506E-5
16.12	0	0
16.14	-13	-3.26965909005458E-4
16.16	-4	-1.00604895078602E-4
16.18	2	5.03024475393012E-5
16.2	11	2.76663461466157E-4
16.22	5	1.25756118848253E-4
16.24	5	1.25756118848253E-4
16.26	1	2.51512237696506E-5
16.28	2	5.03024475393012E-5
16.3	3	7.54536713089519E-5
16.32	0	0
16.34	-3	-7.54536713089519E-5
16.36	1	2.51512237696506E-5
16.38	-1	-2.51512237696506E-5
16.4	7	1.76058566387554E-4
16.42	5	1.25756118848253E-4
16.44	-2	-5.03024475393012E-5
16.46	-12	-3.01814685235808E-4
16.48	-7	-1.76058566387554E-4
16.5	3	7.54536713089519E-5
16.52	2	5.03024475393012E-5
16.54	-6	-1.50907342617904E-4
16.56	-4	-1.00604895078602E-4
16.58	-2	-5.03024475393012E-5
16.6	-3	-7.54536713089519E-5
16.62	-6	-1.50907342617904E-4
16.64	-5	-1.25756118848253E-4
16.66	2	5.03024475393012E-5
16.68	3	7.54536713089519E-5
16.7	1	2.51512237696506E-5
16.72	2	5.03024475393012E-5
16.74	-5	-1.25756118848253E-4
16.76	-7	-1.76058566387554E-4
16.78	-4	-1.00604895078602E-4
16.8	4	1.00604895078602E-4
16.82	5	1.25756118848253E-4
16.84	8	2.01209790157205E-4
16.86	7	1.76058566387554E-4
16.88	1	2.51512237696506E-5
16.9	0	0
16.92	9	2.26361013926856E-4
16.94	4	1.00604895078602E-4
16.96	6	1.50907342617904E-4
