Time [µs]	D2 v2J6	D2 v2J6	
	150k shots	150k shots	
Laser Power [mJ]		power corrected	
16.98	-1	-2.51512237696506E-5
17	-2	-5.03024475393012E-5
17.02	3	7.54536713089519E-5
17.04	6	1.50907342617904E-4
17.06	5	1.25756118848253E-4
17.08	-3	-7.54536713089519E-5
17.1	-3	-7.54536713089519E-5
17.12	-8	-2.01209790157205E-4
17.14	2	5.03024475393012E-5
17.16	5	1.25756118848253E-4
17.18	6	1.50907342617904E-4
17.2	-7	-1.76058566387554E-4
17.22	-9	-2.26361013926856E-4
17.24	0	0
17.26	-2	-5.03024475393012E-5
17.28	1	2.51512237696506E-5
17.3	9	2.26361013926856E-4
17.32	4	1.00604895078602E-4
17.34	-5	-1.25756118848253E-4
17.36	5	1.25756118848253E-4
17.38	13	3.26965909005458E-4
17.4	-4	-1.00604895078602E-4
17.42	-3	-7.54536713089519E-5
17.44	3	7.54536713089519E-5
17.46	3	7.54536713089519E-5
17.48	5	1.25756118848253E-4
17.5	8	2.01209790157205E-4
17.52	8	2.01209790157205E-4
17.54	8	2.01209790157205E-4
17.56	2	5.03024475393012E-5
17.58	0	0
17.6	4	1.00604895078602E-4
17.62	3	7.54536713089519E-5
17.64	-4	-1.00604895078602E-4
17.66	2	5.03024475393012E-5
17.68	4	1.00604895078602E-4
17.7	0	0
17.72	0	0
17.74	-1	-2.51512237696506E-5
17.76	1	2.51512237696506E-5
17.78	-1	-2.51512237696506E-5
17.8	-7	-1.76058566387554E-4
17.82	5	1.25756118848253E-4
17.84	-5	-1.25756118848253E-4
17.86	1	2.51512237696506E-5
17.88	-1	-2.51512237696506E-5
17.9	2	5.03024475393012E-5
17.92	-4	-1.00604895078602E-4
17.94	3	7.54536713089519E-5
17.96	4	1.00604895078602E-4
17.98	13	3.26965909005458E-4
18	1	2.51512237696506E-5
18.02	-3	-7.54536713089519E-5
18.04	8	2.01209790157205E-4
18.06	2	5.03024475393012E-5
18.08	3	7.54536713089519E-5
18.1	3	7.54536713089519E-5
18.12	0	0
18.14	-4	-1.00604895078602E-4
18.16	-4	-1.00604895078602E-4
18.18	3	7.54536713089519E-5
18.2	7	1.76058566387554E-4
18.22	1	2.51512237696506E-5
18.24	5	1.25756118848253E-4
18.26	2	5.03024475393012E-5
18.28	2	5.03024475393012E-5
18.3	3	7.54536713089519E-5
18.32	-2	-5.03024475393012E-5
18.34	-6	-1.50907342617904E-4
18.36	1	2.51512237696506E-5
18.38	7	1.76058566387554E-4
18.4	11	2.76663461466157E-4
18.42	11	2.76663461466157E-4
18.44	4	1.00604895078602E-4
18.46	-1	-2.51512237696506E-5
18.48	-10	-2.51512237696506E-4
18.5	-1	-2.51512237696506E-5
18.52	3	7.54536713089519E-5
18.54	2	5.03024475393012E-5
18.56	-1	-2.51512237696506E-5
18.58	-4	-1.00604895078602E-4
18.6	-1	-2.51512237696506E-5
18.62	0	0
18.64	8	2.01209790157205E-4
18.66	8	2.01209790157205E-4
18.68	2	5.03024475393012E-5
18.7	7	1.76058566387554E-4
18.72	-1	-2.51512237696506E-5
18.74	3	7.54536713089519E-5
18.76	7	1.76058566387554E-4
18.78	0	0
18.8	-10	-2.51512237696506E-4
18.82	0	0
18.84	0	0
18.86	-4	-1.00604895078602E-4
18.88	3	7.54536713089519E-5
18.9	3	7.54536713089519E-5
18.92	-2	-5.03024475393012E-5
18.94	-8	-2.01209790157205E-4
18.96	-2	-5.03024475393012E-5
18.98	-3	-7.54536713089519E-5
19	-2	-5.03024475393012E-5
19.02	3	7.54536713089519E-5
19.04	5	1.25756118848253E-4
19.06	8	2.01209790157205E-4
19.08	1	2.51512237696506E-5
19.1	4	1.00604895078602E-4
19.12	-4	-1.00604895078602E-4
19.14	-5	-1.25756118848253E-4
19.16	6	1.50907342617904E-4
19.18	-2	-5.03024475393012E-5
19.2	1	2.51512237696506E-5
19.22	-3	-7.54536713089519E-5
19.24	-5	-1.25756118848253E-4
19.26	3	7.54536713089519E-5
19.28	5	1.25756118848253E-4
19.3	6	1.50907342617904E-4
19.32	3	7.54536713089519E-5
19.34	-6	-1.50907342617904E-4
19.36	3	7.54536713089519E-5
19.38	8	2.01209790157205E-4
19.4	2	5.03024475393012E-5
19.42	6	1.50907342617904E-4
19.44	1	2.51512237696506E-5
19.46	-5	-1.25756118848253E-4
19.48	4	1.00604895078602E-4
19.5	12	3.01814685235808E-4
19.52	5	1.25756118848253E-4
19.54	1	2.51512237696506E-5
19.56	-2	-5.03024475393012E-5
19.58	0	0
19.6	2	5.03024475393012E-5
19.62	1	2.51512237696506E-5
19.64	-9	-2.26361013926856E-4
19.66	-2	-5.03024475393012E-5
19.68	-7	-1.76058566387554E-4
19.7	3	7.54536713089519E-5
19.72	12	3.01814685235808E-4
19.74	10	2.51512237696506E-4
19.76	5	1.25756118848253E-4
19.78	-1	-2.51512237696506E-5
19.8	-4	-1.00604895078602E-4
19.82	4	1.00604895078602E-4
19.84	10	2.51512237696506E-4
19.86	0	0
19.88	6	1.50907342617904E-4
19.9	1	2.51512237696506E-5
19.92	0	0
19.94	9	2.26361013926856E-4
19.96	9	2.26361013926856E-4
19.98	3	7.54536713089519E-5
20	-12	-3.01814685235808E-4
20.02	-10	-2.51512237696506E-4
20.04	-12	-3.01814685235808E-4
20.06	-6	-1.50907342617904E-4
20.08	2	5.03024475393012E-5
20.1	4	1.00604895078602E-4
20.12	-4	-1.00604895078602E-4
20.14	-7	-1.76058566387554E-4
20.16	-3	-7.54536713089519E-5
20.18	8	2.01209790157205E-4
20.2	11	2.76663461466157E-4
20.22	2	5.03024475393012E-5
20.24	4	1.00604895078602E-4
20.26	9	2.26361013926856E-4
20.28	5	1.25756118848253E-4
20.3	0	0
20.32	5	1.25756118848253E-4
20.34	2	5.03024475393012E-5
20.36	-3	-7.54536713089519E-5
20.38	4	1.00604895078602E-4
20.4	6	1.50907342617904E-4
20.42	6	1.50907342617904E-4
20.44	8	2.01209790157205E-4
20.46	1	2.51512237696506E-5
20.48	5	1.25756118848253E-4
20.5	0	0
20.52	-1	-2.51512237696506E-5
20.54	4	1.00604895078602E-4
20.56	-2	-5.03024475393012E-5
20.58	-3	-7.54536713089519E-5
20.6	10	2.51512237696506E-4
20.62	9	2.26361013926856E-4
20.64	7	1.76058566387554E-4
20.66	8	2.01209790157205E-4
20.68	5	1.25756118848253E-4
20.7	1	2.51512237696506E-5
20.72	5	1.25756118848253E-4
20.74	-2	-5.03024475393012E-5
20.76	4	1.00604895078602E-4
20.78	-2	-5.03024475393012E-5
20.8	-8	-2.01209790157205E-4
20.82	-8	-2.01209790157205E-4
20.84	-5	-1.25756118848253E-4
20.86	-4	-1.00604895078602E-4
20.88	5	1.25756118848253E-4
20.9	2	5.03024475393012E-5
20.92	-1	-2.51512237696506E-5
20.94	0	0
20.96	7	1.76058566387554E-4
20.98	5	1.25756118848253E-4
21	1	2.51512237696506E-5
21.02	-6	-1.50907342617904E-4
21.04	4	1.00604895078602E-4
21.06	5	1.25756118848253E-4
21.08	11	2.76663461466157E-4
21.1	9	2.26361013926856E-4
21.12	3	7.54536713089519E-5
21.14	2	5.03024475393012E-5
21.16	-3	-7.54536713089519E-5
21.18	5	1.25756118848253E-4
21.2	5	1.25756118848253E-4
21.22	4	1.00604895078602E-4
21.24	-10	-2.51512237696506E-4
21.26	-16	-4.0241958031441E-4
21.28	-4	-1.00604895078602E-4
21.3	-1	-2.51512237696506E-5
21.32	4	1.00604895078602E-4
21.34	5	1.25756118848253E-4
21.36	4	1.00604895078602E-4
21.38	5	1.25756118848253E-4
21.4	-3	-7.54536713089519E-5
21.42	-1	-2.51512237696506E-5
21.44	5	1.25756118848253E-4
21.46	-1	-2.51512237696506E-5
21.48	0	0
21.5	-5	-1.25756118848253E-4
21.52	2	5.03024475393012E-5
21.54	-2	-5.03024475393012E-5
21.56	2	5.03024475393012E-5
21.58	-4	-1.00604895078602E-4
21.6	7	1.76058566387554E-4
21.62	5	1.25756118848253E-4
21.64	-4	-1.00604895078602E-4
21.66	-2	-5.03024475393012E-5
21.68	3	7.54536713089519E-5
21.7	2	5.03024475393012E-5
21.72	7	1.76058566387554E-4
21.74	6	1.50907342617904E-4
21.76	-10	-2.51512237696506E-4
21.78	-3	-7.54536713089519E-5
21.8	6	1.50907342617904E-4
21.82	-3	-7.54536713089519E-5
21.84	2	5.03024475393012E-5
21.86	0	0
21.88	-5	-1.25756118848253E-4
21.9	11	2.76663461466157E-4
21.92	9	2.26361013926856E-4
21.94	-2	-5.03024475393012E-5
21.96	-4	-1.00604895078602E-4
21.98	8	2.01209790157205E-4
22	4	1.00604895078602E-4
22.02	-1	-2.51512237696506E-5
22.04	-2	-5.03024475393012E-5
22.06	-1	-2.51512237696506E-5
22.08	5	1.25756118848253E-4
22.1	6	1.50907342617904E-4
22.12	10	2.51512237696506E-4
22.14	-1	-2.51512237696506E-5
22.16	-1	-2.51512237696506E-5
22.18	8	2.01209790157205E-4
22.2	10	2.51512237696506E-4
22.22	10	2.51512237696506E-4
22.24	12	3.01814685235808E-4
22.26	8	2.01209790157205E-4
22.28	-4	-1.00604895078602E-4
22.3	1	2.51512237696506E-5
22.32	4	1.00604895078602E-4
22.34	5	1.25756118848253E-4
22.36	-1	-2.51512237696506E-5
22.38	-6	-1.50907342617904E-4
22.4	-4	-1.00604895078602E-4
22.42	-3	-7.54536713089519E-5
22.44	-3	-7.54536713089519E-5
22.46	-4	-1.00604895078602E-4
22.48	-8	-2.01209790157205E-4
22.5	7	1.76058566387554E-4
22.52	2	5.03024475393012E-5
22.54	-2	-5.03024475393012E-5
22.56	-4	-1.00604895078602E-4
22.58	-2	-5.03024475393012E-5
22.6	-5	-1.25756118848253E-4
22.62	4	1.00604895078602E-4
22.64	-3	-7.54536713089519E-5
22.66	-7	-1.76058566387554E-4
22.68	2	5.03024475393012E-5
22.7	3	7.54536713089519E-5
22.72	-6	-1.50907342617904E-4
22.74	-8	-2.01209790157205E-4
22.76	1	2.51512237696506E-5
22.78	3	7.54536713089519E-5
22.8	2	5.03024475393012E-5
22.82	11	2.76663461466157E-4
22.84	-4	-1.00604895078602E-4
22.86	-2	-5.03024475393012E-5
22.88	0	0
22.9	-2	-5.03024475393012E-5
22.92	-3	-7.54536713089519E-5
22.94	-10	-2.51512237696506E-4
22.96	-7	-1.76058566387554E-4
22.98	7	1.76058566387554E-4
23	4	1.00604895078602E-4
23.02	5	1.25756118848253E-4
23.04	4	1.00604895078602E-4
23.06	-2	-5.03024475393012E-5
23.08	2	5.03024475393012E-5
23.1	4	1.00604895078602E-4
23.12	9	2.26361013926856E-4
23.14	9	2.26361013926856E-4
23.16	6	1.50907342617904E-4
23.18	0	0
23.2	5	1.25756118848253E-4
23.22	1	2.51512237696506E-5
23.24	3	7.54536713089519E-5
23.26	5	1.25756118848253E-4
23.28	-2	-5.03024475393012E-5
23.3	-3	-7.54536713089519E-5
23.32	-7	-1.76058566387554E-4
23.34	4	1.00604895078602E-4
23.36	9	2.26361013926856E-4
23.38	0	0
23.4	3	7.54536713089519E-5
23.42	2	5.03024475393012E-5
23.44	-3	-7.54536713089519E-5
23.46	-4	-1.00604895078602E-4
23.48	-5	-1.25756118848253E-4
23.5	5	1.25756118848253E-4
23.52	0	0
23.54	-5	-1.25756118848253E-4
23.56	0	0
23.58	0	0
23.6	-3	-7.54536713089519E-5
23.62	7	1.76058566387554E-4
23.64	3	7.54536713089519E-5
23.66	1	2.51512237696506E-5
23.68	2	5.03024475393012E-5
23.7	2	5.03024475393012E-5
23.72	-4	-1.00604895078602E-4
23.74	-1	-2.51512237696506E-5
23.76	2	5.03024475393012E-5
23.78	5	1.25756118848253E-4
23.8	1	2.51512237696506E-5
23.82	0	0
23.84	-4	-1.00604895078602E-4
23.86	-4	-1.00604895078602E-4
23.88	14	3.52117132775109E-4
23.9	0	0
23.92	1	2.51512237696506E-5
23.94	2	5.03024475393012E-5
23.96	-8	-2.01209790157205E-4
23.98	-6	-1.50907342617904E-4
24	2	5.03024475393012E-5
24.02	2	5.03024475393012E-5
24.04	-3	-7.54536713089519E-5
24.06	0	0
24.08	6	1.50907342617904E-4
24.1	8	2.01209790157205E-4
24.12	4	1.00604895078602E-4
24.14	-2	-5.03024475393012E-5
24.16	-3	-7.54536713089519E-5
24.18	-2	-5.03024475393012E-5
24.2	-3	-7.54536713089519E-5
24.22	1	2.51512237696506E-5
24.24	-3	-7.54536713089519E-5
24.26	0	0
24.28	4	1.00604895078602E-4
24.3	-2	-5.03024475393012E-5
24.32	5	1.25756118848253E-4
24.34	2	5.03024475393012E-5
24.36	5	1.25756118848253E-4
24.38	-4	-1.00604895078602E-4
24.4	-1	-2.51512237696506E-5
24.42	1	2.51512237696506E-5
24.44	2	5.03024475393012E-5
24.46	-6	-1.50907342617904E-4
24.48	-3	-7.54536713089519E-5
24.5	-1	-2.51512237696506E-5
24.52	4	1.00604895078602E-4
24.54	-9	-2.26361013926856E-4
24.56	-6	-1.50907342617904E-4
24.58	-3	-7.54536713089519E-5
24.6	-3	-7.54536713089519E-5
24.62	4	1.00604895078602E-4
24.64	2	5.03024475393012E-5
24.66	-4	-1.00604895078602E-4
24.68	-9	-2.26361013926856E-4
24.7	0	0
24.72	9	2.26361013926856E-4
24.74	7	1.76058566387554E-4
24.76	7	1.76058566387554E-4
24.78	0	0
24.8	6	1.50907342617904E-4
24.82	1	2.51512237696506E-5
24.84	5	1.25756118848253E-4
24.86	-2	-5.03024475393012E-5
24.88	-7	-1.76058566387554E-4
24.9	-4	-1.00604895078602E-4
24.92	2	5.03024475393012E-5
24.94	4	1.00604895078602E-4
24.96	8	2.01209790157205E-4
24.98	8	2.01209790157205E-4
25	-4	-1.00604895078602E-4
25.02	4	1.00604895078602E-4
25.04	-9	-2.26361013926856E-4
25.06	-5	-1.25756118848253E-4
25.08	0	0
25.1	-8	-2.01209790157205E-4
25.12	-7	-1.76058566387554E-4
25.14	-5	-1.25756118848253E-4
25.16	4	1.00604895078602E-4
25.18	3	7.54536713089519E-5
25.2	6	1.50907342617904E-4
25.22	3	7.54536713089519E-5
25.24	-6	-1.50907342617904E-4
25.26	-8	-2.01209790157205E-4
25.28	-5	-1.25756118848253E-4
25.3	-1	-2.51512237696506E-5
25.32	12	3.01814685235808E-4
25.34	7	1.76058566387554E-4
25.36	2	5.03024475393012E-5
25.38	-2	-5.03024475393012E-5
25.4	1	2.51512237696506E-5
25.42	-3	-7.54536713089519E-5
25.44	-2	-5.03024475393012E-5
25.46	9	2.26361013926856E-4
25.48	2	5.03024475393012E-5
25.5	-1	-2.51512237696506E-5
25.52	0	0
25.54	-8	-2.01209790157205E-4
25.56	6	1.50907342617904E-4
25.58	3	7.54536713089519E-5
25.6	-3	-7.54536713089519E-5
25.62	-9	-2.26361013926856E-4
25.64	-3	-7.54536713089519E-5
25.66	-4	-1.00604895078602E-4
25.68	-2	-5.03024475393012E-5
25.7	0	0
25.72	-6	-1.50907342617904E-4
25.74	0	0
25.76	-1	-2.51512237696506E-5
25.78	-4	-1.00604895078602E-4
25.8	2	5.03024475393012E-5
25.82	4	1.00604895078602E-4
25.84	8	2.01209790157205E-4
25.86	1	2.51512237696506E-5
25.88	1	2.51512237696506E-5
25.9	-4	-1.00604895078602E-4
25.92	2	5.03024475393012E-5
25.94	-4	-1.00604895078602E-4
25.96	0	0
25.98	3	7.54536713089519E-5
26	8	2.01209790157205E-4
26.02	4	1.00604895078602E-4
26.04	-6	-1.50907342617904E-4
26.06	-4	-1.00604895078602E-4
26.08	2	5.03024475393012E-5
26.1	4	1.00604895078602E-4
26.12	0	0
26.14	-7	-1.76058566387554E-4
26.16	-8	-2.01209790157205E-4
26.18	-2	-5.03024475393012E-5
26.2	-3	-7.54536713089519E-5
26.22	1	2.51512237696506E-5
26.24	2	5.03024475393012E-5
26.26	4	1.00604895078602E-4
26.28	-7	-1.76058566387554E-4
26.3	-8	-2.01209790157205E-4
26.32	-16	-4.0241958031441E-4
26.34	6	1.50907342617904E-4
26.36	-8	-2.01209790157205E-4
26.38	4	1.00604895078602E-4
26.4	4	1.00604895078602E-4
26.42	-3	-7.54536713089519E-5
26.44	7	1.76058566387554E-4
26.46	1	2.51512237696506E-5
26.48	-2	-5.03024475393012E-5
26.5	-1	-2.51512237696506E-5
26.52	-1	-2.51512237696506E-5
26.54	-5	-1.25756118848253E-4
26.56	-13	-3.26965909005458E-4
26.58	-7	-1.76058566387554E-4
26.6	-8	-2.01209790157205E-4
26.62	-3	-7.54536713089519E-5
26.64	1	2.51512237696506E-5
26.66	2	5.03024475393012E-5
26.68	-1	-2.51512237696506E-5
26.7	5	1.25756118848253E-4
26.72	-4	-1.00604895078602E-4
26.74	0	0
26.76	-5	-1.25756118848253E-4
26.78	2	5.03024475393012E-5
26.8	5	1.25756118848253E-4
26.82	-1	-2.51512237696506E-5
26.84	-8	-2.01209790157205E-4
26.86	-10	-2.51512237696506E-4
26.88	-10	-2.51512237696506E-4
26.9	3	7.54536713089519E-5
26.92	7	1.76058566387554E-4
26.94	7	1.76058566387554E-4
26.96	-2	-5.03024475393012E-5
26.98	1	2.51512237696506E-5
27	3	7.54536713089519E-5
27.02	-4	-1.00604895078602E-4
27.04	-9	-2.26361013926856E-4
27.06	-6	-1.50907342617904E-4
27.08	-2	-5.03024475393012E-5
27.1	5	1.25756118848253E-4
27.12	2	5.03024475393012E-5
27.14	2	5.03024475393012E-5
27.16	4	1.00604895078602E-4
27.18	13	3.26965909005458E-4
27.2	0	0
27.22	-3	-7.54536713089519E-5
27.24	-4	-1.00604895078602E-4
27.26	6	1.50907342617904E-4
27.28	9	2.26361013926856E-4
27.3	-5	-1.25756118848253E-4
27.32	-10	-2.51512237696506E-4
27.34	-2	-5.03024475393012E-5
27.36	8	2.01209790157205E-4
27.38	10	2.51512237696506E-4
27.4	5	1.25756118848253E-4
27.42	-1	-2.51512237696506E-5
27.44	-11	-2.76663461466157E-4
27.46	-1	-2.51512237696506E-5
27.48	1	2.51512237696506E-5
27.5	5	1.25756118848253E-4
27.52	0	0
27.54	-5	-1.25756118848253E-4
27.56	2	5.03024475393012E-5
27.58	-2	-5.03024475393012E-5
27.6	-1	-2.51512237696506E-5
27.62	0	0
27.64	-6	-1.50907342617904E-4
27.66	-2	-5.03024475393012E-5
27.68	8	2.01209790157205E-4
27.7	11	2.76663461466157E-4
27.72	3	7.54536713089519E-5
27.74	-3	-7.54536713089519E-5
27.76	-7	-1.76058566387554E-4
27.78	-9	-2.26361013926856E-4
27.8	2	5.03024475393012E-5
27.82	0	0
27.84	1	2.51512237696506E-5
27.86	-4	-1.00604895078602E-4
27.88	-7	-1.76058566387554E-4
27.9	-8	-2.01209790157205E-4
27.92	-3	-7.54536713089519E-5
27.94	-7	-1.76058566387554E-4
27.96	-5	-1.25756118848253E-4
27.98	1	2.51512237696506E-5
28	1	2.51512237696506E-5
28.02	-3	-7.54536713089519E-5
28.04	0	0
28.06	3	7.54536713089519E-5
28.08	0	0
28.1	7	1.76058566387554E-4
28.12	-6	-1.50907342617904E-4
28.14	6	1.50907342617904E-4
28.16	6	1.50907342617904E-4
28.18	5	1.25756118848253E-4
28.2	3	7.54536713089519E-5
28.22	0	0
28.24	3	7.54536713089519E-5
28.26	4	1.00604895078602E-4
28.28	3	7.54536713089519E-5
28.3	-6	-1.50907342617904E-4
28.32	-12	-3.01814685235808E-4
28.34	2	5.03024475393012E-5
28.36	-2	-5.03024475393012E-5
28.38	7	1.76058566387554E-4
28.4	10	2.51512237696506E-4
28.42	10	2.51512237696506E-4
28.44	12	3.01814685235808E-4
28.46	5	1.25756118848253E-4
28.48	3	7.54536713089519E-5
28.5	-1	-2.51512237696506E-5
28.52	-1	-2.51512237696506E-5
28.54	-1	-2.51512237696506E-5
28.56	-8	-2.01209790157205E-4
28.58	-10	-2.51512237696506E-4
28.6	0	0
28.62	4	1.00604895078602E-4
28.64	0	0
28.66	-2	-5.03024475393012E-5
28.68	-3	-7.54536713089519E-5
28.7	-4	-1.00604895078602E-4
28.72	-12	-3.01814685235808E-4
28.74	-2	-5.03024475393012E-5
28.76	-6	-1.50907342617904E-4
28.78	1	2.51512237696506E-5
28.8	0	0
28.82	-4	-1.00604895078602E-4
28.84	-8	-2.01209790157205E-4
28.86	3	7.54536713089519E-5
28.88	-3	-7.54536713089519E-5
28.9	-2	-5.03024475393012E-5
28.92	9	2.26361013926856E-4
28.94	-6	-1.50907342617904E-4
28.96	0	0
28.98	6	1.50907342617904E-4
29	1	2.51512237696506E-5
29.02	1	2.51512237696506E-5
29.04	-4	-1.00604895078602E-4
29.06	2	5.03024475393012E-5
29.08	-2	-5.03024475393012E-5
29.1	0	0
29.12	-1	-2.51512237696506E-5
29.14	0	0
29.16	-2	-5.03024475393012E-5
29.18	2	5.03024475393012E-5
29.2	0	0
29.22	-2	-5.03024475393012E-5
29.24	3	7.54536713089519E-5
29.26	5	1.25756118848253E-4
29.28	0	0
29.3	8	2.01209790157205E-4
29.32	-6	-1.50907342617904E-4
29.34	-2	-5.03024475393012E-5
29.36	-8	-2.01209790157205E-4
29.38	-3	-7.54536713089519E-5
29.4	-3	-7.54536713089519E-5
29.42	3	7.54536713089519E-5
29.44	1	2.51512237696506E-5
29.46	6	1.50907342617904E-4
29.48	7	1.76058566387554E-4
29.5	-6	-1.50907342617904E-4
29.52	1	2.51512237696506E-5
29.54	4	1.00604895078602E-4
29.56	3	7.54536713089519E-5
29.58	-8	-2.01209790157205E-4
29.6	0	0
29.62	-7	-1.76058566387554E-4
29.64	0	0
29.66	7	1.76058566387554E-4
29.68	-2	-5.03024475393012E-5
29.7	2	5.03024475393012E-5
29.72	4	1.00604895078602E-4
29.74	4	1.00604895078602E-4
29.76	5	1.25756118848253E-4
29.78	0	0
29.8	-4	-1.00604895078602E-4
29.82	2	5.03024475393012E-5
29.84	10	2.51512237696506E-4
29.86	-1	-2.51512237696506E-5
29.88	5	1.25756118848253E-4
29.9	5	1.25756118848253E-4
29.92	-6	-1.50907342617904E-4
29.94	-12	-3.01814685235808E-4
29.96	-3	-7.54536713089519E-5
29.98	2	5.03024475393012E-5
30	-1	-2.51512237696506E-5
30.02	6	1.50907342617904E-4
30.04	6	1.50907342617904E-4
30.06	-6	-1.50907342617904E-4
30.08	2	5.03024475393012E-5
30.1	7	1.76058566387554E-4
30.12	0	0
30.14	-3	-7.54536713089519E-5
30.16	-5	-1.25756118848253E-4
30.18	-1	-2.51512237696506E-5
30.2	-5	-1.25756118848253E-4
30.22	-11	-2.76663461466157E-4
30.24	0	0
30.26	-5	-1.25756118848253E-4
30.28	-5	-1.25756118848253E-4
30.3	-8	-2.01209790157205E-4
30.32	1	2.51512237696506E-5
30.34	-5	-1.25756118848253E-4
30.36	2	5.03024475393012E-5
30.38	5	1.25756118848253E-4
30.4	0	0
30.42	-9	-2.26361013926856E-4
30.44	-8	-2.01209790157205E-4
30.46	2	5.03024475393012E-5
30.48	4	1.00604895078602E-4
30.5	-6	-1.50907342617904E-4
30.52	-4	-1.00604895078602E-4
30.54	6	1.50907342617904E-4
30.56	1	2.51512237696506E-5
30.58	0	0
30.6	-5	-1.25756118848253E-4
30.62	0	0
30.64	-11	-2.76663461466157E-4
30.66	-11	-2.76663461466157E-4
30.68	-4	-1.00604895078602E-4
30.7	0	0
30.72	-6	-1.50907342617904E-4
30.74	9	2.26361013926856E-4
30.76	2	5.03024475393012E-5
30.78	-1	-2.51512237696506E-5
30.8	2	5.03024475393012E-5
30.82	-7	-1.76058566387554E-4
30.84	-12	-3.01814685235808E-4
30.86	-11	-2.76663461466157E-4
30.88	8	2.01209790157205E-4
30.9	3	7.54536713089519E-5
30.92	-2	-5.03024475393012E-5
30.94	-4	-1.00604895078602E-4
30.96	1	2.51512237696506E-5
30.98	-11	-2.76663461466157E-4
31	3	7.54536713089519E-5
31.02	2	5.03024475393012E-5
31.04	1	2.51512237696506E-5
31.06	7	1.76058566387554E-4
31.08	0	0
31.1	-2	-5.03024475393012E-5
31.12	-3	-7.54536713089519E-5
31.14	2	5.03024475393012E-5
31.16	-1	-2.51512237696506E-5
31.18	-5	-1.25756118848253E-4
31.2	-8	-2.01209790157205E-4
31.22	-1	-2.51512237696506E-5
31.24	-5	-1.25756118848253E-4
31.26	-7	-1.76058566387554E-4
31.28	-7	-1.76058566387554E-4
31.3	-1	-2.51512237696506E-5
31.32	2	5.03024475393012E-5
31.34	-11	-2.76663461466157E-4
31.36	1	2.51512237696506E-5
31.38	6	1.50907342617904E-4
31.4	3	7.54536713089519E-5
31.42	-3	-7.54536713089519E-5
31.44	-3	-7.54536713089519E-5
31.46	-8	-2.01209790157205E-4
31.48	-4	-1.00604895078602E-4
31.5	3	7.54536713089519E-5
31.52	12	3.01814685235808E-4
31.54	3	7.54536713089519E-5
31.56	-7	-1.76058566387554E-4
31.58	-2	-5.03024475393012E-5
31.6	-2	-5.03024475393012E-5
31.62	-7	-1.76058566387554E-4
31.64	5	1.25756118848253E-4
31.66	-3	-7.54536713089519E-5
31.68	2	5.03024475393012E-5
31.7	-1	-2.51512237696506E-5
31.72	4	1.00604895078602E-4
31.74	-3	-7.54536713089519E-5
31.76	-4	-1.00604895078602E-4
31.78	-1	-2.51512237696506E-5
31.8	1	2.51512237696506E-5
31.82	-8	-2.01209790157205E-4
31.84	-2	-5.03024475393012E-5
31.86	3	7.54536713089519E-5
31.88	5	1.25756118848253E-4
31.9	0	0
31.92	-1	-2.51512237696506E-5
31.94	6	1.50907342617904E-4
31.96	3	7.54536713089519E-5
31.98	1	2.51512237696506E-5
32	3	7.54536713089519E-5
32.02	0	0
32.04	-5	-1.25756118848253E-4
32.06	2	5.03024475393012E-5
32.08	2	5.03024475393012E-5
32.1	5	1.25756118848253E-4
32.12	5	1.25756118848253E-4
32.14	4	1.00604895078602E-4
32.16	5	1.25756118848253E-4
32.18	-5	-1.25756118848253E-4
32.2	-5	-1.25756118848253E-4
32.22	-6	-1.50907342617904E-4
32.24	-6	-1.50907342617904E-4
32.26	-8	-2.01209790157205E-4
32.28	2	5.03024475393012E-5
32.3	3	7.54536713089519E-5
32.32	-4	-1.00604895078602E-4
32.34	2	5.03024475393012E-5
32.36	-3	-7.54536713089519E-5
32.38	0	0
32.4	-3	-7.54536713089519E-5
32.42	-12	-3.01814685235808E-4
32.44	-12	-3.01814685235808E-4
32.46	1	2.51512237696506E-5
32.48	-1	-2.51512237696506E-5
32.5	9	2.26361013926856E-4
32.52	3	7.54536713089519E-5
32.54	0	0
32.56	-8	-2.01209790157205E-4
32.58	-6	-1.50907342617904E-4
32.6	3	7.54536713089519E-5
32.62	7	1.76058566387554E-4
32.64	3	7.54536713089519E-5
32.66	-1	-2.51512237696506E-5
32.68	-5	-1.25756118848253E-4
32.7	1	2.51512237696506E-5
32.72	-11	-2.76663461466157E-4
32.74	0	0
32.76	2	5.03024475393012E-5
32.78	1	2.51512237696506E-5
32.8	19	4.77873251623362E-4
32.82	1	2.51512237696506E-5
32.84	-7	-1.76058566387554E-4
32.86	0	0
32.88	2	5.03024475393012E-5
32.9	-7	-1.76058566387554E-4
32.92	6	1.50907342617904E-4
32.94	4	1.00604895078602E-4
32.96	-2	-5.03024475393012E-5
32.98	-1	-2.51512237696506E-5
33	-1	-2.51512237696506E-5
33.02	-1	-2.51512237696506E-5
33.04	0	0
33.06	4	1.00604895078602E-4
33.08	8	2.01209790157205E-4
33.1	0	0
33.12	2	5.03024475393012E-5
33.14	0	0
33.16	-1	-2.51512237696506E-5
33.18	-7	-1.76058566387554E-4
33.2	-9	-2.26361013926856E-4
33.22	0	0
33.24	-6	-1.50907342617904E-4
33.26	-4	-1.00604895078602E-4
33.28	4	1.00604895078602E-4
33.3	-5	-1.25756118848253E-4
33.32	3	7.54536713089519E-5
