Time [µs]	v0J3	v0J3
17.78	8	6.41758936862003E-4
17.8	1	8.02198671077504E-5
17.82	12	9.62638405293004E-4
17.84	11	8.82418538185254E-4
17.86	15	0.00120329800661626
17.88	11	8.82418538185254E-4
17.9	9	7.21978803969753E-4
17.92	10	8.02198671077504E-4
17.94	21	0.00168461720926276
17.96	15	0.00120329800661626
17.98	5	4.01099335538752E-4
18	2	1.60439734215501E-4
18.02	5	4.01099335538752E-4
18.04	13	0.00104285827240075
18.06	5	4.01099335538752E-4
18.08	9	7.21978803969753E-4
18.1	8	6.41758936862003E-4
18.12	9	7.21978803969753E-4
18.14	8	6.41758936862003E-4
18.16	12	9.62638405293004E-4
18.18	16	0.00128351787372401
18.2	21	0.00168461720926276
18.22	7	5.61539069754253E-4
18.24	5	4.01099335538752E-4
18.26	8	6.41758936862003E-4
18.28	7	5.61539069754253E-4
18.3	10	8.02198671077504E-4
18.32	9	7.21978803969753E-4
18.34	11	8.82418538185254E-4
18.36	6	4.81319202646502E-4
18.38	8	6.41758936862003E-4
18.4	4	3.20879468431001E-4
18.42	16	0.00128351787372401
18.44	11	8.82418538185254E-4
18.46	11	8.82418538185254E-4
18.48	14	0.00112307813950851
18.5	12	9.62638405293004E-4
18.52	11	8.82418538185254E-4
18.54	8	6.41758936862003E-4
18.56	1	8.02198671077504E-5
18.58	3	2.40659601323251E-4
18.6	3	2.40659601323251E-4
18.62	9	7.21978803969753E-4
18.64	9	7.21978803969753E-4
18.66	8	6.41758936862003E-4
18.68	10	8.02198671077504E-4
18.7	10	8.02198671077504E-4
18.72	-1	-8.02198671077504E-5
18.74	6	4.81319202646502E-4
18.76	7	5.61539069754253E-4
18.78	10	8.02198671077504E-4
18.8	11	8.82418538185254E-4
18.82	13	0.00104285827240075
18.84	15	0.00120329800661626
18.86	9	7.21978803969753E-4
18.88	8	6.41758936862003E-4
18.9	5	4.01099335538752E-4
18.92	4	3.20879468431001E-4
18.94	8	6.41758936862003E-4
18.96	9	7.21978803969753E-4
18.98	7	5.61539069754253E-4
19	10	8.02198671077504E-4
19.02	5	4.01099335538752E-4
19.04	-2	-1.60439734215501E-4
19.06	3	2.40659601323251E-4
19.08	14	0.00112307813950851
19.1	3	2.40659601323251E-4
19.12	6	4.81319202646502E-4
19.14	7	5.61539069754253E-4
19.16	8	6.41758936862003E-4
19.18	8	6.41758936862003E-4
19.2	1	8.02198671077504E-5
19.22	3	2.40659601323251E-4
19.24	10	8.02198671077504E-4
19.26	5	4.01099335538752E-4
19.28	10	8.02198671077504E-4
19.3	1	8.02198671077504E-5
19.32	3	2.40659601323251E-4
19.34	2	1.60439734215501E-4
19.36	8	6.41758936862003E-4
19.38	15	0.00120329800661626
19.4	14	0.00112307813950851
19.42	8	6.41758936862003E-4
19.44	1	8.02198671077504E-5
19.46	14	0.00112307813950851
19.48	10	8.02198671077504E-4
19.5	-3	-2.40659601323251E-4
19.52	-7	-5.61539069754253E-4
19.54	-2	-1.60439734215501E-4
19.56	-1	-8.02198671077504E-5
19.58	-7	-5.61539069754253E-4
19.6	9	7.21978803969753E-4
19.62	13	0.00104285827240075
19.64	8	6.41758936862003E-4
19.66	5	4.01099335538752E-4
19.68	6	4.81319202646502E-4
19.7	-2	-1.60439734215501E-4
19.72	4	3.20879468431001E-4
19.74	-8	-6.41758936862003E-4
19.76	-3	-2.40659601323251E-4
19.78	0	0
19.8	13	0.00104285827240075
19.82	4	3.20879468431001E-4
19.84	1	8.02198671077504E-5
19.86	6	4.81319202646502E-4
19.88	3	2.40659601323251E-4
19.9	2	1.60439734215501E-4
19.92	9	7.21978803969753E-4
19.94	10	8.02198671077504E-4
19.96	7	5.61539069754253E-4
19.98	5	4.01099335538752E-4
20	2	1.60439734215501E-4
20.02	5	4.01099335538752E-4
20.04	4	3.20879468431001E-4
20.06	0	0
20.08	2	1.60439734215501E-4
20.1	10	8.02198671077504E-4
20.12	3	2.40659601323251E-4
20.14	2	1.60439734215501E-4
20.16	1	8.02198671077504E-5
20.18	1	8.02198671077504E-5
20.2	0	0
20.22	2	1.60439734215501E-4
20.24	4	3.20879468431001E-4
20.26	1	8.02198671077504E-5
20.28	9	7.21978803969753E-4
20.3	10	8.02198671077504E-4
20.32	5	4.01099335538752E-4
20.34	6	4.81319202646502E-4
20.36	-4	-3.20879468431001E-4
20.38	2	1.60439734215501E-4
20.4	3	2.40659601323251E-4
20.42	10	8.02198671077504E-4
20.44	2	1.60439734215501E-4
20.46	0	0
20.48	8	6.41758936862003E-4
20.5	5	4.01099335538752E-4
20.52	0	0
20.54	-5	-4.01099335538752E-4
20.56	2	1.60439734215501E-4
20.58	1	8.02198671077504E-5
20.6	-1	-8.02198671077504E-5
20.62	-3	-2.40659601323251E-4
20.64	-3	-2.40659601323251E-4
20.66	3	2.40659601323251E-4
20.68	1	8.02198671077504E-5
20.7	1	8.02198671077504E-5
20.72	0	0
20.74	3	2.40659601323251E-4
20.76	-2	-1.60439734215501E-4
20.78	3	2.40659601323251E-4
20.8	0	0
20.82	8	6.41758936862003E-4
20.84	8	6.41758936862003E-4
20.86	-1	-8.02198671077504E-5
20.88	-4	-3.20879468431001E-4
20.9	3	2.40659601323251E-4
20.92	7	5.61539069754253E-4
20.94	6	4.81319202646502E-4
20.96	-2	-1.60439734215501E-4
20.98	2	1.60439734215501E-4
21	0	0
21.02	1	8.02198671077504E-5
21.04	5	4.01099335538752E-4
21.06	3	2.40659601323251E-4
21.08	1	8.02198671077504E-5
21.1	1	8.02198671077504E-5
21.12	-4	-3.20879468431001E-4
21.14	4	3.20879468431001E-4
21.16	4	3.20879468431001E-4
21.18	0	0
21.2	3	2.40659601323251E-4
21.22	2	1.60439734215501E-4
21.24	5	4.01099335538752E-4
21.26	7	5.61539069754253E-4
21.28	-3	-2.40659601323251E-4
21.3	6	4.81319202646502E-4
21.32	-1	-8.02198671077504E-5
21.34	3	2.40659601323251E-4
21.36	-1	-8.02198671077504E-5
21.38	2	1.60439734215501E-4
21.4	2	1.60439734215501E-4
21.42	-4	-3.20879468431001E-4
21.44	-2	-1.60439734215501E-4
21.46	1	8.02198671077504E-5
21.48	-1	-8.02198671077504E-5
21.5	2	1.60439734215501E-4
21.52	-1	-8.02198671077504E-5
21.54	-1	-8.02198671077504E-5
21.56	8	6.41758936862003E-4
21.58	4	3.20879468431001E-4
21.6	-1	-8.02198671077504E-5
21.62	-3	-2.40659601323251E-4
21.64	1	8.02198671077504E-5
21.66	-6	-4.81319202646502E-4
21.68	2	1.60439734215501E-4
21.7	-6	-4.81319202646502E-4
21.72	2	1.60439734215501E-4
21.74	4	3.20879468431001E-4
21.76	4	3.20879468431001E-4
21.78	2	1.60439734215501E-4
21.8	0	0
21.82	-5	-4.01099335538752E-4
21.84	-1	-8.02198671077504E-5
21.86	-7	-5.61539069754253E-4
21.88	-4	-3.20879468431001E-4
21.9	5	4.01099335538752E-4
21.92	5	4.01099335538752E-4
21.94	0	0
21.96	-6	-4.81319202646502E-4
21.98	-3	-2.40659601323251E-4
22	-2	-1.60439734215501E-4
22.02	0	0
22.04	0	0
22.06	4	3.20879468431001E-4
22.08	2	1.60439734215501E-4
22.1	-1	-8.02198671077504E-5
22.12	-2	-1.60439734215501E-4
22.14	1	8.02198671077504E-5
22.16	-4	-3.20879468431001E-4
22.18	-2	-1.60439734215501E-4
22.2	-2	-1.60439734215501E-4
22.22	5	4.01099335538752E-4
22.24	-4	-3.20879468431001E-4
22.26	2	1.60439734215501E-4
22.28	3	2.40659601323251E-4
22.3	3	2.40659601323251E-4
22.32	2	1.60439734215501E-4
22.34	-4	-3.20879468431001E-4
22.36	-9	-7.21978803969753E-4
22.38	5	4.01099335538752E-4
22.4	1	8.02198671077504E-5
22.42	-3	-2.40659601323251E-4
22.44	3	2.40659601323251E-4
22.46	1	8.02198671077504E-5
22.48	5	4.01099335538752E-4
22.5	-1	-8.02198671077504E-5
22.52	-3	-2.40659601323251E-4
22.54	-4	-3.20879468431001E-4
22.56	1	8.02198671077504E-5
22.58	-3	-2.40659601323251E-4
22.6	-4	-3.20879468431001E-4
22.62	-4	-3.20879468431001E-4
22.64	1	8.02198671077504E-5
22.66	-1	-8.02198671077504E-5
22.68	1	8.02198671077504E-5
22.7	0	0
22.72	-7	-5.61539069754253E-4
22.74	2	1.60439734215501E-4
22.76	2	1.60439734215501E-4
22.78	-2	-1.60439734215501E-4
22.8	-4	-3.20879468431001E-4
22.82	-1	-8.02198671077504E-5
22.84	-1	-8.02198671077504E-5
22.86	2	1.60439734215501E-4
22.88	3	2.40659601323251E-4
22.9	-1	-8.02198671077504E-5
22.92	5	4.01099335538752E-4
22.94	0	0
22.96	9	7.21978803969753E-4
22.98	6	4.81319202646502E-4
23	-4	-3.20879468431001E-4
23.02	-3	-2.40659601323251E-4
23.04	-4	-3.20879468431001E-4
23.06	0	0
23.08	5	4.01099335538752E-4
23.1	-3	-2.40659601323251E-4
23.12	2	1.60439734215501E-4
23.14	-1	-8.02198671077504E-5
23.16	5	4.01099335538752E-4
23.18	5	4.01099335538752E-4
23.2	-3	-2.40659601323251E-4
23.22	3	2.40659601323251E-4
23.24	8	6.41758936862003E-4
23.26	7	5.61539069754253E-4
23.28	3	2.40659601323251E-4
23.3	5	4.01099335538752E-4
23.32	6	4.81319202646502E-4
23.34	3	2.40659601323251E-4
23.36	-2	-1.60439734215501E-4
23.38	-5	-4.01099335538752E-4
23.4	0	0
23.42	-3	-2.40659601323251E-4
23.44	-5	-4.01099335538752E-4
23.46	-6	-4.81319202646502E-4
23.48	0	0
23.5	0	0
23.52	-4	-3.20879468431001E-4
23.54	-3	-2.40659601323251E-4
23.56	0	0
23.58	-2	-1.60439734215501E-4
23.6	-9	-7.21978803969753E-4
23.62	0	0
23.64	3	2.40659601323251E-4
23.66	-2	-1.60439734215501E-4
23.68	-3	-2.40659601323251E-4
23.7	-4	-3.20879468431001E-4
23.72	0	0
23.74	1	8.02198671077504E-5
23.76	-3	-2.40659601323251E-4
23.78	-1	-8.02198671077504E-5
23.8	-6	-4.81319202646502E-4
23.82	-3	-2.40659601323251E-4
23.84	4	3.20879468431001E-4
23.86	-4	-3.20879468431001E-4
23.88	-3	-2.40659601323251E-4
23.9	2	1.60439734215501E-4
23.92	-1	-8.02198671077504E-5
23.94	-3	-2.40659601323251E-4
23.96	-3	-2.40659601323251E-4
23.98	-3	-2.40659601323251E-4
24	-2	-1.60439734215501E-4
24.02	-1	-8.02198671077504E-5
24.04	1	8.02198671077504E-5
24.06	-7	-5.61539069754253E-4
24.08	-3	-2.40659601323251E-4
24.1	-8	-6.41758936862003E-4
24.12	-6	-4.81319202646502E-4
24.14	0	0
24.16	2	1.60439734215501E-4
24.18	-8	-6.41758936862003E-4
24.2	-5	-4.01099335538752E-4
24.22	1	8.02198671077504E-5
24.24	1	8.02198671077504E-5
24.26	2	1.60439734215501E-4
24.28	0	0
24.3	-1	-8.02198671077504E-5
24.32	-8	-6.41758936862003E-4
24.34	-7	-5.61539069754253E-4
24.36	0	0
24.38	4	3.20879468431001E-4
24.4	-4	-3.20879468431001E-4
24.42	3	2.40659601323251E-4
24.44	3	2.40659601323251E-4
24.46	11	8.82418538185254E-4
24.48	5	4.01099335538752E-4
24.5	-5	-4.01099335538752E-4
24.52	-4	-3.20879468431001E-4
24.54	-4	-3.20879468431001E-4
24.56	3	2.40659601323251E-4
24.58	3	2.40659601323251E-4
24.6	3	2.40659601323251E-4
24.62	-3	-2.40659601323251E-4
24.64	-2	-1.60439734215501E-4
24.66	-2	-1.60439734215501E-4
24.68	1	8.02198671077504E-5
24.7	0	0
24.72	9	7.21978803969753E-4
24.74	7	5.61539069754253E-4
24.76	7	5.61539069754253E-4
24.78	5	4.01099335538752E-4
24.8	-1	-8.02198671077504E-5
24.82	-5	-4.01099335538752E-4
24.84	0	0
24.86	-1	-8.02198671077504E-5
24.88	-5	-4.01099335538752E-4
24.9	5	4.01099335538752E-4
24.92	-6	-4.81319202646502E-4
24.94	-4	-3.20879468431001E-4
24.96	-5	-4.01099335538752E-4
24.98	1	8.02198671077504E-5
25	-2	-1.60439734215501E-4
25.02	-1	-8.02198671077504E-5
25.04	6	4.81319202646502E-4
25.06	5	4.01099335538752E-4
25.08	1	8.02198671077504E-5
25.1	3	2.40659601323251E-4
25.12	-1	-8.02198671077504E-5
25.14	6	4.81319202646502E-4
25.16	3	2.40659601323251E-4
25.18	0	0
25.2	0	0
25.22	2	1.60439734215501E-4
25.24	-5	-4.01099335538752E-4
25.26	-1	-8.02198671077504E-5
25.28	1	8.02198671077504E-5
25.3	3	2.40659601323251E-4
25.32	-6	-4.81319202646502E-4
25.34	3	2.40659601323251E-4
25.36	-5	-4.01099335538752E-4
25.38	-1	-8.02198671077504E-5
25.4	0	0
25.42	-12	-9.62638405293004E-4
25.44	-10	-8.02198671077504E-4
25.46	4	3.20879468431001E-4
25.48	2	1.60439734215501E-4
25.5	-2	-1.60439734215501E-4
25.52	2	1.60439734215501E-4
25.54	5	4.01099335538752E-4
25.56	-4	-3.20879468431001E-4
25.58	-8	-6.41758936862003E-4
25.6	4	3.20879468431001E-4
25.62	5	4.01099335538752E-4
25.64	1	8.02198671077504E-5
25.66	-1	-8.02198671077504E-5
25.68	2	1.60439734215501E-4
25.7	1	8.02198671077504E-5
25.72	-2	-1.60439734215501E-4
25.74	-2	-1.60439734215501E-4
25.76	-4	-3.20879468431001E-4
25.78	3	2.40659601323251E-4
25.8	8	6.41758936862003E-4
25.82	-1	-8.02198671077504E-5
25.84	-3	-2.40659601323251E-4
25.86	0	0
25.88	-10	-8.02198671077504E-4
25.9	-9	-7.21978803969753E-4
25.92	1	8.02198671077504E-5
25.94	4	3.20879468431001E-4
25.96	5	4.01099335538752E-4
25.98	1	8.02198671077504E-5
26	1	8.02198671077504E-5
26.02	1	8.02198671077504E-5
26.04	8	6.41758936862003E-4
26.06	-2	-1.60439734215501E-4
26.08	3	2.40659601323251E-4
26.1	10	8.02198671077504E-4
26.12	5	4.01099335538752E-4
26.14	-2	-1.60439734215501E-4
26.16	-1	-8.02198671077504E-5
26.18	1	8.02198671077504E-5
26.2	-5	-4.01099335538752E-4
26.22	-3	-2.40659601323251E-4
26.24	-2	-1.60439734215501E-4
26.26	-1	-8.02198671077504E-5
26.28	-3	-2.40659601323251E-4
26.3	-4	-3.20879468431001E-4
26.32	-2	-1.60439734215501E-4
26.34	2	1.60439734215501E-4
26.36	-1	-8.02198671077504E-5
26.38	6	4.81319202646502E-4
26.4	-4	-3.20879468431001E-4
26.42	-2	-1.60439734215501E-4
26.44	-6	-4.81319202646502E-4
26.46	1	8.02198671077504E-5
26.48	-1	-8.02198671077504E-5
26.5	-1	-8.02198671077504E-5
26.52	4	3.20879468431001E-4
26.54	3	2.40659601323251E-4
26.56	1	8.02198671077504E-5
26.58	3	2.40659601323251E-4
26.6	5	4.01099335538752E-4
26.62	-3	-2.40659601323251E-4
26.64	-4	-3.20879468431001E-4
26.66	1	8.02198671077504E-5
26.68	-4	-3.20879468431001E-4
26.7	0	0
26.72	0	0
26.74	-8	-6.41758936862003E-4
26.76	-3	-2.40659601323251E-4
26.78	-2	-1.60439734215501E-4
26.8	-4	-3.20879468431001E-4
26.82	-10	-8.02198671077504E-4
26.84	0	0
26.86	11	8.82418538185254E-4
26.88	-3	-2.40659601323251E-4
26.9	-4	-3.20879468431001E-4
26.92	1	8.02198671077504E-5
26.94	4	3.20879468431001E-4
26.96	1	8.02198671077504E-5
26.98	0	0
27	-12	-9.62638405293004E-4
27.02	-12	-9.62638405293004E-4
27.04	-10	-8.02198671077504E-4
27.06	-3	-2.40659601323251E-4
27.08	2	1.60439734215501E-4
27.1	-7	-5.61539069754253E-4
27.12	0	0
27.14	-5	-4.01099335538752E-4
27.16	-1	-8.02198671077504E-5
27.18	-3	-2.40659601323251E-4
27.2	-1	-8.02198671077504E-5
27.22	-1	-8.02198671077504E-5
27.24	-4	-3.20879468431001E-4
27.26	6	4.81319202646502E-4
27.28	-5	-4.01099335538752E-4
27.3	-2	-1.60439734215501E-4
27.32	-4	-3.20879468431001E-4
27.34	-8	-6.41758936862003E-4
27.36	-2	-1.60439734215501E-4
27.38	-7	-5.61539069754253E-4
27.4	-8	-6.41758936862003E-4
27.42	-3	-2.40659601323251E-4
27.44	4	3.20879468431001E-4
27.46	2	1.60439734215501E-4
27.48	3	2.40659601323251E-4
27.5	5	4.01099335538752E-4
27.52	0	0
27.54	-13	-0.00104285827240075
27.56	-11	-8.82418538185254E-4
27.58	1	8.02198671077504E-5
27.6	-1	-8.02198671077504E-5
27.62	-2	-1.60439734215501E-4
27.64	-4	-3.20879468431001E-4
27.66	-2	-1.60439734215501E-4
27.68	2	1.60439734215501E-4
27.7	1	8.02198671077504E-5
27.72	-3	-2.40659601323251E-4
27.74	-9	-7.21978803969753E-4
27.76	-6	-4.81319202646502E-4
27.78	1	8.02198671077504E-5
27.8	3	2.40659601323251E-4
27.82	4	3.20879468431001E-4
27.84	1	8.02198671077504E-5
27.86	-1	-8.02198671077504E-5
27.88	0	0
27.9	-3	-2.40659601323251E-4
27.92	-4	-3.20879468431001E-4
27.94	-7	-5.61539069754253E-4
27.96	-10	-8.02198671077504E-4
27.98	2	1.60439734215501E-4
28	0	0
28.02	-3	-2.40659601323251E-4
28.04	-5	-4.01099335538752E-4
28.06	-11	-8.82418538185254E-4
28.08	-11	-8.82418538185254E-4
28.1	-3	-2.40659601323251E-4
28.12	5	4.01099335538752E-4
28.14	-1	-8.02198671077504E-5
28.16	3	2.40659601323251E-4
28.18	0	0
28.2	-3	-2.40659601323251E-4
28.22	0	0
28.24	7	5.61539069754253E-4
28.26	-5	-4.01099335538752E-4
28.28	7	5.61539069754253E-4
28.3	13	0.00104285827240075
28.32	0	0
28.34	-2	-1.60439734215501E-4
28.36	-7	-5.61539069754253E-4
28.38	-7	-5.61539069754253E-4
28.4	-9	-7.21978803969753E-4
28.42	3	2.40659601323251E-4
28.44	1	8.02198671077504E-5
28.46	-3	-2.40659601323251E-4
28.48	1	8.02198671077504E-5
28.5	1	8.02198671077504E-5
28.52	4	3.20879468431001E-4
28.54	-3	-2.40659601323251E-4
28.56	-7	-5.61539069754253E-4
28.58	4	3.20879468431001E-4
28.6	6	4.81319202646502E-4
28.62	-3	-2.40659601323251E-4
28.64	-2	-1.60439734215501E-4
28.66	-3	-2.40659601323251E-4
28.68	0	0
28.7	-1	-8.02198671077504E-5
28.72	-4	-3.20879468431001E-4
28.74	3	2.40659601323251E-4
28.76	0	0
28.78	-6	-4.81319202646502E-4
28.8	8	6.41758936862003E-4
28.82	1	8.02198671077504E-5
28.84	3	2.40659601323251E-4
28.86	0	0
28.88	-11	-8.82418538185254E-4
28.9	-8	-6.41758936862003E-4
28.92	-6	-4.81319202646502E-4
28.94	-2	-1.60439734215501E-4
28.96	-5	-4.01099335538752E-4
28.98	-5	-4.01099335538752E-4
29	-6	-4.81319202646502E-4
29.02	3	2.40659601323251E-4
29.04	-6	-4.81319202646502E-4
29.06	-7	-5.61539069754253E-4
29.08	-8	-6.41758936862003E-4
29.1	-10	-8.02198671077504E-4
29.12	-3	-2.40659601323251E-4
29.14	-1	-8.02198671077504E-5
29.16	2	1.60439734215501E-4
29.18	-1	-8.02198671077504E-5
29.2	-3	-2.40659601323251E-4
29.22	-7	-5.61539069754253E-4
29.24	1	8.02198671077504E-5
29.26	-6	-4.81319202646502E-4
29.28	1	8.02198671077504E-5
29.3	-11	-8.82418538185254E-4
29.32	-3	-2.40659601323251E-4
29.34	1	8.02198671077504E-5
29.36	-5	-4.01099335538752E-4
29.38	-6	-4.81319202646502E-4
29.4	-3	-2.40659601323251E-4
29.42	0	0
29.44	-7	-5.61539069754253E-4
29.46	-1	-8.02198671077504E-5
29.48	3	2.40659601323251E-4
29.5	9	7.21978803969753E-4
29.52	1	8.02198671077504E-5
29.54	-3	-2.40659601323251E-4
29.56	5	4.01099335538752E-4
29.58	2	1.60439734215501E-4
29.6	-1	-8.02198671077504E-5
29.62	-1	-8.02198671077504E-5
29.64	-1	-8.02198671077504E-5
29.66	1	8.02198671077504E-5
29.68	3	2.40659601323251E-4
29.7	-5	-4.01099335538752E-4
29.72	-3	-2.40659601323251E-4
29.74	-5	-4.01099335538752E-4
29.76	-1	-8.02198671077504E-5
29.78	-3	-2.40659601323251E-4
29.8	2	1.60439734215501E-4
29.82	2	1.60439734215501E-4
29.84	2	1.60439734215501E-4
29.86	-2	-1.60439734215501E-4
29.88	4	3.20879468431001E-4
29.9	1	8.02198671077504E-5
29.92	0	0
29.94	9	7.21978803969753E-4
29.96	-2	-1.60439734215501E-4
29.98	-4	-3.20879468431001E-4
30	-4	-3.20879468431001E-4
30.02	-2	-1.60439734215501E-4
30.04	5	4.01099335538752E-4
30.06	4	3.20879468431001E-4
30.08	-2	-1.60439734215501E-4
30.1	-4	-3.20879468431001E-4
30.12	-2	-1.60439734215501E-4
30.14	1	8.02198671077504E-5
30.16	6	4.81319202646502E-4
30.18	5	4.01099335538752E-4
30.2	-3	-2.40659601323251E-4
30.22	0	0
30.24	-6	-4.81319202646502E-4
30.26	-6	-4.81319202646502E-4
30.28	-4	-3.20879468431001E-4
30.3	1	8.02198671077504E-5
30.32	-2	-1.60439734215501E-4
30.34	-6	-4.81319202646502E-4
30.36	-3	-2.40659601323251E-4
30.38	-1	-8.02198671077504E-5
30.4	1	8.02198671077504E-5
30.42	-11	-8.82418538185254E-4
30.44	-1	-8.02198671077504E-5
30.46	0	0
30.48	1	8.02198671077504E-5
30.5	-4	-3.20879468431001E-4
30.52	0	0
30.54	-4	-3.20879468431001E-4
30.56	-1	-8.02198671077504E-5
30.58	2	1.60439734215501E-4
30.6	6	4.81319202646502E-4
30.62	-2	-1.60439734215501E-4
30.64	0	0
30.66	-4	-3.20879468431001E-4
30.68	-1	-8.02198671077504E-5
30.7	-9	-7.21978803969753E-4
30.72	1	8.02198671077504E-5
30.74	5	4.01099335538752E-4
30.76	-2	-1.60439734215501E-4
30.78	0	0
30.8	-6	-4.81319202646502E-4
30.82	-2	-1.60439734215501E-4
30.84	-3	-2.40659601323251E-4
30.86	-3	-2.40659601323251E-4
30.88	1	8.02198671077504E-5
30.9	-7	-5.61539069754253E-4
30.92	-1	-8.02198671077504E-5
30.94	-4	-3.20879468431001E-4
30.96	-6	-4.81319202646502E-4
30.98	-1	-8.02198671077504E-5
31	-5	-4.01099335538752E-4
31.02	1	8.02198671077504E-5
31.04	-5	-4.01099335538752E-4
31.06	-1	-8.02198671077504E-5
31.08	4	3.20879468431001E-4
31.1	-4	-3.20879468431001E-4
31.12	-3	-2.40659601323251E-4
31.14	-2	-1.60439734215501E-4
31.16	-6	-4.81319202646502E-4
31.18	-3	-2.40659601323251E-4
31.2	-5	-4.01099335538752E-4
31.22	-6	-4.81319202646502E-4
31.24	1	8.02198671077504E-5
31.26	2	1.60439734215501E-4
31.28	-6	-4.81319202646502E-4
31.3	-10	-8.02198671077504E-4
31.32	-3	-2.40659601323251E-4
31.34	4	3.20879468431001E-4
31.36	-2	-1.60439734215501E-4
31.38	-7	-5.61539069754253E-4
31.4	-5	-4.01099335538752E-4
31.42	0	0
31.44	1	8.02198671077504E-5
31.46	1	8.02198671077504E-5
31.48	0	0
31.5	5	4.01099335538752E-4
31.52	8	6.41758936862003E-4
31.54	-1	-8.02198671077504E-5
31.56	2	1.60439734215501E-4
31.58	-4	-3.20879468431001E-4
31.6	-14	-0.00112307813950851
31.62	-6	-4.81319202646502E-4
31.64	-2	-1.60439734215501E-4
31.66	-2	-1.60439734215501E-4
31.68	-6	-4.81319202646502E-4
31.7	-2	-1.60439734215501E-4
31.72	3	2.40659601323251E-4
31.74	-1	-8.02198671077504E-5
31.76	3	2.40659601323251E-4
31.78	0	0
31.8	3	2.40659601323251E-4
31.82	-1	-8.02198671077504E-5
31.84	-5	-4.01099335538752E-4
31.86	1	8.02198671077504E-5
31.88	8	6.41758936862003E-4
31.9	-2	-1.60439734215501E-4
31.92	4	3.20879468431001E-4
31.94	1	8.02198671077504E-5
31.96	2	1.60439734215501E-4
31.98	7	5.61539069754253E-4
32	8	6.41758936862003E-4
32.02	-1	-8.02198671077504E-5
32.04	2	1.60439734215501E-4
32.06	-11	-8.82418538185254E-4
32.08	-1	-8.02198671077504E-5
32.1	-1	-8.02198671077504E-5
32.12	-2	-1.60439734215501E-4
32.14	-5	-4.01099335538752E-4
32.16	-12	-9.62638405293004E-4
32.18	-8	-6.41758936862003E-4
32.2	-5	-4.01099335538752E-4
32.22	-8	-6.41758936862003E-4
32.24	-4	-3.20879468431001E-4
32.26	4	3.20879468431001E-4
32.28	1	8.02198671077504E-5
32.3	2	1.60439734215501E-4
32.32	-4	-3.20879468431001E-4
32.34	-9	-7.21978803969753E-4
32.36	-8	-6.41758936862003E-4
32.38	-10	-8.02198671077504E-4
32.4	-1	-8.02198671077504E-5
32.42	10	8.02198671077504E-4
32.44	7	5.61539069754253E-4
32.46	-1	-8.02198671077504E-5
32.48	-3	-2.40659601323251E-4
32.5	0	0
32.52	-6	-4.81319202646502E-4
32.54	-10	-8.02198671077504E-4
32.56	-6	-4.81319202646502E-4
32.58	1	8.02198671077504E-5
32.6	4	3.20879468431001E-4
32.62	1	8.02198671077504E-5
32.64	-12	-9.62638405293004E-4
32.66	-5	-4.01099335538752E-4
32.68	0	0
32.7	1	8.02198671077504E-5
32.72	-4	-3.20879468431001E-4
32.74	-6	-4.81319202646502E-4
32.76	-4	-3.20879468431001E-4
32.78	-6	-4.81319202646502E-4
32.8	-5	-4.01099335538752E-4
32.82	0	0
32.84	-1	-8.02198671077504E-5
32.86	-7	-5.61539069754253E-4
32.88	6	4.81319202646502E-4
32.9	-5	-4.01099335538752E-4
32.92	-10	-8.02198671077504E-4
32.94	-2	-1.60439734215501E-4
32.96	2	1.60439734215501E-4
32.98	5	4.01099335538752E-4
33	-5	-4.01099335538752E-4
33.02	1	8.02198671077504E-5
33.04	-5	-4.01099335538752E-4
33.06	-3	-2.40659601323251E-4
33.08	0	0
33.1	3	2.40659601323251E-4
33.12	7	5.61539069754253E-4
33.14	6	4.81319202646502E-4
33.16	2	1.60439734215501E-4
33.18	-5	-4.01099335538752E-4
33.2	-6	-4.81319202646502E-4
33.22	0	0
33.24	2	1.60439734215501E-4
33.26	1	8.02198671077504E-5
33.28	1	8.02198671077504E-5
33.3	-12	-9.62638405293004E-4
33.32	-8	-6.41758936862003E-4
33.34	-1	-8.02198671077504E-5
33.36	-1	-8.02198671077504E-5
33.38	-2	-1.60439734215501E-4
33.4	-7	-5.61539069754253E-4
33.42	-2	-1.60439734215501E-4
33.44	-5	-4.01099335538752E-4
33.46	-8	-6.41758936862003E-4
33.48	-9	-7.21978803969753E-4
33.5	-3	-2.40659601323251E-4
33.52	-5	-4.01099335538752E-4
33.54	-3	-2.40659601323251E-4
33.56	-5	-4.01099335538752E-4
33.58	-8	-6.41758936862003E-4
33.6	-10	-8.02198671077504E-4
33.62	-9	-7.21978803969753E-4
33.64	3	2.40659601323251E-4
33.66	4	3.20879468431001E-4
33.68	5	4.01099335538752E-4
33.7	1	8.02198671077504E-5
33.72	0	0
33.74	-2	-1.60439734215501E-4
33.76	-1	-8.02198671077504E-5
33.78	-3	-2.40659601323251E-4
33.8	-1	-8.02198671077504E-5
33.82	-4	-3.20879468431001E-4
33.84	1	8.02198671077504E-5
33.86	1	8.02198671077504E-5
33.88	-4	-3.20879468431001E-4
33.9	-1	-8.02198671077504E-5
33.92	-5	-4.01099335538752E-4
33.94	-5	-4.01099335538752E-4
33.96	-6	-4.81319202646502E-4
33.98	-2	-1.60439734215501E-4
34	6	4.81319202646502E-4
34.02	-2	-1.60439734215501E-4
34.04	3	2.40659601323251E-4
