Time [µs]	D2, v0J12	D2, v0J12
	200k shots	200k shots
Laser Power [mJ]		power corrected
16.46	-16	-8.46249059433182E-5
16.48	-30	-1.58671698643722E-4
16.5	13	6.8757736078946E-5
16.52	2	1.05781132429148E-5
16.54	-10	-5.28905662145739E-5
16.56	-14	-7.40467927004034E-5
16.58	-8	-4.23124529716591E-5
16.6	-4	-2.11562264858296E-5
16.62	19	1.0049207580769E-4
16.64	16	8.46249059433182E-5
16.66	-15	-7.93358493218608E-5
16.68	-9	-4.76015095931165E-5
16.7	-11	-5.81796228360313E-5
16.72	-6	-3.17343397287443E-5
16.74	-15	-7.93358493218608E-5
16.76	-33	-1.74538868508094E-4
16.78	-1	-5.28905662145739E-6
16.8	1	5.28905662145739E-6
16.82	17	8.99139625647756E-5
16.84	7	3.70233963502017E-5
16.86	5	2.64452831072869E-5
16.88	-13	-6.8757736078946E-5
16.9	4	2.11562264858296E-5
16.92	1	5.28905662145739E-6
16.94	5	2.64452831072869E-5
16.96	22	1.16359245672063E-4
16.98	-17	-8.99139625647756E-5
17	-23	-1.2164830229352E-4
17.02	-24	-1.26937358914977E-4
17.04	-22	-1.16359245672063E-4
17.06	6	3.17343397287443E-5
17.08	5	2.64452831072869E-5
17.1	3	1.58671698643722E-5
17.12	-10	-5.28905662145739E-5
17.14	7	3.70233963502017E-5
17.16	5	2.64452831072869E-5
17.18	-13	-6.8757736078946E-5
17.2	-7	-3.70233963502017E-5
17.22	-1	-5.28905662145739E-6
17.24	-13	-6.8757736078946E-5
17.26	-22	-1.16359245672063E-4
17.28	-16	-8.46249059433182E-5
17.3	-16	-8.46249059433182E-5
17.32	-8	-4.23124529716591E-5
17.34	0	0
17.36	-1	-5.28905662145739E-6
17.38	-18	-9.5203019186233E-5
17.4	6	3.17343397287443E-5
17.42	2	1.05781132429148E-5
17.44	0	0
17.46	3	1.58671698643722E-5
17.48	2	1.05781132429148E-5
17.5	21	1.11070189050605E-4
17.52	27	1.4280452877935E-4
17.54	13	6.8757736078946E-5
17.56	5	2.64452831072869E-5
17.58	17	8.99139625647756E-5
17.6	11	5.81796228360313E-5
17.62	-1	-5.28905662145739E-6
17.64	-12	-6.34686794574887E-5
17.66	-1	-5.28905662145739E-6
17.68	10	5.28905662145739E-5
17.7	-5	-2.64452831072869E-5
17.72	-13	-6.8757736078946E-5
17.74	-11	-5.81796228360313E-5
17.76	1	5.28905662145739E-6
17.78	2	1.05781132429148E-5
17.8	3	1.58671698643722E-5
17.82	0	0
17.84	-10	-5.28905662145739E-5
17.86	6	3.17343397287443E-5
17.88	-10	-5.28905662145739E-5
17.9	-22	-1.16359245672063E-4
17.92	-13	-6.8757736078946E-5
17.94	-8	-4.23124529716591E-5
17.96	-3	-1.58671698643722E-5
17.98	3	1.58671698643722E-5
18	-26	-1.37515472157892E-4
18.02	-5	-2.64452831072869E-5
18.04	-9	-4.76015095931165E-5
18.06	1	5.28905662145739E-6
18.08	-6	-3.17343397287443E-5
18.1	-13	-6.8757736078946E-5
18.12	-21	-1.11070189050605E-4
18.14	-6	-3.17343397287443E-5
18.16	23	1.2164830229352E-4
18.18	0	0
18.2	-18	-9.5203019186233E-5
18.22	0	0
18.24	16	8.46249059433182E-5
18.26	5	2.64452831072869E-5
18.28	31	1.63960755265179E-4
18.3	5	2.64452831072869E-5
18.32	-31	-1.63960755265179E-4
18.34	0	0
18.36	-22	-1.16359245672063E-4
18.38	-26	-1.37515472157892E-4
18.4	4	2.11562264858296E-5
18.42	25	1.32226415536435E-4
18.44	17	8.99139625647756E-5
18.46	1	5.28905662145739E-6
18.48	1	5.28905662145739E-6
18.5	-1	-5.28905662145739E-6
18.52	6	3.17343397287443E-5
18.54	-28	-1.48093585400807E-4
18.56	-20	-1.05781132429148E-4
18.58	-1	-5.28905662145739E-6
18.6	1	5.28905662145739E-6
18.62	6	3.17343397287443E-5
18.64	-18	-9.5203019186233E-5
18.66	-6	-3.17343397287443E-5
18.68	-2	-1.05781132429148E-5
18.7	-8	-4.23124529716591E-5
18.72	19	1.0049207580769E-4
18.74	9	4.76015095931165E-5
18.76	0	0
18.78	-10	-5.28905662145739E-5
18.8	-10	-5.28905662145739E-5
18.82	-9	-4.76015095931165E-5
18.84	7	3.70233963502017E-5
18.86	-13	-6.8757736078946E-5
18.88	-12	-6.34686794574887E-5
18.9	-1	-5.28905662145739E-6
18.92	27	1.4280452877935E-4
18.94	-3	-1.58671698643722E-5
18.96	-2	-1.05781132429148E-5
18.98	23	1.2164830229352E-4
19	-10	-5.28905662145739E-5
19.02	-4	-2.11562264858296E-5
19.04	17	8.99139625647756E-5
19.06	-1	-5.28905662145739E-6
19.08	16	8.46249059433182E-5
19.1	7	3.70233963502017E-5
19.12	-24	-1.26937358914977E-4
19.14	-16	-8.46249059433182E-5
19.16	-24	-1.26937358914977E-4
19.18	-4	-2.11562264858296E-5
19.2	8	4.23124529716591E-5
19.22	19	1.0049207580769E-4
19.24	6	3.17343397287443E-5
19.26	-17	-8.99139625647756E-5
19.28	-9	-4.76015095931165E-5
19.3	13	6.8757736078946E-5
19.32	4	2.11562264858296E-5
19.34	-20	-1.05781132429148E-4
19.36	-10	-5.28905662145739E-5
19.38	-3	-1.58671698643722E-5
19.4	-1	-5.28905662145739E-6
19.42	4	2.11562264858296E-5
19.44	9	4.76015095931165E-5
19.46	12	6.34686794574887E-5
19.48	-3	-1.58671698643722E-5
19.5	7	3.70233963502017E-5
19.52	8	4.23124529716591E-5
19.54	7	3.70233963502017E-5
19.56	9	4.76015095931165E-5
19.58	-9	-4.76015095931165E-5
19.6	7	3.70233963502017E-5
19.62	-6	-3.17343397287443E-5
19.64	3	1.58671698643722E-5
19.66	-3	-1.58671698643722E-5
19.68	15	7.93358493218608E-5
19.7	-2	-1.05781132429148E-5
19.72	-15	-7.93358493218608E-5
19.74	12	6.34686794574887E-5
19.76	3	1.58671698643722E-5
19.78	15	7.93358493218608E-5
19.8	9	4.76015095931165E-5
19.82	-13	-6.8757736078946E-5
19.84	7	3.70233963502017E-5
19.86	13	6.8757736078946E-5
19.88	13	6.8757736078946E-5
19.9	22	1.16359245672063E-4
19.92	1	5.28905662145739E-6
19.94	21	1.11070189050605E-4
19.96	7	3.70233963502017E-5
19.98	-11	-5.81796228360313E-5
20	-16	-8.46249059433182E-5
20.02	-13	-6.8757736078946E-5
20.04	-5	-2.64452831072869E-5
20.06	3	1.58671698643722E-5
20.08	-4	-2.11562264858296E-5
20.1	-4	-2.11562264858296E-5
20.12	0	0
20.14	4	2.11562264858296E-5
20.16	7	3.70233963502017E-5
20.18	25	1.32226415536435E-4
20.2	-5	-2.64452831072869E-5
20.22	9	4.76015095931165E-5
20.24	-8	-4.23124529716591E-5
20.26	0	0
20.28	31	1.63960755265179E-4
20.3	2	1.05781132429148E-5
20.32	-1	-5.28905662145739E-6
20.34	-2	-1.05781132429148E-5
20.36	4	2.11562264858296E-5
20.38	5	2.64452831072869E-5
20.4	-24	-1.26937358914977E-4
20.42	-13	-6.8757736078946E-5
20.44	-15	-7.93358493218608E-5
20.46	10	5.28905662145739E-5
20.48	21	1.11070189050605E-4
20.5	13	6.8757736078946E-5
20.52	1	5.28905662145739E-6
20.54	8	4.23124529716591E-5
20.56	-12	-6.34686794574887E-5
20.58	1	5.28905662145739E-6
20.6	-3	-1.58671698643722E-5
20.62	18	9.5203019186233E-5
20.64	12	6.34686794574887E-5
20.66	-1	-5.28905662145739E-6
20.68	6	3.17343397287443E-5
20.7	19	1.0049207580769E-4
20.72	5	2.64452831072869E-5
20.74	11	5.81796228360313E-5
20.76	15	7.93358493218608E-5
20.78	14	7.40467927004034E-5
20.8	11	5.81796228360313E-5
20.82	-19	-1.0049207580769E-4
20.84	-15	-7.93358493218608E-5
20.86	11	5.81796228360313E-5
20.88	-9	-4.76015095931165E-5
20.9	-13	-6.8757736078946E-5
20.92	-14	-7.40467927004034E-5
20.94	-21	-1.11070189050605E-4
20.96	-14	-7.40467927004034E-5
20.98	-16	-8.46249059433182E-5
21	-24	-1.26937358914977E-4
21.02	-28	-1.48093585400807E-4
21.04	-1	-5.28905662145739E-6
21.06	12	6.34686794574887E-5
21.08	-3	-1.58671698643722E-5
21.1	-28	-1.48093585400807E-4
21.12	-13	-6.8757736078946E-5
21.14	-6	-3.17343397287443E-5
21.16	9	4.76015095931165E-5
21.18	-5	-2.64452831072869E-5
21.2	-4	-2.11562264858296E-5
21.22	-4	-2.11562264858296E-5
21.24	-19	-1.0049207580769E-4
21.26	-31	-1.63960755265179E-4
21.28	-37	-1.95695094993923E-4
21.3	-27	-1.4280452877935E-4
21.32	-10	-5.28905662145739E-5
21.34	-10	-5.28905662145739E-5
21.36	-18	-9.5203019186233E-5
21.38	6	3.17343397287443E-5
21.4	8	4.23124529716591E-5
21.42	-7	-3.70233963502017E-5
21.44	-20	-1.05781132429148E-4
21.46	-7	-3.70233963502017E-5
21.48	15	7.93358493218608E-5
21.5	10	5.28905662145739E-5
21.52	6	3.17343397287443E-5
21.54	-15	-7.93358493218608E-5
21.56	-16	-8.46249059433182E-5
21.58	4	2.11562264858296E-5
21.6	6	3.17343397287443E-5
21.62	-11	-5.81796228360313E-5
21.64	7	3.70233963502017E-5
21.66	-17	-8.99139625647756E-5
21.68	-20	-1.05781132429148E-4
21.7	-24	-1.26937358914977E-4
21.72	-24	-1.26937358914977E-4
21.74	-1	-5.28905662145739E-6
21.76	-7	-3.70233963502017E-5
21.78	16	8.46249059433182E-5
21.8	11	5.81796228360313E-5
21.82	4	2.11562264858296E-5
21.84	10	5.28905662145739E-5
21.86	36	1.90406038372466E-4
21.88	3	1.58671698643722E-5
21.9	-1	-5.28905662145739E-6
21.92	7	3.70233963502017E-5
21.94	-11	-5.81796228360313E-5
21.96	0	0
21.98	-3	-1.58671698643722E-5
22	-2	-1.05781132429148E-5
22.02	-11	-5.81796228360313E-5
22.04	14	7.40467927004034E-5
22.06	8	4.23124529716591E-5
22.08	-9	-4.76015095931165E-5
22.1	-14	-7.40467927004034E-5
22.12	-17	-8.99139625647756E-5
22.14	4	2.11562264858296E-5
22.16	4	2.11562264858296E-5
22.18	10	5.28905662145739E-5
22.2	-6	-3.17343397287443E-5
22.22	6	3.17343397287443E-5
22.24	1	5.28905662145739E-6
22.26	-3	-1.58671698643722E-5
22.28	5	2.64452831072869E-5
22.3	-11	-5.81796228360313E-5
22.32	-29	-1.53382642022264E-4
22.34	-7	-3.70233963502017E-5
22.36	7	3.70233963502017E-5
22.38	11	5.81796228360313E-5
22.4	1	5.28905662145739E-6
22.42	13	6.8757736078946E-5
22.44	-9	-4.76015095931165E-5
22.46	-6	-3.17343397287443E-5
22.48	5	2.64452831072869E-5
22.5	8	4.23124529716591E-5
22.52	-11	-5.81796228360313E-5
22.54	-2	-1.05781132429148E-5
22.56	9	4.76015095931165E-5
22.58	16	8.46249059433182E-5
22.6	18	9.5203019186233E-5
22.62	-18	-9.5203019186233E-5
22.64	-18	-9.5203019186233E-5
22.66	7	3.70233963502017E-5
22.68	2	1.05781132429148E-5
22.7	-11	-5.81796228360313E-5
22.72	4	2.11562264858296E-5
22.74	-21	-1.11070189050605E-4
22.76	-4	-2.11562264858296E-5
22.78	-20	-1.05781132429148E-4
22.8	1	5.28905662145739E-6
22.82	18	9.5203019186233E-5
22.84	9	4.76015095931165E-5
22.86	-10	-5.28905662145739E-5
22.88	2	1.05781132429148E-5
22.9	3	1.58671698643722E-5
22.92	2	1.05781132429148E-5
22.94	-8	-4.23124529716591E-5
22.96	2	1.05781132429148E-5
22.98	-11	-5.81796228360313E-5
23	-14	-7.40467927004034E-5
23.02	-15	-7.93358493218608E-5
23.04	-9	-4.76015095931165E-5
23.06	-8	-4.23124529716591E-5
23.08	-18	-9.5203019186233E-5
23.1	-11	-5.81796228360313E-5
23.12	12	6.34686794574887E-5
23.14	7	3.70233963502017E-5
23.16	-14	-7.40467927004034E-5
23.18	-6	-3.17343397287443E-5
23.2	-6	-3.17343397287443E-5
23.22	5	2.64452831072869E-5
23.24	9	4.76015095931165E-5
23.26	2	1.05781132429148E-5
23.28	4	2.11562264858296E-5
23.3	4	2.11562264858296E-5
23.32	15	7.93358493218608E-5
23.34	3	1.58671698643722E-5
23.36	-7	-3.70233963502017E-5
23.38	-13	-6.8757736078946E-5
23.4	-4	-2.11562264858296E-5
23.42	23	1.2164830229352E-4
23.44	-10	-5.28905662145739E-5
23.46	8	4.23124529716591E-5
23.48	-14	-7.40467927004034E-5
23.5	-14	-7.40467927004034E-5
23.52	26	1.37515472157892E-4
23.54	3	1.58671698643722E-5
23.56	-20	-1.05781132429148E-4
23.58	0	0
23.6	10	5.28905662145739E-5
23.62	1	5.28905662145739E-6
23.64	8	4.23124529716591E-5
23.66	-4	-2.11562264858296E-5
23.68	25	1.32226415536435E-4
23.7	12	6.34686794574887E-5
23.72	-12	-6.34686794574887E-5
23.74	7	3.70233963502017E-5
23.76	-28	-1.48093585400807E-4
23.78	-15	-7.93358493218608E-5
23.8	-21	-1.11070189050605E-4
23.82	9	4.76015095931165E-5
23.84	-25	-1.32226415536435E-4
23.86	-23	-1.2164830229352E-4
23.88	3	1.58671698643722E-5
23.9	-1	-5.28905662145739E-6
23.92	4	2.11562264858296E-5
23.94	5	2.64452831072869E-5
23.96	3	1.58671698643722E-5
23.98	12	6.34686794574887E-5
24	-2	-1.05781132429148E-5
24.02	-1	-5.28905662145739E-6
24.04	-8	-4.23124529716591E-5
24.06	-12	-6.34686794574887E-5
24.08	-5	-2.64452831072869E-5
24.1	-7	-3.70233963502017E-5
24.12	1	5.28905662145739E-6
24.14	5	2.64452831072869E-5
24.16	-8	-4.23124529716591E-5
24.18	-1	-5.28905662145739E-6
24.2	12	6.34686794574887E-5
24.22	-8	-4.23124529716591E-5
24.24	1	5.28905662145739E-6
24.26	7	3.70233963502017E-5
24.28	-15	-7.93358493218608E-5
24.3	-3	-1.58671698643722E-5
24.32	-9	-4.76015095931165E-5
24.34	-11	-5.81796228360313E-5
24.36	-31	-1.63960755265179E-4
24.38	-6	-3.17343397287443E-5
24.4	-3	-1.58671698643722E-5
24.42	-14	-7.40467927004034E-5
24.44	5	2.64452831072869E-5
24.46	0	0
24.48	-24	-1.26937358914977E-4
24.5	-23	-1.2164830229352E-4
24.52	-9	-4.76015095931165E-5
24.54	-1	-5.28905662145739E-6
24.56	6	3.17343397287443E-5
24.58	-2	-1.05781132429148E-5
24.6	11	5.81796228360313E-5
24.62	13	6.8757736078946E-5
24.64	-4	-2.11562264858296E-5
24.66	1	5.28905662145739E-6
24.68	9	4.76015095931165E-5
24.7	2	1.05781132429148E-5
24.72	2	1.05781132429148E-5
24.74	-5	-2.64452831072869E-5
24.76	-4	-2.11562264858296E-5
24.78	-10	-5.28905662145739E-5
24.8	8	4.23124529716591E-5
24.82	-7	-3.70233963502017E-5
24.84	7	3.70233963502017E-5
24.86	-21	-1.11070189050605E-4
24.88	-3	-1.58671698643722E-5
24.9	5	2.64452831072869E-5
24.92	13	6.8757736078946E-5
24.94	8	4.23124529716591E-5
24.96	0	0
24.98	8	4.23124529716591E-5
25	3	1.58671698643722E-5
25.02	-8	-4.23124529716591E-5
25.04	5	2.64452831072869E-5
25.06	18	9.5203019186233E-5
25.08	8	4.23124529716591E-5
25.1	4	2.11562264858296E-5
25.12	-4	-2.11562264858296E-5
25.14	4	2.11562264858296E-5
25.16	-21	-1.11070189050605E-4
25.18	2	1.05781132429148E-5
25.2	13	6.8757736078946E-5
25.22	6	3.17343397287443E-5
25.24	-6	-3.17343397287443E-5
25.26	-10	-5.28905662145739E-5
25.28	-2	-1.05781132429148E-5
25.3	-4	-2.11562264858296E-5
25.32	20	1.05781132429148E-4
25.34	-6	-3.17343397287443E-5
25.36	-3	-1.58671698643722E-5
25.38	14	7.40467927004034E-5
25.4	12	6.34686794574887E-5
25.42	7	3.70233963502017E-5
25.44	11	5.81796228360313E-5
25.46	-25	-1.32226415536435E-4
25.48	-27	-1.4280452877935E-4
25.5	23	1.2164830229352E-4
25.52	9	4.76015095931165E-5
25.54	-4	-2.11562264858296E-5
25.56	-7	-3.70233963502017E-5
25.58	3	1.58671698643722E-5
25.6	22	1.16359245672063E-4
25.62	5	2.64452831072869E-5
25.64	9	4.76015095931165E-5
25.66	1	5.28905662145739E-6
25.68	2	1.05781132429148E-5
25.7	-4	-2.11562264858296E-5
25.72	-12	-6.34686794574887E-5
25.74	-2	-1.05781132429148E-5
25.76	5	2.64452831072869E-5
25.78	15	7.93358493218608E-5
25.8	0	0
25.82	-12	-6.34686794574887E-5
25.84	-1	-5.28905662145739E-6
25.86	-16	-8.46249059433182E-5
25.88	-11	-5.81796228360313E-5
25.9	-17	-8.99139625647756E-5
25.92	13	6.8757736078946E-5
25.94	-4	-2.11562264858296E-5
25.96	1	5.28905662145739E-6
25.98	8	4.23124529716591E-5
26	14	7.40467927004034E-5
26.02	8	4.23124529716591E-5
26.04	18	9.5203019186233E-5
26.06	6	3.17343397287443E-5
26.08	-20	-1.05781132429148E-4
26.1	-6	-3.17343397287443E-5
26.12	-2	-1.05781132429148E-5
26.14	-1	-5.28905662145739E-6
26.16	7	3.70233963502017E-5
26.18	-20	-1.05781132429148E-4
26.2	-5	-2.64452831072869E-5
26.22	2	1.05781132429148E-5
26.24	-4	-2.11562264858296E-5
26.26	9	4.76015095931165E-5
26.28	22	1.16359245672063E-4
26.3	-8	-4.23124529716591E-5
26.32	8	4.23124529716591E-5
26.34	-2	-1.05781132429148E-5
26.36	6	3.17343397287443E-5
26.38	14	7.40467927004034E-5
26.4	-10	-5.28905662145739E-5
26.42	-1	-5.28905662145739E-6
26.44	0	0
26.46	-2	-1.05781132429148E-5
26.48	9	4.76015095931165E-5
26.5	12	6.34686794574887E-5
26.52	-11	-5.81796228360313E-5
26.54	-12	-6.34686794574887E-5
26.56	-12	-6.34686794574887E-5
26.58	-1	-5.28905662145739E-6
26.6	7	3.70233963502017E-5
26.62	0	0
26.64	-14	-7.40467927004034E-5
26.66	-21	-1.11070189050605E-4
26.68	-12	-6.34686794574887E-5
26.7	-2	-1.05781132429148E-5
26.72	-18	-9.5203019186233E-5
26.74	-1	-5.28905662145739E-6
26.76	3	1.58671698643722E-5
26.78	8	4.23124529716591E-5
26.8	2	1.05781132429148E-5
26.82	9	4.76015095931165E-5
26.84	-1	-5.28905662145739E-6
26.86	17	8.99139625647756E-5
26.88	1	5.28905662145739E-6
26.9	-16	-8.46249059433182E-5
26.92	26	1.37515472157892E-4
26.94	-2	-1.05781132429148E-5
26.96	-2	-1.05781132429148E-5
26.98	-15	-7.93358493218608E-5
27	-5	-2.64452831072869E-5
27.02	-5	-2.64452831072869E-5
27.04	-10	-5.28905662145739E-5
27.06	-4	-2.11562264858296E-5
27.08	-7	-3.70233963502017E-5
27.1	13	6.8757736078946E-5
27.12	34	1.79827925129551E-4
27.14	18	9.5203019186233E-5
27.16	30	1.58671698643722E-4
27.18	-6	-3.17343397287443E-5
27.2	-3	-1.58671698643722E-5
27.22	8	4.23124529716591E-5
27.24	-6	-3.17343397287443E-5
27.26	-20	-1.05781132429148E-4
27.28	1	5.28905662145739E-6
27.3	-1	-5.28905662145739E-6
27.32	-1	-5.28905662145739E-6
27.34	2	1.05781132429148E-5
27.36	-9	-4.76015095931165E-5
27.38	14	7.40467927004034E-5
27.4	8	4.23124529716591E-5
27.42	1	5.28905662145739E-6
27.44	-24	-1.26937358914977E-4
27.46	11	5.81796228360313E-5
27.48	8	4.23124529716591E-5
27.5	-21	-1.11070189050605E-4
27.52	-19	-1.0049207580769E-4
27.54	-4	-2.11562264858296E-5
27.56	3	1.58671698643722E-5
27.58	4	2.11562264858296E-5
27.6	13	6.8757736078946E-5
27.62	-4	-2.11562264858296E-5
27.64	4	2.11562264858296E-5
27.66	0	0
27.68	-18	-9.5203019186233E-5
27.7	-1	-5.28905662145739E-6
27.72	-1	-5.28905662145739E-6
27.74	-14	-7.40467927004034E-5
27.76	13	6.8757736078946E-5
27.78	0	0
27.8	-9	-4.76015095931165E-5
27.82	-14	-7.40467927004034E-5
27.84	4	2.11562264858296E-5
27.86	-13	-6.8757736078946E-5
27.88	-19	-1.0049207580769E-4
27.9	-10	-5.28905662145739E-5
27.92	5	2.64452831072869E-5
27.94	11	5.81796228360313E-5
27.96	4	2.11562264858296E-5
27.98	1	5.28905662145739E-6
28	0	0
28.02	0	0
28.04	10	5.28905662145739E-5
28.06	10	5.28905662145739E-5
28.08	2	1.05781132429148E-5
28.1	11	5.81796228360313E-5
28.12	6	3.17343397287443E-5
28.14	-15	-7.93358493218608E-5
28.16	5	2.64452831072869E-5
28.18	9	4.76015095931165E-5
28.2	-24	-1.26937358914977E-4
28.22	-13	-6.8757736078946E-5
28.24	-4	-2.11562264858296E-5
28.26	-4	-2.11562264858296E-5
28.28	18	9.5203019186233E-5
28.3	-2	-1.05781132429148E-5
28.32	-30	-1.58671698643722E-4
28.34	-13	-6.8757736078946E-5
28.36	-9	-4.76015095931165E-5
28.38	-8	-4.23124529716591E-5
28.4	-16	-8.46249059433182E-5
28.42	-15	-7.93358493218608E-5
28.44	-21	-1.11070189050605E-4
28.46	10	5.28905662145739E-5
28.48	23	1.2164830229352E-4
28.5	5	2.64452831072869E-5
28.52	-7	-3.70233963502017E-5
28.54	13	6.8757736078946E-5
28.56	0	0
28.58	2	1.05781132429148E-5
28.6	2	1.05781132429148E-5
28.62	-13	-6.8757736078946E-5
28.64	-5	-2.64452831072869E-5
28.66	-15	-7.93358493218608E-5
28.68	4	2.11562264858296E-5
28.7	4	2.11562264858296E-5
28.72	-1	-5.28905662145739E-6
28.74	-29	-1.53382642022264E-4
28.76	-6	-3.17343397287443E-5
28.78	9	4.76015095931165E-5
28.8	11	5.81796228360313E-5
28.82	-4	-2.11562264858296E-5
28.84	12	6.34686794574887E-5
28.86	-7	-3.70233963502017E-5
28.88	10	5.28905662145739E-5
28.9	23	1.2164830229352E-4
28.92	-13	-6.8757736078946E-5
28.94	-19	-1.0049207580769E-4
28.96	-9	-4.76015095931165E-5
28.98	5	2.64452831072869E-5
29	17	8.99139625647756E-5
29.02	10	5.28905662145739E-5
29.04	1	5.28905662145739E-6
29.06	2	1.05781132429148E-5
29.08	7	3.70233963502017E-5
29.1	6	3.17343397287443E-5
29.12	-12	-6.34686794574887E-5
29.14	-13	-6.8757736078946E-5
29.16	10	5.28905662145739E-5
29.18	-8	-4.23124529716591E-5
29.2	12	6.34686794574887E-5
29.22	11	5.81796228360313E-5
29.24	-23	-1.2164830229352E-4
29.26	-3	-1.58671698643722E-5
29.28	-13	-6.8757736078946E-5
29.3	-17	-8.99139625647756E-5
29.32	-22	-1.16359245672063E-4
29.34	4	2.11562264858296E-5
29.36	-25	-1.32226415536435E-4
29.38	16	8.46249059433182E-5
29.4	-2	-1.05781132429148E-5
29.42	4	2.11562264858296E-5
29.44	5	2.64452831072869E-5
29.46	0	0
29.48	-15	-7.93358493218608E-5
29.5	-1	-5.28905662145739E-6
29.52	13	6.8757736078946E-5
29.54	4	2.11562264858296E-5
29.56	16	8.46249059433182E-5
29.58	19	1.0049207580769E-4
29.6	30	1.58671698643722E-4
29.62	12	6.34686794574887E-5
29.64	3	1.58671698643722E-5
29.66	8	4.23124529716591E-5
29.68	6	3.17343397287443E-5
29.7	4	2.11562264858296E-5
29.72	-31	-1.63960755265179E-4
29.74	3	1.58671698643722E-5
29.76	-6	-3.17343397287443E-5
29.78	-7	-3.70233963502017E-5
29.8	6	3.17343397287443E-5
29.82	20	1.05781132429148E-4
29.84	13	6.8757736078946E-5
29.86	-10	-5.28905662145739E-5
29.88	1	5.28905662145739E-6
29.9	0	0
29.92	-13	-6.8757736078946E-5
29.94	12	6.34686794574887E-5
29.96	-11	-5.81796228360313E-5
29.98	-11	-5.81796228360313E-5
30	4	2.11562264858296E-5
30.02	7	3.70233963502017E-5
30.04	1	5.28905662145739E-6
30.06	-18	-9.5203019186233E-5
30.08	-12	-6.34686794574887E-5
30.1	-5	-2.64452831072869E-5
30.12	-18	-9.5203019186233E-5
30.14	-35	-1.85116981751009E-4
30.16	-24	-1.26937358914977E-4
30.18	-13	-6.8757736078946E-5
30.2	-23	-1.2164830229352E-4
30.22	-12	-6.34686794574887E-5
30.24	6	3.17343397287443E-5
30.26	13	6.8757736078946E-5
30.28	-4	-2.11562264858296E-5
30.3	-14	-7.40467927004034E-5
30.32	-19	-1.0049207580769E-4
30.34	6	3.17343397287443E-5
30.36	7	3.70233963502017E-5
30.38	-6	-3.17343397287443E-5
30.4	-1	-5.28905662145739E-6
30.42	6	3.17343397287443E-5
30.44	13	6.8757736078946E-5
30.46	6	3.17343397287443E-5
30.48	-7	-3.70233963502017E-5
30.5	-12	-6.34686794574887E-5
30.52	-17	-8.99139625647756E-5
30.54	-21	-1.11070189050605E-4
30.56	-18	-9.5203019186233E-5
30.58	-18	-9.5203019186233E-5
30.6	-17	-8.99139625647756E-5
30.62	-1	-5.28905662145739E-6
30.64	2	1.05781132429148E-5
30.66	4	2.11562264858296E-5
30.68	-15	-7.93358493218608E-5
30.7	2	1.05781132429148E-5
30.72	-6	-3.17343397287443E-5
30.74	-12	-6.34686794574887E-5
30.76	5	2.64452831072869E-5
30.78	12	6.34686794574887E-5
30.8	22	1.16359245672063E-4
30.82	5	2.64452831072869E-5
30.84	9	4.76015095931165E-5
30.86	2	1.05781132429148E-5
30.88	-8	-4.23124529716591E-5
30.9	-7	-3.70233963502017E-5
30.92	-11	-5.81796228360313E-5
30.94	-5	-2.64452831072869E-5
30.96	-18	-9.5203019186233E-5
30.98	-4	-2.11562264858296E-5
31	7	3.70233963502017E-5
31.02	-20	-1.05781132429148E-4
31.04	-7	-3.70233963502017E-5
31.06	2	1.05781132429148E-5
31.08	15	7.93358493218608E-5
31.1	-1	-5.28905662145739E-6
31.12	-5	-2.64452831072869E-5
31.14	-2	-1.05781132429148E-5
31.16	4	2.11562264858296E-5
31.18	-10	-5.28905662145739E-5
31.2	-17	-8.99139625647756E-5
31.22	-1	-5.28905662145739E-6
31.24	-8	-4.23124529716591E-5
31.26	14	7.40467927004034E-5
31.28	0	0
31.3	0	0
31.32	4	2.11562264858296E-5
31.34	3	1.58671698643722E-5
31.36	12	6.34686794574887E-5
31.38	4	2.11562264858296E-5
31.4	-19	-1.0049207580769E-4
31.42	-16	-8.46249059433182E-5
31.44	-28	-1.48093585400807E-4
31.46	7	3.70233963502017E-5
31.48	8	4.23124529716591E-5
31.5	3	1.58671698643722E-5
31.52	21	1.11070189050605E-4
31.54	4	2.11562264858296E-5
31.56	-9	-4.76015095931165E-5
31.58	-10	-5.28905662145739E-5
31.6	-11	-5.81796228360313E-5
31.62	-28	-1.48093585400807E-4
31.64	-24	-1.26937358914977E-4
31.66	-14	-7.40467927004034E-5
31.68	-6	-3.17343397287443E-5
31.7	-2	-1.05781132429148E-5
31.72	-9	-4.76015095931165E-5
31.74	-16	-8.46249059433182E-5
31.76	-5	-2.64452831072869E-5
31.78	14	7.40467927004034E-5
31.8	2	1.05781132429148E-5
31.82	4	2.11562264858296E-5
31.84	-7	-3.70233963502017E-5
31.86	5	2.64452831072869E-5
31.88	-2	-1.05781132429148E-5
31.9	13	6.8757736078946E-5
31.92	-13	-6.8757736078946E-5
31.94	-14	-7.40467927004034E-5
31.96	-10	-5.28905662145739E-5
31.98	4	2.11562264858296E-5
32	-2	-1.05781132429148E-5
32.02	-19	-1.0049207580769E-4
32.04	9	4.76015095931165E-5
32.06	0	0
32.08	-22	-1.16359245672063E-4
32.1	-13	-6.8757736078946E-5
32.12	5	2.64452831072869E-5
32.14	-8	-4.23124529716591E-5
32.16	-16	-8.46249059433182E-5
32.18	-19	-1.0049207580769E-4
32.2	2	1.05781132429148E-5
