Time [µs]	v1J2	v1J2	
	75k shots	75k shots	
Laser Power [mJ]		power corrected	
17.34	31	5.00045325657614E-4
17.36	7	1.12913460632364E-4
17.38	1	1.61304943760521E-5
17.4	16	2.58087910016833E-4
17.42	10	1.61304943760521E-4
17.44	13	2.09696426888677E-4
17.46	20	3.22609887521041E-4
17.48	10	1.61304943760521E-4
17.5	4	6.45219775042083E-5
17.52	16	2.58087910016833E-4
17.54	9	1.45174449384469E-4
17.56	5	8.06524718802603E-5
17.58	16	2.58087910016833E-4
17.6	31	5.00045325657614E-4
17.62	29	4.6778433690551E-4
17.64	18	2.90348898768937E-4
17.66	-3	-4.83914831281562E-5
17.68	9	1.45174449384469E-4
17.7	26	4.19392853777354E-4
17.72	23	3.71001370649198E-4
17.74	10	1.61304943760521E-4
17.76	3	4.83914831281562E-5
17.78	0	0
17.8	13	2.09696426888677E-4
17.82	5	8.06524718802603E-5
17.84	18	2.90348898768937E-4
17.86	3	4.83914831281562E-5
17.88	13	2.09696426888677E-4
17.9	20	3.22609887521041E-4
17.92	22	3.54870876273145E-4
17.94	19	3.06479393144989E-4
17.96	29	4.6778433690551E-4
17.98	26	4.19392853777354E-4
18	13	2.09696426888677E-4
18.02	9	1.45174449384469E-4
18.04	18	2.90348898768937E-4
18.06	15	2.41957415640781E-4
18.08	22	3.54870876273145E-4
18.1	14	2.25826921264729E-4
18.12	9	1.45174449384469E-4
18.14	23	3.71001370649198E-4
18.16	15	2.41957415640781E-4
18.18	2	3.22609887521041E-5
18.2	4	6.45219775042083E-5
18.22	4	6.45219775042083E-5
18.24	6	9.67829662563124E-5
18.26	15	2.41957415640781E-4
18.28	3	4.83914831281562E-5
18.3	10	1.61304943760521E-4
18.32	8	1.29043955008417E-4
18.34	7	1.12913460632364E-4
18.36	10	1.61304943760521E-4
18.38	20	3.22609887521041E-4
18.4	4	6.45219775042083E-5
18.42	2	3.22609887521041E-5
18.44	1	1.61304943760521E-5
18.46	4	6.45219775042083E-5
18.48	-6	-9.67829662563124E-5
18.5	12	1.93565932512625E-4
18.52	22	3.54870876273145E-4
18.54	30	4.83914831281562E-4
18.56	36	5.80697797537875E-4
18.58	20	3.22609887521041E-4
18.6	-4	-6.45219775042083E-5
18.62	6	9.67829662563124E-5
18.64	25	4.03262359401302E-4
18.66	-4	-6.45219775042083E-5
18.68	-4	-6.45219775042083E-5
18.7	6	9.67829662563124E-5
18.72	3	4.83914831281562E-5
18.74	1	1.61304943760521E-5
18.76	9	1.45174449384469E-4
18.78	17	2.74218404392885E-4
18.8	16	2.58087910016833E-4
18.82	15	2.41957415640781E-4
18.84	11	1.77435438136573E-4
18.86	12	1.93565932512625E-4
18.88	30	4.83914831281562E-4
18.9	14	2.25826921264729E-4
18.92	16	2.58087910016833E-4
18.94	15	2.41957415640781E-4
18.96	10	1.61304943760521E-4
18.98	34	5.4843680878577E-4
19	31	5.00045325657614E-4
19.02	20	3.22609887521041E-4
19.04	18	2.90348898768937E-4
19.06	15	2.41957415640781E-4
19.08	0	0
19.1	-2	-3.22609887521041E-5
19.12	31	5.00045325657614E-4
19.14	33	5.32306314409718E-4
19.16	27	4.35523348153406E-4
19.18	17	2.74218404392885E-4
19.2	18	2.90348898768937E-4
19.22	29	4.6778433690551E-4
19.24	18	2.90348898768937E-4
19.26	3	4.83914831281562E-5
19.28	22	3.54870876273145E-4
19.3	8	1.29043955008417E-4
19.32	11	1.77435438136573E-4
19.34	21	3.38740381897093E-4
19.36	14	2.25826921264729E-4
19.38	21	3.38740381897093E-4
19.4	-1	-1.61304943760521E-5
19.42	19	3.06479393144989E-4
19.44	-2	-3.22609887521041E-5
19.46	3	4.83914831281562E-5
19.48	11	1.77435438136573E-4
19.5	17	2.74218404392885E-4
19.52	6	9.67829662563124E-5
19.54	14	2.25826921264729E-4
19.56	16	2.58087910016833E-4
19.58	13	2.09696426888677E-4
19.6	20	3.22609887521041E-4
19.62	15	2.41957415640781E-4
19.64	17	2.74218404392885E-4
19.66	21	3.38740381897093E-4
19.68	5	8.06524718802603E-5
19.7	17	2.74218404392885E-4
19.72	24	3.8713186502525E-4
19.74	11	1.77435438136573E-4
19.76	3	4.83914831281562E-5
19.78	7	1.12913460632364E-4
19.8	19	3.06479393144989E-4
19.82	20	3.22609887521041E-4
19.84	27	4.35523348153406E-4
19.86	27	4.35523348153406E-4
19.88	22	3.54870876273145E-4
19.9	10	1.61304943760521E-4
19.92	23	3.71001370649198E-4
19.94	18	2.90348898768937E-4
19.96	9	1.45174449384469E-4
19.98	9	1.45174449384469E-4
20	7	1.12913460632364E-4
20.02	15	2.41957415640781E-4
20.04	22	3.54870876273145E-4
20.06	5	8.06524718802603E-5
20.08	24	3.8713186502525E-4
20.1	3	4.83914831281562E-5
20.12	12	1.93565932512625E-4
20.14	29	4.6778433690551E-4
20.16	13	2.09696426888677E-4
20.18	13	2.09696426888677E-4
20.2	14	2.25826921264729E-4
20.22	6	9.67829662563124E-5
20.24	23	3.71001370649198E-4
20.26	16	2.58087910016833E-4
20.28	38	6.12958786289979E-4
20.3	22	3.54870876273145E-4
20.32	-4	-6.45219775042083E-5
20.34	4	6.45219775042083E-5
20.36	22	3.54870876273145E-4
20.38	4	6.45219775042083E-5
20.4	4	6.45219775042083E-5
20.42	10	1.61304943760521E-4
20.44	7	1.12913460632364E-4
20.46	12	1.93565932512625E-4
20.48	13	2.09696426888677E-4
20.5	15	2.41957415640781E-4
20.52	10	1.61304943760521E-4
20.54	18	2.90348898768937E-4
20.56	11	1.77435438136573E-4
20.58	-2	-3.22609887521041E-5
20.6	6	9.67829662563124E-5
20.62	18	2.90348898768937E-4
20.64	26	4.19392853777354E-4
20.66	6	9.67829662563124E-5
20.68	15	2.41957415640781E-4
20.7	22	3.54870876273145E-4
20.72	32	5.16175820033666E-4
20.74	35	5.64567303161822E-4
20.76	16	2.58087910016833E-4
20.78	14	2.25826921264729E-4
20.8	4	6.45219775042083E-5
20.82	2	3.22609887521041E-5
20.84	-1	-1.61304943760521E-5
20.86	12	1.93565932512625E-4
20.88	19	3.06479393144989E-4
20.9	23	3.71001370649198E-4
20.92	16	2.58087910016833E-4
20.94	26	4.19392853777354E-4
20.96	14	2.25826921264729E-4
20.98	3	4.83914831281562E-5
21	2	3.22609887521041E-5
21.02	9	1.45174449384469E-4
21.04	18	2.90348898768937E-4
21.06	-3	-4.83914831281562E-5
21.08	9	1.45174449384469E-4
21.1	33	5.32306314409718E-4
21.12	11	1.77435438136573E-4
21.14	15	2.41957415640781E-4
21.16	17	2.74218404392885E-4
21.18	14	2.25826921264729E-4
21.2	16	2.58087910016833E-4
21.22	-1	-1.61304943760521E-5
21.24	3	4.83914831281562E-5
21.26	11	1.77435438136573E-4
21.28	1	1.61304943760521E-5
21.3	22	3.54870876273145E-4
21.32	7	1.12913460632364E-4
21.34	0	0
21.36	16	2.58087910016833E-4
21.38	29	4.6778433690551E-4
21.4	26	4.19392853777354E-4
21.42	18	2.90348898768937E-4
21.44	10	1.61304943760521E-4
21.46	-5	-8.06524718802603E-5
21.48	3	4.83914831281562E-5
21.5	18	2.90348898768937E-4
21.52	24	3.8713186502525E-4
21.54	22	3.54870876273145E-4
21.56	15	2.41957415640781E-4
21.58	19	3.06479393144989E-4
21.6	10	1.61304943760521E-4
21.62	18	2.90348898768937E-4
21.64	9	1.45174449384469E-4
21.66	21	3.38740381897093E-4
21.68	7	1.12913460632364E-4
21.7	8	1.29043955008417E-4
21.72	3	4.83914831281562E-5
21.74	-2	-3.22609887521041E-5
21.76	8	1.29043955008417E-4
21.78	-8	-1.29043955008417E-4
21.8	3	4.83914831281562E-5
21.82	20	3.22609887521041E-4
21.84	10	1.61304943760521E-4
21.86	18	2.90348898768937E-4
21.88	13	2.09696426888677E-4
21.9	30	4.83914831281562E-4
21.92	12	1.93565932512625E-4
21.94	24	3.8713186502525E-4
21.96	28	4.51653842529458E-4
21.98	20	3.22609887521041E-4
22	16	2.58087910016833E-4
22.02	22	3.54870876273145E-4
22.04	5	8.06524718802603E-5
22.06	20	3.22609887521041E-4
22.08	18	2.90348898768937E-4
22.1	18	2.90348898768937E-4
22.12	23	3.71001370649198E-4
22.14	26	4.19392853777354E-4
22.16	9	1.45174449384469E-4
22.18	11	1.77435438136573E-4
22.2	25	4.03262359401302E-4
22.22	18	2.90348898768937E-4
22.24	13	2.09696426888677E-4
22.26	14	2.25826921264729E-4
22.28	7	1.12913460632364E-4
22.3	-2	-3.22609887521041E-5
22.32	-3	-4.83914831281562E-5
22.34	8	1.29043955008417E-4
22.36	1	1.61304943760521E-5
22.38	11	1.77435438136573E-4
22.4	5	8.06524718802603E-5
22.42	5	8.06524718802603E-5
22.44	-8	-1.29043955008417E-4
22.46	14	2.25826921264729E-4
22.48	15	2.41957415640781E-4
22.5	18	2.90348898768937E-4
22.52	26	4.19392853777354E-4
22.54	23	3.71001370649198E-4
22.56	15	2.41957415640781E-4
22.58	15	2.41957415640781E-4
22.6	8	1.29043955008417E-4
22.62	8	1.29043955008417E-4
22.64	8	1.29043955008417E-4
22.66	20	3.22609887521041E-4
22.68	15	2.41957415640781E-4
22.7	16	2.58087910016833E-4
22.72	14	2.25826921264729E-4
22.74	24	3.8713186502525E-4
22.76	18	2.90348898768937E-4
22.78	21	3.38740381897093E-4
22.8	1	1.61304943760521E-5
22.82	-4	-6.45219775042083E-5
22.84	13	2.09696426888677E-4
22.86	13	2.09696426888677E-4
22.88	4	6.45219775042083E-5
22.9	4	6.45219775042083E-5
22.92	45	7.25872246922343E-4
22.94	36	5.80697797537875E-4
22.96	18	2.90348898768937E-4
22.98	16	2.58087910016833E-4
23	3	4.83914831281562E-5
23.02	8	1.29043955008417E-4
23.04	-9	-1.45174449384469E-4
23.06	-6	-9.67829662563124E-5
23.08	-7	-1.12913460632364E-4
23.1	4	6.45219775042083E-5
23.12	4	6.45219775042083E-5
23.14	2	3.22609887521041E-5
23.16	19	3.06479393144989E-4
23.18	28	4.51653842529458E-4
23.2	9	1.45174449384469E-4
23.22	0	0
23.24	26	4.19392853777354E-4
23.26	20	3.22609887521041E-4
23.28	35	5.64567303161822E-4
23.3	6	9.67829662563124E-5
23.32	6	9.67829662563124E-5
23.34	14	2.25826921264729E-4
23.36	25	4.03262359401302E-4
23.38	13	2.09696426888677E-4
23.4	11	1.77435438136573E-4
23.42	12	1.93565932512625E-4
23.44	11	1.77435438136573E-4
23.46	5	8.06524718802603E-5
23.48	9	1.45174449384469E-4
23.5	6	9.67829662563124E-5
23.52	15	2.41957415640781E-4
23.54	16	2.58087910016833E-4
23.56	13	2.09696426888677E-4
23.58	15	2.41957415640781E-4
23.6	3	4.83914831281562E-5
23.62	7	1.12913460632364E-4
23.64	19	3.06479393144989E-4
23.66	21	3.38740381897093E-4
23.68	19	3.06479393144989E-4
23.7	19	3.06479393144989E-4
23.72	18	2.90348898768937E-4
23.74	29	4.6778433690551E-4
23.76	16	2.58087910016833E-4
23.78	22	3.54870876273145E-4
23.8	26	4.19392853777354E-4
23.82	23	3.71001370649198E-4
23.84	-3	-4.83914831281562E-5
23.86	15	2.41957415640781E-4
23.88	15	2.41957415640781E-4
23.9	17	2.74218404392885E-4
23.92	11	1.77435438136573E-4
23.94	19	3.06479393144989E-4
23.96	17	2.74218404392885E-4
23.98	2	3.22609887521041E-5
24	13	2.09696426888677E-4
24.02	8	1.29043955008417E-4
24.04	18	2.90348898768937E-4
24.06	2	3.22609887521041E-5
24.08	-5	-8.06524718802603E-5
24.1	3	4.83914831281562E-5
24.12	21	3.38740381897093E-4
24.14	10	1.61304943760521E-4
24.16	35	5.64567303161822E-4
24.18	15	2.41957415640781E-4
24.2	6	9.67829662563124E-5
24.22	-2	-3.22609887521041E-5
24.24	8	1.29043955008417E-4
24.26	8	1.29043955008417E-4
24.28	6	9.67829662563124E-5
24.3	13	2.09696426888677E-4
24.32	17	2.74218404392885E-4
24.34	6	9.67829662563124E-5
24.36	15	2.41957415640781E-4
24.38	15	2.41957415640781E-4
24.4	14	2.25826921264729E-4
24.42	4	6.45219775042083E-5
24.44	3	4.83914831281562E-5
24.46	-3	-4.83914831281562E-5
24.48	-1	-1.61304943760521E-5
24.5	14	2.25826921264729E-4
24.52	15	2.41957415640781E-4
24.54	16	2.58087910016833E-4
24.56	25	4.03262359401302E-4
24.58	17	2.74218404392885E-4
24.6	20	3.22609887521041E-4
24.62	23	3.71001370649198E-4
24.64	28	4.51653842529458E-4
24.66	2	3.22609887521041E-5
24.68	13	2.09696426888677E-4
24.7	10	1.61304943760521E-4
24.72	15	2.41957415640781E-4
24.74	12	1.93565932512625E-4
24.76	10	1.61304943760521E-4
24.78	3	4.83914831281562E-5
24.8	12	1.93565932512625E-4
24.82	22	3.54870876273145E-4
24.84	7	1.12913460632364E-4
24.86	7	1.12913460632364E-4
24.88	2	3.22609887521041E-5
24.9	17	2.74218404392885E-4
24.92	-4	-6.45219775042083E-5
24.94	4	6.45219775042083E-5
24.96	6	9.67829662563124E-5
24.98	8	1.29043955008417E-4
25	17	2.74218404392885E-4
25.02	0	0
25.04	-1	-1.61304943760521E-5
25.06	15	2.41957415640781E-4
25.08	20	3.22609887521041E-4
25.1	5	8.06524718802603E-5
25.12	8	1.29043955008417E-4
25.14	3	4.83914831281562E-5
25.16	22	3.54870876273145E-4
25.18	6	9.67829662563124E-5
25.2	-17	-2.74218404392885E-4
25.22	4	6.45219775042083E-5
25.24	-9	-1.45174449384469E-4
25.26	7	1.12913460632364E-4
25.28	9	1.45174449384469E-4
25.3	17	2.74218404392885E-4
25.32	17	2.74218404392885E-4
25.34	-3	-4.83914831281562E-5
25.36	3	4.83914831281562E-5
25.38	25	4.03262359401302E-4
25.4	34	5.4843680878577E-4
25.42	12	1.93565932512625E-4
25.44	2	3.22609887521041E-5
25.46	22	3.54870876273145E-4
25.48	33	5.32306314409718E-4
25.5	22	3.54870876273145E-4
25.52	10	1.61304943760521E-4
25.54	-8	-1.29043955008417E-4
25.56	9	1.45174449384469E-4
25.58	16	2.58087910016833E-4
25.6	14	2.25826921264729E-4
25.62	14	2.25826921264729E-4
25.64	19	3.06479393144989E-4
25.66	6	9.67829662563124E-5
25.68	11	1.77435438136573E-4
25.7	13	2.09696426888677E-4
25.72	16	2.58087910016833E-4
25.74	18	2.90348898768937E-4
25.76	14	2.25826921264729E-4
25.78	4	6.45219775042083E-5
25.8	4	6.45219775042083E-5
25.82	-5	-8.06524718802603E-5
25.84	1	1.61304943760521E-5
25.86	14	2.25826921264729E-4
25.88	20	3.22609887521041E-4
25.9	10	1.61304943760521E-4
25.92	11	1.77435438136573E-4
25.94	3	4.83914831281562E-5
25.96	-9	-1.45174449384469E-4
25.98	-2	-3.22609887521041E-5
26	21	3.38740381897093E-4
26.02	23	3.71001370649198E-4
26.04	10	1.61304943760521E-4
26.06	4	6.45219775042083E-5
26.08	14	2.25826921264729E-4
26.1	18	2.90348898768937E-4
26.12	15	2.41957415640781E-4
26.14	12	1.93565932512625E-4
26.16	5	8.06524718802603E-5
26.18	14	2.25826921264729E-4
26.2	17	2.74218404392885E-4
26.22	18	2.90348898768937E-4
26.24	10	1.61304943760521E-4
26.26	3	4.83914831281562E-5
26.28	1	1.61304943760521E-5
26.3	8	1.29043955008417E-4
26.32	7	1.12913460632364E-4
26.34	4	6.45219775042083E-5
26.36	20	3.22609887521041E-4
26.38	-2	-3.22609887521041E-5
26.4	31	5.00045325657614E-4
26.42	18	2.90348898768937E-4
26.44	9	1.45174449384469E-4
26.46	3	4.83914831281562E-5
26.48	0	0
26.5	-4	-6.45219775042083E-5
26.52	9	1.45174449384469E-4
26.54	9	1.45174449384469E-4
26.56	-2	-3.22609887521041E-5
26.58	1	1.61304943760521E-5
26.6	10	1.61304943760521E-4
26.62	18	2.90348898768937E-4
26.64	11	1.77435438136573E-4
26.66	5	8.06524718802603E-5
26.68	9	1.45174449384469E-4
26.7	2	3.22609887521041E-5
26.72	-6	-9.67829662563124E-5
26.74	-2	-3.22609887521041E-5
26.76	16	2.58087910016833E-4
26.78	-4	-6.45219775042083E-5
26.8	11	1.77435438136573E-4
26.82	11	1.77435438136573E-4
26.84	11	1.77435438136573E-4
26.86	5	8.06524718802603E-5
26.88	0	0
26.9	16	2.58087910016833E-4
26.92	2	3.22609887521041E-5
26.94	6	9.67829662563124E-5
26.96	33	5.32306314409718E-4
26.98	26	4.19392853777354E-4
27	13	2.09696426888677E-4
27.02	8	1.29043955008417E-4
27.04	5	8.06524718802603E-5
27.06	16	2.58087910016833E-4
27.08	15	2.41957415640781E-4
27.1	21	3.38740381897093E-4
27.12	12	1.93565932512625E-4
27.14	10	1.61304943760521E-4
27.16	16	2.58087910016833E-4
27.18	11	1.77435438136573E-4
27.2	23	3.71001370649198E-4
27.22	30	4.83914831281562E-4
27.24	12	1.93565932512625E-4
27.26	4	6.45219775042083E-5
27.28	17	2.74218404392885E-4
27.3	16	2.58087910016833E-4
27.32	22	3.54870876273145E-4
27.34	20	3.22609887521041E-4
27.36	17	2.74218404392885E-4
27.38	7	1.12913460632364E-4
27.4	10	1.61304943760521E-4
27.42	13	2.09696426888677E-4
27.44	21	3.38740381897093E-4
27.46	13	2.09696426888677E-4
27.48	11	1.77435438136573E-4
27.5	19	3.06479393144989E-4
27.52	24	3.8713186502525E-4
27.54	7	1.12913460632364E-4
27.56	12	1.93565932512625E-4
27.58	9	1.45174449384469E-4
27.6	13	2.09696426888677E-4
27.62	2	3.22609887521041E-5
27.64	22	3.54870876273145E-4
27.66	21	3.38740381897093E-4
27.68	25	4.03262359401302E-4
27.7	35	5.64567303161822E-4
27.72	17	2.74218404392885E-4
27.74	11	1.77435438136573E-4
27.76	22	3.54870876273145E-4
27.78	6	9.67829662563124E-5
27.8	11	1.77435438136573E-4
27.82	5	8.06524718802603E-5
27.84	11	1.77435438136573E-4
27.86	8	1.29043955008417E-4
27.88	8	1.29043955008417E-4
27.9	16	2.58087910016833E-4
27.92	9	1.45174449384469E-4
27.94	15	2.41957415640781E-4
27.96	20	3.22609887521041E-4
27.98	18	2.90348898768937E-4
28	18	2.90348898768937E-4
28.02	13	2.09696426888677E-4
28.04	9	1.45174449384469E-4
28.06	14	2.25826921264729E-4
28.08	30	4.83914831281562E-4
28.1	19	3.06479393144989E-4
28.12	14	2.25826921264729E-4
28.14	2	3.22609887521041E-5
28.16	0	0
28.18	18	2.90348898768937E-4
28.2	25	4.03262359401302E-4
28.22	21	3.38740381897093E-4
28.24	14	2.25826921264729E-4
28.26	12	1.93565932512625E-4
28.28	23	3.71001370649198E-4
28.3	4	6.45219775042083E-5
28.32	14	2.25826921264729E-4
28.34	18	2.90348898768937E-4
28.36	21	3.38740381897093E-4
28.38	5	8.06524718802603E-5
28.4	1	1.61304943760521E-5
28.42	-7	-1.12913460632364E-4
28.44	8	1.29043955008417E-4
28.46	19	3.06479393144989E-4
28.48	13	2.09696426888677E-4
28.5	9	1.45174449384469E-4
28.52	30	4.83914831281562E-4
28.54	20	3.22609887521041E-4
28.56	10	1.61304943760521E-4
28.58	4	6.45219775042083E-5
28.6	3	4.83914831281562E-5
28.62	11	1.77435438136573E-4
28.64	10	1.61304943760521E-4
28.66	20	3.22609887521041E-4
28.68	4	6.45219775042083E-5
28.7	1	1.61304943760521E-5
28.72	12	1.93565932512625E-4
28.74	15	2.41957415640781E-4
28.76	23	3.71001370649198E-4
28.78	1	1.61304943760521E-5
28.8	-1	-1.61304943760521E-5
28.82	5	8.06524718802603E-5
28.84	5	8.06524718802603E-5
28.86	0	0
28.88	8	1.29043955008417E-4
28.9	18	2.90348898768937E-4
28.92	22	3.54870876273145E-4
28.94	3	4.83914831281562E-5
28.96	13	2.09696426888677E-4
28.98	15	2.41957415640781E-4
29	29	4.6778433690551E-4
29.02	9	1.45174449384469E-4
29.04	8	1.29043955008417E-4
29.06	17	2.74218404392885E-4
29.08	23	3.71001370649198E-4
29.1	18	2.90348898768937E-4
29.12	14	2.25826921264729E-4
29.14	12	1.93565932512625E-4
29.16	16	2.58087910016833E-4
29.18	10	1.61304943760521E-4
29.2	15	2.41957415640781E-4
29.22	-7	-1.12913460632364E-4
29.24	5	8.06524718802603E-5
29.26	32	5.16175820033666E-4
29.28	14	2.25826921264729E-4
29.3	22	3.54870876273145E-4
29.32	11	1.77435438136573E-4
29.34	16	2.58087910016833E-4
29.36	15	2.41957415640781E-4
29.38	-1	-1.61304943760521E-5
29.4	14	2.25826921264729E-4
29.42	17	2.74218404392885E-4
29.44	16	2.58087910016833E-4
29.46	11	1.77435438136573E-4
29.48	4	6.45219775042083E-5
29.5	13	2.09696426888677E-4
29.52	0	0
29.54	-6	-9.67829662563124E-5
29.56	11	1.77435438136573E-4
29.58	-10	-1.61304943760521E-4
29.6	11	1.77435438136573E-4
29.62	8	1.29043955008417E-4
29.64	1	1.61304943760521E-5
29.66	26	4.19392853777354E-4
29.68	24	3.8713186502525E-4
29.7	21	3.38740381897093E-4
29.72	22	3.54870876273145E-4
29.74	-15	-2.41957415640781E-4
29.76	16	2.58087910016833E-4
29.78	6	9.67829662563124E-5
29.8	15	2.41957415640781E-4
29.82	6	9.67829662563124E-5
29.84	13	2.09696426888677E-4
29.86	13	2.09696426888677E-4
29.88	4	6.45219775042083E-5
29.9	1	1.61304943760521E-5
29.92	7	1.12913460632364E-4
29.94	18	2.90348898768937E-4
29.96	6	9.67829662563124E-5
29.98	18	2.90348898768937E-4
30	15	2.41957415640781E-4
30.02	-1	-1.61304943760521E-5
30.04	-8	-1.29043955008417E-4
30.06	16	2.58087910016833E-4
30.08	4	6.45219775042083E-5
30.1	-7	-1.12913460632364E-4
30.12	-3	-4.83914831281562E-5
30.14	1	1.61304943760521E-5
30.16	15	2.41957415640781E-4
30.18	15	2.41957415640781E-4
30.2	-1	-1.61304943760521E-5
30.22	0	0
30.24	0	0
30.26	18	2.90348898768937E-4
30.28	8	1.29043955008417E-4
30.3	7	1.12913460632364E-4
30.32	-1	-1.61304943760521E-5
30.34	8	1.29043955008417E-4
30.36	15	2.41957415640781E-4
30.38	0	0
30.4	10	1.61304943760521E-4
30.42	17	2.74218404392885E-4
30.44	9	1.45174449384469E-4
30.46	15	2.41957415640781E-4
30.48	20	3.22609887521041E-4
30.5	9	1.45174449384469E-4
30.52	22	3.54870876273145E-4
30.54	10	1.61304943760521E-4
30.56	11	1.77435438136573E-4
30.58	11	1.77435438136573E-4
30.6	14	2.25826921264729E-4
30.62	14	2.25826921264729E-4
30.64	23	3.71001370649198E-4
30.66	-1	-1.61304943760521E-5
30.68	1	1.61304943760521E-5
30.7	14	2.25826921264729E-4
30.72	17	2.74218404392885E-4
30.74	7	1.12913460632364E-4
30.76	7	1.12913460632364E-4
30.78	12	1.93565932512625E-4
30.8	18	2.90348898768937E-4
30.82	25	4.03262359401302E-4
30.84	14	2.25826921264729E-4
30.86	16	2.58087910016833E-4
30.88	23	3.71001370649198E-4
30.9	11	1.77435438136573E-4
30.92	8	1.29043955008417E-4
30.94	11	1.77435438136573E-4
30.96	14	2.25826921264729E-4
30.98	25	4.03262359401302E-4
31	20	3.22609887521041E-4
31.02	5	8.06524718802603E-5
31.04	11	1.77435438136573E-4
31.06	-1	-1.61304943760521E-5
31.08	-1	-1.61304943760521E-5
31.1	-3	-4.83914831281562E-5
31.12	12	1.93565932512625E-4
31.14	-6	-9.67829662563124E-5
31.16	-2	-3.22609887521041E-5
31.18	7	1.12913460632364E-4
31.2	7	1.12913460632364E-4
31.22	6	9.67829662563124E-5
31.24	28	4.51653842529458E-4
31.26	5	8.06524718802603E-5
31.28	9	1.45174449384469E-4
31.3	-5	-8.06524718802603E-5
31.32	7	1.12913460632364E-4
31.34	10	1.61304943760521E-4
31.36	-4	-6.45219775042083E-5
31.38	-7	-1.12913460632364E-4
31.4	4	6.45219775042083E-5
31.42	13	2.09696426888677E-4
31.44	33	5.32306314409718E-4
31.46	14	2.25826921264729E-4
31.48	6	9.67829662563124E-5
31.5	23	3.71001370649198E-4
31.52	16	2.58087910016833E-4
31.54	7	1.12913460632364E-4
31.56	10	1.61304943760521E-4
31.58	8	1.29043955008417E-4
31.6	11	1.77435438136573E-4
31.62	19	3.06479393144989E-4
31.64	18	2.90348898768937E-4
31.66	6	9.67829662563124E-5
31.68	10	1.61304943760521E-4
31.7	28	4.51653842529458E-4
31.72	22	3.54870876273145E-4
31.74	1	1.61304943760521E-5
31.76	-6	-9.67829662563124E-5
31.78	17	2.74218404392885E-4
31.8	10	1.61304943760521E-4
31.82	-3	-4.83914831281562E-5
31.84	30	4.83914831281562E-4
31.86	5	8.06524718802603E-5
31.88	-20	-3.22609887521041E-4
31.9	0	0
31.92	18	2.90348898768937E-4
31.94	-10	-1.61304943760521E-4
31.96	13	2.09696426888677E-4
31.98	15	2.41957415640781E-4
32	13	2.09696426888677E-4
32.02	16	2.58087910016833E-4
32.04	-6	-9.67829662563124E-5
32.06	0	0
32.08	20	3.22609887521041E-4
32.1	12	1.93565932512625E-4
32.12	13	2.09696426888677E-4
32.14	7	1.12913460632364E-4
32.16	0	0
32.18	-3	-4.83914831281562E-5
32.2	1	1.61304943760521E-5
32.22	2	3.22609887521041E-5
32.24	2	3.22609887521041E-5
32.26	12	1.93565932512625E-4
32.28	8	1.29043955008417E-4
32.3	9	1.45174449384469E-4
32.32	12	1.93565932512625E-4
32.34	2	3.22609887521041E-5
32.36	10	1.61304943760521E-4
32.38	21	3.38740381897093E-4
32.4	18	2.90348898768937E-4
32.42	11	1.77435438136573E-4
32.44	10	1.61304943760521E-4
32.46	-1	-1.61304943760521E-5
32.48	-5	-8.06524718802603E-5
32.5	-3	-4.83914831281562E-5
32.52	-2	-3.22609887521041E-5
32.54	11	1.77435438136573E-4
32.56	1	1.61304943760521E-5
32.58	10	1.61304943760521E-4
32.6	14	2.25826921264729E-4
32.62	10	1.61304943760521E-4
32.64	10	1.61304943760521E-4
32.66	-5	-8.06524718802603E-5
32.68	1	1.61304943760521E-5
32.7	6	9.67829662563124E-5
32.72	-2	-3.22609887521041E-5
32.74	-1	-1.61304943760521E-5
32.76	-2	-3.22609887521041E-5
32.78	-13	-2.09696426888677E-4
32.8	-13	-2.09696426888677E-4
32.82	4	6.45219775042083E-5
32.84	-4	-6.45219775042083E-5
32.86	10	1.61304943760521E-4
32.88	-2	-3.22609887521041E-5
32.9	1	1.61304943760521E-5
32.92	12	1.93565932512625E-4
32.94	16	2.58087910016833E-4
32.96	11	1.77435438136573E-4
32.98	8	1.29043955008417E-4
33	11	1.77435438136573E-4
33.02	16	2.58087910016833E-4
33.04	36	5.80697797537875E-4
33.06	3	4.83914831281562E-5
33.08	9	1.45174449384469E-4
33.1	8	1.29043955008417E-4
33.12	17	2.74218404392885E-4
33.14	11	1.77435438136573E-4
33.16	-16	-2.58087910016833E-4
33.18	0	0
33.2	6	9.67829662563124E-5
33.22	8	1.29043955008417E-4
33.24	5	8.06524718802603E-5
33.26	-7	-1.12913460632364E-4
33.28	17	2.74218404392885E-4
33.3	17	2.74218404392885E-4
33.32	15	2.41957415640781E-4
33.34	10	1.61304943760521E-4
33.36	12	1.93565932512625E-4
33.38	6	9.67829662563124E-5
33.4	3	4.83914831281562E-5
33.42	10	1.61304943760521E-4
33.44	17	2.74218404392885E-4
33.46	9	1.45174449384469E-4
33.48	5	8.06524718802603E-5
33.5	-2	-3.22609887521041E-5
33.52	11	1.77435438136573E-4
33.54	27	4.35523348153406E-4
33.56	12	1.93565932512625E-4
33.58	7	1.12913460632364E-4
33.6	20	3.22609887521041E-4
33.62	10	1.61304943760521E-4
33.64	8	1.29043955008417E-4
33.66	-15	-2.41957415640781E-4
33.68	9	1.45174449384469E-4
33.7	-1	-1.61304943760521E-5
33.72	5	8.06524718802603E-5
33.74	20	3.22609887521041E-4
