Time [µs]	v0J7	v0J7
	50k shots	50k shots
Laser Power [mJ]		power corrected
17.28	-4	-1.26002202880119E-4
17.3	0	0
17.32	-3	-9.4501652160089E-5
17.34	-7	-2.20503855040208E-4
17.36	-6	-1.89003304320178E-4
17.38	3	9.4501652160089E-5
17.4	0	0
17.42	3	9.4501652160089E-5
17.44	1	3.15005507200297E-5
17.46	5	1.57502753600148E-4
17.48	7	2.20503855040208E-4
17.5	-1	-3.15005507200297E-5
17.52	1	3.15005507200297E-5
17.54	-4	-1.26002202880119E-4
17.56	0	0
17.58	0	0
17.6	-6	-1.89003304320178E-4
17.62	4	1.26002202880119E-4
17.64	1	3.15005507200297E-5
17.66	1	3.15005507200297E-5
17.68	5	1.57502753600148E-4
17.7	-8	-2.52004405760237E-4
17.72	-5	-1.57502753600148E-4
17.74	1	3.15005507200297E-5
17.76	1	3.15005507200297E-5
17.78	2	6.30011014400594E-5
17.8	2	6.30011014400594E-5
17.82	5	1.57502753600148E-4
17.84	0	0
17.86	4	1.26002202880119E-4
17.88	5	1.57502753600148E-4
17.9	-2	-6.30011014400594E-5
17.92	4	1.26002202880119E-4
17.94	0	0
17.96	-4	-1.26002202880119E-4
17.98	8	2.52004405760237E-4
18	2	6.30011014400594E-5
18.02	-2	-6.30011014400594E-5
18.04	5	1.57502753600148E-4
18.06	-4	-1.26002202880119E-4
18.08	-2	-6.30011014400594E-5
18.1	2	6.30011014400594E-5
18.12	7	2.20503855040208E-4
18.14	8	2.52004405760237E-4
18.16	0	0
18.18	2	6.30011014400594E-5
18.2	2	6.30011014400594E-5
18.22	-2	-6.30011014400594E-5
18.24	1	3.15005507200297E-5
18.26	3	9.4501652160089E-5
18.28	7	2.20503855040208E-4
18.3	3	9.4501652160089E-5
18.32	-8	-2.52004405760237E-4
18.34	-2	-6.30011014400594E-5
18.36	-10	-3.15005507200297E-4
18.38	-10	-3.15005507200297E-4
18.4	-5	-1.57502753600148E-4
18.42	1	3.15005507200297E-5
18.44	5	1.57502753600148E-4
18.46	12	3.78006608640356E-4
18.48	3	9.4501652160089E-5
18.5	0	0
18.52	2	6.30011014400594E-5
18.54	-1	-3.15005507200297E-5
18.56	4	1.26002202880119E-4
18.58	3	9.4501652160089E-5
18.6	5	1.57502753600148E-4
18.62	-2	-6.30011014400594E-5
18.64	-2	-6.30011014400594E-5
18.66	-6	-1.89003304320178E-4
18.68	2	6.30011014400594E-5
18.7	-1	-3.15005507200297E-5
18.72	-8	-2.52004405760237E-4
18.74	-2	-6.30011014400594E-5
18.76	-2	-6.30011014400594E-5
18.78	2	6.30011014400594E-5
18.8	0	0
18.82	-5	-1.57502753600148E-4
18.84	-1	-3.15005507200297E-5
18.86	4	1.26002202880119E-4
18.88	7	2.20503855040208E-4
18.9	5	1.57502753600148E-4
18.92	1	3.15005507200297E-5
18.94	-2	-6.30011014400594E-5
18.96	-4	-1.26002202880119E-4
18.98	5	1.57502753600148E-4
19	5	1.57502753600148E-4
19.02	-3	-9.4501652160089E-5
19.04	-2	-6.30011014400594E-5
19.06	-1	-3.15005507200297E-5
19.08	6	1.89003304320178E-4
19.1	0	0
19.12	3	9.4501652160089E-5
19.14	0	0
19.16	-2	-6.30011014400594E-5
19.18	-2	-6.30011014400594E-5
19.2	-3	-9.4501652160089E-5
19.22	3	9.4501652160089E-5
19.24	3	9.4501652160089E-5
19.26	-4	-1.26002202880119E-4
19.28	-6	-1.89003304320178E-4
19.3	3	9.4501652160089E-5
19.32	0	0
19.34	0	0
19.36	-2	-6.30011014400594E-5
19.38	5	1.57502753600148E-4
19.4	1	3.15005507200297E-5
19.42	2	6.30011014400594E-5
19.44	4	1.26002202880119E-4
19.46	9	2.83504956480267E-4
19.48	-2	-6.30011014400594E-5
19.5	-2	-6.30011014400594E-5
19.52	-2	-6.30011014400594E-5
19.54	3	9.4501652160089E-5
19.56	2	6.30011014400594E-5
19.58	-7	-2.20503855040208E-4
19.6	0	0
19.62	10	3.15005507200297E-4
19.64	12	3.78006608640356E-4
19.66	8	2.52004405760237E-4
19.68	1	3.15005507200297E-5
19.7	0	0
19.72	2	6.30011014400594E-5
19.74	1	3.15005507200297E-5
19.76	-1	-3.15005507200297E-5
19.78	0	0
19.8	0	0
19.82	-7	-2.20503855040208E-4
19.84	-3	-9.4501652160089E-5
19.86	0	0
19.88	8	2.52004405760237E-4
19.9	2	6.30011014400594E-5
19.92	6	1.89003304320178E-4
19.94	5	1.57502753600148E-4
19.96	1	3.15005507200297E-5
19.98	8	2.52004405760237E-4
20	3	9.4501652160089E-5
20.02	5	1.57502753600148E-4
20.04	1	3.15005507200297E-5
20.06	-5	-1.57502753600148E-4
20.08	-5	-1.57502753600148E-4
20.1	3	9.4501652160089E-5
20.12	5	1.57502753600148E-4
20.14	-1	-3.15005507200297E-5
20.16	-7	-2.20503855040208E-4
20.18	2	6.30011014400594E-5
20.2	9	2.83504956480267E-4
20.22	6	1.89003304320178E-4
20.24	1	3.15005507200297E-5
20.26	2	6.30011014400594E-5
20.28	-12	-3.78006608640356E-4
20.3	2	6.30011014400594E-5
20.32	6	1.89003304320178E-4
20.34	5	1.57502753600148E-4
20.36	5	1.57502753600148E-4
20.38	6	1.89003304320178E-4
20.4	2	6.30011014400594E-5
20.42	-8	-2.52004405760237E-4
20.44	-9	-2.83504956480267E-4
20.46	-7	-2.20503855040208E-4
20.48	-9	-2.83504956480267E-4
20.5	-1	-3.15005507200297E-5
20.52	6	1.89003304320178E-4
20.54	2	6.30011014400594E-5
20.56	3	9.4501652160089E-5
20.58	2	6.30011014400594E-5
20.6	4	1.26002202880119E-4
20.62	-5	-1.57502753600148E-4
20.64	-5	-1.57502753600148E-4
20.66	-8	-2.52004405760237E-4
20.68	0	0
20.7	2	6.30011014400594E-5
20.72	4	1.26002202880119E-4
20.74	-2	-6.30011014400594E-5
20.76	6	1.89003304320178E-4
20.78	-1	-3.15005507200297E-5
20.8	-4	-1.26002202880119E-4
20.82	-1	-3.15005507200297E-5
20.84	-2	-6.30011014400594E-5
20.86	-4	-1.26002202880119E-4
20.88	6	1.89003304320178E-4
20.9	3	9.4501652160089E-5
20.92	3	9.4501652160089E-5
20.94	-2	-6.30011014400594E-5
20.96	-2	-6.30011014400594E-5
20.98	2	6.30011014400594E-5
21	-5	-1.57502753600148E-4
21.02	-8	-2.52004405760237E-4
21.04	-1	-3.15005507200297E-5
21.06	1	3.15005507200297E-5
21.08	10	3.15005507200297E-4
21.1	9	2.83504956480267E-4
21.12	-1	-3.15005507200297E-5
21.14	-3	-9.4501652160089E-5
21.16	3	9.4501652160089E-5
21.18	9	2.83504956480267E-4
21.2	6	1.89003304320178E-4
21.22	10	3.15005507200297E-4
21.24	8	2.52004405760237E-4
21.26	3	9.4501652160089E-5
21.28	1	3.15005507200297E-5
21.3	-5	-1.57502753600148E-4
21.32	-3	-9.4501652160089E-5
21.34	-2	-6.30011014400594E-5
21.36	8	2.52004405760237E-4
21.38	2	6.30011014400594E-5
21.4	-1	-3.15005507200297E-5
21.42	-2	-6.30011014400594E-5
21.44	-2	-6.30011014400594E-5
21.46	-3	-9.4501652160089E-5
21.48	-3	-9.4501652160089E-5
21.5	0	0
21.52	0	0
21.54	5	1.57502753600148E-4
21.56	2	6.30011014400594E-5
21.58	0	0
21.6	0	0
21.62	-4	-1.26002202880119E-4
21.64	1	3.15005507200297E-5
21.66	2	6.30011014400594E-5
21.68	9	2.83504956480267E-4
21.7	4	1.26002202880119E-4
21.72	1	3.15005507200297E-5
21.74	-3	-9.4501652160089E-5
21.76	-4	-1.26002202880119E-4
21.78	-7	-2.20503855040208E-4
21.8	-5	-1.57502753600148E-4
21.82	-9	-2.83504956480267E-4
21.84	-2	-6.30011014400594E-5
21.86	8	2.52004405760237E-4
21.88	0	0
21.9	-4	-1.26002202880119E-4
21.92	1	3.15005507200297E-5
21.94	1	3.15005507200297E-5
21.96	5	1.57502753600148E-4
21.98	9	2.83504956480267E-4
22	-2	-6.30011014400594E-5
22.02	-3	-9.4501652160089E-5
22.04	3	9.4501652160089E-5
22.06	-3	-9.4501652160089E-5
22.08	-1	-3.15005507200297E-5
22.1	6	1.89003304320178E-4
22.12	-1	-3.15005507200297E-5
22.14	-3	-9.4501652160089E-5
22.16	3	9.4501652160089E-5
22.18	3	9.4501652160089E-5
22.2	0	0
22.22	3	9.4501652160089E-5
22.24	3	9.4501652160089E-5
22.26	-9	-2.83504956480267E-4
22.28	-2	-6.30011014400594E-5
22.3	-5	-1.57502753600148E-4
22.32	-1	-3.15005507200297E-5
22.34	-2	-6.30011014400594E-5
22.36	4	1.26002202880119E-4
22.38	3	9.4501652160089E-5
22.4	2	6.30011014400594E-5
22.42	-4	-1.26002202880119E-4
22.44	0	0
22.46	-1	-3.15005507200297E-5
22.48	-3	-9.4501652160089E-5
22.5	0	0
22.52	2	6.30011014400594E-5
22.54	-1	-3.15005507200297E-5
22.56	5	1.57502753600148E-4
22.58	0	0
22.6	3	9.4501652160089E-5
22.62	7	2.20503855040208E-4
22.64	-1	-3.15005507200297E-5
22.66	-2	-6.30011014400594E-5
22.68	-7	-2.20503855040208E-4
22.7	-2	-6.30011014400594E-5
22.72	2	6.30011014400594E-5
22.74	-2	-6.30011014400594E-5
22.76	-12	-3.78006608640356E-4
22.78	-5	-1.57502753600148E-4
22.8	4	1.26002202880119E-4
22.82	2	6.30011014400594E-5
22.84	2	6.30011014400594E-5
22.86	6	1.89003304320178E-4
22.88	8	2.52004405760237E-4
22.9	-1	-3.15005507200297E-5
22.92	-3	-9.4501652160089E-5
22.94	-2	-6.30011014400594E-5
22.96	1	3.15005507200297E-5
22.98	0	0
23	1	3.15005507200297E-5
23.02	1	3.15005507200297E-5
23.04	6	1.89003304320178E-4
23.06	-5	-1.57502753600148E-4
23.08	-8	-2.52004405760237E-4
23.1	-4	-1.26002202880119E-4
23.12	6	1.89003304320178E-4
23.14	-4	-1.26002202880119E-4
23.16	0	0
23.18	7	2.20503855040208E-4
23.2	3	9.4501652160089E-5
23.22	-4	-1.26002202880119E-4
23.24	1	3.15005507200297E-5
23.26	-11	-3.46506057920326E-4
23.28	-10	-3.15005507200297E-4
23.3	-4	-1.26002202880119E-4
23.32	4	1.26002202880119E-4
23.34	3	9.4501652160089E-5
23.36	2	6.30011014400594E-5
23.38	-2	-6.30011014400594E-5
23.4	0	0
23.42	0	0
23.44	3	9.4501652160089E-5
23.46	-1	-3.15005507200297E-5
23.48	5	1.57502753600148E-4
23.5	14	4.41007710080415E-4
23.52	7	2.20503855040208E-4
23.54	7	2.20503855040208E-4
23.56	0	0
23.58	3	9.4501652160089E-5
23.6	-1	-3.15005507200297E-5
23.62	7	2.20503855040208E-4
23.64	2	6.30011014400594E-5
23.66	-3	-9.4501652160089E-5
23.68	-1	-3.15005507200297E-5
23.7	-5	-1.57502753600148E-4
23.72	-2	-6.30011014400594E-5
23.74	-5	-1.57502753600148E-4
23.76	-9	-2.83504956480267E-4
23.78	0	0
23.8	1	3.15005507200297E-5
23.82	3	9.4501652160089E-5
23.84	1	3.15005507200297E-5
23.86	-4	-1.26002202880119E-4
23.88	3	9.4501652160089E-5
23.9	1	3.15005507200297E-5
23.92	2	6.30011014400594E-5
23.94	-1	-3.15005507200297E-5
23.96	4	1.26002202880119E-4
23.98	8	2.52004405760237E-4
24	7	2.20503855040208E-4
24.02	5	1.57502753600148E-4
24.04	3	9.4501652160089E-5
24.06	-1	-3.15005507200297E-5
24.08	-4	-1.26002202880119E-4
24.1	3	9.4501652160089E-5
24.12	5	1.57502753600148E-4
24.14	2	6.30011014400594E-5
24.16	6	1.89003304320178E-4
24.18	4	1.26002202880119E-4
24.2	4	1.26002202880119E-4
24.22	3	9.4501652160089E-5
24.24	0	0
24.26	-3	-9.4501652160089E-5
24.28	-3	-9.4501652160089E-5
24.3	-5	-1.57502753600148E-4
24.32	1	3.15005507200297E-5
24.34	5	1.57502753600148E-4
24.36	1	3.15005507200297E-5
24.38	1	3.15005507200297E-5
24.4	5	1.57502753600148E-4
24.42	3	9.4501652160089E-5
24.44	2	6.30011014400594E-5
24.46	-8	-2.52004405760237E-4
24.48	-2	-6.30011014400594E-5
24.5	0	0
24.52	-8	-2.52004405760237E-4
24.54	0	0
24.56	13	4.09507159360386E-4
24.58	4	1.26002202880119E-4
24.6	1	3.15005507200297E-5
24.62	3	9.4501652160089E-5
24.64	-7	-2.20503855040208E-4
24.66	-3	-9.4501652160089E-5
24.68	-4	-1.26002202880119E-4
24.7	-6	-1.89003304320178E-4
24.72	0	0
24.74	4	1.26002202880119E-4
24.76	9	2.83504956480267E-4
24.78	6	1.89003304320178E-4
24.8	8	2.52004405760237E-4
24.82	-2	-6.30011014400594E-5
24.84	3	9.4501652160089E-5
24.86	6	1.89003304320178E-4
24.88	8	2.52004405760237E-4
24.9	8	2.52004405760237E-4
24.92	-4	-1.26002202880119E-4
24.94	3	9.4501652160089E-5
24.96	8	2.52004405760237E-4
24.98	-1	-3.15005507200297E-5
25	2	6.30011014400594E-5
25.02	2	6.30011014400594E-5
25.04	-8	-2.52004405760237E-4
25.06	-1	-3.15005507200297E-5
25.08	-1	-3.15005507200297E-5
25.1	1	3.15005507200297E-5
25.12	1	3.15005507200297E-5
25.14	-3	-9.4501652160089E-5
25.16	3	9.4501652160089E-5
25.18	6	1.89003304320178E-4
25.2	2	6.30011014400594E-5
25.22	4	1.26002202880119E-4
25.24	6	1.89003304320178E-4
25.26	2	6.30011014400594E-5
25.28	2	6.30011014400594E-5
25.3	2	6.30011014400594E-5
25.32	1	3.15005507200297E-5
25.34	-4	-1.26002202880119E-4
25.36	-4	-1.26002202880119E-4
25.38	-14	-4.41007710080415E-4
25.4	2	6.30011014400594E-5
25.42	-2	-6.30011014400594E-5
25.44	-5	-1.57502753600148E-4
25.46	-2	-6.30011014400594E-5
25.48	-1	-3.15005507200297E-5
25.5	-1	-3.15005507200297E-5
25.52	-6	-1.89003304320178E-4
25.54	-10	-3.15005507200297E-4
25.56	4	1.26002202880119E-4
25.58	4	1.26002202880119E-4
25.6	-4	-1.26002202880119E-4
25.62	-4	-1.26002202880119E-4
25.64	3	9.4501652160089E-5
25.66	3	9.4501652160089E-5
25.68	0	0
25.7	-6	-1.89003304320178E-4
25.72	0	0
25.74	-1	-3.15005507200297E-5
25.76	0	0
25.78	2	6.30011014400594E-5
25.8	8	2.52004405760237E-4
25.82	3	9.4501652160089E-5
25.84	-2	-6.30011014400594E-5
25.86	1	3.15005507200297E-5
25.88	7	2.20503855040208E-4
25.9	5	1.57502753600148E-4
25.92	-7	-2.20503855040208E-4
25.94	-9	-2.83504956480267E-4
25.96	-5	-1.57502753600148E-4
25.98	-1	-3.15005507200297E-5
26	3	9.4501652160089E-5
26.02	-1	-3.15005507200297E-5
26.04	0	0
26.06	-3	-9.4501652160089E-5
26.08	-7	-2.20503855040208E-4
26.1	-4	-1.26002202880119E-4
26.12	10	3.15005507200297E-4
26.14	2	6.30011014400594E-5
26.16	5	1.57502753600148E-4
26.18	4	1.26002202880119E-4
26.2	8	2.52004405760237E-4
26.22	3	9.4501652160089E-5
26.24	0	0
26.26	-2	-6.30011014400594E-5
26.28	3	9.4501652160089E-5
26.3	4	1.26002202880119E-4
26.32	-2	-6.30011014400594E-5
26.34	3	9.4501652160089E-5
26.36	-1	-3.15005507200297E-5
26.38	1	3.15005507200297E-5
26.4	-2	-6.30011014400594E-5
26.42	7	2.20503855040208E-4
26.44	6	1.89003304320178E-4
26.46	1	3.15005507200297E-5
26.48	6	1.89003304320178E-4
26.5	10	3.15005507200297E-4
26.52	14	4.41007710080415E-4
26.54	5	1.57502753600148E-4
26.56	-1	-3.15005507200297E-5
26.58	-2	-6.30011014400594E-5
26.6	-1	-3.15005507200297E-5
26.62	3	9.4501652160089E-5
26.64	-4	-1.26002202880119E-4
26.66	-2	-6.30011014400594E-5
26.68	-5	-1.57502753600148E-4
26.7	-1	-3.15005507200297E-5
26.72	-2	-6.30011014400594E-5
26.74	0	0
26.76	-2	-6.30011014400594E-5
26.78	-5	-1.57502753600148E-4
26.8	-1	-3.15005507200297E-5
26.82	1	3.15005507200297E-5
26.84	1	3.15005507200297E-5
26.86	-2	-6.30011014400594E-5
26.88	-1	-3.15005507200297E-5
26.9	2	6.30011014400594E-5
26.92	1	3.15005507200297E-5
26.94	10	3.15005507200297E-4
26.96	4	1.26002202880119E-4
26.98	-1	-3.15005507200297E-5
27	-3	-9.4501652160089E-5
27.02	0	0
27.04	9	2.83504956480267E-4
27.06	2	6.30011014400594E-5
27.08	-4	-1.26002202880119E-4
27.1	-9	-2.83504956480267E-4
27.12	1	3.15005507200297E-5
27.14	-2	-6.30011014400594E-5
27.16	4	1.26002202880119E-4
27.18	-2	-6.30011014400594E-5
27.2	0	0
27.22	1	3.15005507200297E-5
27.24	-1	-3.15005507200297E-5
27.26	8	2.52004405760237E-4
27.28	5	1.57502753600148E-4
27.3	3	9.4501652160089E-5
27.32	5	1.57502753600148E-4
27.34	2	6.30011014400594E-5
27.36	1	3.15005507200297E-5
27.38	-3	-9.4501652160089E-5
27.4	5	1.57502753600148E-4
27.42	3	9.4501652160089E-5
27.44	5	1.57502753600148E-4
27.46	7	2.20503855040208E-4
27.48	5	1.57502753600148E-4
27.5	-6	-1.89003304320178E-4
27.52	-3	-9.4501652160089E-5
27.54	2	6.30011014400594E-5
27.56	3	9.4501652160089E-5
27.58	0	0
27.6	-1	-3.15005507200297E-5
27.62	5	1.57502753600148E-4
27.64	0	0
27.66	13	4.09507159360386E-4
27.68	5	1.57502753600148E-4
27.7	3	9.4501652160089E-5
27.72	-4	-1.26002202880119E-4
27.74	2	6.30011014400594E-5
27.76	1	3.15005507200297E-5
27.78	-2	-6.30011014400594E-5
27.8	-4	-1.26002202880119E-4
27.82	-5	-1.57502753600148E-4
27.84	-2	-6.30011014400594E-5
27.86	2	6.30011014400594E-5
27.88	-1	-3.15005507200297E-5
27.9	-6	-1.89003304320178E-4
27.92	-3	-9.4501652160089E-5
27.94	-6	-1.89003304320178E-4
27.96	2	6.30011014400594E-5
27.98	2	6.30011014400594E-5
28	2	6.30011014400594E-5
28.02	-2	-6.30011014400594E-5
28.04	-4	-1.26002202880119E-4
28.06	3	9.4501652160089E-5
28.08	0	0
28.1	7	2.20503855040208E-4
28.12	2	6.30011014400594E-5
28.14	3	9.4501652160089E-5
28.16	0	0
28.18	5	1.57502753600148E-4
28.2	-1	-3.15005507200297E-5
28.22	3	9.4501652160089E-5
28.24	-3	-9.4501652160089E-5
28.26	3	9.4501652160089E-5
28.28	0	0
28.3	-9	-2.83504956480267E-4
28.32	5	1.57502753600148E-4
28.34	2	6.30011014400594E-5
28.36	5	1.57502753600148E-4
28.38	4	1.26002202880119E-4
28.4	3	9.4501652160089E-5
28.42	1	3.15005507200297E-5
28.44	-4	-1.26002202880119E-4
28.46	6	1.89003304320178E-4
28.48	-3	-9.4501652160089E-5
28.5	3	9.4501652160089E-5
28.52	3	9.4501652160089E-5
28.54	3	9.4501652160089E-5
28.56	2	6.30011014400594E-5
28.58	2	6.30011014400594E-5
28.6	7	2.20503855040208E-4
28.62	8	2.52004405760237E-4
28.64	5	1.57502753600148E-4
28.66	0	0
28.68	-1	-3.15005507200297E-5
28.7	4	1.26002202880119E-4
28.72	0	0
28.74	6	1.89003304320178E-4
28.76	-3	-9.4501652160089E-5
28.78	-4	-1.26002202880119E-4
28.8	6	1.89003304320178E-4
28.82	7	2.20503855040208E-4
28.84	4	1.26002202880119E-4
28.86	-4	-1.26002202880119E-4
28.88	0	0
28.9	4	1.26002202880119E-4
28.92	-1	-3.15005507200297E-5
28.94	-4	-1.26002202880119E-4
28.96	0	0
28.98	-2	-6.30011014400594E-5
29	-2	-6.30011014400594E-5
29.02	-3	-9.4501652160089E-5
29.04	-2	-6.30011014400594E-5
29.06	-3	-9.4501652160089E-5
29.08	4	1.26002202880119E-4
29.1	1	3.15005507200297E-5
29.12	2	6.30011014400594E-5
29.14	-1	-3.15005507200297E-5
29.16	-1	-3.15005507200297E-5
29.18	0	0
29.2	-2	-6.30011014400594E-5
29.22	-8	-2.52004405760237E-4
29.24	5	1.57502753600148E-4
29.26	-1	-3.15005507200297E-5
29.28	-5	-1.57502753600148E-4
29.3	-6	-1.89003304320178E-4
29.32	1	3.15005507200297E-5
29.34	1	3.15005507200297E-5
29.36	3	9.4501652160089E-5
29.38	2	6.30011014400594E-5
29.4	9	2.83504956480267E-4
29.42	8	2.52004405760237E-4
29.44	3	9.4501652160089E-5
29.46	-3	-9.4501652160089E-5
29.48	-3	-9.4501652160089E-5
29.5	0	0
29.52	-1	-3.15005507200297E-5
29.54	2	6.30011014400594E-5
29.56	9	2.83504956480267E-4
29.58	-8	-2.52004405760237E-4
29.6	-1	-3.15005507200297E-5
29.62	12	3.78006608640356E-4
29.64	-11	-3.46506057920326E-4
29.66	-4	-1.26002202880119E-4
29.68	1	3.15005507200297E-5
29.7	0	0
29.72	0	0
29.74	6	1.89003304320178E-4
29.76	-3	-9.4501652160089E-5
29.78	7	2.20503855040208E-4
29.8	4	1.26002202880119E-4
29.82	2	6.30011014400594E-5
29.84	5	1.57502753600148E-4
29.86	9	2.83504956480267E-4
29.88	5	1.57502753600148E-4
29.9	1	3.15005507200297E-5
29.92	-10	-3.15005507200297E-4
29.94	-11	-3.46506057920326E-4
29.96	-2	-6.30011014400594E-5
29.98	7	2.20503855040208E-4
30	3	9.4501652160089E-5
30.02	5	1.57502753600148E-4
30.04	0	0
30.06	-4	-1.26002202880119E-4
30.08	-1	-3.15005507200297E-5
30.1	0	0
30.12	-1	-3.15005507200297E-5
30.14	-2	-6.30011014400594E-5
30.16	-2	-6.30011014400594E-5
30.18	0	0
30.2	-5	-1.57502753600148E-4
30.22	-4	-1.26002202880119E-4
30.24	-10	-3.15005507200297E-4
30.26	-11	-3.46506057920326E-4
30.28	-5	-1.57502753600148E-4
30.3	5	1.57502753600148E-4
30.32	3	9.4501652160089E-5
30.34	7	2.20503855040208E-4
30.36	0	0
30.38	4	1.26002202880119E-4
30.4	7	2.20503855040208E-4
30.42	1	3.15005507200297E-5
30.44	0	0
30.46	-3	-9.4501652160089E-5
30.48	5	1.57502753600148E-4
30.5	-3	-9.4501652160089E-5
30.52	-6	-1.89003304320178E-4
30.54	-1	-3.15005507200297E-5
30.56	-1	-3.15005507200297E-5
30.58	7	2.20503855040208E-4
30.6	11	3.46506057920326E-4
30.62	3	9.4501652160089E-5
30.64	0	0
30.66	-1	-3.15005507200297E-5
30.68	-6	-1.89003304320178E-4
30.7	-1	-3.15005507200297E-5
30.72	3	9.4501652160089E-5
30.74	-2	-6.30011014400594E-5
30.76	1	3.15005507200297E-5
30.78	-3	-9.4501652160089E-5
30.8	7	2.20503855040208E-4
30.82	0	0
30.84	-7	-2.20503855040208E-4
30.86	-7	-2.20503855040208E-4
30.88	0	0
30.9	5	1.57502753600148E-4
30.92	9	2.83504956480267E-4
30.94	8	2.52004405760237E-4
30.96	3	9.4501652160089E-5
30.98	-16	-5.04008811520475E-4
31	-7	-2.20503855040208E-4
31.02	-5	-1.57502753600148E-4
31.04	7	2.20503855040208E-4
31.06	4	1.26002202880119E-4
31.08	-1	-3.15005507200297E-5
31.1	-9	-2.83504956480267E-4
31.12	-2	-6.30011014400594E-5
31.14	3	9.4501652160089E-5
31.16	2	6.30011014400594E-5
31.18	7	2.20503855040208E-4
31.2	1	3.15005507200297E-5
31.22	-3	-9.4501652160089E-5
31.24	1	3.15005507200297E-5
31.26	1	3.15005507200297E-5
31.28	5	1.57502753600148E-4
31.3	6	1.89003304320178E-4
31.32	-2	-6.30011014400594E-5
31.34	-2	-6.30011014400594E-5
31.36	-5	-1.57502753600148E-4
31.38	2	6.30011014400594E-5
31.4	0	0
31.42	-7	-2.20503855040208E-4
31.44	0	0
31.46	-7	-2.20503855040208E-4
31.48	5	1.57502753600148E-4
31.5	3	9.4501652160089E-5
31.52	-1	-3.15005507200297E-5
31.54	-2	-6.30011014400594E-5
31.56	0	0
31.58	3	9.4501652160089E-5
31.6	1	3.15005507200297E-5
31.62	7	2.20503855040208E-4
31.64	7	2.20503855040208E-4
31.66	3	9.4501652160089E-5
31.68	5	1.57502753600148E-4
31.7	-2	-6.30011014400594E-5
31.72	1	3.15005507200297E-5
31.74	2	6.30011014400594E-5
31.76	-2	-6.30011014400594E-5
31.78	3	9.4501652160089E-5
31.8	1	3.15005507200297E-5
31.82	2	6.30011014400594E-5
31.84	-5	-1.57502753600148E-4
31.86	-2	-6.30011014400594E-5
31.88	1	3.15005507200297E-5
31.9	2	6.30011014400594E-5
31.92	-3	-9.4501652160089E-5
31.94	-9	-2.83504956480267E-4
31.96	-3	-9.4501652160089E-5
31.98	3	9.4501652160089E-5
32	-5	-1.57502753600148E-4
32.02	-3	-9.4501652160089E-5
32.04	-1	-3.15005507200297E-5
32.06	7	2.20503855040208E-4
32.08	-5	-1.57502753600148E-4
32.1	-4	-1.26002202880119E-4
32.12	8	2.52004405760237E-4
32.14	9	2.83504956480267E-4
32.16	-5	-1.57502753600148E-4
32.18	-3	-9.4501652160089E-5
32.2	8	2.52004405760237E-4
32.22	6	1.89003304320178E-4
32.24	3	9.4501652160089E-5
32.26	8	2.52004405760237E-4
32.28	-2	-6.30011014400594E-5
32.3	1	3.15005507200297E-5
32.32	-5	-1.57502753600148E-4
32.34	0	0
32.36	3	9.4501652160089E-5
32.38	-1	-3.15005507200297E-5
32.4	-3	-9.4501652160089E-5
32.42	6	1.89003304320178E-4
32.44	1	3.15005507200297E-5
32.46	2	6.30011014400594E-5
32.48	-6	-1.89003304320178E-4
32.5	0	0
32.52	4	1.26002202880119E-4
32.54	0	0
32.56	3	9.4501652160089E-5
32.58	-2	-6.30011014400594E-5
32.6	-8	-2.52004405760237E-4
32.62	1	3.15005507200297E-5
32.64	6	1.89003304320178E-4
32.66	2	6.30011014400594E-5
32.68	-1	-3.15005507200297E-5
32.7	4	1.26002202880119E-4
32.72	6	1.89003304320178E-4
32.74	-2	-6.30011014400594E-5
32.76	2	6.30011014400594E-5
32.78	3	9.4501652160089E-5
32.8	-1	-3.15005507200297E-5
32.82	1	3.15005507200297E-5
32.84	1	3.15005507200297E-5
32.86	-5	-1.57502753600148E-4
32.88	0	0
32.9	-7	-2.20503855040208E-4
32.92	0	0
32.94	-1	-3.15005507200297E-5
32.96	2	6.30011014400594E-5
32.98	1	3.15005507200297E-5
33	4	1.26002202880119E-4
33.02	3	9.4501652160089E-5
33.04	-10	-3.15005507200297E-4
33.06	-8	-2.52004405760237E-4
33.08	-4	-1.26002202880119E-4
33.1	4	1.26002202880119E-4
33.12	1	3.15005507200297E-5
33.14	-5	-1.57502753600148E-4
33.16	-3	-9.4501652160089E-5
33.18	-8	-2.52004405760237E-4
33.2	0	0
33.22	1	3.15005507200297E-5
33.24	6	1.89003304320178E-4
33.26	-2	-6.30011014400594E-5
33.28	-4	-1.26002202880119E-4
33.3	2	6.30011014400594E-5
33.32	3	9.4501652160089E-5
33.34	-8	-2.52004405760237E-4
33.36	-1	-3.15005507200297E-5
33.38	-4	-1.26002202880119E-4
33.4	-5	-1.57502753600148E-4
33.42	-2	-6.30011014400594E-5
33.44	7	2.20503855040208E-4
33.46	3	9.4501652160089E-5
33.48	-1	-3.15005507200297E-5
33.5	-3	-9.4501652160089E-5
33.52	1	3.15005507200297E-5
33.54	4	1.26002202880119E-4
33.56	-2	-6.30011014400594E-5
33.58	-5	-1.57502753600148E-4
33.6	-1	-3.15005507200297E-5
33.62	-2	-6.30011014400594E-5
33.64	2	6.30011014400594E-5
33.66	-5	-1.57502753600148E-4
33.68	-1	-3.15005507200297E-5
33.7	-5	-1.57502753600148E-4
33.72	-2	-6.30011014400594E-5
