Time [µs]	H2 v1J7	H2 v1J7	
	100k shots	100k shots	
Laser Power [mJ]		power corrected	
17.28	-11	-4.50869008345244E-4
17.3	0	0
17.32	1	4.09880916677494E-5
17.34	4	1.63952366670998E-4
17.36	1	4.09880916677494E-5
17.38	2	8.19761833354989E-5
17.4	-5	-2.04940458338747E-4
17.42	-4	-1.63952366670998E-4
17.44	5	2.04940458338747E-4
17.46	-1	-4.09880916677494E-5
17.48	1	4.09880916677494E-5
17.5	3	1.22964275003248E-4
17.52	1	4.09880916677494E-5
17.54	4	1.63952366670998E-4
17.56	2	8.19761833354989E-5
17.58	1	4.09880916677494E-5
17.6	0	0
17.62	0	0
17.64	2	8.19761833354989E-5
17.66	-5	-2.04940458338747E-4
17.68	-2	-8.19761833354989E-5
17.7	5	2.04940458338747E-4
17.72	6	2.45928550006497E-4
17.74	3	1.22964275003248E-4
17.76	2	8.19761833354989E-5
17.78	-2	-8.19761833354989E-5
17.8	1	4.09880916677494E-5
17.82	-2	-8.19761833354989E-5
17.84	0	0
17.86	1	4.09880916677494E-5
17.88	1	4.09880916677494E-5
17.9	2	8.19761833354989E-5
17.92	8	3.27904733341996E-4
17.94	3	1.22964275003248E-4
17.96	2	8.19761833354989E-5
17.98	0	0
18	-2	-8.19761833354989E-5
18.02	-6	-2.45928550006497E-4
18.04	-1	-4.09880916677494E-5
18.06	4	1.63952366670998E-4
18.08	-2	-8.19761833354989E-5
18.1	-4	-1.63952366670998E-4
18.12	-2	-8.19761833354989E-5
18.14	-1	-4.09880916677494E-5
18.16	4	1.63952366670998E-4
18.18	2	8.19761833354989E-5
18.2	-2	-8.19761833354989E-5
18.22	-9	-3.68892825009745E-4
18.24	1	4.09880916677494E-5
18.26	-7	-2.86916641674246E-4
18.28	-11	-4.50869008345244E-4
18.3	-6	-2.45928550006497E-4
18.32	-7	-2.86916641674246E-4
18.34	-8	-3.27904733341996E-4
18.36	-6	-2.45928550006497E-4
18.38	0	0
18.4	2	8.19761833354989E-5
18.42	0	0
18.44	-3	-1.22964275003248E-4
18.46	4	1.63952366670998E-4
18.48	5	2.04940458338747E-4
18.5	-4	-1.63952366670998E-4
18.52	-2	-8.19761833354989E-5
18.54	3	1.22964275003248E-4
18.56	2	8.19761833354989E-5
18.58	4	1.63952366670998E-4
18.6	4	1.63952366670998E-4
18.62	4	1.63952366670998E-4
18.64	1	4.09880916677494E-5
18.66	1	4.09880916677494E-5
18.68	-1	-4.09880916677494E-5
18.7	3	1.22964275003248E-4
18.72	12	4.91857100012993E-4
18.74	-2	-8.19761833354989E-5
18.76	1	4.09880916677494E-5
18.78	-7	-2.86916641674246E-4
18.8	-4	-1.63952366670998E-4
18.82	0	0
18.84	3	1.22964275003248E-4
18.86	3	1.22964275003248E-4
18.88	3	1.22964275003248E-4
18.9	-4	-1.63952366670998E-4
18.92	-1	-4.09880916677494E-5
18.94	0	0
18.96	-3	-1.22964275003248E-4
18.98	2	8.19761833354989E-5
19	0	0
19.02	2	8.19761833354989E-5
19.04	0	0
19.06	1	4.09880916677494E-5
19.08	-4	-1.63952366670998E-4
19.1	-9	-3.68892825009745E-4
19.12	0	0
19.14	1	4.09880916677494E-5
19.16	-2	-8.19761833354989E-5
19.18	6	2.45928550006497E-4
19.2	3	1.22964275003248E-4
19.22	2	8.19761833354989E-5
19.24	3	1.22964275003248E-4
19.26	2	8.19761833354989E-5
19.28	-3	-1.22964275003248E-4
19.3	3	1.22964275003248E-4
19.32	5	2.04940458338747E-4
19.34	0	0
19.36	-3	-1.22964275003248E-4
19.38	2	8.19761833354989E-5
19.4	7	2.86916641674246E-4
19.42	3	1.22964275003248E-4
19.44	-1	-4.09880916677494E-5
19.46	-3	-1.22964275003248E-4
19.48	-4	-1.63952366670998E-4
19.5	10	4.09880916677494E-4
19.52	4	1.63952366670998E-4
19.54	5	2.04940458338747E-4
19.56	-3	-1.22964275003248E-4
19.58	-6	-2.45928550006497E-4
19.6	-1	-4.09880916677494E-5
19.62	5	2.04940458338747E-4
19.64	0	0
19.66	-2	-8.19761833354989E-5
19.68	0	0
19.7	4	1.63952366670998E-4
19.72	6	2.45928550006497E-4
19.74	5	2.04940458338747E-4
19.76	4	1.63952366670998E-4
19.78	-8	-3.27904733341996E-4
19.8	0	0
19.82	-2	-8.19761833354989E-5
19.84	4	1.63952366670998E-4
19.86	2	8.19761833354989E-5
19.88	5	2.04940458338747E-4
19.9	0	0
19.92	2	8.19761833354989E-5
19.94	2	8.19761833354989E-5
19.96	-5	-2.04940458338747E-4
19.98	-1	-4.09880916677494E-5
20	-1	-4.09880916677494E-5
20.02	-3	-1.22964275003248E-4
20.04	6	2.45928550006497E-4
20.06	-1	-4.09880916677494E-5
20.08	2	8.19761833354989E-5
20.1	2	8.19761833354989E-5
20.12	-6	-2.45928550006497E-4
20.14	-6	-2.45928550006497E-4
20.16	-2	-8.19761833354989E-5
20.18	3	1.22964275003248E-4
20.2	0	0
20.22	6	2.45928550006497E-4
20.24	10	4.09880916677494E-4
20.26	3	1.22964275003248E-4
20.28	7	2.86916641674246E-4
20.3	2	8.19761833354989E-5
20.32	1	4.09880916677494E-5
20.34	8	3.27904733341996E-4
20.36	4	1.63952366670998E-4
20.38	-2	-8.19761833354989E-5
20.4	2	8.19761833354989E-5
20.42	0	0
20.44	4	1.63952366670998E-4
20.46	0	0
20.48	-2	-8.19761833354989E-5
20.5	-1	-4.09880916677494E-5
20.52	-1	-4.09880916677494E-5
20.54	-8	-3.27904733341996E-4
20.56	-6	-2.45928550006497E-4
20.58	5	2.04940458338747E-4
20.6	11	4.50869008345244E-4
20.62	1	4.09880916677494E-5
20.64	-2	-8.19761833354989E-5
20.66	1	4.09880916677494E-5
20.68	7	2.86916641674246E-4
20.7	-2	-8.19761833354989E-5
20.72	-2	-8.19761833354989E-5
20.74	2	8.19761833354989E-5
20.76	2	8.19761833354989E-5
20.78	-5	-2.04940458338747E-4
20.8	-10	-4.09880916677494E-4
20.82	-2	-8.19761833354989E-5
20.84	0	0
20.86	2	8.19761833354989E-5
20.88	-3	-1.22964275003248E-4
20.9	4	1.63952366670998E-4
20.92	-1	-4.09880916677494E-5
20.94	1	4.09880916677494E-5
20.96	-1	-4.09880916677494E-5
20.98	4	1.63952366670998E-4
21	2	8.19761833354989E-5
21.02	4	1.63952366670998E-4
21.04	5	2.04940458338747E-4
21.06	5	2.04940458338747E-4
21.08	2	8.19761833354989E-5
21.1	-1	-4.09880916677494E-5
21.12	8	3.27904733341996E-4
21.14	5	2.04940458338747E-4
21.16	10	4.09880916677494E-4
21.18	-1	-4.09880916677494E-5
21.2	1	4.09880916677494E-5
21.22	-2	-8.19761833354989E-5
21.24	2	8.19761833354989E-5
21.26	-7	-2.86916641674246E-4
21.28	-5	-2.04940458338747E-4
21.3	-6	-2.45928550006497E-4
21.32	-3	-1.22964275003248E-4
21.34	-2	-8.19761833354989E-5
21.36	-3	-1.22964275003248E-4
21.38	0	0
21.4	3	1.22964275003248E-4
21.42	-4	-1.63952366670998E-4
21.44	3	1.22964275003248E-4
21.46	3	1.22964275003248E-4
21.48	-3	-1.22964275003248E-4
21.5	0	0
21.52	0	0
21.54	-1	-4.09880916677494E-5
21.56	-8	-3.27904733341996E-4
21.58	-6	-2.45928550006497E-4
21.6	-2	-8.19761833354989E-5
21.62	-5	-2.04940458338747E-4
21.64	-6	-2.45928550006497E-4
21.66	-3	-1.22964275003248E-4
21.68	2	8.19761833354989E-5
21.7	4	1.63952366670998E-4
21.72	-5	-2.04940458338747E-4
21.74	-2	-8.19761833354989E-5
21.76	1	4.09880916677494E-5
21.78	3	1.22964275003248E-4
21.8	1	4.09880916677494E-5
21.82	-1	-4.09880916677494E-5
21.84	3	1.22964275003248E-4
21.86	-6	-2.45928550006497E-4
21.88	-1	-4.09880916677494E-5
21.9	5	2.04940458338747E-4
21.92	7	2.86916641674246E-4
21.94	3	1.22964275003248E-4
21.96	-10	-4.09880916677494E-4
21.98	-4	-1.63952366670998E-4
22	-3	-1.22964275003248E-4
22.02	-5	-2.04940458338747E-4
22.04	-1	-4.09880916677494E-5
22.06	5	2.04940458338747E-4
22.08	10	4.09880916677494E-4
22.1	0	0
22.12	-6	-2.45928550006497E-4
22.14	1	4.09880916677494E-5
22.16	0	0
22.18	-2	-8.19761833354989E-5
22.2	1	4.09880916677494E-5
22.22	6	2.45928550006497E-4
22.24	6	2.45928550006497E-4
22.26	3	1.22964275003248E-4
22.28	8	3.27904733341996E-4
22.3	-5	-2.04940458338747E-4
22.32	-3	-1.22964275003248E-4
22.34	2	8.19761833354989E-5
22.36	1	4.09880916677494E-5
22.38	-8	-3.27904733341996E-4
22.4	2	8.19761833354989E-5
22.42	5	2.04940458338747E-4
22.44	4	1.63952366670998E-4
22.46	2	8.19761833354989E-5
22.48	4	1.63952366670998E-4
22.5	0	0
22.52	2	8.19761833354989E-5
22.54	3	1.22964275003248E-4
22.56	1	4.09880916677494E-5
22.58	3	1.22964275003248E-4
22.6	6	2.45928550006497E-4
22.62	-2	-8.19761833354989E-5
22.64	-2	-8.19761833354989E-5
22.66	-3	-1.22964275003248E-4
22.68	-7	-2.86916641674246E-4
22.7	2	8.19761833354989E-5
22.72	-5	-2.04940458338747E-4
22.74	-1	-4.09880916677494E-5
22.76	-4	-1.63952366670998E-4
22.78	-1	-4.09880916677494E-5
22.8	-15	-6.14821375016241E-4
22.82	-4	-1.63952366670998E-4
22.84	-5	-2.04940458338747E-4
22.86	2	8.19761833354989E-5
22.88	7	2.86916641674246E-4
22.9	-1	-4.09880916677494E-5
22.92	-2	-8.19761833354989E-5
22.94	-3	-1.22964275003248E-4
22.96	2	8.19761833354989E-5
22.98	0	0
23	-3	-1.22964275003248E-4
23.02	1	4.09880916677494E-5
23.04	-2	-8.19761833354989E-5
23.06	5	2.04940458338747E-4
23.08	6	2.45928550006497E-4
23.1	3	1.22964275003248E-4
23.12	0	0
23.14	0	0
23.16	3	1.22964275003248E-4
23.18	-2	-8.19761833354989E-5
23.2	3	1.22964275003248E-4
23.22	-1	-4.09880916677494E-5
23.24	2	8.19761833354989E-5
23.26	1	4.09880916677494E-5
23.28	4	1.63952366670998E-4
23.3	1	4.09880916677494E-5
23.32	0	0
23.34	3	1.22964275003248E-4
23.36	2	8.19761833354989E-5
23.38	2	8.19761833354989E-5
23.4	2	8.19761833354989E-5
23.42	1	4.09880916677494E-5
23.44	-5	-2.04940458338747E-4
23.46	-3	-1.22964275003248E-4
23.48	-1	-4.09880916677494E-5
23.5	0	0
23.52	2	8.19761833354989E-5
23.54	0	0
23.56	-4	-1.63952366670998E-4
23.58	3	1.22964275003248E-4
23.6	-1	-4.09880916677494E-5
23.62	-5	-2.04940458338747E-4
23.64	-1	-4.09880916677494E-5
23.66	-4	-1.63952366670998E-4
23.68	3	1.22964275003248E-4
23.7	7	2.86916641674246E-4
23.72	1	4.09880916677494E-5
23.74	0	0
23.76	1	4.09880916677494E-5
23.78	-5	-2.04940458338747E-4
23.8	2	8.19761833354989E-5
23.82	5	2.04940458338747E-4
23.84	0	0
23.86	0	0
23.88	-1	-4.09880916677494E-5
23.9	-6	-2.45928550006497E-4
23.92	7	2.86916641674246E-4
23.94	8	3.27904733341996E-4
23.96	0	0
23.98	-5	-2.04940458338747E-4
24	-6	-2.45928550006497E-4
24.02	6	2.45928550006497E-4
24.04	-7	-2.86916641674246E-4
24.06	2	8.19761833354989E-5
24.08	1	4.09880916677494E-5
24.1	-3	-1.22964275003248E-4
24.12	1	4.09880916677494E-5
24.14	-1	-4.09880916677494E-5
24.16	-4	-1.63952366670998E-4
24.18	0	0
24.2	-1	-4.09880916677494E-5
24.22	-3	-1.22964275003248E-4
24.24	2	8.19761833354989E-5
24.26	5	2.04940458338747E-4
24.28	4	1.63952366670998E-4
24.3	-3	-1.22964275003248E-4
24.32	0	0
24.34	3	1.22964275003248E-4
24.36	3	1.22964275003248E-4
24.38	-2	-8.19761833354989E-5
24.4	-4	-1.63952366670998E-4
24.42	4	1.63952366670998E-4
24.44	5	2.04940458338747E-4
24.46	0	0
24.48	7	2.86916641674246E-4
24.5	3	1.22964275003248E-4
24.52	3	1.22964275003248E-4
24.54	7	2.86916641674246E-4
24.56	0	0
24.58	-5	-2.04940458338747E-4
24.6	1	4.09880916677494E-5
24.62	-4	-1.63952366670998E-4
24.64	6	2.45928550006497E-4
24.66	7	2.86916641674246E-4
24.68	3	1.22964275003248E-4
24.7	-1	-4.09880916677494E-5
24.72	-5	-2.04940458338747E-4
24.74	1	4.09880916677494E-5
24.76	5	2.04940458338747E-4
24.78	-5	-2.04940458338747E-4
24.8	-1	-4.09880916677494E-5
24.82	5	2.04940458338747E-4
24.84	0	0
24.86	-2	-8.19761833354989E-5
24.88	-2	-8.19761833354989E-5
24.9	-3	-1.22964275003248E-4
24.92	4	1.63952366670998E-4
24.94	0	0
24.96	-4	-1.63952366670998E-4
24.98	-1	-4.09880916677494E-5
25	3	1.22964275003248E-4
25.02	3	1.22964275003248E-4
25.04	10	4.09880916677494E-4
25.06	0	0
25.08	0	0
25.1	-1	-4.09880916677494E-5
25.12	2	8.19761833354989E-5
25.14	1	4.09880916677494E-5
25.16	-6	-2.45928550006497E-4
25.18	-2	-8.19761833354989E-5
25.2	5	2.04940458338747E-4
25.22	4	1.63952366670998E-4
25.24	-1	-4.09880916677494E-5
25.26	0	0
25.28	1	4.09880916677494E-5
25.3	-4	-1.63952366670998E-4
25.32	-2	-8.19761833354989E-5
25.34	-2	-8.19761833354989E-5
25.36	-1	-4.09880916677494E-5
25.38	8	3.27904733341996E-4
25.4	0	0
25.42	-2	-8.19761833354989E-5
25.44	-2	-8.19761833354989E-5
25.46	0	0
25.48	0	0
25.5	-1	-4.09880916677494E-5
25.52	-1	-4.09880916677494E-5
25.54	-1	-4.09880916677494E-5
25.56	8	3.27904733341996E-4
25.58	1	4.09880916677494E-5
25.6	3	1.22964275003248E-4
25.62	-1	-4.09880916677494E-5
25.64	-2	-8.19761833354989E-5
25.66	-2	-8.19761833354989E-5
25.68	2	8.19761833354989E-5
25.7	3	1.22964275003248E-4
25.72	-1	-4.09880916677494E-5
25.74	0	0
25.76	3	1.22964275003248E-4
25.78	-1	-4.09880916677494E-5
25.8	7	2.86916641674246E-4
25.82	6	2.45928550006497E-4
25.84	7	2.86916641674246E-4
25.86	-1	-4.09880916677494E-5
25.88	5	2.04940458338747E-4
25.9	4	1.63952366670998E-4
25.92	0	0
25.94	-5	-2.04940458338747E-4
25.96	-2	-8.19761833354989E-5
25.98	-7	-2.86916641674246E-4
26	3	1.22964275003248E-4
26.02	7	2.86916641674246E-4
26.04	4	1.63952366670998E-4
26.06	4	1.63952366670998E-4
26.08	-5	-2.04940458338747E-4
26.1	-1	-4.09880916677494E-5
26.12	-4	-1.63952366670998E-4
26.14	-1	-4.09880916677494E-5
26.16	-6	-2.45928550006497E-4
26.18	1	4.09880916677494E-5
26.2	-1	-4.09880916677494E-5
26.22	1	4.09880916677494E-5
26.24	0	0
26.26	-4	-1.63952366670998E-4
26.28	3	1.22964275003248E-4
26.3	-2	-8.19761833354989E-5
26.32	0	0
26.34	10	4.09880916677494E-4
26.36	1	4.09880916677494E-5
26.38	-1	-4.09880916677494E-5
26.4	-6	-2.45928550006497E-4
26.42	-1	-4.09880916677494E-5
26.44	1	4.09880916677494E-5
26.46	3	1.22964275003248E-4
26.48	5	2.04940458338747E-4
26.5	-5	-2.04940458338747E-4
26.52	-2	-8.19761833354989E-5
26.54	-4	-1.63952366670998E-4
26.56	-3	-1.22964275003248E-4
26.58	-2	-8.19761833354989E-5
26.6	0	0
26.62	5	2.04940458338747E-4
26.64	8	3.27904733341996E-4
26.66	-1	-4.09880916677494E-5
26.68	1	4.09880916677494E-5
26.7	-4	-1.63952366670998E-4
26.72	-2	-8.19761833354989E-5
26.74	5	2.04940458338747E-4
26.76	4	1.63952366670998E-4
26.78	1	4.09880916677494E-5
26.8	-1	-4.09880916677494E-5
26.82	3	1.22964275003248E-4
26.84	-3	-1.22964275003248E-4
26.86	-6	-2.45928550006497E-4
26.88	-5	-2.04940458338747E-4
26.9	3	1.22964275003248E-4
26.92	-7	-2.86916641674246E-4
26.94	-9	-3.68892825009745E-4
26.96	-6	-2.45928550006497E-4
26.98	-4	-1.63952366670998E-4
27	9	3.68892825009745E-4
27.02	-2	-8.19761833354989E-5
27.04	-10	-4.09880916677494E-4
27.06	-4	-1.63952366670998E-4
27.08	-3	-1.22964275003248E-4
27.1	3	1.22964275003248E-4
27.12	0	0
27.14	-2	-8.19761833354989E-5
27.16	-1	-4.09880916677494E-5
27.18	-1	-4.09880916677494E-5
27.2	7	2.86916641674246E-4
27.22	6	2.45928550006497E-4
27.24	2	8.19761833354989E-5
27.26	-6	-2.45928550006497E-4
27.28	-2	-8.19761833354989E-5
27.3	0	0
27.32	3	1.22964275003248E-4
27.34	1	4.09880916677494E-5
27.36	0	0
27.38	10	4.09880916677494E-4
27.4	4	1.63952366670998E-4
27.42	3	1.22964275003248E-4
27.44	6	2.45928550006497E-4
27.46	4	1.63952366670998E-4
27.48	1	4.09880916677494E-5
27.5	1	4.09880916677494E-5
27.52	7	2.86916641674246E-4
27.54	2	8.19761833354989E-5
27.56	3	1.22964275003248E-4
27.58	4	1.63952366670998E-4
27.6	-1	-4.09880916677494E-5
27.62	-5	-2.04940458338747E-4
27.64	1	4.09880916677494E-5
27.66	5	2.04940458338747E-4
27.68	2	8.19761833354989E-5
27.7	11	4.50869008345244E-4
27.72	11	4.50869008345244E-4
27.74	7	2.86916641674246E-4
27.76	7	2.86916641674246E-4
27.78	8	3.27904733341996E-4
27.8	0	0
27.82	-7	-2.86916641674246E-4
27.84	-3	-1.22964275003248E-4
27.86	-2	-8.19761833354989E-5
27.88	4	1.63952366670998E-4
27.9	-2	-8.19761833354989E-5
27.92	-3	-1.22964275003248E-4
27.94	-1	-4.09880916677494E-5
27.96	9	3.68892825009745E-4
27.98	4	1.63952366670998E-4
28	0	0
28.02	-4	-1.63952366670998E-4
28.04	-9	-3.68892825009745E-4
28.06	0	0
28.08	2	8.19761833354989E-5
28.1	-1	-4.09880916677494E-5
28.12	-1	-4.09880916677494E-5
28.14	4	1.63952366670998E-4
28.16	7	2.86916641674246E-4
28.18	-8	-3.27904733341996E-4
28.2	-1	-4.09880916677494E-5
28.22	-3	-1.22964275003248E-4
28.24	5	2.04940458338747E-4
28.26	2	8.19761833354989E-5
28.28	11	4.50869008345244E-4
28.3	12	4.91857100012993E-4
28.32	3	1.22964275003248E-4
28.34	0	0
28.36	4	1.63952366670998E-4
28.38	9	3.68892825009745E-4
28.4	-6	-2.45928550006497E-4
28.42	-5	-2.04940458338747E-4
28.44	-5	-2.04940458338747E-4
28.46	-5	-2.04940458338747E-4
28.48	-1	-4.09880916677494E-5
28.5	4	1.63952366670998E-4
28.52	-2	-8.19761833354989E-5
28.54	-6	-2.45928550006497E-4
28.56	3	1.22964275003248E-4
28.58	5	2.04940458338747E-4
28.6	6	2.45928550006497E-4
28.62	4	1.63952366670998E-4
28.64	6	2.45928550006497E-4
28.66	2	8.19761833354989E-5
28.68	16	6.55809466683991E-4
28.7	1	4.09880916677494E-5
28.72	-2	-8.19761833354989E-5
28.74	5	2.04940458338747E-4
28.76	0	0
28.78	-10	-4.09880916677494E-4
28.8	-5	-2.04940458338747E-4
28.82	-5	-2.04940458338747E-4
28.84	-2	-8.19761833354989E-5
28.86	-3	-1.22964275003248E-4
28.88	1	4.09880916677494E-5
28.9	6	2.45928550006497E-4
28.92	-2	-8.19761833354989E-5
28.94	0	0
28.96	12	4.91857100012993E-4
28.98	12	4.91857100012993E-4
29	1	4.09880916677494E-5
29.02	4	1.63952366670998E-4
29.04	1	4.09880916677494E-5
29.06	7	2.86916641674246E-4
29.08	1	4.09880916677494E-5
29.1	-2	-8.19761833354989E-5
29.12	0	0
29.14	-4	-1.63952366670998E-4
29.16	1	4.09880916677494E-5
29.18	5	2.04940458338747E-4
29.2	-1	-4.09880916677494E-5
29.22	0	0
29.24	5	2.04940458338747E-4
29.26	2	8.19761833354989E-5
29.28	-1	-4.09880916677494E-5
29.3	5	2.04940458338747E-4
29.32	1	4.09880916677494E-5
29.34	2	8.19761833354989E-5
29.36	4	1.63952366670998E-4
29.38	11	4.50869008345244E-4
29.4	3	1.22964275003248E-4
29.42	0	0
29.44	3	1.22964275003248E-4
29.46	-2	-8.19761833354989E-5
29.48	3	1.22964275003248E-4
29.5	2	8.19761833354989E-5
29.52	0	0
29.54	-7	-2.86916641674246E-4
29.56	-6	-2.45928550006497E-4
29.58	0	0
29.6	2	8.19761833354989E-5
29.62	2	8.19761833354989E-5
29.64	-2	-8.19761833354989E-5
29.66	-6	-2.45928550006497E-4
29.68	-12	-4.91857100012993E-4
29.7	-4	-1.63952366670998E-4
29.72	-1	-4.09880916677494E-5
29.74	-3	-1.22964275003248E-4
29.76	-6	-2.45928550006497E-4
29.78	-6	-2.45928550006497E-4
29.8	0	0
29.82	8	3.27904733341996E-4
29.84	2	8.19761833354989E-5
29.86	-2	-8.19761833354989E-5
29.88	-4	-1.63952366670998E-4
29.9	4	1.63952366670998E-4
29.92	3	1.22964275003248E-4
29.94	3	1.22964275003248E-4
29.96	4	1.63952366670998E-4
29.98	2	8.19761833354989E-5
30	-5	-2.04940458338747E-4
30.02	4	1.63952366670998E-4
30.04	3	1.22964275003248E-4
30.06	0	0
30.08	-3	-1.22964275003248E-4
30.1	-4	-1.63952366670998E-4
30.12	-9	-3.68892825009745E-4
30.14	7	2.86916641674246E-4
30.16	-7	-2.86916641674246E-4
30.18	-7	-2.86916641674246E-4
30.2	-2	-8.19761833354989E-5
30.22	6	2.45928550006497E-4
30.24	-3	-1.22964275003248E-4
30.26	0	0
30.28	1	4.09880916677494E-5
30.3	-1	-4.09880916677494E-5
30.32	3	1.22964275003248E-4
30.34	10	4.09880916677494E-4
30.36	0	0
30.38	2	8.19761833354989E-5
30.4	2	8.19761833354989E-5
30.42	-1	-4.09880916677494E-5
30.44	-2	-8.19761833354989E-5
30.46	5	2.04940458338747E-4
30.48	2	8.19761833354989E-5
30.5	7	2.86916641674246E-4
30.52	4	1.63952366670998E-4
30.54	-7	-2.86916641674246E-4
30.56	6	2.45928550006497E-4
30.58	7	2.86916641674246E-4
30.6	10	4.09880916677494E-4
30.62	7	2.86916641674246E-4
30.64	-10	-4.09880916677494E-4
30.66	-1	-4.09880916677494E-5
30.68	-2	-8.19761833354989E-5
30.7	-2	-8.19761833354989E-5
30.72	-9	-3.68892825009745E-4
30.74	0	0
30.76	-3	-1.22964275003248E-4
30.78	3	1.22964275003248E-4
30.8	-4	-1.63952366670998E-4
30.82	1	4.09880916677494E-5
30.84	-8	-3.27904733341996E-4
30.86	-5	-2.04940458338747E-4
30.88	-3	-1.22964275003248E-4
30.9	-2	-8.19761833354989E-5
30.92	8	3.27904733341996E-4
30.94	4	1.63952366670998E-4
30.96	3	1.22964275003248E-4
30.98	1	4.09880916677494E-5
31	6	2.45928550006497E-4
31.02	-3	-1.22964275003248E-4
31.04	-3	-1.22964275003248E-4
31.06	9	3.68892825009745E-4
31.08	9	3.68892825009745E-4
31.1	-6	-2.45928550006497E-4
31.12	2	8.19761833354989E-5
31.14	4	1.63952366670998E-4
31.16	3	1.22964275003248E-4
31.18	-2	-8.19761833354989E-5
31.2	1	4.09880916677494E-5
31.22	4	1.63952366670998E-4
31.24	6	2.45928550006497E-4
31.26	-4	-1.63952366670998E-4
31.28	5	2.04940458338747E-4
31.3	1	4.09880916677494E-5
31.32	0	0
31.34	7	2.86916641674246E-4
31.36	6	2.45928550006497E-4
31.38	-1	-4.09880916677494E-5
31.4	-2	-8.19761833354989E-5
31.42	-3	-1.22964275003248E-4
31.44	1	4.09880916677494E-5
31.46	1	4.09880916677494E-5
31.48	-5	-2.04940458338747E-4
31.5	2	8.19761833354989E-5
31.52	2	8.19761833354989E-5
31.54	-7	-2.86916641674246E-4
31.56	0	0
31.58	-1	-4.09880916677494E-5
31.6	-9	-3.68892825009745E-4
31.62	0	0
31.64	-1	-4.09880916677494E-5
31.66	-5	-2.04940458338747E-4
31.68	-1	-4.09880916677494E-5
31.7	-4	-1.63952366670998E-4
31.72	0	0
31.74	5	2.04940458338747E-4
31.76	2	8.19761833354989E-5
31.78	4	1.63952366670998E-4
31.8	2	8.19761833354989E-5
31.82	0	0
31.84	1	4.09880916677494E-5
31.86	-3	-1.22964275003248E-4
31.88	0	0
31.9	-3	-1.22964275003248E-4
31.92	0	0
31.94	6	2.45928550006497E-4
31.96	-3	-1.22964275003248E-4
31.98	-4	-1.63952366670998E-4
32	-1	-4.09880916677494E-5
32.02	0	0
32.04	9	3.68892825009745E-4
32.06	11	4.50869008345244E-4
32.08	-6	-2.45928550006497E-4
32.1	2	8.19761833354989E-5
32.12	-1	-4.09880916677494E-5
32.14	2	8.19761833354989E-5
32.16	-1	-4.09880916677494E-5
32.18	6	2.45928550006497E-4
32.2	6	2.45928550006497E-4
32.22	9	3.68892825009745E-4
32.24	9	3.68892825009745E-4
32.26	2	8.19761833354989E-5
32.28	0	0
32.3	3	1.22964275003248E-4
32.32	0	0
32.34	-2	-8.19761833354989E-5
32.36	3	1.22964275003248E-4
32.38	3	1.22964275003248E-4
32.4	5	2.04940458338747E-4
32.42	-2	-8.19761833354989E-5
32.44	1	4.09880916677494E-5
32.46	1	4.09880916677494E-5
32.48	11	4.50869008345244E-4
32.5	-4	-1.63952366670998E-4
32.52	-2	-8.19761833354989E-5
32.54	-9	-3.68892825009745E-4
32.56	-2	-8.19761833354989E-5
32.58	1	4.09880916677494E-5
32.6	0	0
32.62	0	0
32.64	-1	-4.09880916677494E-5
32.66	-1	-4.09880916677494E-5
32.68	0	0
32.7	-12	-4.91857100012993E-4
32.72	-4	-1.63952366670998E-4
32.74	6	2.45928550006497E-4
32.76	-3	-1.22964275003248E-4
32.78	-4	-1.63952366670998E-4
32.8	-2	-8.19761833354989E-5
32.82	-5	-2.04940458338747E-4
32.84	2	8.19761833354989E-5
32.86	4	1.63952366670998E-4
32.88	-2	-8.19761833354989E-5
32.9	3	1.22964275003248E-4
32.92	3	1.22964275003248E-4
32.94	-5	-2.04940458338747E-4
32.96	0	0
32.98	1	4.09880916677494E-5
33	-6	-2.45928550006497E-4
33.02	-2	-8.19761833354989E-5
33.04	-7	-2.86916641674246E-4
33.06	1	4.09880916677494E-5
33.08	-1	-4.09880916677494E-5
33.1	-2	-8.19761833354989E-5
33.12	3	1.22964275003248E-4
33.14	-1	-4.09880916677494E-5
33.16	11	4.50869008345244E-4
33.18	4	1.63952366670998E-4
33.2	-3	-1.22964275003248E-4
33.22	6	2.45928550006497E-4
33.24	2	8.19761833354989E-5
33.26	-3	-1.22964275003248E-4
33.28	-4	-1.63952366670998E-4
33.3	1	4.09880916677494E-5
33.32	1	4.09880916677494E-5
33.34	-2	-8.19761833354989E-5
33.36	-3	-1.22964275003248E-4
33.38	-3	-1.22964275003248E-4
33.4	4	1.63952366670998E-4
33.42	1	4.09880916677494E-5
33.44	3	1.22964275003248E-4
33.46	0	0
33.48	-2	-8.19761833354989E-5
33.5	1	4.09880916677494E-5
33.52	-3	-1.22964275003248E-4
33.54	-3	-1.22964275003248E-4
33.56	1	4.09880916677494E-5
33.58	2	8.19761833354989E-5
33.6	-15	-6.14821375016241E-4
33.62	-7	-2.86916641674246E-4
33.64	-2	-8.19761833354989E-5
33.66	-1	-4.09880916677494E-5
33.68	-2	-8.19761833354989E-5
33.7	1	4.09880916677494E-5
33.72	-4	-1.63952366670998E-4
33.74	-2	-8.19761833354989E-5
33.76	6	2.45928550006497E-4
33.78	4	1.63952366670998E-4
33.8	2	8.19761833354989E-5
33.82	2	8.19761833354989E-5
