Time [µs]	H2 v1J3	H2 v1J3
	50k shots	50k shots
Laser Power [mJ]		power corrected
17.64	2	1.71736682591631E-4
17.66	-1	-8.58683412958157E-5
17.68	1	8.58683412958157E-5
17.7	5	4.29341706479079E-4
17.72	4	3.43473365183263E-4
17.74	1	8.58683412958157E-5
17.76	4	3.43473365183263E-4
17.78	9	7.72815071662341E-4
17.8	10	8.58683412958157E-4
17.82	5	4.29341706479079E-4
17.84	-2	-1.71736682591631E-4
17.86	-2	-1.71736682591631E-4
17.88	-3	-2.57605023887447E-4
17.9	-6	-5.15210047774894E-4
17.92	0	0
17.94	-2	-1.71736682591631E-4
17.96	3	2.57605023887447E-4
17.98	1	8.58683412958157E-5
18	0	0
18.02	0	0
18.04	6	5.15210047774894E-4
18.06	7	6.0107838907071E-4
18.08	7	6.0107838907071E-4
18.1	2	1.71736682591631E-4
18.12	1	8.58683412958157E-5
18.14	3	2.57605023887447E-4
18.16	6	5.15210047774894E-4
18.18	2	1.71736682591631E-4
18.2	-1	-8.58683412958157E-5
18.22	-3	-2.57605023887447E-4
18.24	4	3.43473365183263E-4
18.26	7	6.0107838907071E-4
18.28	3	2.57605023887447E-4
18.3	1	8.58683412958157E-5
18.32	2	1.71736682591631E-4
18.34	7	6.0107838907071E-4
18.36	8	6.86946730366526E-4
18.38	6	5.15210047774894E-4
18.4	2	1.71736682591631E-4
18.42	3	2.57605023887447E-4
18.44	7	6.0107838907071E-4
18.46	2	1.71736682591631E-4
18.48	5	4.29341706479079E-4
18.5	9	7.72815071662341E-4
18.52	8	6.86946730366526E-4
18.54	2	1.71736682591631E-4
18.56	1	8.58683412958157E-5
18.58	0	0
18.6	2	1.71736682591631E-4
18.62	1	8.58683412958157E-5
18.64	4	3.43473365183263E-4
18.66	5	4.29341706479079E-4
18.68	-1	-8.58683412958157E-5
18.7	-2	-1.71736682591631E-4
18.72	-3	-2.57605023887447E-4
18.74	2	1.71736682591631E-4
18.76	-1	-8.58683412958157E-5
18.78	-5	-4.29341706479079E-4
18.8	-3	-2.57605023887447E-4
18.82	0	0
18.84	-1	-8.58683412958157E-5
18.86	-2	-1.71736682591631E-4
18.88	4	3.43473365183263E-4
18.9	6	5.15210047774894E-4
18.92	1	8.58683412958157E-5
18.94	-2	-1.71736682591631E-4
18.96	-2	-1.71736682591631E-4
18.98	-2	-1.71736682591631E-4
19	0	0
19.02	1	8.58683412958157E-5
19.04	-2	-1.71736682591631E-4
19.06	-1	-8.58683412958157E-5
19.08	2	1.71736682591631E-4
19.1	0	0
19.12	0	0
19.14	4	3.43473365183263E-4
19.16	6	5.15210047774894E-4
19.18	2	1.71736682591631E-4
19.2	-1	-8.58683412958157E-5
19.22	-1	-8.58683412958157E-5
19.24	6	5.15210047774894E-4
19.26	3	2.57605023887447E-4
19.28	4	3.43473365183263E-4
19.3	7	6.0107838907071E-4
19.32	7	6.0107838907071E-4
19.34	0	0
19.36	-2	-1.71736682591631E-4
19.38	4	3.43473365183263E-4
19.4	9	7.72815071662341E-4
19.42	6	5.15210047774894E-4
19.44	2	1.71736682591631E-4
19.46	1	8.58683412958157E-5
19.48	-2	-1.71736682591631E-4
19.5	3	2.57605023887447E-4
19.52	3	2.57605023887447E-4
19.54	4	3.43473365183263E-4
19.56	2	1.71736682591631E-4
19.58	0	0
19.6	4	3.43473365183263E-4
19.62	-2	-1.71736682591631E-4
19.64	7	6.0107838907071E-4
19.66	2	1.71736682591631E-4
19.68	2	1.71736682591631E-4
19.7	1	8.58683412958157E-5
19.72	3	2.57605023887447E-4
19.74	4	3.43473365183263E-4
19.76	7	6.0107838907071E-4
19.78	3	2.57605023887447E-4
19.8	0	0
19.82	0	0
19.84	1	8.58683412958157E-5
19.86	2	1.71736682591631E-4
19.88	2	1.71736682591631E-4
19.9	1	8.58683412958157E-5
19.92	-3	-2.57605023887447E-4
19.94	2	1.71736682591631E-4
19.96	4	3.43473365183263E-4
19.98	1	8.58683412958157E-5
20	1	8.58683412958157E-5
20.02	4	3.43473365183263E-4
20.04	7	6.0107838907071E-4
20.06	2	1.71736682591631E-4
20.08	-1	-8.58683412958157E-5
20.1	-2	-1.71736682591631E-4
20.12	2	1.71736682591631E-4
20.14	-2	-1.71736682591631E-4
20.16	-5	-4.29341706479079E-4
20.18	-4	-3.43473365183263E-4
20.2	-1	-8.58683412958157E-5
20.22	-5	-4.29341706479079E-4
20.24	0	0
20.26	-3	-2.57605023887447E-4
20.28	-1	-8.58683412958157E-5
20.3	2	1.71736682591631E-4
20.32	1	8.58683412958157E-5
20.34	1	8.58683412958157E-5
20.36	-1	-8.58683412958157E-5
20.38	4	3.43473365183263E-4
20.4	0	0
20.42	1	8.58683412958157E-5
20.44	6	5.15210047774894E-4
20.46	0	0
20.48	1	8.58683412958157E-5
20.5	3	2.57605023887447E-4
20.52	4	3.43473365183263E-4
20.54	1	8.58683412958157E-5
20.56	3	2.57605023887447E-4
20.58	3	2.57605023887447E-4
20.6	0	0
20.62	6	5.15210047774894E-4
20.64	3	2.57605023887447E-4
20.66	3	2.57605023887447E-4
20.68	3	2.57605023887447E-4
20.7	2	1.71736682591631E-4
20.72	2	1.71736682591631E-4
20.74	4	3.43473365183263E-4
20.76	4	3.43473365183263E-4
20.78	6	5.15210047774894E-4
20.8	3	2.57605023887447E-4
20.82	-1	-8.58683412958157E-5
20.84	2	1.71736682591631E-4
20.86	-1	-8.58683412958157E-5
20.88	1	8.58683412958157E-5
20.9	5	4.29341706479079E-4
20.92	-1	-8.58683412958157E-5
20.94	-1	-8.58683412958157E-5
20.96	3	2.57605023887447E-4
20.98	0	0
21	1	8.58683412958157E-5
21.02	0	0
21.04	0	0
21.06	-1	-8.58683412958157E-5
21.08	5	4.29341706479079E-4
21.1	2	1.71736682591631E-4
21.12	5	4.29341706479079E-4
21.14	1	8.58683412958157E-5
21.16	3	2.57605023887447E-4
21.18	-2	-1.71736682591631E-4
21.2	1	8.58683412958157E-5
21.22	-1	-8.58683412958157E-5
21.24	-6	-5.15210047774894E-4
21.26	-2	-1.71736682591631E-4
21.28	-1	-8.58683412958157E-5
21.3	-1	-8.58683412958157E-5
21.32	-4	-3.43473365183263E-4
21.34	-2	-1.71736682591631E-4
21.36	3	2.57605023887447E-4
21.38	2	1.71736682591631E-4
21.4	0	0
21.42	3	2.57605023887447E-4
21.44	0	0
21.46	-1	-8.58683412958157E-5
21.48	3	2.57605023887447E-4
21.5	1	8.58683412958157E-5
21.52	3	2.57605023887447E-4
21.54	1	8.58683412958157E-5
21.56	0	0
21.58	-2	-1.71736682591631E-4
21.6	0	0
21.62	-4	-3.43473365183263E-4
21.64	-7	-6.0107838907071E-4
21.66	1	8.58683412958157E-5
21.68	5	4.29341706479079E-4
21.7	1	8.58683412958157E-5
21.72	5	4.29341706479079E-4
21.74	6	5.15210047774894E-4
21.76	4	3.43473365183263E-4
21.78	0	0
21.8	4	3.43473365183263E-4
21.82	-1	-8.58683412958157E-5
21.84	-2	-1.71736682591631E-4
21.86	-5	-4.29341706479079E-4
21.88	-2	-1.71736682591631E-4
21.9	3	2.57605023887447E-4
21.92	2	1.71736682591631E-4
21.94	1	8.58683412958157E-5
21.96	-2	-1.71736682591631E-4
21.98	-1	-8.58683412958157E-5
22	1	8.58683412958157E-5
22.02	2	1.71736682591631E-4
22.04	2	1.71736682591631E-4
22.06	1	8.58683412958157E-5
22.08	-1	-8.58683412958157E-5
22.1	3	2.57605023887447E-4
22.12	-6	-5.15210047774894E-4
22.14	-3	-2.57605023887447E-4
22.16	-1	-8.58683412958157E-5
22.18	4	3.43473365183263E-4
22.2	2	1.71736682591631E-4
22.22	2	1.71736682591631E-4
22.24	1	8.58683412958157E-5
22.26	0	0
22.28	-1	-8.58683412958157E-5
22.3	-1	-8.58683412958157E-5
22.32	0	0
22.34	4	3.43473365183263E-4
22.36	4	3.43473365183263E-4
22.38	4	3.43473365183263E-4
22.4	-1	-8.58683412958157E-5
22.42	-4	-3.43473365183263E-4
22.44	-2	-1.71736682591631E-4
22.46	1	8.58683412958157E-5
22.48	0	0
22.5	-1	-8.58683412958157E-5
22.52	0	0
22.54	-3	-2.57605023887447E-4
22.56	-1	-8.58683412958157E-5
22.58	2	1.71736682591631E-4
22.6	3	2.57605023887447E-4
22.62	0	0
22.64	0	0
22.66	0	0
22.68	4	3.43473365183263E-4
22.7	1	8.58683412958157E-5
22.72	1	8.58683412958157E-5
22.74	3	2.57605023887447E-4
22.76	2	1.71736682591631E-4
22.78	5	4.29341706479079E-4
22.8	5	4.29341706479079E-4
22.82	4	3.43473365183263E-4
22.84	-6	-5.15210047774894E-4
22.86	5	4.29341706479079E-4
22.88	4	3.43473365183263E-4
22.9	-3	-2.57605023887447E-4
22.92	-2	-1.71736682591631E-4
22.94	-3	-2.57605023887447E-4
22.96	3	2.57605023887447E-4
22.98	1	8.58683412958157E-5
23	-2	-1.71736682591631E-4
23.02	1	8.58683412958157E-5
23.04	3	2.57605023887447E-4
23.06	1	8.58683412958157E-5
23.08	-1	-8.58683412958157E-5
23.1	4	3.43473365183263E-4
23.12	-1	-8.58683412958157E-5
23.14	0	0
23.16	2	1.71736682591631E-4
23.18	1	8.58683412958157E-5
23.2	9	7.72815071662341E-4
23.22	5	4.29341706479079E-4
23.24	2	1.71736682591631E-4
23.26	0	0
23.28	6	5.15210047774894E-4
23.3	5	4.29341706479079E-4
23.32	0	0
23.34	3	2.57605023887447E-4
23.36	0	0
23.38	1	8.58683412958157E-5
23.4	0	0
23.42	3	2.57605023887447E-4
23.44	1	8.58683412958157E-5
23.46	-2	-1.71736682591631E-4
23.48	-2	-1.71736682591631E-4
23.5	-2	-1.71736682591631E-4
23.52	-1	-8.58683412958157E-5
23.54	0	0
23.56	2	1.71736682591631E-4
23.58	-2	-1.71736682591631E-4
23.6	-1	-8.58683412958157E-5
23.62	-1	-8.58683412958157E-5
23.64	2	1.71736682591631E-4
23.66	-1	-8.58683412958157E-5
23.68	-5	-4.29341706479079E-4
23.7	-5	-4.29341706479079E-4
23.72	0	0
23.74	-3	-2.57605023887447E-4
23.76	-1	-8.58683412958157E-5
23.78	1	8.58683412958157E-5
23.8	4	3.43473365183263E-4
23.82	1	8.58683412958157E-5
23.84	2	1.71736682591631E-4
23.86	3	2.57605023887447E-4
23.88	-1	-8.58683412958157E-5
23.9	7	6.0107838907071E-4
23.92	5	4.29341706479079E-4
23.94	-1	-8.58683412958157E-5
23.96	5	4.29341706479079E-4
23.98	0	0
24	-2	-1.71736682591631E-4
24.02	4	3.43473365183263E-4
24.04	-3	-2.57605023887447E-4
24.06	0	0
24.08	-2	-1.71736682591631E-4
24.1	2	1.71736682591631E-4
24.12	1	8.58683412958157E-5
24.14	6	5.15210047774894E-4
24.16	1	8.58683412958157E-5
24.18	2	1.71736682591631E-4
24.2	0	0
24.22	-1	-8.58683412958157E-5
24.24	1	8.58683412958157E-5
24.26	-2	-1.71736682591631E-4
24.28	1	8.58683412958157E-5
24.3	-1	-8.58683412958157E-5
24.32	-1	-8.58683412958157E-5
24.34	-1	-8.58683412958157E-5
24.36	4	3.43473365183263E-4
24.38	-2	-1.71736682591631E-4
24.4	-4	-3.43473365183263E-4
24.42	3	2.57605023887447E-4
24.44	-3	-2.57605023887447E-4
24.46	-3	-2.57605023887447E-4
24.48	1	8.58683412958157E-5
24.5	0	0
24.52	-2	-1.71736682591631E-4
24.54	-1	-8.58683412958157E-5
24.56	0	0
24.58	0	0
24.6	4	3.43473365183263E-4
24.62	5	4.29341706479079E-4
24.64	2	1.71736682591631E-4
24.66	0	0
24.68	-5	-4.29341706479079E-4
24.7	-2	-1.71736682591631E-4
24.72	2	1.71736682591631E-4
24.74	0	0
24.76	-1	-8.58683412958157E-5
24.78	-1	-8.58683412958157E-5
24.8	0	0
24.82	-1	-8.58683412958157E-5
24.84	-1	-8.58683412958157E-5
24.86	3	2.57605023887447E-4
24.88	1	8.58683412958157E-5
24.9	-3	-2.57605023887447E-4
24.92	0	0
24.94	1	8.58683412958157E-5
24.96	2	1.71736682591631E-4
24.98	5	4.29341706479079E-4
25	1	8.58683412958157E-5
25.02	0	0
25.04	0	0
25.06	-2	-1.71736682591631E-4
25.08	-1	-8.58683412958157E-5
25.1	0	0
25.12	1	8.58683412958157E-5
25.14	2	1.71736682591631E-4
25.16	7	6.0107838907071E-4
25.18	-2	-1.71736682591631E-4
25.2	-6	-5.15210047774894E-4
25.22	-5	-4.29341706479079E-4
25.24	-2	-1.71736682591631E-4
25.26	-3	-2.57605023887447E-4
25.28	2	1.71736682591631E-4
25.3	3	2.57605023887447E-4
25.32	-4	-3.43473365183263E-4
25.34	-1	-8.58683412958157E-5
25.36	1	8.58683412958157E-5
25.38	2	1.71736682591631E-4
25.4	-2	-1.71736682591631E-4
25.42	2	1.71736682591631E-4
25.44	2	1.71736682591631E-4
25.46	-4	-3.43473365183263E-4
25.48	-4	-3.43473365183263E-4
25.5	-1	-8.58683412958157E-5
25.52	-1	-8.58683412958157E-5
25.54	-2	-1.71736682591631E-4
25.56	-5	-4.29341706479079E-4
25.58	-2	-1.71736682591631E-4
25.6	-2	-1.71736682591631E-4
25.62	1	8.58683412958157E-5
25.64	2	1.71736682591631E-4
25.66	1	8.58683412958157E-5
25.68	-1	-8.58683412958157E-5
25.7	-1	-8.58683412958157E-5
25.72	-1	-8.58683412958157E-5
25.74	1	8.58683412958157E-5
25.76	-4	-3.43473365183263E-4
25.78	1	8.58683412958157E-5
25.8	0	0
25.82	3	2.57605023887447E-4
25.84	0	0
25.86	2	1.71736682591631E-4
25.88	5	4.29341706479079E-4
25.9	2	1.71736682591631E-4
25.92	-1	-8.58683412958157E-5
25.94	1	8.58683412958157E-5
25.96	-1	-8.58683412958157E-5
25.98	-1	-8.58683412958157E-5
26	-3	-2.57605023887447E-4
26.02	-3	-2.57605023887447E-4
26.04	-3	-2.57605023887447E-4
26.06	3	2.57605023887447E-4
26.08	-2	-1.71736682591631E-4
26.1	2	1.71736682591631E-4
26.12	8	6.86946730366526E-4
26.14	-1	-8.58683412958157E-5
26.16	1	8.58683412958157E-5
26.18	-3	-2.57605023887447E-4
26.2	-3	-2.57605023887447E-4
26.22	-4	-3.43473365183263E-4
26.24	-3	-2.57605023887447E-4
26.26	2	1.71736682591631E-4
26.28	4	3.43473365183263E-4
26.3	1	8.58683412958157E-5
26.32	2	1.71736682591631E-4
26.34	0	0
26.36	-3	-2.57605023887447E-4
26.38	3	2.57605023887447E-4
26.4	0	0
26.42	7	6.0107838907071E-4
26.44	6	5.15210047774894E-4
26.46	1	8.58683412958157E-5
26.48	-1	-8.58683412958157E-5
26.5	-3	-2.57605023887447E-4
26.52	-5	-4.29341706479079E-4
26.54	1	8.58683412958157E-5
26.56	0	0
26.58	2	1.71736682591631E-4
26.6	0	0
26.62	2	1.71736682591631E-4
26.64	-3	-2.57605023887447E-4
26.66	-1	-8.58683412958157E-5
26.68	2	1.71736682591631E-4
26.7	0	0
26.72	1	8.58683412958157E-5
26.74	0	0
26.76	-1	-8.58683412958157E-5
26.78	1	8.58683412958157E-5
26.8	4	3.43473365183263E-4
26.82	6	5.15210047774894E-4
26.84	5	4.29341706479079E-4
26.86	0	0
26.88	0	0
26.9	-3	-2.57605023887447E-4
26.92	1	8.58683412958157E-5
26.94	-2	-1.71736682591631E-4
26.96	-3	-2.57605023887447E-4
26.98	5	4.29341706479079E-4
27	1	8.58683412958157E-5
27.02	3	2.57605023887447E-4
27.04	5	4.29341706479079E-4
27.06	-1	-8.58683412958157E-5
27.08	2	1.71736682591631E-4
27.1	6	5.15210047774894E-4
27.12	5	4.29341706479079E-4
27.14	1	8.58683412958157E-5
27.16	5	4.29341706479079E-4
27.18	1	8.58683412958157E-5
27.2	3	2.57605023887447E-4
27.22	0	0
27.24	-1	-8.58683412958157E-5
27.26	0	0
27.28	-6	-5.15210047774894E-4
27.3	6	5.15210047774894E-4
27.32	1	8.58683412958157E-5
27.34	0	0
27.36	1	8.58683412958157E-5
27.38	2	1.71736682591631E-4
27.4	-2	-1.71736682591631E-4
27.42	-7	-6.0107838907071E-4
27.44	-4	-3.43473365183263E-4
27.46	-1	-8.58683412958157E-5
27.48	-2	-1.71736682591631E-4
27.5	-1	-8.58683412958157E-5
27.52	-1	-8.58683412958157E-5
27.54	4	3.43473365183263E-4
27.56	-3	-2.57605023887447E-4
27.58	-2	-1.71736682591631E-4
27.6	-2	-1.71736682591631E-4
27.62	-4	-3.43473365183263E-4
27.64	-2	-1.71736682591631E-4
27.66	2	1.71736682591631E-4
27.68	1	8.58683412958157E-5
27.7	1	8.58683412958157E-5
27.72	3	2.57605023887447E-4
27.74	-3	-2.57605023887447E-4
27.76	-2	-1.71736682591631E-4
27.78	-2	-1.71736682591631E-4
27.8	2	1.71736682591631E-4
27.82	-1	-8.58683412958157E-5
27.84	-4	-3.43473365183263E-4
27.86	6	5.15210047774894E-4
27.88	3	2.57605023887447E-4
27.9	-3	-2.57605023887447E-4
27.92	-2	-1.71736682591631E-4
27.94	0	0
27.96	-1	-8.58683412958157E-5
27.98	0	0
28	-1	-8.58683412958157E-5
28.02	-3	-2.57605023887447E-4
28.04	2	1.71736682591631E-4
28.06	1	8.58683412958157E-5
28.08	1	8.58683412958157E-5
28.1	0	0
28.12	-3	-2.57605023887447E-4
28.14	-3	-2.57605023887447E-4
28.16	0	0
28.18	3	2.57605023887447E-4
28.2	-3	-2.57605023887447E-4
28.22	-5	-4.29341706479079E-4
28.24	-2	-1.71736682591631E-4
28.26	-3	-2.57605023887447E-4
28.28	0	0
28.3	-2	-1.71736682591631E-4
28.32	-4	-3.43473365183263E-4
28.34	1	8.58683412958157E-5
28.36	1	8.58683412958157E-5
28.38	-2	-1.71736682591631E-4
28.4	3	2.57605023887447E-4
28.42	-2	-1.71736682591631E-4
28.44	0	0
28.46	-4	-3.43473365183263E-4
28.48	0	0
28.5	2	1.71736682591631E-4
28.52	3	2.57605023887447E-4
28.54	1	8.58683412958157E-5
28.56	-3	-2.57605023887447E-4
28.58	-3	-2.57605023887447E-4
28.6	-2	-1.71736682591631E-4
28.62	-2	-1.71736682591631E-4
28.64	0	0
28.66	3	2.57605023887447E-4
28.68	-2	-1.71736682591631E-4
28.7	2	1.71736682591631E-4
28.72	-3	-2.57605023887447E-4
28.74	-3	-2.57605023887447E-4
28.76	-6	-5.15210047774894E-4
28.78	-1	-8.58683412958157E-5
28.8	0	0
28.82	2	1.71736682591631E-4
28.84	-3	-2.57605023887447E-4
28.86	-1	-8.58683412958157E-5
28.88	5	4.29341706479079E-4
28.9	-2	-1.71736682591631E-4
28.92	0	0
28.94	5	4.29341706479079E-4
28.96	1	8.58683412958157E-5
28.98	-2	-1.71736682591631E-4
29	3	2.57605023887447E-4
29.02	6	5.15210047774894E-4
29.04	9	7.72815071662341E-4
29.06	1	8.58683412958157E-5
29.08	-1	-8.58683412958157E-5
29.1	-3	-2.57605023887447E-4
29.12	1	8.58683412958157E-5
29.14	-2	-1.71736682591631E-4
29.16	-3	-2.57605023887447E-4
29.18	-4	-3.43473365183263E-4
29.2	-8	-6.86946730366526E-4
29.22	-8	-6.86946730366526E-4
29.24	0	0
29.26	6	5.15210047774894E-4
29.28	5	4.29341706479079E-4
29.3	-5	-4.29341706479079E-4
29.32	-2	-1.71736682591631E-4
29.34	0	0
29.36	-1	-8.58683412958157E-5
29.38	-4	-3.43473365183263E-4
29.4	-1	-8.58683412958157E-5
29.42	1	8.58683412958157E-5
29.44	-1	-8.58683412958157E-5
29.46	-2	-1.71736682591631E-4
29.48	3	2.57605023887447E-4
29.5	-2	-1.71736682591631E-4
29.52	1	8.58683412958157E-5
29.54	-2	-1.71736682591631E-4
29.56	-2	-1.71736682591631E-4
29.58	-4	-3.43473365183263E-4
29.6	-3	-2.57605023887447E-4
29.62	-2	-1.71736682591631E-4
29.64	4	3.43473365183263E-4
29.66	4	3.43473365183263E-4
29.68	1	8.58683412958157E-5
29.7	-3	-2.57605023887447E-4
29.72	3	2.57605023887447E-4
29.74	-3	-2.57605023887447E-4
29.76	-2	-1.71736682591631E-4
29.78	0	0
29.8	0	0
29.82	2	1.71736682591631E-4
29.84	2	1.71736682591631E-4
29.86	-2	-1.71736682591631E-4
29.88	-1	-8.58683412958157E-5
29.9	-5	-4.29341706479079E-4
29.92	-9	-7.72815071662341E-4
29.94	-3	-2.57605023887447E-4
29.96	-1	-8.58683412958157E-5
29.98	2	1.71736682591631E-4
30	6	5.15210047774894E-4
30.02	-5	-4.29341706479079E-4
30.04	-2	-1.71736682591631E-4
30.06	-2	-1.71736682591631E-4
30.08	-1	-8.58683412958157E-5
30.1	1	8.58683412958157E-5
30.12	3	2.57605023887447E-4
30.14	2	1.71736682591631E-4
30.16	-1	-8.58683412958157E-5
30.18	1	8.58683412958157E-5
30.2	2	1.71736682591631E-4
30.22	-2	-1.71736682591631E-4
30.24	2	1.71736682591631E-4
30.26	1	8.58683412958157E-5
30.28	-2	-1.71736682591631E-4
30.3	0	0
30.32	2	1.71736682591631E-4
30.34	2	1.71736682591631E-4
30.36	1	8.58683412958157E-5
30.38	2	1.71736682591631E-4
30.4	-4	-3.43473365183263E-4
30.42	1	8.58683412958157E-5
30.44	0	0
30.46	3	2.57605023887447E-4
30.48	0	0
30.5	-3	-2.57605023887447E-4
30.52	-4	-3.43473365183263E-4
30.54	1	8.58683412958157E-5
30.56	3	2.57605023887447E-4
30.58	1	8.58683412958157E-5
30.6	1	8.58683412958157E-5
30.62	2	1.71736682591631E-4
30.64	1	8.58683412958157E-5
30.66	0	0
30.68	-3	-2.57605023887447E-4
30.7	1	8.58683412958157E-5
30.72	5	4.29341706479079E-4
30.74	3	2.57605023887447E-4
30.76	1	8.58683412958157E-5
30.78	4	3.43473365183263E-4
30.8	0	0
30.82	2	1.71736682591631E-4
30.84	1	8.58683412958157E-5
30.86	4	3.43473365183263E-4
30.88	-1	-8.58683412958157E-5
30.9	1	8.58683412958157E-5
30.92	2	1.71736682591631E-4
30.94	2	1.71736682591631E-4
30.96	0	0
30.98	1	8.58683412958157E-5
31	4	3.43473365183263E-4
31.02	2	1.71736682591631E-4
31.04	1	8.58683412958157E-5
31.06	-4	-3.43473365183263E-4
31.08	-4	-3.43473365183263E-4
31.1	0	0
31.12	-1	-8.58683412958157E-5
31.14	0	0
31.16	4	3.43473365183263E-4
31.18	8	6.86946730366526E-4
31.2	7	6.0107838907071E-4
31.22	3	2.57605023887447E-4
31.24	3	2.57605023887447E-4
31.26	1	8.58683412958157E-5
31.28	1	8.58683412958157E-5
31.3	-1	-8.58683412958157E-5
31.32	-2	-1.71736682591631E-4
31.34	-3	-2.57605023887447E-4
31.36	-5	-4.29341706479079E-4
31.38	0	0
31.4	3	2.57605023887447E-4
31.42	-5	-4.29341706479079E-4
31.44	-5	-4.29341706479079E-4
31.46	-1	-8.58683412958157E-5
31.48	-2	-1.71736682591631E-4
31.5	0	0
31.52	3	2.57605023887447E-4
31.54	-5	-4.29341706479079E-4
31.56	3	2.57605023887447E-4
31.58	-1	-8.58683412958157E-5
31.6	6	5.15210047774894E-4
31.62	4	3.43473365183263E-4
31.64	2	1.71736682591631E-4
31.66	0	0
31.68	4	3.43473365183263E-4
31.7	0	0
31.72	4	3.43473365183263E-4
31.74	-4	-3.43473365183263E-4
31.76	0	0
31.78	-1	-8.58683412958157E-5
31.8	4	3.43473365183263E-4
31.82	1	8.58683412958157E-5
31.84	-1	-8.58683412958157E-5
31.86	7	6.0107838907071E-4
31.88	6	5.15210047774894E-4
31.9	2	1.71736682591631E-4
31.92	3	2.57605023887447E-4
31.94	3	2.57605023887447E-4
31.96	6	5.15210047774894E-4
31.98	6	5.15210047774894E-4
32	2	1.71736682591631E-4
32.02	1	8.58683412958157E-5
32.04	5	4.29341706479079E-4
32.06	5	4.29341706479079E-4
32.08	-2	-1.71736682591631E-4
32.1	-4	-3.43473365183263E-4
32.12	4	3.43473365183263E-4
32.14	0	0
32.16	0	0
32.18	2	1.71736682591631E-4
32.2	2	1.71736682591631E-4
32.22	5	4.29341706479079E-4
32.24	1	8.58683412958157E-5
32.26	-2	-1.71736682591631E-4
32.28	2	1.71736682591631E-4
32.3	1	8.58683412958157E-5
32.32	3	2.57605023887447E-4
32.34	0	0
32.36	-5	-4.29341706479079E-4
32.38	-2	-1.71736682591631E-4
32.4	-1	-8.58683412958157E-5
32.42	0	0
32.44	4	3.43473365183263E-4
32.46	-3	-2.57605023887447E-4
32.48	-7	-6.0107838907071E-4
32.5	-1	-8.58683412958157E-5
32.52	3	2.57605023887447E-4
32.54	-1	-8.58683412958157E-5
32.56	-3	-2.57605023887447E-4
32.58	0	0
32.6	-5	-4.29341706479079E-4
32.62	-8	-6.86946730366526E-4
32.64	-4	-3.43473365183263E-4
32.66	-10	-8.58683412958157E-4
32.68	-5	-4.29341706479079E-4
32.7	-3	-2.57605023887447E-4
32.72	-1	-8.58683412958157E-5
32.74	0	0
32.76	3	2.57605023887447E-4
32.78	3	2.57605023887447E-4
32.8	8	6.86946730366526E-4
32.82	4	3.43473365183263E-4
32.84	3	2.57605023887447E-4
32.86	4	3.43473365183263E-4
32.88	4	3.43473365183263E-4
32.9	3	2.57605023887447E-4
32.92	-5	-4.29341706479079E-4
32.94	-5	-4.29341706479079E-4
32.96	-1	-8.58683412958157E-5
32.98	8	6.86946730366526E-4
33	1	8.58683412958157E-5
33.02	2	1.71736682591631E-4
33.04	4	3.43473365183263E-4
33.06	-1	-8.58683412958157E-5
33.08	2	1.71736682591631E-4
33.1	3	2.57605023887447E-4
33.12	5	4.29341706479079E-4
33.14	2	1.71736682591631E-4
33.16	-2	-1.71736682591631E-4
33.18	1	8.58683412958157E-5
33.2	2	1.71736682591631E-4
33.22	3	2.57605023887447E-4
33.24	0	0
33.26	-4	-3.43473365183263E-4
33.28	4	3.43473365183263E-4
33.3	4	3.43473365183263E-4
33.32	6	5.15210047774894E-4
33.34	4	3.43473365183263E-4
33.36	3	2.57605023887447E-4
33.38	3	2.57605023887447E-4
33.4	5	4.29341706479079E-4
33.42	4	3.43473365183263E-4
33.44	2	1.71736682591631E-4
33.46	-2	-1.71736682591631E-4
33.48	-1	-8.58683412958157E-5
33.5	1	8.58683412958157E-5
33.52	2	1.71736682591631E-4
33.54	3	2.57605023887447E-4
33.56	3	2.57605023887447E-4
33.58	2	1.71736682591631E-4
33.6	-4	-3.43473365183263E-4
33.62	-2	-1.71736682591631E-4
33.64	4	3.43473365183263E-4
33.66	1	8.58683412958157E-5
33.68	-4	-3.43473365183263E-4
33.7	-2	-1.71736682591631E-4
33.72	3	2.57605023887447E-4
33.74	5	4.29341706479079E-4
33.76	3	2.57605023887447E-4
33.78	0	0
33.8	6	5.15210047774894E-4
33.82	-2	-1.71736682591631E-4
33.84	-1	-8.58683412958157E-5
33.86	-2	-1.71736682591631E-4
33.88	-3	-2.57605023887447E-4
33.9	-5	-4.29341706479079E-4
33.92	-1	-8.58683412958157E-5
33.94	2	1.71736682591631E-4
33.96	-3	-2.57605023887447E-4
33.98	-1	-8.58683412958157E-5
34	-1	-8.58683412958157E-5
34.02	0	0
34.04	-2	-1.71736682591631E-4
34.06	4	3.43473365183263E-4
34.08	-4	-3.43473365183263E-4
34.1	-2	-1.71736682591631E-4
34.12	1	8.58683412958157E-5
34.14	-4	-3.43473365183263E-4
34.16	-3	-2.57605023887447E-4
34.18	1	8.58683412958157E-5
34.2	1	8.58683412958157E-5
34.22	2	1.71736682591631E-4
34.24	-5	-4.29341706479079E-4
34.26	-4	-3.43473365183263E-4
34.28	-2	-1.71736682591631E-4
34.3	-1	-8.58683412958157E-5
34.32	-3	-2.57605023887447E-4
34.34	1	8.58683412958157E-5
34.36	-5	-4.29341706479079E-4
34.38	-1	-8.58683412958157E-5
