Time [µs]	D2, v0J8	D2, v0J8
9.78	83	9.99332505875005E-4
9.8	74	8.90971149816269E-4
9.82	58	6.98328739045184E-4
9.84	41	4.93646177600906E-4
9.86	38	4.57525725581327E-4
9.88	47	5.65887081640063E-4
9.9	55	6.62208287025606E-4
9.92	48	5.77927232313256E-4
9.94	34	4.09365122888556E-4
9.96	32	3.8528482154217E-4
9.98	49	5.89967382986448E-4
10	38	4.57525725581327E-4
10.02	68	8.18730245777112E-4
10.04	67	8.06690095103919E-4
10.06	39	4.6956587625452E-4
10.08	24	2.88963616156628E-4
10.1	21	2.52843164137049E-4
10.12	17	2.04682561444278E-4
10.14	31	3.73244670868978E-4
10.16	44	5.29766629620484E-4
10.18	29	3.49164369522592E-4
10.2	34	4.09365122888556E-4
10.22	22	2.64883314810242E-4
10.24	21	2.52843164137049E-4
10.26	31	3.73244670868978E-4
10.28	20	2.40803013463857E-4
10.3	20	2.40803013463857E-4
10.32	56	6.74248437698798E-4
10.34	45	5.41806780293677E-4
10.36	32	3.8528482154217E-4
10.38	24	2.88963616156628E-4
10.4	26	3.13043917503013E-4
10.42	34	4.09365122888556E-4
10.44	43	5.17726478947291E-4
10.46	29	3.49164369522592E-4
10.48	-6	-7.2240904039157E-5
10.5	-10	-1.20401506731928E-4
10.52	12	1.44481808078314E-4
10.54	24	2.88963616156628E-4
10.56	3	3.61204520195785E-5
10.58	15	1.80602260097892E-4
10.6	21	2.52843164137049E-4
10.62	-5	-6.02007533659641E-5
10.64	-11	-1.32441657405121E-4
10.66	13	1.56521958751507E-4
10.68	13	1.56521958751507E-4
10.7	-2	-2.40803013463857E-5
10.72	11	1.32441657405121E-4
10.74	-25	-3.01003766829821E-4
10.76	-28	-3.37124218849399E-4
10.78	7	8.42810547123498E-5
10.8	18	2.16722712117471E-4
10.82	36	4.33445424234942E-4
10.84	-2	-2.40803013463857E-5
10.86	-2	-2.40803013463857E-5
10.88	14	1.685621094247E-4
10.9	9	1.08361356058735E-4
10.92	10	1.20401506731928E-4
10.94	5	6.02007533659641E-5
10.96	36	4.33445424234942E-4
10.98	7	8.42810547123498E-5
11	0	0
11.02	25	3.01003766829821E-4
11.04	15	1.80602260097892E-4
11.06	20	2.40803013463857E-4
11.08	23	2.76923465483435E-4
11.1	9	1.08361356058735E-4
11.12	10	1.20401506731928E-4
11.14	44	5.29766629620484E-4
11.16	43	5.17726478947291E-4
11.18	22	2.64883314810242E-4
11.2	-27	-3.25084068176206E-4
11.22	1	1.20401506731928E-5
11.24	-11	-1.32441657405121E-4
11.26	-2	-2.40803013463857E-5
11.28	-10	-1.20401506731928E-4
11.3	8	9.63212053855426E-5
11.32	9	1.08361356058735E-4
11.34	2	2.40803013463857E-5
11.36	-3	-3.61204520195785E-5
11.38	20	2.40803013463857E-4
11.4	7	8.42810547123498E-5
11.42	26	3.13043917503013E-4
11.44	7	8.42810547123498E-5
11.46	-16	-1.92642410771085E-4
11.48	-18	-2.16722712117471E-4
11.5	-6	-7.2240904039157E-5
11.52	-1	-1.20401506731928E-5
11.54	13	1.56521958751507E-4
11.56	-4	-4.81606026927713E-5
11.58	6	7.2240904039157E-5
11.6	20	2.40803013463857E-4
11.62	19	2.28762862790664E-4
11.64	35	4.21405273561749E-4
11.66	-8	-9.63212053855426E-5
11.68	-22	-2.64883314810242E-4
11.7	-5	-6.02007533659641E-5
11.72	16	1.92642410771085E-4
11.74	47	5.65887081640063E-4
11.76	5	6.02007533659641E-5
11.78	-2	-2.40803013463857E-5
11.8	26	3.13043917503013E-4
11.82	6	7.2240904039157E-5
11.84	2	2.40803013463857E-5
11.86	10	1.20401506731928E-4
11.88	0	0
11.9	9	1.08361356058735E-4
11.92	-1	-1.20401506731928E-5
11.94	-5	-6.02007533659641E-5
11.96	-2	-2.40803013463857E-5
11.98	6	7.2240904039157E-5
12	-1	-1.20401506731928E-5
12.02	-13	-1.56521958751507E-4
12.04	-6	-7.2240904039157E-5
12.06	1	1.20401506731928E-5
12.08	20	2.40803013463857E-4
12.1	1	1.20401506731928E-5
12.12	5	6.02007533659641E-5
12.14	-1	-1.20401506731928E-5
12.16	-6	-7.2240904039157E-5
12.18	5	6.02007533659641E-5
12.2	-5	-6.02007533659641E-5
12.22	10	1.20401506731928E-4
12.24	13	1.56521958751507E-4
12.26	19	2.28762862790664E-4
12.28	15	1.80602260097892E-4
12.3	-7	-8.42810547123498E-5
12.32	-14	-1.685621094247E-4
12.34	-8	-9.63212053855426E-5
12.36	5	6.02007533659641E-5
12.38	8	9.63212053855426E-5
12.4	8	9.63212053855426E-5
12.42	40	4.81606026927713E-4
12.44	28	3.37124218849399E-4
12.46	3	3.61204520195785E-5
12.48	41	4.93646177600906E-4
12.5	18	2.16722712117471E-4
12.52	31	3.73244670868978E-4
12.54	1	1.20401506731928E-5
12.56	-5	-6.02007533659641E-5
12.58	1	1.20401506731928E-5
12.6	26	3.13043917503013E-4
12.62	12	1.44481808078314E-4
12.64	4	4.81606026927713E-5
12.66	-3	-3.61204520195785E-5
12.68	-18	-2.16722712117471E-4
12.7	-31	-3.73244670868978E-4
12.72	12	1.44481808078314E-4
12.74	9	1.08361356058735E-4
12.76	-1	-1.20401506731928E-5
12.78	4	4.81606026927713E-5
12.8	-21	-2.52843164137049E-4
12.82	-8	-9.63212053855426E-5
12.84	4	4.81606026927713E-5
12.86	15	1.80602260097892E-4
12.88	20	2.40803013463857E-4
12.9	-3	-3.61204520195785E-5
12.92	4	4.81606026927713E-5
12.94	-7	-8.42810547123498E-5
12.96	-6	-7.2240904039157E-5
12.98	-13	-1.56521958751507E-4
13	5	6.02007533659641E-5
13.02	15	1.80602260097892E-4
13.04	4	4.81606026927713E-5
13.06	-2	-2.40803013463857E-5
13.08	-4	-4.81606026927713E-5
13.1	-1	-1.20401506731928E-5
13.12	22	2.64883314810242E-4
13.14	15	1.80602260097892E-4
13.16	3	3.61204520195785E-5
13.18	-15	-1.80602260097892E-4
13.2	8	9.63212053855426E-5
13.22	4	4.81606026927713E-5
13.24	15	1.80602260097892E-4
13.26	10	1.20401506731928E-4
13.28	14	1.685621094247E-4
13.3	-1	-1.20401506731928E-5
13.32	3	3.61204520195785E-5
13.34	22	2.64883314810242E-4
13.36	-14	-1.685621094247E-4
13.38	-6	-7.2240904039157E-5
13.4	-2	-2.40803013463857E-5
13.42	0	0
13.44	-17	-2.04682561444278E-4
13.46	5	6.02007533659641E-5
13.48	8	9.63212053855426E-5
13.5	-1	-1.20401506731928E-5
13.52	21	2.52843164137049E-4
13.54	9	1.08361356058735E-4
13.56	-3	-3.61204520195785E-5
13.58	2	2.40803013463857E-5
13.6	3	3.61204520195785E-5
13.62	-12	-1.44481808078314E-4
13.64	7	8.42810547123498E-5
13.66	1	1.20401506731928E-5
13.68	-8	-9.63212053855426E-5
13.7	13	1.56521958751507E-4
13.72	5	6.02007533659641E-5
13.74	-5	-6.02007533659641E-5
13.76	-4	-4.81606026927713E-5
13.78	-2	-2.40803013463857E-5
13.8	12	1.44481808078314E-4
13.82	7	8.42810547123498E-5
13.84	5	6.02007533659641E-5
13.86	4	4.81606026927713E-5
13.88	3	3.61204520195785E-5
13.9	2	2.40803013463857E-5
13.92	4	4.81606026927713E-5
13.94	24	2.88963616156628E-4
13.96	18	2.16722712117471E-4
13.98	4	4.81606026927713E-5
14	9	1.08361356058735E-4
14.02	-12	-1.44481808078314E-4
14.04	-7	-8.42810547123498E-5
14.06	-20	-2.40803013463857E-4
14.08	3	3.61204520195785E-5
14.1	13	1.56521958751507E-4
14.12	1	1.20401506731928E-5
14.14	-6	-7.2240904039157E-5
14.16	-10	-1.20401506731928E-4
14.18	-4	-4.81606026927713E-5
14.2	-7	-8.42810547123498E-5
14.22	2	2.40803013463857E-5
14.24	-6	-7.2240904039157E-5
14.26	6	7.2240904039157E-5
14.28	10	1.20401506731928E-4
14.3	-7	-8.42810547123498E-5
14.32	8	9.63212053855426E-5
14.34	-5	-6.02007533659641E-5
14.36	-3	-3.61204520195785E-5
14.38	25	3.01003766829821E-4
14.4	31	3.73244670868978E-4
14.42	24	2.88963616156628E-4
14.44	24	2.88963616156628E-4
14.46	24	2.88963616156628E-4
14.48	33	3.97324972215363E-4
14.5	5	6.02007533659641E-5
14.52	7	8.42810547123498E-5
14.54	-6	-7.2240904039157E-5
14.56	12	1.44481808078314E-4
14.58	23	2.76923465483435E-4
14.6	24	2.88963616156628E-4
14.62	9	1.08361356058735E-4
14.64	26	3.13043917503013E-4
14.66	8	9.63212053855426E-5
14.68	-9	-1.08361356058735E-4
14.7	-10	-1.20401506731928E-4
14.72	-16	-1.92642410771085E-4
14.74	-27	-3.25084068176206E-4
14.76	-19	-2.28762862790664E-4
14.78	3	3.61204520195785E-5
14.8	-1	-1.20401506731928E-5
14.82	4	4.81606026927713E-5
14.84	16	1.92642410771085E-4
14.86	-4	-4.81606026927713E-5
14.88	13	1.56521958751507E-4
14.9	25	3.01003766829821E-4
14.92	27	3.25084068176206E-4
14.94	18	2.16722712117471E-4
14.96	7	8.42810547123498E-5
14.98	15	1.80602260097892E-4
15	41	4.93646177600906E-4
15.02	34	4.09365122888556E-4
15.04	-4	-4.81606026927713E-5
15.06	-16	-1.92642410771085E-4
15.08	9	1.08361356058735E-4
15.1	-10	-1.20401506731928E-4
15.12	-16	-1.92642410771085E-4
15.14	6	7.2240904039157E-5
15.16	27	3.25084068176206E-4
15.18	25	3.01003766829821E-4
15.2	13	1.56521958751507E-4
15.22	3	3.61204520195785E-5
15.24	7	8.42810547123498E-5
15.26	26	3.13043917503013E-4
15.28	-6	-7.2240904039157E-5
15.3	-12	-1.44481808078314E-4
15.32	17	2.04682561444278E-4
15.34	-2	-2.40803013463857E-5
15.36	-7	-8.42810547123498E-5
15.38	-7	-8.42810547123498E-5
15.4	-3	-3.61204520195785E-5
15.42	4	4.81606026927713E-5
15.44	8	9.63212053855426E-5
15.46	18	2.16722712117471E-4
15.48	9	1.08361356058735E-4
15.5	17	2.04682561444278E-4
15.52	-6	-7.2240904039157E-5
15.54	22	2.64883314810242E-4
15.56	13	1.56521958751507E-4
15.58	-10	-1.20401506731928E-4
15.6	-2	-2.40803013463857E-5
15.62	19	2.28762862790664E-4
15.64	1	1.20401506731928E-5
15.66	0	0
15.68	-2	-2.40803013463857E-5
15.7	0	0
15.72	-16	-1.92642410771085E-4
15.74	-13	-1.56521958751507E-4
15.76	-6	-7.2240904039157E-5
15.78	6	7.2240904039157E-5
15.8	-8	-9.63212053855426E-5
15.82	7	8.42810547123498E-5
15.84	-19	-2.28762862790664E-4
15.86	-20	-2.40803013463857E-4
15.88	-1	-1.20401506731928E-5
15.9	19	2.28762862790664E-4
15.92	20	2.40803013463857E-4
15.94	30	3.61204520195785E-4
15.96	62	7.46489341737955E-4
15.98	27	3.25084068176206E-4
16	12	1.44481808078314E-4
16.02	5	6.02007533659641E-5
16.04	-20	-2.40803013463857E-4
16.06	21	2.52843164137049E-4
16.08	-2	-2.40803013463857E-5
16.1	13	1.56521958751507E-4
16.12	8	9.63212053855426E-5
16.14	17	2.04682561444278E-4
16.16	10	1.20401506731928E-4
16.18	-5	-6.02007533659641E-5
16.2	19	2.28762862790664E-4
16.22	11	1.32441657405121E-4
16.24	6	7.2240904039157E-5
16.26	-15	-1.80602260097892E-4
16.28	9	1.08361356058735E-4
16.3	17	2.04682561444278E-4
16.32	6	7.2240904039157E-5
16.34	-7	-8.42810547123498E-5
16.36	-5	-6.02007533659641E-5
16.38	4	4.81606026927713E-5
16.4	-6	-7.2240904039157E-5
16.42	21	2.52843164137049E-4
16.44	9	1.08361356058735E-4
16.46	-5	-6.02007533659641E-5
16.48	-4	-4.81606026927713E-5
16.5	-3	-3.61204520195785E-5
16.52	12	1.44481808078314E-4
16.54	-1	-1.20401506731928E-5
16.56	-6	-7.2240904039157E-5
16.58	5	6.02007533659641E-5
16.6	-4	-4.81606026927713E-5
16.62	-9	-1.08361356058735E-4
16.64	-9	-1.08361356058735E-4
16.66	5	6.02007533659641E-5
16.68	6	7.2240904039157E-5
16.7	-5	-6.02007533659641E-5
16.72	12	1.44481808078314E-4
16.74	14	1.685621094247E-4
