Time [µs]	D2, v0J6	D2, v0J6
	100k shots	counts per shot
Laser Power [mJ]		power corrected
16.74	18	2.5685471967137E-4
16.76	41	5.85057972584787E-4
16.78	21	2.99663839616598E-4
16.8	44	6.27867092530015E-4
16.82	39	5.56518559287968E-4
16.84	50	7.13485332420472E-4
16.86	29	4.13821492803874E-4
16.88	35	4.9943973269433E-4
16.9	5	7.13485332420472E-5
16.92	-5	-7.13485332420472E-5
16.94	16	2.28315306374551E-4
16.96	15	2.14045599726142E-4
16.98	13	1.85506186429323E-4
17	30	4.28091199452283E-4
17.02	22	3.13933546265008E-4
17.04	21	2.99663839616598E-4
17.06	40	5.70788265936378E-4
17.08	45	6.42136799178425E-4
17.1	34	4.85170026045921E-4
17.12	4	5.70788265936378E-5
17.14	10	1.42697066484094E-4
17.16	10	1.42697066484094E-4
17.18	26	3.71012372858645E-4
17.2	3	4.28091199452283E-5
17.22	7	9.98879465388661E-5
17.24	10	1.42697066484094E-4
17.26	46	6.56406505826834E-4
17.28	17	2.4258501302296E-4
17.3	28	3.99551786155464E-4
17.32	18	2.5685471967137E-4
17.34	12	1.71236479780913E-4
17.36	22	3.13933546265008E-4
17.38	43	6.13597385881606E-4
17.4	34	4.85170026045921E-4
17.42	18	2.5685471967137E-4
17.44	16	2.28315306374551E-4
17.46	33	4.70900319397511E-4
17.48	37	5.27979145991149E-4
17.5	24	3.42472959561827E-4
17.52	16	2.28315306374551E-4
17.54	15	2.14045599726142E-4
17.56	23	3.28203252913417E-4
17.58	17	2.4258501302296E-4
17.6	20	2.85394132968189E-4
17.62	21	2.99663839616598E-4
17.64	6	8.56182398904566E-5
17.66	13	1.85506186429323E-4
17.68	8	1.14157653187276E-4
17.7	26	3.71012372858645E-4
17.72	48	6.84945919123653E-4
17.74	6	8.56182398904566E-5
17.76	-9	-1.28427359835685E-4
17.78	6	8.56182398904566E-5
17.8	30	4.28091199452283E-4
17.82	19	2.71124426319779E-4
17.84	9	1.28427359835685E-4
17.86	16	2.28315306374551E-4
17.88	34	4.85170026045921E-4
17.9	20	2.85394132968189E-4
17.92	-1	-1.42697066484094E-5
17.94	-2	-2.85394132968189E-5
17.96	7	9.98879465388661E-5
17.98	10	1.42697066484094E-4
18	12	1.71236479780913E-4
18.02	18	2.5685471967137E-4
18.04	18	2.5685471967137E-4
18.06	9	1.28427359835685E-4
18.08	13	1.85506186429323E-4
18.1	7	9.98879465388661E-5
18.12	12	1.71236479780913E-4
18.14	18	2.5685471967137E-4
18.16	32	4.56630612749102E-4
18.18	17	2.4258501302296E-4
18.2	5	7.13485332420472E-5
18.22	10	1.42697066484094E-4
18.24	34	4.85170026045921E-4
18.26	20	2.85394132968189E-4
18.28	14	1.99775893077732E-4
18.3	17	2.4258501302296E-4
18.32	18	2.5685471967137E-4
18.34	25	3.56742666210236E-4
18.36	-1	-1.42697066484094E-5
18.38	9	1.28427359835685E-4
18.4	5	7.13485332420472E-5
18.42	3	4.28091199452283E-5
18.44	16	2.28315306374551E-4
18.46	21	2.99663839616598E-4
18.48	28	3.99551786155464E-4
18.5	14	1.99775893077732E-4
18.52	41	5.85057972584787E-4
18.54	29	4.13821492803874E-4
18.56	39	5.56518559287968E-4
18.58	4	5.70788265936378E-5
18.6	8	1.14157653187276E-4
18.62	18	2.5685471967137E-4
18.64	38	5.42248852639559E-4
18.66	4	5.70788265936378E-5
18.68	18	2.5685471967137E-4
18.7	31	4.42360906100693E-4
18.72	25	3.56742666210236E-4
18.74	29	4.13821492803874E-4
18.76	48	6.84945919123653E-4
18.78	18	2.5685471967137E-4
18.8	32	4.56630612749102E-4
18.82	33	4.70900319397511E-4
18.84	19	2.71124426319779E-4
18.86	18	2.5685471967137E-4
18.88	19	2.71124426319779E-4
18.9	19	2.71124426319779E-4
18.92	39	5.56518559287968E-4
18.94	6	8.56182398904566E-5
18.96	5	7.13485332420472E-5
18.98	17	2.4258501302296E-4
19	23	3.28203252913417E-4
19.02	24	3.42472959561827E-4
19.04	-15	-2.14045599726142E-4
19.06	13	1.85506186429323E-4
19.08	15	2.14045599726142E-4
19.1	21	2.99663839616598E-4
19.12	34	4.85170026045921E-4
19.14	37	5.27979145991149E-4
19.16	21	2.99663839616598E-4
19.18	28	3.99551786155464E-4
19.2	14	1.99775893077732E-4
19.22	12	1.71236479780913E-4
19.24	7	9.98879465388661E-5
19.26	19	2.71124426319779E-4
19.28	10	1.42697066484094E-4
19.3	47	6.70676212475244E-4
19.32	29	4.13821492803874E-4
19.34	3	4.28091199452283E-5
19.36	9	1.28427359835685E-4
19.38	1	1.42697066484094E-5
19.4	14	1.99775893077732E-4
19.42	-3	-4.28091199452283E-5
19.44	23	3.28203252913417E-4
19.46	29	4.13821492803874E-4
19.48	15	2.14045599726142E-4
19.5	15	2.14045599726142E-4
19.52	5	7.13485332420472E-5
19.54	27	3.85282079507055E-4
19.56	21	2.99663839616598E-4
19.58	33	4.70900319397511E-4
19.6	46	6.56406505826834E-4
19.62	27	3.85282079507055E-4
19.64	0	0
19.66	-3	-4.28091199452283E-5
19.68	51	7.27755039068881E-4
19.7	38	5.42248852639559E-4
19.72	1	1.42697066484094E-5
19.74	11	1.56966773132504E-4
19.76	17	2.4258501302296E-4
19.78	12	1.71236479780913E-4
19.8	19	2.71124426319779E-4
19.82	13	1.85506186429323E-4
19.84	0	0
19.86	-5	-7.13485332420472E-5
19.88	20	2.85394132968189E-4
19.9	14	1.99775893077732E-4
19.92	3	4.28091199452283E-5
19.94	15	2.14045599726142E-4
19.96	15	2.14045599726142E-4
19.98	24	3.42472959561827E-4
20	34	4.85170026045921E-4
20.02	24	3.42472959561827E-4
20.04	6	8.56182398904566E-5
20.06	27	3.85282079507055E-4
20.08	16	2.28315306374551E-4
20.1	0	0
20.12	6	8.56182398904566E-5
20.14	5	7.13485332420472E-5
20.16	19	2.71124426319779E-4
20.18	30	4.28091199452283E-4
20.2	7	9.98879465388661E-5
20.22	8	1.14157653187276E-4
20.24	9	1.28427359835685E-4
20.26	27	3.85282079507055E-4
20.28	34	4.85170026045921E-4
20.3	1	1.42697066484094E-5
20.32	9	1.28427359835685E-4
20.34	25	3.56742666210236E-4
20.36	31	4.42360906100693E-4
20.38	-2	-2.85394132968189E-5
20.4	14	1.99775893077732E-4
20.42	13	1.85506186429323E-4
20.44	22	3.13933546265008E-4
20.46	10	1.42697066484094E-4
20.48	10	1.42697066484094E-4
20.5	17	2.4258501302296E-4
20.52	46	6.56406505826834E-4
20.54	57	8.13373278959338E-4
20.56	18	2.5685471967137E-4
20.58	14	1.99775893077732E-4
20.6	-11	-1.56966773132504E-4
20.62	-17	-2.4258501302296E-4
20.64	10	1.42697066484094E-4
20.66	-3	-4.28091199452283E-5
20.68	12	1.71236479780913E-4
20.7	14	1.99775893077732E-4
20.72	15	2.14045599726142E-4
20.74	12	1.71236479780913E-4
20.76	29	4.13821492803874E-4
20.78	7	9.98879465388661E-5
20.8	21	2.99663839616598E-4
20.82	13	1.85506186429323E-4
20.84	11	1.56966773132504E-4
20.86	29	4.13821492803874E-4
20.88	32	4.56630612749102E-4
20.9	28	3.99551786155464E-4
20.92	27	3.85282079507055E-4
20.94	37	5.27979145991149E-4
20.96	12	1.71236479780913E-4
20.98	16	2.28315306374551E-4
21	32	4.56630612749102E-4
21.02	6	8.56182398904566E-5
21.04	21	2.99663839616598E-4
21.06	15	2.14045599726142E-4
21.08	21	2.99663839616598E-4
21.1	17	2.4258501302296E-4
21.12	-17	-2.4258501302296E-4
21.14	20	2.85394132968189E-4
21.16	14	1.99775893077732E-4
21.18	30	4.28091199452283E-4
21.2	-7	-9.98879465388661E-5
21.22	10	1.42697066484094E-4
21.24	21	2.99663839616598E-4
21.26	22	3.13933546265008E-4
21.28	24	3.42472959561827E-4
21.3	10	1.42697066484094E-4
21.32	22	3.13933546265008E-4
21.34	21	2.99663839616598E-4
21.36	-1	-1.42697066484094E-5
21.38	9	1.28427359835685E-4
21.4	19	2.71124426319779E-4
21.42	35	4.9943973269433E-4
21.44	36	5.1370943934274E-4
21.46	35	4.9943973269433E-4
21.48	15	2.14045599726142E-4
21.5	13	1.85506186429323E-4
21.52	26	3.71012372858645E-4
21.54	45	6.42136799178425E-4
21.56	25	3.56742666210236E-4
21.58	25	3.56742666210236E-4
21.6	28	3.99551786155464E-4
21.62	34	4.85170026045921E-4
21.64	18	2.5685471967137E-4
21.66	-3	-4.28091199452283E-5
21.68	-7	-9.98879465388661E-5
21.7	12	1.71236479780913E-4
21.72	5	7.13485332420472E-5
21.74	9	1.28427359835685E-4
21.76	8	1.14157653187276E-4
21.78	10	1.42697066484094E-4
21.8	10	1.42697066484094E-4
21.82	9	1.28427359835685E-4
21.84	19	2.71124426319779E-4
21.86	1	1.42697066484094E-5
21.88	-6	-8.56182398904566E-5
21.9	28	3.99551786155464E-4
21.92	28	3.99551786155464E-4
21.94	54	7.7056415901411E-4
21.96	61	8.70452105552976E-4
21.98	55	7.84833865662519E-4
22	16	2.28315306374551E-4
22.02	26	3.71012372858645E-4
22.04	54	7.7056415901411E-4
22.06	31	4.42360906100693E-4
22.08	47	6.70676212475244E-4
22.1	26	3.71012372858645E-4
22.12	-1	-1.42697066484094E-5
22.14	33	4.70900319397511E-4
22.16	0	0
22.18	10	1.42697066484094E-4
22.2	-3	-4.28091199452283E-5
22.22	3	4.28091199452283E-5
22.24	-7	-9.98879465388661E-5
22.26	26	3.71012372858645E-4
22.28	14	1.99775893077732E-4
22.3	4	5.70788265936378E-5
22.32	20	2.85394132968189E-4
22.34	5	7.13485332420472E-5
22.36	40	5.70788265936378E-4
22.38	11	1.56966773132504E-4
22.4	-36	-5.1370943934274E-4
22.42	10	1.42697066484094E-4
22.44	13	1.85506186429323E-4
22.46	-1	-1.42697066484094E-5
22.48	8	1.14157653187276E-4
22.5	36	5.1370943934274E-4
22.52	31	4.42360906100693E-4
22.54	26	3.71012372858645E-4
22.56	18	2.5685471967137E-4
22.58	-1	-1.42697066484094E-5
22.6	0	0
22.62	20	2.85394132968189E-4
22.64	26	3.71012372858645E-4
22.66	1	1.42697066484094E-5
22.68	39	5.56518559287968E-4
22.7	10	1.42697066484094E-4
22.72	7	9.98879465388661E-5
22.74	15	2.14045599726142E-4
22.76	43	6.13597385881606E-4
22.78	13	1.85506186429323E-4
22.8	25	3.56742666210236E-4
22.82	12	1.71236479780913E-4
22.84	-13	-1.85506186429323E-4
22.86	-10	-1.42697066484094E-4
22.88	2	2.85394132968189E-5
22.9	1	1.42697066484094E-5
22.92	51	7.27755039068881E-4
22.94	35	4.9943973269433E-4
22.96	24	3.42472959561827E-4
22.98	6	8.56182398904566E-5
23	4	5.70788265936378E-5
23.02	13	1.85506186429323E-4
23.04	7	9.98879465388661E-5
23.06	29	4.13821492803874E-4
23.08	20	2.85394132968189E-4
23.1	35	4.9943973269433E-4
23.12	28	3.99551786155464E-4
23.14	14	1.99775893077732E-4
23.16	9	1.28427359835685E-4
23.18	-5	-7.13485332420472E-5
23.2	36	5.1370943934274E-4
23.22	9	1.28427359835685E-4
23.24	12	1.71236479780913E-4
23.26	38	5.42248852639559E-4
23.28	45	6.42136799178425E-4
23.3	8	1.14157653187276E-4
23.32	30	4.28091199452283E-4
23.34	40	5.70788265936378E-4
23.36	38	5.42248852639559E-4
23.38	0	0
23.4	-1	-1.42697066484094E-5
23.42	39	5.56518559287968E-4
23.44	20	2.85394132968189E-4
23.46	28	3.99551786155464E-4
23.48	24	3.42472959561827E-4
23.5	-16	-2.28315306374551E-4
23.52	13	1.85506186429323E-4
23.54	-3	-4.28091199452283E-5
23.56	-4	-5.70788265936378E-5
23.58	17	2.4258501302296E-4
23.6	-7	-9.98879465388661E-5
23.62	-2	-2.85394132968189E-5
23.64	16	2.28315306374551E-4
23.66	10	1.42697066484094E-4
23.68	28	3.99551786155464E-4
23.7	-7	-9.98879465388661E-5
23.72	-9	-1.28427359835685E-4
23.74	-7	-9.98879465388661E-5
23.76	8	1.14157653187276E-4
23.78	23	3.28203252913417E-4
23.8	14	1.99775893077732E-4
23.82	15	2.14045599726142E-4
23.84	8	1.14157653187276E-4
23.86	23	3.28203252913417E-4
23.88	15	2.14045599726142E-4
23.9	30	4.28091199452283E-4
23.92	6	8.56182398904566E-5
23.94	7	9.98879465388661E-5
23.96	57	8.13373278959338E-4
23.98	9	1.28427359835685E-4
24	13	1.85506186429323E-4
24.02	9	1.28427359835685E-4
24.04	2	2.85394132968189E-5
24.06	12	1.71236479780913E-4
24.08	13	1.85506186429323E-4
24.1	9	1.28427359835685E-4
24.12	7	9.98879465388661E-5
24.14	13	1.85506186429323E-4
24.16	16	2.28315306374551E-4
24.18	34	4.85170026045921E-4
24.2	2	2.85394132968189E-5
24.22	-3	-4.28091199452283E-5
24.24	13	1.85506186429323E-4
24.26	30	4.28091199452283E-4
24.28	-2	-2.85394132968189E-5
24.3	-17	-2.4258501302296E-4
24.32	-4	-5.70788265936378E-5
24.34	40	5.70788265936378E-4
24.36	29	4.13821492803874E-4
24.38	38	5.42248852639559E-4
24.4	20	2.85394132968189E-4
24.42	34	4.85170026045921E-4
24.44	49	6.99215625772063E-4
24.46	23	3.28203252913417E-4
24.48	21	2.99663839616598E-4
24.5	30	4.28091199452283E-4
24.52	-1	-1.42697066484094E-5
24.54	12	1.71236479780913E-4
24.56	-7	-9.98879465388661E-5
24.58	-14	-1.99775893077732E-4
24.6	14	1.99775893077732E-4
24.62	2	2.85394132968189E-5
24.64	3	4.28091199452283E-5
24.66	11	1.56966773132504E-4
24.68	32	4.56630612749102E-4
24.7	14	1.99775893077732E-4
24.72	48	6.84945919123653E-4
24.74	27	3.85282079507055E-4
24.76	30	4.28091199452283E-4
24.78	35	4.9943973269433E-4
24.8	25	3.56742666210236E-4
24.82	13	1.85506186429323E-4
24.84	4	5.70788265936378E-5
24.86	36	5.1370943934274E-4
24.88	38	5.42248852639559E-4
24.9	37	5.27979145991149E-4
24.92	1	1.42697066484094E-5
24.94	18	2.5685471967137E-4
24.96	36	5.1370943934274E-4
24.98	7	9.98879465388661E-5
25	18	2.5685471967137E-4
25.02	4	5.70788265936378E-5
25.04	-6	-8.56182398904566E-5
25.06	-8	-1.14157653187276E-4
25.08	10	1.42697066484094E-4
25.1	28	3.99551786155464E-4
25.12	16	2.28315306374551E-4
25.14	23	3.28203252913417E-4
25.16	9	1.28427359835685E-4
25.18	14	1.99775893077732E-4
25.2	13	1.85506186429323E-4
25.22	14	1.99775893077732E-4
25.24	17	2.4258501302296E-4
25.26	8	1.14157653187276E-4
25.28	2	2.85394132968189E-5
25.3	20	2.85394132968189E-4
25.32	17	2.4258501302296E-4
25.34	18	2.5685471967137E-4
25.36	23	3.28203252913417E-4
25.38	30	4.28091199452283E-4
25.4	14	1.99775893077732E-4
25.42	23	3.28203252913417E-4
25.44	32	4.56630612749102E-4
25.46	39	5.56518559287968E-4
25.48	30	4.28091199452283E-4
25.5	33	4.70900319397511E-4
25.52	29	4.13821492803874E-4
25.54	34	4.85170026045921E-4
25.56	45	6.42136799178425E-4
25.58	46	6.56406505826834E-4
25.6	18	2.5685471967137E-4
25.62	8	1.14157653187276E-4
25.64	24	3.42472959561827E-4
25.66	32	4.56630612749102E-4
25.68	5	7.13485332420472E-5
25.7	13	1.85506186429323E-4
25.72	13	1.85506186429323E-4
25.74	40	5.70788265936378E-4
25.76	50	7.13485332420472E-4
25.78	0	0
25.8	16	2.28315306374551E-4
25.82	31	4.42360906100693E-4
25.84	-1	-1.42697066484094E-5
25.86	25	3.56742666210236E-4
25.88	22	3.13933546265008E-4
25.9	30	4.28091199452283E-4
25.92	30	4.28091199452283E-4
25.94	18	2.5685471967137E-4
25.96	42	5.99327679233196E-4
25.98	16	2.28315306374551E-4
26	11	1.56966773132504E-4
26.02	9	1.28427359835685E-4
26.04	35	4.9943973269433E-4
26.06	9	1.28427359835685E-4
26.08	-3	-4.28091199452283E-5
26.1	49	6.99215625772063E-4
26.12	23	3.28203252913417E-4
26.14	1	1.42697066484094E-5
26.16	-15	-2.14045599726142E-4
26.18	7	9.98879465388661E-5
26.2	35	4.9943973269433E-4
26.22	20	2.85394132968189E-4
26.24	17	2.4258501302296E-4
26.26	14	1.99775893077732E-4
26.28	-3	-4.28091199452283E-5
26.3	34	4.85170026045921E-4
26.32	28	3.99551786155464E-4
26.34	-9	-1.28427359835685E-4
26.36	3	4.28091199452283E-5
26.38	15	2.14045599726142E-4
26.4	2	2.85394132968189E-5
26.42	6	8.56182398904566E-5
26.44	-4	-5.70788265936378E-5
26.46	3	4.28091199452283E-5
26.48	30	4.28091199452283E-4
26.5	31	4.42360906100693E-4
26.52	38	5.42248852639559E-4
26.54	35	4.9943973269433E-4
26.56	-9	-1.28427359835685E-4
26.58	-1	-1.42697066484094E-5
26.6	24	3.42472959561827E-4
26.62	19	2.71124426319779E-4
26.64	5	7.13485332420472E-5
26.66	8	1.14157653187276E-4
26.68	29	4.13821492803874E-4
26.7	48	6.84945919123653E-4
26.72	-1	-1.42697066484094E-5
26.74	1	1.42697066484094E-5
26.76	4	5.70788265936378E-5
26.78	9	1.28427359835685E-4
26.8	31	4.42360906100693E-4
26.82	11	1.56966773132504E-4
26.84	5	7.13485332420472E-5
26.86	8	1.14157653187276E-4
26.88	28	3.99551786155464E-4
26.9	7	9.98879465388661E-5
26.92	8	1.14157653187276E-4
26.94	8	1.14157653187276E-4
26.96	-7	-9.98879465388661E-5
26.98	27	3.85282079507055E-4
27	13	1.85506186429323E-4
27.02	19	2.71124426319779E-4
27.04	0	0
27.06	-2	-2.85394132968189E-5
27.08	32	4.56630612749102E-4
27.1	3	4.28091199452283E-5
27.12	-11	-1.56966773132504E-4
27.14	-12	-1.71236479780913E-4
27.16	44	6.27867092530015E-4
27.18	7	9.98879465388661E-5
27.2	15	2.14045599726142E-4
27.22	28	3.99551786155464E-4
27.24	9	1.28427359835685E-4
27.26	-3	-4.28091199452283E-5
27.28	-17	-2.4258501302296E-4
27.3	16	2.28315306374551E-4
27.32	14	1.99775893077732E-4
27.34	15	2.14045599726142E-4
27.36	-1	-1.42697066484094E-5
27.38	7	9.98879465388661E-5
27.4	17	2.4258501302296E-4
27.42	11	1.56966773132504E-4
27.44	36	5.1370943934274E-4
27.46	23	3.28203252913417E-4
27.48	14	1.99775893077732E-4
27.5	8	1.14157653187276E-4
27.52	-25	-3.56742666210236E-4
27.54	12	1.71236479780913E-4
27.56	26	3.71012372858645E-4
27.58	18	2.5685471967137E-4
27.6	-44	-6.27867092530015E-4
27.62	20	2.85394132968189E-4
27.64	36	5.1370943934274E-4
27.66	28	3.99551786155464E-4
27.68	22	3.13933546265008E-4
27.7	15	2.14045599726142E-4
27.72	12	1.71236479780913E-4
27.74	43	6.13597385881606E-4
27.76	34	4.85170026045921E-4
27.78	44	6.27867092530015E-4
27.8	17	2.4258501302296E-4
27.82	-11	-1.56966773132504E-4
27.84	9	1.28427359835685E-4
27.86	22	3.13933546265008E-4
27.88	-31	-4.42360906100693E-4
27.9	-18	-2.5685471967137E-4
27.92	9	1.28427359835685E-4
27.94	15	2.14045599726142E-4
27.96	1	1.42697066484094E-5
27.98	2	2.85394132968189E-5
28	9	1.28427359835685E-4
28.02	13	1.85506186429323E-4
28.04	39	5.56518559287968E-4
28.06	5	7.13485332420472E-5
28.08	22	3.13933546265008E-4
28.1	22	3.13933546265008E-4
28.12	16	2.28315306374551E-4
28.14	-16	-2.28315306374551E-4
28.16	1	1.42697066484094E-5
28.18	0	0
28.2	12	1.71236479780913E-4
28.22	11	1.56966773132504E-4
28.24	-19	-2.71124426319779E-4
28.26	-26	-3.71012372858645E-4
28.28	-3	-4.28091199452283E-5
28.3	16	2.28315306374551E-4
28.32	8	1.14157653187276E-4
28.34	27	3.85282079507055E-4
28.36	27	3.85282079507055E-4
28.38	1	1.42697066484094E-5
28.4	13	1.85506186429323E-4
28.42	13	1.85506186429323E-4
28.44	-10	-1.42697066484094E-4
28.46	-2	-2.85394132968189E-5
28.48	-4	-5.70788265936378E-5
28.5	13	1.85506186429323E-4
28.52	11	1.56966773132504E-4
28.54	35	4.9943973269433E-4
28.56	4	5.70788265936378E-5
28.58	33	4.70900319397511E-4
28.6	4	5.70788265936378E-5
28.62	-2	-2.85394132968189E-5
28.64	-2	-2.85394132968189E-5
28.66	35	4.9943973269433E-4
28.68	12	1.71236479780913E-4
28.7	31	4.42360906100693E-4
28.72	17	2.4258501302296E-4
28.74	4	5.70788265936378E-5
28.76	22	3.13933546265008E-4
28.78	43	6.13597385881606E-4
28.8	4	5.70788265936378E-5
28.82	26	3.71012372858645E-4
28.84	3	4.28091199452283E-5
28.86	9	1.28427359835685E-4
28.88	25	3.56742666210236E-4
28.9	34	4.85170026045921E-4
28.92	-1	-1.42697066484094E-5
28.94	2	2.85394132968189E-5
28.96	38	5.42248852639559E-4
28.98	18	2.5685471967137E-4
29	16	2.28315306374551E-4
29.02	27	3.85282079507055E-4
29.04	27	3.85282079507055E-4
29.06	25	3.56742666210236E-4
29.08	31	4.42360906100693E-4
29.1	24	3.42472959561827E-4
29.12	12	1.71236479780913E-4
29.14	15	2.14045599726142E-4
29.16	23	3.28203252913417E-4
29.18	11	1.56966773132504E-4
29.2	-16	-2.28315306374551E-4
29.22	-5	-7.13485332420472E-5
29.24	27	3.85282079507055E-4
29.26	32	4.56630612749102E-4
29.28	7	9.98879465388661E-5
29.3	3	4.28091199452283E-5
29.32	6	8.56182398904566E-5
29.34	7	9.98879465388661E-5
29.36	23	3.28203252913417E-4
29.38	50	7.13485332420472E-4
29.4	31	4.42360906100693E-4
29.42	20	2.85394132968189E-4
29.44	-7	-9.98879465388661E-5
29.46	35	4.9943973269433E-4
29.48	18	2.5685471967137E-4
29.5	2	2.85394132968189E-5
29.52	-23	-3.28203252913417E-4
29.54	-6	-8.56182398904566E-5
29.56	11	1.56966773132504E-4
29.58	13	1.85506186429323E-4
29.6	-10	-1.42697066484094E-4
29.62	-2	-2.85394132968189E-5
29.64	-11	-1.56966773132504E-4
29.66	15	2.14045599726142E-4
29.68	27	3.85282079507055E-4
29.7	29	4.13821492803874E-4
29.72	9	1.28427359835685E-4
29.74	-4	-5.70788265936378E-5
29.76	11	1.56966773132504E-4
29.78	20	2.85394132968189E-4
29.8	4	5.70788265936378E-5
29.82	15	2.14045599726142E-4
29.84	-12	-1.71236479780913E-4
29.86	28	3.99551786155464E-4
29.88	32	4.56630612749102E-4
29.9	3	4.28091199452283E-5
29.92	9	1.28427359835685E-4
29.94	9	1.28427359835685E-4
29.96	12	1.71236479780913E-4
29.98	17	2.4258501302296E-4
30	2	2.85394132968189E-5
30.02	-15	-2.14045599726142E-4
30.04	11	1.56966773132504E-4
30.06	-23	-3.28203252913417E-4
30.08	-1	-1.42697066484094E-5
30.1	41	5.85057972584787E-4
30.12	40	5.70788265936378E-4
30.14	16	2.28315306374551E-4
30.16	27	3.85282079507055E-4
30.18	46	6.56406505826834E-4
30.2	22	3.13933546265008E-4
30.22	-4	-5.70788265936378E-5
30.24	-13	-1.85506186429323E-4
30.26	11	1.56966773132504E-4
30.28	58	8.27642985607748E-4
30.3	35	4.9943973269433E-4
30.32	0	0
30.34	-19	-2.71124426319779E-4
30.36	28	3.99551786155464E-4
30.38	25	3.56742666210236E-4
30.4	3	4.28091199452283E-5
30.42	6	8.56182398904566E-5
30.44	15	2.14045599726142E-4
30.46	40	5.70788265936378E-4
30.48	18	2.5685471967137E-4
30.5	-10	-1.42697066484094E-4
30.52	-3	-4.28091199452283E-5
30.54	-10	-1.42697066484094E-4
30.56	-19	-2.71124426319779E-4
30.58	-18	-2.5685471967137E-4
30.6	-11	-1.56966773132504E-4
30.62	10	1.42697066484094E-4
30.64	7	9.98879465388661E-5
30.66	23	3.28203252913417E-4
30.68	-6	-8.56182398904566E-5
30.7	-27	-3.85282079507055E-4
30.72	18	2.5685471967137E-4
30.74	20	2.85394132968189E-4
30.76	33	4.70900319397511E-4
30.78	27	3.85282079507055E-4
30.8	18	2.5685471967137E-4
30.82	1	1.42697066484094E-5
30.84	-21	-2.99663839616598E-4
30.86	-9	-1.28427359835685E-4
30.88	23	3.28203252913417E-4
30.9	23	3.28203252913417E-4
30.92	35	4.9943973269433E-4
30.94	20	2.85394132968189E-4
30.96	7	9.98879465388661E-5
30.98	20	2.85394132968189E-4
31	-6	-8.56182398904566E-5
31.02	14	1.99775893077732E-4
31.04	26	3.71012372858645E-4
31.06	18	2.5685471967137E-4
31.08	5	7.13485332420472E-5
31.1	39	5.56518559287968E-4
31.12	26	3.71012372858645E-4
31.14	21	2.99663839616598E-4
31.16	-7	-9.98879465388661E-5
31.18	-18	-2.5685471967137E-4
31.2	-11	-1.56966773132504E-4
31.22	9	1.28427359835685E-4
31.24	20	2.85394132968189E-4
31.26	12	1.71236479780913E-4
31.28	3	4.28091199452283E-5
31.3	20	2.85394132968189E-4
31.32	-2	-2.85394132968189E-5
31.34	2	2.85394132968189E-5
31.36	22	3.13933546265008E-4
31.38	32	4.56630612749102E-4
31.4	-14	-1.99775893077732E-4
31.42	9	1.28427359835685E-4
31.44	32	4.56630612749102E-4
31.46	29	4.13821492803874E-4
31.48	17	2.4258501302296E-4
31.5	0	0
31.52	-11	-1.56966773132504E-4
31.54	-2	-2.85394132968189E-5
31.56	-27	-3.85282079507055E-4
31.58	-24	-3.42472959561827E-4
31.6	-4	-5.70788265936378E-5
31.62	-11	-1.56966773132504E-4
31.64	13	1.85506186429323E-4
31.66	-18	-2.5685471967137E-4
31.68	-7	-9.98879465388661E-5
31.7	14	1.99775893077732E-4
31.72	19	2.71124426319779E-4
31.74	2	2.85394132968189E-5
31.76	13	1.85506186429323E-4
31.78	9	1.28427359835685E-4
31.8	-25	-3.56742666210236E-4
31.82	-15	-2.14045599726142E-4
31.84	10	1.42697066484094E-4
31.86	0	0
31.88	5	7.13485332420472E-5
31.9	27	3.85282079507055E-4
31.92	11	1.56966773132504E-4
31.94	-1	-1.42697066484094E-5
31.96	42	5.99327679233196E-4
31.98	8	1.14157653187276E-4
32	-24	-3.42472959561827E-4
32.02	-7	-9.98879465388661E-5
32.04	16	2.28315306374551E-4
32.06	-38	-5.42248852639559E-4
32.08	-5	-7.13485332420472E-5
32.1	-19	-2.71124426319779E-4
32.12	-5	-7.13485332420472E-5
32.14	4	5.70788265936378E-5
32.16	13	1.85506186429323E-4
32.18	-15	-2.14045599726142E-4
32.2	13	1.85506186429323E-4
32.22	21	2.99663839616598E-4
32.24	26	3.71012372858645E-4
32.26	-22	-3.13933546265008E-4
32.28	-8	-1.14157653187276E-4
32.3	34	4.85170026045921E-4
32.32	6	8.56182398904566E-5
32.34	4	5.70788265936378E-5
32.36	-26	-3.71012372858645E-4
32.38	1	1.42697066484094E-5
32.4	1	1.42697066484094E-5
32.42	18	2.5685471967137E-4
32.44	31	4.42360906100693E-4
32.46	17	2.4258501302296E-4
32.48	-31	-4.42360906100693E-4
32.5	14	1.99775893077732E-4
32.52	10	1.42697066484094E-4
32.54	25	3.56742666210236E-4
32.56	19	2.71124426319779E-4
32.58	-11	-1.56966773132504E-4
32.6	-10	-1.42697066484094E-4
32.62	25	3.56742666210236E-4
32.64	1	1.42697066484094E-5
32.66	-5	-7.13485332420472E-5
32.68	21	2.99663839616598E-4
32.7	30	4.28091199452283E-4
32.72	24	3.42472959561827E-4
32.74	20	2.85394132968189E-4
32.76	0	0
32.78	-4	-5.70788265936378E-5
32.8	18	2.5685471967137E-4
32.82	6	8.56182398904566E-5
32.84	1	1.42697066484094E-5
32.86	11	1.56966773132504E-4
32.88	47	6.70676212475244E-4
32.9	19	2.71124426319779E-4
32.92	10	1.42697066484094E-4
32.94	44	6.27867092530015E-4
32.96	26	3.71012372858645E-4
32.98	17	2.4258501302296E-4
