Time [µs]	D2, v0J7	D2, v0J7
2.34	-43	-4.17875675461492E-4
2.36	-37	-3.59567441676167E-4
2.38	-7	-6.80262727495452E-5
2.4	-24	-2.33232935141298E-4
2.42	-34	-3.30413324783505E-4
2.44	-35	-3.40131363747726E-4
2.46	-17	-1.65206662391753E-4
2.48	-21	-2.04078818248635E-4
2.5	1	9.71803896422074E-6
2.52	-9	-8.74623506779866E-5
2.54	-2	-1.94360779284415E-5
2.56	-22	-2.13796857212856E-4
2.58	-6	-5.83082337853244E-5
2.6	26	2.52669013069739E-4
2.62	-9	-8.74623506779866E-5
2.64	-21	-2.04078818248635E-4
2.66	-20	-1.94360779284415E-4
2.68	12	1.16616467570649E-4
2.7	-18	-1.74924701355973E-4
2.72	-9	-8.74623506779866E-5
2.74	-14	-1.3605254549909E-4
2.76	-8	-7.77443117137659E-5
2.78	5	4.85901948211037E-5
2.8	5	4.85901948211037E-5
2.82	4	3.8872155856883E-5
2.84	-14	-1.3605254549909E-4
2.86	-11	-1.06898428606428E-4
2.88	-18	-1.74924701355973E-4
2.9	-1	-9.71803896422074E-6
2.92	1	9.71803896422074E-6
2.94	-18	-1.74924701355973E-4
2.96	-34	-3.30413324783505E-4
2.98	-34	-3.30413324783505E-4
3	-27	-2.6238705203396E-4
3.02	-1	-9.71803896422074E-6
3.04	-6	-5.83082337853244E-5
3.06	-12	-1.16616467570649E-4
3.08	-18	-1.74924701355973E-4
3.1	-20	-1.94360779284415E-4
3.12	-30	-2.91541168926622E-4
3.14	-17	-1.65206662391753E-4
3.16	23	2.23514896177077E-4
3.18	15	1.45770584463311E-4
3.2	16	1.55488623427532E-4
3.22	11	1.06898428606428E-4
3.24	-15	-1.45770584463311E-4
3.26	-17	-1.65206662391753E-4
3.28	-18	-1.74924701355973E-4
3.3	-14	-1.3605254549909E-4
3.32	-12	-1.16616467570649E-4
3.34	-7	-6.80262727495452E-5
3.36	18	1.74924701355973E-4
3.38	22	2.13796857212856E-4
3.4	-14	-1.3605254549909E-4
3.42	-11	-1.06898428606428E-4
3.44	6	5.83082337853244E-5
3.46	4	3.8872155856883E-5
3.48	-7	-6.80262727495452E-5
3.5	3	2.91541168926622E-5
3.52	4	3.8872155856883E-5
3.54	-19	-1.84642740320194E-4
3.56	-7	-6.80262727495452E-5
3.58	1	9.71803896422074E-6
3.6	-3	-2.91541168926622E-5
3.62	-7	-6.80262727495452E-5
3.64	2	1.94360779284415E-5
3.66	-11	-1.06898428606428E-4
3.68	2	1.94360779284415E-5
3.7	-5	-4.85901948211037E-5
3.72	1	9.71803896422074E-6
3.74	10	9.71803896422074E-5
3.76	-1	-9.71803896422074E-6
3.78	-10	-9.71803896422074E-5
3.8	22	2.13796857212856E-4
3.82	-2	-1.94360779284415E-5
3.84	4	3.8872155856883E-5
3.86	7	6.80262727495452E-5
3.88	17	1.65206662391753E-4
3.9	-22	-2.13796857212856E-4
3.92	-16	-1.55488623427532E-4
3.94	-13	-1.2633450653487E-4
3.96	10	9.71803896422074E-5
3.98	31	3.01259207890843E-4
4	39	3.79003519604609E-4
4.02	-11	-1.06898428606428E-4
4.04	-28	-2.72105090998181E-4
4.06	-22	-2.13796857212856E-4
4.08	8	7.77443117137659E-5
4.1	0	0
4.12	-24	-2.33232935141298E-4
4.14	-2	-1.94360779284415E-5
4.16	4	3.8872155856883E-5
4.18	-5	-4.85901948211037E-5
4.2	6	5.83082337853244E-5
4.22	-12	-1.16616467570649E-4
4.24	-7	-6.80262727495452E-5
4.26	-2	-1.94360779284415E-5
4.28	-7	-6.80262727495452E-5
4.3	18	1.74924701355973E-4
4.32	30	2.91541168926622E-4
4.34	-24	-2.33232935141298E-4
4.36	-11	-1.06898428606428E-4
4.38	1	9.71803896422074E-6
4.4	-2	-1.94360779284415E-5
4.42	-7	-6.80262727495452E-5
4.44	22	2.13796857212856E-4
4.46	6	5.83082337853244E-5
4.48	17	1.65206662391753E-4
4.5	17	1.65206662391753E-4
4.52	11	1.06898428606428E-4
4.54	1	9.71803896422074E-6
4.56	23	2.23514896177077E-4
4.58	-4	-3.8872155856883E-5
4.6	-11	-1.06898428606428E-4
4.62	-4	-3.8872155856883E-5
4.64	23	2.23514896177077E-4
4.66	12	1.16616467570649E-4
4.68	8	7.77443117137659E-5
4.7	20	1.94360779284415E-4
4.72	-29	-2.81823129962401E-4
4.74	14	1.3605254549909E-4
4.76	11	1.06898428606428E-4
4.78	8	7.77443117137659E-5
4.8	2	1.94360779284415E-5
4.82	2	1.94360779284415E-5
4.84	-10	-9.71803896422074E-5
4.86	11	1.06898428606428E-4
4.88	2	1.94360779284415E-5
4.9	7	6.80262727495452E-5
4.92	-8	-7.77443117137659E-5
4.94	-2	-1.94360779284415E-5
4.96	-15	-1.45770584463311E-4
4.98	-21	-2.04078818248635E-4
5	-32	-3.10977246855064E-4
5.02	38	3.69285480640388E-4
5.04	22	2.13796857212856E-4
5.06	20	1.94360779284415E-4
5.08	10	9.71803896422074E-5
5.1	10	9.71803896422074E-5
5.12	-7	-6.80262727495452E-5
5.14	-13	-1.2633450653487E-4
5.16	-8	-7.77443117137659E-5
5.18	-2	-1.94360779284415E-5
5.2	-8	-7.77443117137659E-5
5.22	-8	-7.77443117137659E-5
5.24	4	3.8872155856883E-5
5.26	-4	-3.8872155856883E-5
5.28	-49	-4.76183909246816E-4
5.3	-29	-2.81823129962401E-4
5.32	16	1.55488623427532E-4
5.34	-1	-9.71803896422074E-6
5.36	-26	-2.52669013069739E-4
5.38	-19	-1.84642740320194E-4
5.4	18	1.74924701355973E-4
5.42	7	6.80262727495452E-5
5.44	10	9.71803896422074E-5
5.46	10	9.71803896422074E-5
5.48	-9	-8.74623506779866E-5
5.5	15	1.45770584463311E-4
5.52	-2	-1.94360779284415E-5
5.54	11	1.06898428606428E-4
5.56	-10	-9.71803896422074E-5
5.58	-2	-1.94360779284415E-5
5.6	-22	-2.13796857212856E-4
5.62	-7	-6.80262727495452E-5
5.64	-37	-3.59567441676167E-4
5.66	-1	-9.71803896422074E-6
5.68	15	1.45770584463311E-4
5.7	1	9.71803896422074E-6
5.72	-42	-4.08157636497271E-4
5.74	-1	-9.71803896422074E-6
5.76	0	0
5.78	12	1.16616467570649E-4
5.8	8	7.77443117137659E-5
5.82	-25	-2.42950974105518E-4
5.84	-16	-1.55488623427532E-4
5.86	-2	-1.94360779284415E-5
5.88	54	5.2477410406792E-4
5.9	19	1.84642740320194E-4
5.92	-14	-1.3605254549909E-4
5.94	-22	-2.13796857212856E-4
5.96	8	7.77443117137659E-5
5.98	-28	-2.72105090998181E-4
6	9	8.74623506779866E-5
6.02	45	4.37311753389933E-4
6.04	10	9.71803896422074E-5
6.06	17	1.65206662391753E-4
6.08	-4	-3.8872155856883E-5
6.1	1	9.71803896422074E-6
6.12	17	1.65206662391753E-4
6.14	-18	-1.74924701355973E-4
6.16	7	6.80262727495452E-5
6.18	1	9.71803896422074E-6
6.2	-22	-2.13796857212856E-4
6.22	-8	-7.77443117137659E-5
6.24	26	2.52669013069739E-4
6.26	19	1.84642740320194E-4
6.28	-7	-6.80262727495452E-5
6.3	-22	-2.13796857212856E-4
6.32	-1	-9.71803896422074E-6
6.34	-3	-2.91541168926622E-5
6.36	-9	-8.74623506779866E-5
6.38	-18	-1.74924701355973E-4
6.4	-24	-2.33232935141298E-4
6.42	-18	-1.74924701355973E-4
6.44	-49	-4.76183909246816E-4
6.46	-65	-6.31672532674348E-4
6.48	-34	-3.30413324783505E-4
6.5	8	7.77443117137659E-5
6.52	14	1.3605254549909E-4
6.54	16	1.55488623427532E-4
6.56	9	8.74623506779866E-5
6.58	-11	-1.06898428606428E-4
6.6	-42	-4.08157636497271E-4
6.62	-47	-4.56747831318375E-4
6.64	-11	-1.06898428606428E-4
6.66	-5	-4.85901948211037E-5
6.68	-7	-6.80262727495452E-5
6.7	3	2.91541168926622E-5
6.72	-12	-1.16616467570649E-4
6.74	10	9.71803896422074E-5
6.76	18	1.74924701355973E-4
6.78	28	2.72105090998181E-4
6.8	14	1.3605254549909E-4
6.82	-6	-5.83082337853244E-5
6.84	-13	-1.2633450653487E-4
6.86	-10	-9.71803896422074E-5
6.88	-7	-6.80262727495452E-5
6.9	23	2.23514896177077E-4
6.92	16	1.55488623427532E-4
6.94	12	1.16616467570649E-4
6.96	-37	-3.59567441676167E-4
6.98	-53	-5.15056065103699E-4
7	-11	-1.06898428606428E-4
7.02	5	4.85901948211037E-5
7.04	-14	-1.3605254549909E-4
7.06	-23	-2.23514896177077E-4
7.08	-25	-2.42950974105518E-4
7.1	-20	-1.94360779284415E-4
7.12	-39	-3.79003519604609E-4
7.14	-13	-1.2633450653487E-4
7.16	26	2.52669013069739E-4
7.18	17	1.65206662391753E-4
7.2	3	2.91541168926622E-5
7.22	15	1.45770584463311E-4
7.24	6	5.83082337853244E-5
7.26	-11	-1.06898428606428E-4
7.28	-46	-4.47029792354154E-4
7.3	-61	-5.92800376817465E-4
7.32	-46	-4.47029792354154E-4
7.34	-30	-2.91541168926622E-4
7.36	-63	-6.12236454745906E-4
7.38	-6	-5.83082337853244E-5
7.4	6	5.83082337853244E-5
7.42	24	2.33232935141298E-4
7.44	-9	-8.74623506779866E-5
7.46	-63	-6.12236454745906E-4
7.48	-3	-2.91541168926622E-5
7.5	32	3.10977246855064E-4
7.52	29	2.81823129962401E-4
7.54	43	4.17875675461492E-4
7.56	-4	-3.8872155856883E-5
7.58	-28	-2.72105090998181E-4
7.6	-33	-3.20695285819284E-4
7.62	-37	-3.59567441676167E-4
7.64	-14	-1.3605254549909E-4
7.66	-14	-1.3605254549909E-4
7.68	-43	-4.17875675461492E-4
7.7	-31	-3.01259207890843E-4
7.72	11	1.06898428606428E-4
7.74	-21	-2.04078818248635E-4
7.76	14	1.3605254549909E-4
7.78	29	2.81823129962401E-4
7.8	-11	-1.06898428606428E-4
7.82	-28	-2.72105090998181E-4
7.84	4	3.8872155856883E-5
7.86	-25	-2.42950974105518E-4
7.88	17	1.65206662391753E-4
7.9	0	0
7.92	-18	-1.74924701355973E-4
7.94	-8	-7.77443117137659E-5
7.96	-18	-1.74924701355973E-4
7.98	-8	-7.77443117137659E-5
8	13	1.2633450653487E-4
8.02	-16	-1.55488623427532E-4
8.04	-43	-4.17875675461492E-4
8.06	-23	-2.23514896177077E-4
8.08	49	4.76183909246816E-4
8.1	24	2.33232935141298E-4
8.12	-7	-6.80262727495452E-5
8.14	41	3.9843959753305E-4
8.16	26	2.52669013069739E-4
8.18	29	2.81823129962401E-4
8.2	15	1.45770584463311E-4
8.22	-2	-1.94360779284415E-5
8.24	-8	-7.77443117137659E-5
8.26	35	3.40131363747726E-4
8.28	-54	-5.2477410406792E-4
8.3	-21	-2.04078818248635E-4
8.32	-40	-3.8872155856883E-4
8.34	0	0
8.36	64	6.21954493710127E-4
8.38	47	4.56747831318375E-4
8.4	6	5.83082337853244E-5
8.42	4	3.8872155856883E-5
8.44	17	1.65206662391753E-4
8.46	30	2.91541168926622E-4
8.48	37	3.59567441676167E-4
8.5	44	4.27593714425712E-4
8.52	45	4.37311753389933E-4
8.54	24	2.33232935141298E-4
8.56	35	3.40131363747726E-4
8.58	83	8.06597234030321E-4
8.6	80	7.77443117137659E-4
8.62	79	7.67725078173438E-4
8.64	139	0.00135080741602668
8.66	96	9.32931740565191E-4
8.68	60	5.83082337853244E-4
8.7	49	4.76183909246816E-4
8.72	72	6.99698805423893E-4
8.74	106	0.0010301121302074
8.76	98	9.52367818493632E-4
8.78	92	8.94059584708308E-4
8.8	82	7.968791950661E-4
8.82	89	8.64905467815646E-4
8.84	131	0.00127306310431292
8.86	124	0.00120503683156337
8.88	132	0.00128278114327714
8.9	136	0.00132165329913402
8.92	152	0.00147714192256155
8.94	140	0.0013605254549909
8.96	127	0.00123419094845603
8.98	87	8.45469389887204E-4
9	108	0.00104954820813584
9.02	120	0.00116616467570649
9.04	111	0.0010787023250285
9.06	102	9.91239974350515E-4
9.08	122	0.00118560075363493
9.1	117	0.00113701055881383
9.12	104	0.00101067605227896
9.14	104	0.00101067605227896
9.16	97	9.42649779529412E-4
9.18	80	7.77443117137659E-4
9.2	80	7.77443117137659E-4
9.22	74	7.19134883352335E-4
9.24	95	9.2321370160097E-4
9.26	79	7.67725078173438E-4
9.28	78	7.58007039209217E-4
9.3	108	0.00104954820813584
9.32	55	5.34492143032141E-4
9.34	67	6.51108610602789E-4
9.36	89	8.64905467815646E-4
9.38	54	5.2477410406792E-4
9.4	86	8.35751350922984E-4
9.42	64	6.21954493710127E-4
9.44	47	4.56747831318375E-4
9.46	55	5.34492143032141E-4
9.48	76	7.38570961280776E-4
9.5	80	7.77443117137659E-4
9.52	87	8.45469389887204E-4
9.54	50	4.85901948211037E-4
9.56	68	6.6082664956701E-4
9.58	-2	-1.94360779284415E-5
9.6	5	4.85901948211037E-5
9.62	25	2.42950974105518E-4
9.64	43	4.17875675461492E-4
9.66	60	5.83082337853244E-4
9.68	87	8.45469389887204E-4
9.7	42	4.08157636497271E-4
9.72	57	5.53928220960582E-4
9.74	21	2.04078818248635E-4
9.76	28	2.72105090998181E-4
9.78	24	2.33232935141298E-4
9.8	15	1.45770584463311E-4
9.82	28	2.72105090998181E-4
9.84	58	5.63646259924803E-4
9.86	53	5.15056065103699E-4
9.88	14	1.3605254549909E-4
9.9	32	3.10977246855064E-4
9.92	42	4.08157636497271E-4
9.94	29	2.81823129962401E-4
9.96	20	1.94360779284415E-4
9.98	38	3.69285480640388E-4
10	31	3.01259207890843E-4
10.02	51	4.95619987175258E-4
10.04	13	1.2633450653487E-4
10.06	9	8.74623506779866E-5
10.08	43	4.17875675461492E-4
10.1	25	2.42950974105518E-4
10.12	37	3.59567441676167E-4
10.14	54	5.2477410406792E-4
10.16	34	3.30413324783505E-4
10.18	26	2.52669013069739E-4
10.2	44	4.27593714425712E-4
10.22	13	1.2633450653487E-4
10.24	22	2.13796857212856E-4
10.26	-7	-6.80262727495452E-5
10.28	-15	-1.45770584463311E-4
10.3	17	1.65206662391753E-4
10.32	-5	-4.85901948211037E-5
10.34	-2	-1.94360779284415E-5
10.36	10	9.71803896422074E-5
10.38	15	1.45770584463311E-4
10.4	11	1.06898428606428E-4
10.42	-3	-2.91541168926622E-5
10.44	18	1.74924701355973E-4
10.46	41	3.9843959753305E-4
10.48	8	7.77443117137659E-5
10.5	17	1.65206662391753E-4
10.52	36	3.49849402711947E-4
10.54	24	2.33232935141298E-4
10.56	8	7.77443117137659E-5
10.58	18	1.74924701355973E-4
10.6	23	2.23514896177077E-4
10.62	-25	-2.42950974105518E-4
10.64	-12	-1.16616467570649E-4
10.66	24	2.33232935141298E-4
10.68	-4	-3.8872155856883E-5
10.7	-10	-9.71803896422074E-5
10.72	-19	-1.84642740320194E-4
10.74	-7	-6.80262727495452E-5
10.76	5	4.85901948211037E-5
10.78	-4	-3.8872155856883E-5
10.8	-32	-3.10977246855064E-4
10.82	-41	-3.9843959753305E-4
10.84	-11	-1.06898428606428E-4
10.86	14	1.3605254549909E-4
10.88	-15	-1.45770584463311E-4
10.9	25	2.42950974105518E-4
10.92	0	0
10.94	7	6.80262727495452E-5
10.96	32	3.10977246855064E-4
10.98	12	1.16616467570649E-4
11	8	7.77443117137659E-5
11.02	38	3.69285480640388E-4
11.04	25	2.42950974105518E-4
11.06	21	2.04078818248635E-4
11.08	19	1.84642740320194E-4
11.1	18	1.74924701355973E-4
11.12	27	2.6238705203396E-4
11.14	27	2.6238705203396E-4
11.16	9	8.74623506779866E-5
11.18	-1	-9.71803896422074E-6
11.2	-24	-2.33232935141298E-4
11.22	-4	-3.8872155856883E-5
11.24	17	1.65206662391753E-4
11.26	-10	-9.71803896422074E-5
11.28	0	0
11.3	22	2.13796857212856E-4
11.32	-3	-2.91541168926622E-5
11.34	-12	-1.16616467570649E-4
11.36	2	1.94360779284415E-5
11.38	16	1.55488623427532E-4
11.4	5	4.85901948211037E-5
11.42	-20	-1.94360779284415E-4
11.44	6	5.83082337853244E-5
11.46	-9	-8.74623506779866E-5
11.48	-22	-2.13796857212856E-4
11.5	-15	-1.45770584463311E-4
11.52	-8	-7.77443117137659E-5
11.54	0	0
11.56	-19	-1.84642740320194E-4
11.58	-13	-1.2633450653487E-4
11.6	-11	-1.06898428606428E-4
11.62	-7	-6.80262727495452E-5
11.64	-3	-2.91541168926622E-5
11.66	-8	-7.77443117137659E-5
11.68	17	1.65206662391753E-4
11.7	2	1.94360779284415E-5
11.72	12	1.16616467570649E-4
11.74	-1	-9.71803896422074E-6
11.76	1	9.71803896422074E-6
11.78	-4	-3.8872155856883E-5
11.8	-5	-4.85901948211037E-5
11.82	4	3.8872155856883E-5
11.84	27	2.6238705203396E-4
11.86	42	4.08157636497271E-4
11.88	3	2.91541168926622E-5
11.9	28	2.72105090998181E-4
11.92	-5	-4.85901948211037E-5
11.94	-20	-1.94360779284415E-4
11.96	0	0
11.98	-22	-2.13796857212856E-4
12	-11	-1.06898428606428E-4
12.02	18	1.74924701355973E-4
12.04	14	1.3605254549909E-4
12.06	8	7.77443117137659E-5
12.08	4	3.8872155856883E-5
12.1	16	1.55488623427532E-4
12.12	21	2.04078818248635E-4
12.14	-6	-5.83082337853244E-5
12.16	-3	-2.91541168926622E-5
12.18	-1	-9.71803896422074E-6
12.2	-3	-2.91541168926622E-5
12.22	19	1.84642740320194E-4
12.24	-2	-1.94360779284415E-5
12.26	-7	-6.80262727495452E-5
12.28	14	1.3605254549909E-4
12.3	-10	-9.71803896422074E-5
12.32	-7	-6.80262727495452E-5
12.34	15	1.45770584463311E-4
12.36	-7	-6.80262727495452E-5
12.38	-5	-4.85901948211037E-5
12.4	40	3.8872155856883E-4
12.42	10	9.71803896422074E-5
12.44	17	1.65206662391753E-4
12.46	55	5.34492143032141E-4
12.48	54	5.2477410406792E-4
12.5	14	1.3605254549909E-4
12.52	-15	-1.45770584463311E-4
12.54	12	1.16616467570649E-4
12.56	12	1.16616467570649E-4
12.58	34	3.30413324783505E-4
12.6	3	2.91541168926622E-5
12.62	-6	-5.83082337853244E-5
12.64	-7	-6.80262727495452E-5
12.66	21	2.04078818248635E-4
12.68	8	7.77443117137659E-5
12.7	2	1.94360779284415E-5
12.72	-17	-1.65206662391753E-4
12.74	-19	-1.84642740320194E-4
12.76	-29	-2.81823129962401E-4
12.78	3	2.91541168926622E-5
12.8	21	2.04078818248635E-4
12.82	37	3.59567441676167E-4
12.84	-4	-3.8872155856883E-5
12.86	-4	-3.8872155856883E-5
12.88	20	1.94360779284415E-4
12.9	17	1.65206662391753E-4
12.92	-13	-1.2633450653487E-4
12.94	3	2.91541168926622E-5
12.96	8	7.77443117137659E-5
12.98	12	1.16616467570649E-4
13	2	1.94360779284415E-5
13.02	-13	-1.2633450653487E-4
13.04	-13	-1.2633450653487E-4
13.06	6	5.83082337853244E-5
13.08	5	4.85901948211037E-5
13.1	13	1.2633450653487E-4
13.12	-1	-9.71803896422074E-6
13.14	-7	-6.80262727495452E-5
13.16	9	8.74623506779866E-5
13.18	21	2.04078818248635E-4
13.2	-1	-9.71803896422074E-6
13.22	-1	-9.71803896422074E-6
13.24	-19	-1.84642740320194E-4
13.26	-4	-3.8872155856883E-5
13.28	1	9.71803896422074E-6
13.3	-3	-2.91541168926622E-5
13.32	-17	-1.65206662391753E-4
13.34	-6	-5.83082337853244E-5
13.36	19	1.84642740320194E-4
13.38	12	1.16616467570649E-4
13.4	-11	-1.06898428606428E-4
13.42	16	1.55488623427532E-4
13.44	13	1.2633450653487E-4
13.46	0	0
13.48	-24	-2.33232935141298E-4
13.5	-15	-1.45770584463311E-4
13.52	11	1.06898428606428E-4
13.54	-8	-7.77443117137659E-5
13.56	5	4.85901948211037E-5
13.58	3	2.91541168926622E-5
13.6	26	2.52669013069739E-4
13.62	-16	-1.55488623427532E-4
13.64	-14	-1.3605254549909E-4
13.66	-1	-9.71803896422074E-6
13.68	-13	-1.2633450653487E-4
13.7	31	3.01259207890843E-4
13.72	37	3.59567441676167E-4
13.74	15	1.45770584463311E-4
13.76	28	2.72105090998181E-4
13.78	8	7.77443117137659E-5
13.8	11	1.06898428606428E-4
13.82	8	7.77443117137659E-5
13.84	41	3.9843959753305E-4
13.86	27	2.6238705203396E-4
13.88	8	7.77443117137659E-5
13.9	-1	-9.71803896422074E-6
13.92	10	9.71803896422074E-5
13.94	-9	-8.74623506779866E-5
13.96	-13	-1.2633450653487E-4
13.98	18	1.74924701355973E-4
14	16	1.55488623427532E-4
14.02	-37	-3.59567441676167E-4
14.04	-7	-6.80262727495452E-5
14.06	2	1.94360779284415E-5
14.08	9	8.74623506779866E-5
14.1	45	4.37311753389933E-4
14.12	33	3.20695285819284E-4
14.14	16	1.55488623427532E-4
14.16	27	2.6238705203396E-4
14.18	24	2.33232935141298E-4
14.2	27	2.6238705203396E-4
14.22	10	9.71803896422074E-5
14.24	22	2.13796857212856E-4
14.26	-15	-1.45770584463311E-4
14.28	-8	-7.77443117137659E-5
14.3	-3	-2.91541168926622E-5
14.32	10	9.71803896422074E-5
14.34	2	1.94360779284415E-5
14.36	3	2.91541168926622E-5
14.38	15	1.45770584463311E-4
14.4	-2	-1.94360779284415E-5
14.42	17	1.65206662391753E-4
14.44	-10	-9.71803896422074E-5
14.46	-16	-1.55488623427532E-4
14.48	-35	-3.40131363747726E-4
14.5	-16	-1.55488623427532E-4
14.52	-1	-9.71803896422074E-6
14.54	3	2.91541168926622E-5
14.56	-5	-4.85901948211037E-5
14.58	-10	-9.71803896422074E-5
14.6	2	1.94360779284415E-5
14.62	19	1.84642740320194E-4
14.64	4	3.8872155856883E-5
14.66	-5	-4.85901948211037E-5
14.68	10	9.71803896422074E-5
14.7	0	0
14.72	16	1.55488623427532E-4
14.74	8	7.77443117137659E-5
14.76	3	2.91541168926622E-5
14.78	8	7.77443117137659E-5
14.8	12	1.16616467570649E-4
14.82	10	9.71803896422074E-5
14.84	32	3.10977246855064E-4
14.86	42	4.08157636497271E-4
14.88	35	3.40131363747726E-4
14.9	11	1.06898428606428E-4
14.92	12	1.16616467570649E-4
14.94	-14	-1.3605254549909E-4
14.96	0	0
14.98	-5	-4.85901948211037E-5
15	22	2.13796857212856E-4
15.02	4	3.8872155856883E-5
15.04	-7	-6.80262727495452E-5
15.06	16	1.55488623427532E-4
15.08	10	9.71803896422074E-5
15.1	17	1.65206662391753E-4
15.12	2	1.94360779284415E-5
15.14	4	3.8872155856883E-5
15.16	-10	-9.71803896422074E-5
15.18	-1	-9.71803896422074E-6
15.2	4	3.8872155856883E-5
15.22	11	1.06898428606428E-4
15.24	24	2.33232935141298E-4
15.26	28	2.72105090998181E-4
15.28	-11	-1.06898428606428E-4
15.3	1	9.71803896422074E-6
15.32	4	3.8872155856883E-5
15.34	0	0
15.36	-13	-1.2633450653487E-4
15.38	18	1.74924701355973E-4
15.4	29	2.81823129962401E-4
15.42	0	0
15.44	0	0
15.46	23	2.23514896177077E-4
15.48	6	5.83082337853244E-5
15.5	4	3.8872155856883E-5
15.52	-4	-3.8872155856883E-5
15.54	-11	-1.06898428606428E-4
15.56	9	8.74623506779866E-5
15.58	-4	-3.8872155856883E-5
15.6	-5	-4.85901948211037E-5
15.62	15	1.45770584463311E-4
15.64	-1	-9.71803896422074E-6
15.66	14	1.3605254549909E-4
15.68	2	1.94360779284415E-5
15.7	9	8.74623506779866E-5
15.72	13	1.2633450653487E-4
15.74	25	2.42950974105518E-4
15.76	12	1.16616467570649E-4
15.78	9	8.74623506779866E-5
15.8	-37	-3.59567441676167E-4
15.82	2	1.94360779284415E-5
15.84	3	2.91541168926622E-5
15.86	11	1.06898428606428E-4
15.88	-14	-1.3605254549909E-4
15.9	-1	-9.71803896422074E-6
15.92	13	1.2633450653487E-4
15.94	15	1.45770584463311E-4
15.96	11	1.06898428606428E-4
15.98	13	1.2633450653487E-4
16	-11	-1.06898428606428E-4
16.02	18	1.74924701355973E-4
16.04	0	0
16.06	2	1.94360779284415E-5
16.08	18	1.74924701355973E-4
16.1	-8	-7.77443117137659E-5
16.12	-5	-4.85901948211037E-5
16.14	-17	-1.65206662391753E-4
16.16	24	2.33232935141298E-4
16.18	2	1.94360779284415E-5
16.2	-4	-3.8872155856883E-5
16.22	6	5.83082337853244E-5
16.24	15	1.45770584463311E-4
16.26	32	3.10977246855064E-4
16.28	9	8.74623506779866E-5
16.3	-1	-9.71803896422074E-6
16.32	24	2.33232935141298E-4
16.34	12	1.16616467570649E-4
16.36	6	5.83082337853244E-5
16.38	-3	-2.91541168926622E-5
16.4	-23	-2.23514896177077E-4
16.42	7	6.80262727495452E-5
16.44	-2	-1.94360779284415E-5
16.46	-23	-2.23514896177077E-4
16.48	2	1.94360779284415E-5
16.5	8	7.77443117137659E-5
16.52	33	3.20695285819284E-4
16.54	15	1.45770584463311E-4
16.56	-1	-9.71803896422074E-6
16.58	17	1.65206662391753E-4
16.6	-2	-1.94360779284415E-5
16.62	0	0
16.64	-5	-4.85901948211037E-5
16.66	16	1.55488623427532E-4
16.68	8	7.77443117137659E-5
16.7	5	4.85901948211037E-5
