Counter Settings:
Falling Edge
Disc Threshold [V]	-0.301514
Dwell time [s]	2.000000E-8
Number of channels	3750
Number of Scans	50000

D2
v 0
J 4
29.0V 3.30A
Au 788C
Knnew  C
Kn  e-2mbar (base 1.5e-2)
x=35mm y=35.5mm z=512mm
D2/RGA 7.5e-10 torr (base 8e-11)
500: 9.7e-9 mbar
100: 1.6e-9 mbar
FFR heater 4.0A 1.53V
extra heater 3.0A 0.5V
Extractor: -30V
Lens: -1200V
MCP: -2100V
Laser Position	201.659605

Laser Power [mJ]	0.706731
Time [µs]	Counts
0	78601
0.02	17646
0.04	262
0.06	176
0.08	176
0.1	89
0.12	35
0.14	33
0.16	23
0.18	25
0.2	37
0.22	47
0.24	72
0.26	87
0.28	107
0.3	113
0.32	93
0.34	99
0.36	103
0.38	107
0.4	145
0.42	130
0.44	117
0.46	95
0.48	90
0.5	102
0.52	85
0.54	84
0.56	78
0.58	70
0.6	74
0.62	85
0.64	114
0.66	130
0.68	122
0.7	113
0.72	124
0.74	136
0.76	181
0.78	184
0.8	203
0.82	251
0.84	293
0.86	307
0.88	335
0.9	378
0.92	434
0.94	447
0.96	546
0.98	619
1	720
1.02	864
1.04	945
1.06	988
1.08	965
1.1	911
1.12	714
1.14	510
1.16	417
1.18	337
1.2	297
1.22	261
1.24	259
1.26	245
1.28	233
1.3	232
1.32	232
1.34	223
1.36	246
1.38	224
1.4	214
1.42	226
1.44	207
1.46	178
1.48	140
1.5	123
1.52	110
1.54	81
1.56	94
1.58	91
1.6	69
1.62	67
1.64	61
1.66	62
1.68	56
1.7	50
1.72	65
1.74	48
1.76	68
1.78	57
1.8	44
1.82	48
1.84	57
1.86	65
1.88	43
1.9	50
1.92	46
1.94	43
1.96	38
1.98	45
2	49
2.02	53
2.04	40
2.06	44
2.08	48
2.1	56
2.12	67
2.14	66
2.16	55
2.18	65
2.2	67
2.22	68
2.24	85
2.26	50
2.28	45
2.3	51
2.32	52
2.34	56
2.36	59
2.38	57
2.4	57
2.42	47
2.44	37
2.46	38
2.48	35
2.5	36
2.52	39
2.54	30
2.56	35
2.58	32
2.6	36
2.62	34
2.64	45
2.66	40
2.68	22
2.7	35
2.72	34
2.74	29
2.76	31
2.78	29
2.8	33
2.82	23
2.84	25
2.86	33
2.88	19
2.9	29
2.92	36
2.94	26
2.96	42
2.98	41
3	46
3.02	45
3.04	32
3.06	45
3.08	42
3.1	30
3.12	19
3.14	19
3.16	25
3.18	16
3.2	17
3.22	18
3.24	44
3.26	43
3.28	14
3.3	22
3.32	36
3.34	31
3.36	30
3.38	38
3.4	30
3.42	37
3.44	31
3.46	18
3.48	19
3.5	27
3.52	30
3.54	32
3.56	30
3.58	22
3.6	25
3.62	30
3.64	46
3.66	37
3.68	33
3.7	33
3.72	26
3.74	40
3.76	49
3.78	34
3.8	24
3.82	20
3.84	29
3.86	38
3.88	56
3.9	51
3.92	37
3.94	37
3.96	31
3.98	36
4	40
4.02	34
4.04	38
4.06	35
4.08	29
