Counter Settings:
Falling Edge
Disc Threshold [V]	-0.301514
Dwell time [s]	2.000000E-8
Number of channels	3750
Number of Scans	50000

D2
v 0
J 5
28.8V 3.31A
Au 788C
Knnew  C
Kn  e-2mbar (base 1.5e-2)
x=35mm y=35.5mm z=512mm
D2/RGA 7.5e-10 torr (base 8e-11)
500: 1.0e-8 mbar
100: 1.7e-9 mbar
FFR heater 4.0A 1.53V
extra heater 3.0A 0.5V
Extractor: -30V
Lens: -1200V
MCP: -2100V
Laser Position	201.935194

Laser Power [mJ]	0.781913
Time [µs]	Counts
0	80653
0.02	20192
0.04	304
0.06	164
0.08	154
0.1	73
0.12	31
0.14	32
0.16	34
0.18	22
0.2	34
0.22	51
0.24	80
0.26	102
0.28	123
0.3	111
0.32	108
0.34	123
0.36	132
0.38	137
0.4	162
0.42	164
0.44	134
0.46	128
0.48	110
0.5	82
0.52	94
0.54	82
0.56	85
0.58	63
0.6	87
0.62	96
0.64	124
0.66	134
0.68	129
0.7	135
0.72	124
0.74	175
0.76	194
0.78	224
0.8	247
0.82	285
0.84	296
0.86	319
0.88	331
0.9	404
0.92	469
0.94	486
0.96	595
0.98	719
1	801
1.02	973
1.04	1194
1.06	1258
1.08	1254
1.1	1024
1.12	796
1.14	638
1.16	480
1.18	385
1.2	323
1.22	323
1.24	312
1.26	262
1.28	255
1.3	262
1.32	255
1.34	239
1.36	226
1.38	218
1.4	222
1.42	233
1.44	192
1.46	160
1.48	150
1.5	140
1.52	129
1.54	104
1.56	107
1.58	94
1.6	90
1.62	70
1.64	60
1.66	55
1.68	49
1.7	43
1.72	52
1.74	47
1.76	38
1.78	44
1.8	54
1.82	56
1.84	55
1.86	45
1.88	47
1.9	49
1.92	50
1.94	51
1.96	60
1.98	49
2	55
2.02	58
2.04	41
2.06	51
2.08	57
2.1	56
2.12	58
2.14	65
2.16	56
2.18	51
2.2	47
2.22	58
2.24	48
2.26	57
2.28	63
2.3	55
2.32	59
2.34	39
2.36	39
2.38	40
2.4	33
2.42	46
2.44	34
2.46	31
2.48	27
2.5	37
2.52	40
2.54	41
2.56	38
2.58	33
2.6	38
2.62	31
2.64	37
2.66	31
2.68	30
2.7	27
2.72	26
2.74	20
2.76	28
2.78	28
2.8	31
2.82	29
2.84	24
2.86	19
2.88	23
2.9	30
2.92	22
2.94	25
2.96	28
2.98	22
3	23
3.02	21
3.04	19
3.06	18
3.08	37
3.1	28
3.12	31
3.14	29
3.16	35
3.18	28
3.2	32
3.22	24
3.24	22
3.26	25
3.28	21
3.3	27
3.32	29
3.34	25
3.36	49
3.38	32
3.4	32
3.42	31
3.44	44
3.46	36
3.48	26
3.5	19
3.52	20
3.54	30
3.56	23
3.58	34
3.6	40
3.62	27
3.64	26
3.66	20
3.68	26
3.7	40
3.72	28
3.74	24
3.76	33
3.78	31
3.8	32
3.82	48
3.84	41
3.86	30
3.88	34
3.9	35
3.92	36
3.94	33
3.96	28
3.98	33
4	28
4.02	32
4.04	33
4.06	39
