Counter Settings:
Falling Edge
Disc Threshold [V]	-0.301514
Dwell time [s]	2.000000E-8
Number of channels	3750
Number of Scans	50000

D2
v 0
J 4
29.0V 3.30A
Au 788C
Knnew  C
Kn  e-2mbar (base 1.5e-2)
x=35mm y=35.5mm z=512mm
D2/RGA 7.5e-10 torr (base 8e-11)
500: 9.7e-9 mbar
100: 1.5e-9 mbar
FFR heater 4.0A 1.53V
extra heater 3.0A 0.5V
Extractor: -30V
Lens: -1200V
MCP: -2100V
Laser Position	201.680636

Laser Power [mJ]	0.718796
Time [µs]	Counts
0	78355
0.02	18536
0.04	278
0.06	147
0.08	150
0.1	84
0.12	37
0.14	33
0.16	24
0.18	33
0.2	41
0.22	55
0.24	68
0.26	93
0.28	95
0.3	116
0.32	110
0.34	96
0.36	111
0.38	147
0.4	160
0.42	134
0.44	148
0.46	114
0.48	107
0.5	81
0.52	82
0.54	69
0.56	61
0.58	54
0.6	82
0.62	115
0.64	114
0.66	109
0.68	117
0.7	124
0.72	131
0.74	164
0.76	210
0.78	236
0.8	253
0.82	262
0.84	276
0.86	338
0.88	374
0.9	346
0.92	397
0.94	476
0.96	589
0.98	664
1	723
1.02	776
1.04	929
1.06	1099
1.08	1070
1.1	821
1.12	734
1.14	554
1.16	421
1.18	353
1.2	328
1.22	299
1.24	281
1.26	276
1.28	267
1.3	214
1.32	220
1.34	230
1.36	209
1.38	183
1.4	201
1.42	200
1.44	188
1.46	162
1.48	139
1.5	105
1.52	118
1.54	99
1.56	85
1.58	68
1.6	63
1.62	66
1.64	67
1.66	56
1.68	51
1.7	34
1.72	73
1.74	72
1.76	56
1.78	61
1.8	49
1.82	44
1.84	48
1.86	38
1.88	43
1.9	43
1.92	58
1.94	65
1.96	39
1.98	59
2	61
2.02	55
2.04	75
2.06	60
2.08	65
2.1	69
2.12	57
2.14	69
2.16	62
2.18	55
2.2	54
2.22	54
2.24	52
2.26	52
2.28	53
2.3	65
2.32	55
2.34	42
2.36	31
2.38	32
2.4	46
2.42	55
2.44	48
2.46	40
2.48	38
2.5	38
2.52	31
2.54	38
2.56	35
2.58	32
2.6	52
2.62	38
2.64	36
2.66	38
2.68	36
2.7	37
2.72	28
2.74	39
2.76	41
2.78	23
2.8	31
2.82	24
2.84	31
2.86	28
2.88	29
2.9	38
2.92	39
2.94	25
2.96	28
2.98	33
3	29
3.02	19
3.04	35
3.06	36
3.08	39
3.1	27
3.12	22
3.14	23
3.16	37
3.18	48
3.2	45
3.22	45
3.24	30
3.26	31
3.28	40
3.3	37
3.32	26
3.34	29
3.36	25
3.38	27
3.4	37
3.42	31
3.44	34
3.46	52
3.48	32
3.5	29
3.52	36
3.54	22
3.56	44
3.58	40
3.6	45
3.62	30
3.64	51
3.66	43
3.68	33
3.7	26
3.72	35
3.74	35
3.76	42
3.78	36
3.8	31
3.82	34
3.84	28
3.86	30
3.88	27
3.9	28
3.92	50
3.94	43
3.96	45
3.98	43
4	42
4.02	36
4.04	33
4.06	24
4.08	36
