Time [µs]	D2, v0J4, 04.12.	D2, v0J4, 04.12.
9.88	35	5.85467929753645E-4
9.9	34	5.68740274617826E-4
9.92	46	7.69472136247647E-4
9.94	51	8.5311041192674E-4
9.96	28	4.68374343802916E-4
9.98	26	4.34919033531279E-4
10	44	7.36016825976011E-4
10.02	40	6.69106205432737E-4
10.04	21	3.51280757852187E-4
10.06	19	3.1782544758055E-4
10.08	22	3.68008412988005E-4
10.1	40	6.69106205432737E-4
10.12	43	7.19289170840192E-4
10.14	27	4.51646688667097E-4
10.16	26	4.34919033531279E-4
10.18	29	4.85101998938734E-4
10.2	12	2.00731861629821E-4
10.22	32	5.3528496434619E-4
10.24	32	5.3528496434619E-4
10.26	12	2.00731861629821E-4
10.28	5	8.36382756790921E-5
10.3	32	5.3528496434619E-4
10.32	26	4.34919033531279E-4
10.34	14	2.34187171901458E-4
10.36	23	3.84736068123824E-4
10.38	21	3.51280757852187E-4
10.4	10	1.67276551358184E-4
10.42	3	5.01829654074553E-5
10.44	-18	-3.01097792444732E-4
10.46	13	2.17459516765639E-4
10.48	19	3.1782544758055E-4
10.5	34	5.68740274617826E-4
10.52	7	1.17093585950729E-4
10.54	32	5.3528496434619E-4
10.56	11	1.84004206494003E-4
10.58	26	4.34919033531279E-4
10.6	9	1.50548896222366E-4
10.62	0	0
10.64	4	6.69106205432737E-5
10.66	-5	-8.36382756790921E-5
10.68	-4	-6.69106205432737E-5
10.7	-15	-2.50914827037276E-4
10.72	15	2.50914827037276E-4
10.74	19	3.1782544758055E-4
10.76	5	8.36382756790921E-5
10.78	-2	-3.34553102716368E-5
10.8	-23	-3.84736068123824E-4
10.82	10	1.67276551358184E-4
10.84	-4	-6.69106205432737E-5
10.86	21	3.51280757852187E-4
10.88	18	3.01097792444732E-4
10.9	4	6.69106205432737E-5
10.92	10	1.67276551358184E-4
10.94	15	2.50914827037276E-4
10.96	29	4.85101998938734E-4
10.98	0	0
11	17	2.84370137308913E-4
11.02	6	1.00365930814911E-4
11.04	10	1.67276551358184E-4
11.06	30	5.01829654074553E-4
11.08	49	8.19655101655103E-4
11.1	1	1.67276551358184E-5
11.12	-3	-5.01829654074553E-5
11.14	-25	-4.18191378395461E-4
11.16	23	3.84736068123824E-4
11.18	18	3.01097792444732E-4
11.2	-28	-4.68374343802916E-4
11.22	-1	-1.67276551358184E-5
11.24	-1	-1.67276551358184E-5
11.26	22	3.68008412988005E-4
11.28	27	4.51646688667097E-4
11.3	-13	-2.17459516765639E-4
11.32	7	1.17093585950729E-4
11.34	25	4.18191378395461E-4
11.36	24	4.01463723259642E-4
11.38	7	1.17093585950729E-4
11.4	-14	-2.34187171901458E-4
11.42	-10	-1.67276551358184E-4
11.44	6	1.00365930814911E-4
11.46	-6	-1.00365930814911E-4
11.48	-2	-3.34553102716368E-5
11.5	-7	-1.17093585950729E-4
11.52	-27	-4.51646688667097E-4
11.54	-12	-2.00731861629821E-4
11.56	11	1.84004206494003E-4
11.58	34	5.68740274617826E-4
11.6	19	3.1782544758055E-4
11.62	31	5.18557309210371E-4
11.64	4	6.69106205432737E-5
11.66	2	3.34553102716368E-5
11.68	7	1.17093585950729E-4
11.7	13	2.17459516765639E-4
11.72	41	6.85833860568555E-4
11.74	22	3.68008412988005E-4
11.76	-5	-8.36382756790921E-5
11.78	-8	-1.33821241086547E-4
11.8	-2	-3.34553102716368E-5
11.82	-3	-5.01829654074553E-5
11.84	-1	-1.67276551358184E-5
11.86	9	1.50548896222366E-4
11.88	7	1.17093585950729E-4
11.9	4	6.69106205432737E-5
11.92	-22	-3.68008412988005E-4
11.94	22	3.68008412988005E-4
11.96	20	3.34553102716368E-4
11.98	-9	-1.50548896222366E-4
12	-14	-2.34187171901458E-4
12.02	-2	-3.34553102716368E-5
12.04	5	8.36382756790921E-5
12.06	-11	-1.84004206494003E-4
12.08	-7	-1.17093585950729E-4
12.1	24	4.01463723259642E-4
12.12	-3	-5.01829654074553E-5
12.14	35	5.85467929753645E-4
12.16	16	2.67642482173095E-4
12.18	13	2.17459516765639E-4
12.2	10	1.67276551358184E-4
12.22	7	1.17093585950729E-4
12.24	20	3.34553102716368E-4
12.26	10	1.67276551358184E-4
12.28	26	4.34919033531279E-4
12.3	10	1.67276551358184E-4
12.32	16	2.67642482173095E-4
12.34	-8	-1.33821241086547E-4
12.36	-8	-1.33821241086547E-4
12.38	-2	-3.34553102716368E-5
12.4	-18	-3.01097792444732E-4
12.42	2	3.34553102716368E-5
12.44	41	6.85833860568555E-4
12.46	31	5.18557309210371E-4
12.48	6	1.00365930814911E-4
12.5	26	4.34919033531279E-4
12.52	32	5.3528496434619E-4
12.54	12	2.00731861629821E-4
12.56	14	2.34187171901458E-4
12.58	20	3.34553102716368E-4
12.6	16	2.67642482173095E-4
12.62	5	8.36382756790921E-5
12.64	14	2.34187171901458E-4
12.66	-2	-3.34553102716368E-5
12.68	-14	-2.34187171901458E-4
12.7	10	1.67276551358184E-4
12.72	-26	-4.34919033531279E-4
12.74	3	5.01829654074553E-5
12.76	-6	-1.00365930814911E-4
12.78	-11	-1.84004206494003E-4
12.8	2	3.34553102716368E-5
12.82	-11	-1.84004206494003E-4
12.84	-6	-1.00365930814911E-4
12.86	-1	-1.67276551358184E-5
12.88	2	3.34553102716368E-5
12.9	11	1.84004206494003E-4
12.92	16	2.67642482173095E-4
12.94	16	2.67642482173095E-4
12.96	-2	-3.34553102716368E-5
12.98	-7	-1.17093585950729E-4
13	7	1.17093585950729E-4
13.02	9	1.50548896222366E-4
13.04	12	2.00731861629821E-4
13.06	-1	-1.67276551358184E-5
13.08	-12	-2.00731861629821E-4
13.1	3	5.01829654074553E-5
13.12	-1	-1.67276551358184E-5
13.14	33	5.52012619482008E-4
13.16	6	1.00365930814911E-4
13.18	-9	-1.50548896222366E-4
13.2	-4	-6.69106205432737E-5
13.22	8	1.33821241086547E-4
13.24	-4	-6.69106205432737E-5
13.26	8	1.33821241086547E-4
13.28	22	3.68008412988005E-4
13.3	-13	-2.17459516765639E-4
13.32	-21	-3.51280757852187E-4
13.34	-22	-3.68008412988005E-4
13.36	18	3.01097792444732E-4
13.38	25	4.18191378395461E-4
13.4	10	1.67276551358184E-4
13.42	16	2.67642482173095E-4
13.44	9	1.50548896222366E-4
13.46	18	3.01097792444732E-4
13.48	1	1.67276551358184E-5
13.5	25	4.18191378395461E-4
13.52	5	8.36382756790921E-5
13.54	-6	-1.00365930814911E-4
13.56	26	4.34919033531279E-4
13.58	15	2.50914827037276E-4
13.6	14	2.34187171901458E-4
13.62	27	4.51646688667097E-4
13.64	17	2.84370137308913E-4
13.66	10	1.67276551358184E-4
13.68	19	3.1782544758055E-4
13.7	-10	-1.67276551358184E-4
13.72	7	1.17093585950729E-4
13.74	-9	-1.50548896222366E-4
13.76	-3	-5.01829654074553E-5
13.78	4	6.69106205432737E-5
13.8	-20	-3.34553102716368E-4
13.82	6	1.00365930814911E-4
13.84	17	2.84370137308913E-4
13.86	38	6.356508951611E-4
13.88	18	3.01097792444732E-4
13.9	22	3.68008412988005E-4
13.92	13	2.17459516765639E-4
13.94	1	1.67276551358184E-5
13.96	-6	-1.00365930814911E-4
13.98	-16	-2.67642482173095E-4
14	-12	-2.00731861629821E-4
14.02	19	3.1782544758055E-4
14.04	34	5.68740274617826E-4
14.06	22	3.68008412988005E-4
14.08	10	1.67276551358184E-4
14.1	-6	-1.00365930814911E-4
14.12	9	1.50548896222366E-4
14.14	37	6.18923240025282E-4
14.16	0	0
14.18	18	3.01097792444732E-4
14.2	16	2.67642482173095E-4
14.22	17	2.84370137308913E-4
14.24	8	1.33821241086547E-4
14.26	-6	-1.00365930814911E-4
14.28	-14	-2.34187171901458E-4
14.3	-7	-1.17093585950729E-4
14.32	-12	-2.00731861629821E-4
14.34	-9	-1.50548896222366E-4
14.36	2	3.34553102716368E-5
14.38	0	0
14.4	-20	-3.34553102716368E-4
14.42	-5	-8.36382756790921E-5
14.44	23	3.84736068123824E-4
14.46	13	2.17459516765639E-4
14.48	18	3.01097792444732E-4
14.5	10	1.67276551358184E-4
14.52	21	3.51280757852187E-4
14.54	1	1.67276551358184E-5
14.56	14	2.34187171901458E-4
14.58	-9	-1.50548896222366E-4
14.6	-12	-2.00731861629821E-4
14.62	-1	-1.67276551358184E-5
14.64	16	2.67642482173095E-4
14.66	19	3.1782544758055E-4
14.68	-7	-1.17093585950729E-4
14.7	3	5.01829654074553E-5
14.72	-11	-1.84004206494003E-4
14.74	-7	-1.17093585950729E-4
14.76	-15	-2.50914827037276E-4
14.78	15	2.50914827037276E-4
14.8	-7	-1.17093585950729E-4
14.82	1	1.67276551358184E-5
14.84	3	5.01829654074553E-5
14.86	3	5.01829654074553E-5
14.88	6	1.00365930814911E-4
14.9	19	3.1782544758055E-4
14.92	5	8.36382756790921E-5
14.94	18	3.01097792444732E-4
14.96	27	4.51646688667097E-4
14.98	9	1.50548896222366E-4
15	8	1.33821241086547E-4
15.02	7	1.17093585950729E-4
15.04	14	2.34187171901458E-4
15.06	2	3.34553102716368E-5
15.08	-16	-2.67642482173095E-4
15.1	2	3.34553102716368E-5
15.12	25	4.18191378395461E-4
15.14	31	5.18557309210371E-4
15.16	14	2.34187171901458E-4
15.18	28	4.68374343802916E-4
15.2	20	3.34553102716368E-4
15.22	1	1.67276551358184E-5
15.24	1	1.67276551358184E-5
15.26	11	1.84004206494003E-4
15.28	1	1.67276551358184E-5
15.3	15	2.50914827037276E-4
15.32	44	7.36016825976011E-4
15.34	8	1.33821241086547E-4
15.36	-9	-1.50548896222366E-4
15.38	-12	-2.00731861629821E-4
15.4	12	2.00731861629821E-4
15.42	11	1.84004206494003E-4
15.44	-6	-1.00365930814911E-4
15.46	21	3.51280757852187E-4
15.48	21	3.51280757852187E-4
15.5	31	5.18557309210371E-4
15.52	11	1.84004206494003E-4
15.54	17	2.84370137308913E-4
15.56	16	2.67642482173095E-4
15.58	34	5.68740274617826E-4
15.6	37	6.18923240025282E-4
15.62	26	4.34919033531279E-4
15.64	2	3.34553102716368E-5
15.66	4	6.69106205432737E-5
15.68	15	2.50914827037276E-4
15.7	-1	-1.67276551358184E-5
15.72	38	6.356508951611E-4
15.74	34	5.68740274617826E-4
15.76	24	4.01463723259642E-4
15.78	13	2.17459516765639E-4
15.8	6	1.00365930814911E-4
15.82	18	3.01097792444732E-4
15.84	31	5.18557309210371E-4
15.86	16	2.67642482173095E-4
15.88	-5	-8.36382756790921E-5
15.9	1	1.67276551358184E-5
15.92	2	3.34553102716368E-5
15.94	-3	-5.01829654074553E-5
15.96	18	3.01097792444732E-4
15.98	20	3.34553102716368E-4
16	26	4.34919033531279E-4
16.02	-1	-1.67276551358184E-5
16.04	-33	-5.52012619482008E-4
16.06	12	2.00731861629821E-4
16.08	11	1.84004206494003E-4
16.1	-1	-1.67276551358184E-5
16.12	20	3.34553102716368E-4
16.14	19	3.1782544758055E-4
16.16	-9	-1.50548896222366E-4
16.18	8	1.33821241086547E-4
16.2	-15	-2.50914827037276E-4
16.22	-13	-2.17459516765639E-4
16.24	8	1.33821241086547E-4
16.26	4	6.69106205432737E-5
16.28	2	3.34553102716368E-5
16.3	6	1.00365930814911E-4
16.32	5	8.36382756790921E-5
16.34	36	6.02195584889463E-4
16.36	39	6.52378550296919E-4
16.38	61	0.00102038696328492
16.4	7	1.17093585950729E-4
16.42	-4	-6.69106205432737E-5
16.44	5	8.36382756790921E-5
16.46	29	4.85101998938734E-4
16.48	13	2.17459516765639E-4
16.5	-9	-1.50548896222366E-4
16.52	40	6.69106205432737E-4
16.54	35	5.85467929753645E-4
16.56	6	1.00365930814911E-4
16.58	13	2.17459516765639E-4
16.6	0	0
16.62	10	1.67276551358184E-4
16.64	19	3.1782544758055E-4
16.66	21	3.51280757852187E-4
16.68	8	1.33821241086547E-4
16.7	15	2.50914827037276E-4
16.72	19	3.1782544758055E-4
16.74	8	1.33821241086547E-4
16.76	12	2.00731861629821E-4
16.78	8	1.33821241086547E-4
16.8	-13	-2.17459516765639E-4
16.82	-2	-3.34553102716368E-5
16.84	-6	-1.00365930814911E-4
16.86	-3	-5.01829654074553E-5
